FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,3324661566974662,Rejane Maria Basso,COMPLETO,Proposta de um WebSIG para Visualização de Informações sobre a Qualidade da Água Superficial de um Sistema de Informações Ambientais,2011,Português,Anais da VII ERBD,Novo Hamburgo,2011,"['BASSO, R. M. and', 'RIBEIRO, Helena Graziottin and', 'BIGOLIN, M. and']"
