FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Heterogeneous Database Interoperability using the WWW,2000,Inglês,XV SImpósio Brasileiro de Banco de Dados,João Pessoa,2000,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'RIBEIRO, C. H. F. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Estudo sobre abordagens abertas de conexão interface comum e protocolo comum,1997,Português,Trbalho Individual,Porto Alegre,1997,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'CASTILHO, J. M. V. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Ambiente de Workflow para Controle de Métricas no Processo de Desenvolvimento de Software,2003,Português,II Simpósio de Informática da Região Centro do RS,Santa Maria,2003,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Controle de Métricas no Processo de Desenvolvimento de Software através de uma Ferramenta de Workflow,2004,Português,Anais do I WORKCOMP-SUL,Florianópolis,2004,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Acesso a Bancos de Dados através de Celulares,2007,Português,III Escola Regional de Banco de Dados,Caxias do Sul,2007,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'SOARES, D. G. R. and', 'KREUTZ, D. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Análise de Processos do PMBOK em uma Fábrica de Software - Um Estudo de Caso,2007,Português,ENEGEP,Foz do Iguaçu,2007,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'ROVEDDER, C. R. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,CORIDORA Mapping: Uma Ferramenta Web para Mapeamento de Equivalências Semânticas em Bancos de Dados Heterogêneos,2007,Português,SIMS,Uruguaiana,2007,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'MENEGHETI, F. B. and', 'PAES, F. G. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,RESUMO,Uma Implementação para Acesso a Banco de Dados através de Dispositivos Móveis.,2007,Português,Conferëncia Ibérica de Sistemas e Tecnologias da Informação,Porto,2007,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'SOARES, D. G. R. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Uma Interface Web para Identificação de Equivalências em Bancos de Dados Heterogêneos,2008,Português,IV Escola Regional de Banco de Dados - ERBD,Florianópolis,2008,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'MENEGHETI, F. B. and', 'PAES, F. G. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,RESUMO_EXPANDIDO,Interoperabilidade de Bancos de Dados Heterogêneos através da WWW,1998,Português,Semana Acadêmica do CPGCC,Portol Alegre,1998,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'RIBEIRO, C. H. F. and', 'CASTILHO, J. M. V. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Uma Ferramenta WEB para apoio à Decisão em Ambiente Hospitalar,2008,Português,3ª Conferencia Ibérica de Sistemas y Tecnologías de la Información,Ourense - Espanha,2008,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'Mikael de Souza Fernandes and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Neuro BI: Uma ferramenta web open source para apoio a tomada de decisão,2008,Português,Revista HIFEN,Uruguaiana,2008,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'Mikael de Souza Fernandes and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Similaridade entre Objetos Localizados em Fontes de Dados Heterogêneas,2010,Português,VI Escola Regional de Banco de Dados -VI ERBD,Joinville,2010,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'GUIMARAES, R. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Uma Ferramenta Web para BI Focada no Gestor de Informação,2010,Português,Anais do IV Workshop de TI das IFES,Rio de janeiro,2010,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'Mikael de Souza Fernandes and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,RESUMO_EXPANDIDO,Seleção de Valores para Preenchimento Automático de Formulários Web,2011,Português,Proceeding XXVI Brazilian Symposium on Databases,Florianópolis,2011,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'MORAES, T. G. and', 'HEUSER, C. A. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,RESUMO_EXPANDIDO,Automatic Filling of Web Forms,2012,Português,CEUR Workshop Proceedings,Ouro Preto,2012,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'HEUSER, C. A. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,RESUMO,Desenvolvimento de uma solução de Business Intelligence,2008,Português,Seminario de Informática,Torres,2008,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'Mikael de Souza Fernandes and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Implantação de Processos do PMBOK em Projetos de Desenvolvimento de uma Fábrica de Software,2007,Português,Seminario de Informática,Torres,2007,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'ROVEDDER, C. R. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,RESUMO_EXPANDIDO,Choosing Values for Text Fields in Web Forms,2012,Inglês,Advances in Intelligent Systems and Computing,Poznan,2012,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'HEUSER, C. A. and', 'MORAES, T. G. and', 'MOREIRA, V. P. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Predição da Evasão dos Alunos em Cursos de Graduação Presenciais,2016,Português,Anais Eletrônicos da Associação Brasilieira de Engenharia de Produção,João Pessoa,2016,"['KANTORSKI, G. Z. and', 'SCHMITT, J. A. and', 'FLORES, E. G. and', 'HOFFMANN, I. L. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,"Gestão, preservação e acesso a documentos arquivísticos digitais na UFSM",2016,Português,Anais do X Workshop de Tecnologia de Informação e Comunicação das IFES,Gramado,2016,"['KROTH, M. L. and', 'KANTORSKI, G. Z. and', 'SCHMITT, J. A. and', 'PRADEBON, D. R. S. and', 'PAVEZI, N. and', 'DIMUSSIO, D. and', 'FERREIEA, G. G. L. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Número Único de Protocolo e Protocolo Integrado: metodologia de implantação baseada na experiência da Universidade Federal de Santa Maria,2015,Português,Anais do IX Workshop de Tecnologia da Informação e Comunicação das IFES,Belo Horizonte,2015,"['KROTH, M. L. and', 'KANTORSKI, GUSTAVO ZANINI and', 'FERREIEA, G. G. L. and', 'PRADEBON, D. R. S. and', 'PAVEZI, N. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,"PROPOSTA DE INFORMATIZAÇÃO DA GESTÃO, PRESERVAÇÃO E ACESSO A DOCUMENTOS ARQUIVÍSTICOS DE UMA INSTITUIÇÃO DE ENSINO SUPERIOR",2015,Português,Anais XV CIGU,Mar del Plata,2015,"['KANTORSKI, GUSTAVO ZANINI and', 'KROTH, M. L. and']"
LATTES,TRAB.EVENTO,0721839644753258,Gustavo Zanini Kantorski,COMPLETO,Ferramenta CORIDORA Web Mapping para Mapeamento de Esquemas em Bancos de Dados Heterogêneos,2007,Português,Seminário de Informática - SEMINFO,Torres,2007,"['KANTORSKI, G. Z.;KANTORSKI, GUSTAVO ZANINI and', 'MENEGHETI, F. B. and', 'PAES, F. G. and']"
