FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,RESUMO,Monitoramento de Serviços Computacionais para a Gestão do Conhecimento,2006,Português,III Workshop de Engenharia e Gestão do Conhecimento,Florianópolis,2006,"['MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and']"
LATTES,TRAB.EVENTO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,COMPLETO,Dinâmica da Digitação Aplicada a Ambientes Web,2007,Português,Workshop de Trabalhos de Iniciação Científica e de Graduação (WTICG),Rio de Janeiro,2007,"['PAVEZI, R. and', 'MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and', 'ANDRADE, R. and', 'WANGENHEIM, A. V. and']"
LATTES,TRAB.EVENTO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,COMPLETO,SEM_DADOS,2007,Português,XXXIII Conferencia Latinoamericana de Informática,San Jose,2007,"['BARBOSA, P. R. and', 'RIGHI, R. R. and', 'KREUTZ, D. L. and', 'MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and']"
LATTES,TRAB.EVENTO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,COMPLETO,Um Estudo Comparativo de Ferramentas Baseadas em Código Livre para o Controle e Monitoramento de Redes,2007,Português,V Escola Regional de Redes de Computadores,Santa Maria,2007,"['MATOS, A. M. and', 'MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and', 'RIGHI, R. R. and', 'KREUTZ, D. L. and', 'DANTAS, M.A.R. and']"
LATTES,TRAB.EVENTO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,COMPLETO,Replicação Assíncrona entre Bancos de Dados Médicos Distribuídos,2008,Português,IV Escola Regional de Bancos de Dados,Florianópolis,2008,"['MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and', 'PERANTUNES, H. W. G. and', 'MAIA, L. F. J. and', 'WANGENHEIM, A. V. and', 'DANTAS, M.A.R. and']"
LATTES,TRAB.EVENTO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,COMPLETO,Asyncronous Data Replication: A National Integration Strategy for Databases on Telemedicine Network,2008,Inglês,Proceeding of the The 21th IEEE International Symposium on Computer-Based Medical Systems,Jyväskylä,2008,"['MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and', 'PERANTUNES, H. W. G. and', 'ANDRADE, R. and', 'WANGENHEIM, A. V. and', 'DANTAS, M.A.R. and']"
LATTES,TRAB.EVENTO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,COMPLETO,A Telemedicine Network Using Secure Techniques and Intelligent User Access Control,2008,Inglês,Proceeding of the The 21th IEEE International Symposium on Computer-Based Medical Systems,Jyväskylä,2008,"['WALLAUER, J. and', 'WANGENHEIM, A. V. and', 'ANDRADE, R. and', 'MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and']"
LATTES,TRAB.EVENTO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,COMPLETO,A Interoperability Approach Based on Asynchronous Replication in a Distributed Internet Database,2008,Inglês,Proceeding of the 13th IEEE Symposium on Computers and Communications,Marrakeche,2008,"['MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and', 'PERANTUNES, H. W. G. and', 'MAIA, L. F. J. and', 'WANGENHEIM, A. V. and', 'DANTAS, M.A.R. and']"
LATTES,TRAB.EVENTO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,COMPLETO,Armazenamento Distribuído de Imagens Médicas no Formato de Dados HDF5,2008,Português,XIV Simpósio Brasileiro de Sistemas Multimídia e Web (WebMedia'08),Vila Velha - ES,2008,"['MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and', 'COMUNELLO, E. and', 'WANGENHEIM, A. V. and', 'DANTAS, M.A.R. and']"
LATTES,TRAB.EVENTO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,COMPLETO,Armazenamento de Imagens Médicas DICOM em Sistemas de Arquivos Distribuídos,2008,Português,IX Simpósio Brasileiro de Sistemas Computacionais (WSCAD'08),Campo Grande - MS,2008,"['MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and', 'PERANTUNES, H. W. G. and', 'WANGENHEIM, A. V. and', 'DANTAS, M.A.R. and']"
LATTES,TRAB.EVENTO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,RESUMO,O Uso da Telemedicina Assistencial Assíncrona em Larga Escala no Setor Público de Saúde,2008,Português,XI Congresso Brasileiro de Informática em Saúde (CBIS'08),Campos do Jordão - SP,2008,"['SAVARIS, A. and', 'ANDRADE, R. and', 'MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and', 'WANGENHEIM, A. V. and']"
