FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,2747626874611692,Fabio André Garaluz dos Santos,COMPLETO,Dynamic Creation of BSP/CGM Clusters on Cloud Computing Platforms,2013,Português,2013 Fourth International Conference on Emerging Intelligent Data and Web Technologies,Xi&amp;apos;an,2013,"['KRAEMER, ALESSANDRO and', 'OLIVEIRA, JUNIOR CESAR DE and', 'SANTOS, FABIO ANDRE GARALUZ DOS and', 'MACIEL, ANA CLAUDIA and', 'GOLDMAN, ALFREDO and', 'CORDEIRO, DANIEL and']"
