FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,7881671179759264,Ricardo Gil Belther Nabo,RESUMO,Desenvolvimento de um Protótipo de um Sistema PACS para Aquisição de Exames Médicos e Transmissão de Vídeos de Colonocospia em Tempo Real pela Internet,2010,Português,Anais do 18º Simpósio Internacional de Iniciação Científica da USP,"São Paulo, SP",2010,"['MACHADO, Renato Bobsin and', 'LEE, Huei Diana and', 'ZALEWSKI, Willian and', 'FERRERO, Carlos Andrés and', 'COY, Claudio Saddy Rodrigues and', 'FAGUNDES, João José and', 'WU, Feng Chung and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,7881671179759264,Ricardo Gil Belther Nabo,RESUMO_EXPANDIDO,Desenvolvimento de um Protótipo para a Aquisição e a Transmissão de Vídeos a Partir de Equipamentos de Videocolonoscopia,2011,Português,XX EAIC - Encontro Anual de Iniciação Científica,Ponta Grossa,2011,"['MACHADO, Renato Bobsin and', 'WU, Feng Chung and', 'COY, Claudio Saddy Rodrigues and', 'FAGUNDES, João José and', 'LEE, Huei Diana and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,7881671179759264,Ricardo Gil Belther Nabo,RESUMO,Um Protótipo de um Sistema Computacional para o Gerenciamento de  Dados e Exames de Pacientes (Aceito para Publicação).,2012,Português,Simpósio Internacional de Iniciação Científica da USP XX,São Paulo,2012,"['MACHADO, Renato Bobsin and', 'LEE, Huei Diana and', 'COY, Claudio Saddy Rodrigues and', 'FAGUNDES, João José and', 'AYIRIZONO, M. L. S. and', 'LEAL, R. F. and', 'WU, Feng Chung and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,7881671179759264,Ricardo Gil Belther Nabo,RESUMO_EXPANDIDO,Um Protótipo de um Sistema Computacional Web Aplicado a Área Médica (Aceito para publicação),2012,Português,Encontro Anual de Iniciação Científica XXI,Maringá,2012,"['MACHADO, Renato Bobsin and', 'MALETZKE, A. G. and', 'WU, Feng Chung and', 'LEE, Huei Diana and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,7881671179759264,Ricardo Gil Belther Nabo,RESUMO,Desenvolvimento de um Protótipo para a Aquisição e o Armazenamento de Vídeos e de Imagens de Exames de Videocolonoscopia,2011,Português,XIX Simpósio Internacional de Iniciação Científica da USP,São Carlos,2011,"['MACHADO, Renato Bobsin and', 'LEE, Huei Diana and', 'AYIRIZONO, M. L. S. and', 'LEAL, R. F. and', 'COY, Claudio Saddy Rodrigues and', 'FAGUNDES, João José and', 'WU, Feng Chung and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,7881671179759264,Ricardo Gil Belther Nabo,COMPLETO,Anotação de Trajetórias via Fusão com Trilhas de Mídias Sociais,2014,Português,X Escola Regional de Banco de Dados,São Francisco do Sul,2014,"['FILETO, Renato and', 'MAY, Cleto and', 'ALENCAR, Lucas André de and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,7881671179759264,Ricardo Gil Belther Nabo,COMPLETO,Annotating Trajectories by Fusing them with Social Media Users  Posts,2014,Português,XV Brazilian Symposium on Geoinformatics,Campos dos Jordão,2014,"['FILETO, Renato and', 'NANNI, Mirco and', 'RENSO, Chiara and', 'SEM_DADOS and']"
