FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,3580058620034457,Bruno Machado Agostinho,COMPLETO,Smart Comm: A Smart Home Middleware Supporting Information Exchange,2018,Inglês,44th Annual Conference of the IEEE Industrial Electronics Society,"Washington, DC",2018,"['AGOSTINHO, B. M.;AGOSTINHO, BRUNO MACHADO and', 'ROTTA, G. and', 'PLENTZ, P. D. M. and', 'DANTAS, M. A. R. and']"
LATTES,TRAB.EVENTO,3580058620034457,Bruno Machado Agostinho,COMPLETO,Uma Arquitetura Aberta de Baixo Custo e Demanda Energética para Big Data em um Ambiente de Fog Computing,2017,Português,XVII Escola Regional de Alto Desempenho,"Ijuí, RS",2017,"['AGOSTINHO, B. M.;AGOSTINHO, BRUNO MACHADO and', 'BOITO, F. Z. and', 'DANTAS, M. A. R. and']"
LATTES,TRAB.EVENTO,3580058620034457,Bruno Machado Agostinho,COMPLETO,Anonimização de Dados de Trajetórias em Grupos para Disponibilização à Pesquisa Universitária,2018,Português,XVIII SIMPÓSIO BRASILEIRO EM SEGURANÇA DA INFORMAÇÃO E DE SISTEMAS COMPUTACIONAIS,"Natal, RN",2018,"['GOMES, F. O. and', 'BALDISSERA, J. and', 'AGOSTINHO, B. M.;AGOSTINHO, BRUNO MACHADO and', 'SIMOES, D. and', 'MARTINA, J. E. and']"
LATTES,TRAB.EVENTO,3580058620034457,Bruno Machado Agostinho,COMPLETO,Unificação de Dados Nacionais de Saúde Através do Uso de Blockchain e Smart Contracts,2019,Português,XV Escola Regional de Banco de Dados (ERBD),Chapecó,2019,"['AGOSTINHO, B. M. and', 'SCHREINER, G. A. and', 'GOMES, F. O. and', 'PINTO, A. S. R. and', 'DANTAS, M. A. R. and']"
LATTES,TRAB.EVENTO,3580058620034457,Bruno Machado Agostinho,COMPLETO,Omniconn: An Architecture for Heterogeneous Devices Interoperability on Industrial Internet of Things,2019,Inglês,Lecture Notes in Networks and Systems,Antuerpia,2019,"['AGOSTINHO, B. M. and', 'Souza, C. B. and', 'GOMES, F. O. and', 'PINTO, A. S. R. and', 'DANTAS, M. A. R. and']"
LATTES,TRAB.EVENTO,3580058620034457,Bruno Machado Agostinho,COMPLETO,Privacy Preserving on Trajectories Created by Wi-Fi Connections in a University Campus,2018,Português,2018 IEEE International Conference on Intelligence and Security Informatics (ISI),Miami,2018,"['GOMES, FERNANDA OLIVEIRA and', 'SILVA, DOUGLAS SIMOES and', 'AGOSTINHO, BRUNO MACHADO and', 'MARTINA, JEAN EVERSON and']"
