FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,As organizações na internet: um estudo comparativo,2005,Português,VIII Seminário Internacional da Comunicação,Porto Alegre,2005,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicando Juntos...,2005,Português,III Encontro Nacional de Pesquisadores em Jornalismo,Florianópolis,2005,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,(Re) Visitando a (re) construção histórica das Relações Públicas,2005,Aimara,Anais do XXVIII Congresso Brasileiro de Ciências da Comunicação - INTERCOM,Rio de Janeiro,2005,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO_EXPANDIDO,Organizations as Complex Systems: An analysis Between the Perspectives of Nicklas Luhmann and Edgar Morin,2008,Inglês,"What is on Organization?Materiality, Agency and Discourse",Montreal,2008,"['SCROFERNEKER, Cleusa Maria Andrade and', 'CURVELLO, João José Azevedo and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO,As Ouvidorias virtuais em Instituições de Ensino Superior,2008,Português,Programa do XXXI Congresso Brasileiro de Ciências da Comunicação,Natal,2008,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,As Ouvidorias Virtuais em Instituições de Ensino Superior,2009,Português,"8º LUSOCOM - Comunicação, Espaço Global e Lusofonia",Lisboa,2009,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Trajetória e tendências da pesquisa em Relações Públicas e em Comunicação Organizacional no Brasil,2009,Português,"8º LUSOCOM - Comunicação, Espaço Global e Lusofonia",Funchal,2009,"['SCROFERNEKER, Cleusa Maria Andrade and', 'CURVELLO, João José Azevedo and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,O 'ouvir'virtual das Instituições de Ensino Superior,2009,Português,Anais do ... Congresso Brasileiro de Ciências da Comunicação,Curitiba,2009,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SILVA, Diego Wander da and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,A ?Ouvidoria? Virtual Como [Nova] Modalidade Comunicacional Nos Sites/Portais Das Universidades Da Região Metropolitana De Porto Alegre/RS,2009,Português,"Intercom Curitiba 2009 - Comunicação, Educação e Cultura na Era Digital",Curitiba,2009,"['SILVA, Diego Wander da and', 'SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,El escuchar virtual de las Instituciones de Enseña Superior en Brasil y en la Argentina,2010,Português,Ponencias Internacionales http://www.cumbre2010.com.ar/,San Martin,2010,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,"?	El ?escuchar? de las Instituciones de Enseña Superior en Brasil, en Argentina y en Colombia",2010,Português,X Congresso ALAIC,Bogotá,2010,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,?	(Re) Visitando as Ouvidorias ?Virtuais? em Instituições de Ensino Superior e em Hospitais Universitários,2010,Português,Anais do ... Congresso Brasileiro de Ciências da Comunicação,Caxias do Sul,2010,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Contra Tendências Paradigmáticas da Comunicação Organizacional Contemporânea Brasileira,2011,Português,Anais do Encontro Anual da Compós,Porto Alegre,2011,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Entre o Discurso e a Prática: as ouvidorias virtuais em Hospitais Universitários Brasileiros,2012,Português,Ponencias de ALAIC 2012,Montevideo,2012,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SOUZA, Larissa Lofrano and', 'FONTOURA, Fabiano Brum and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Ouvidorias Virtuais em Hospitais Universitários Brasileiros: ?lugar? de comunicação ou espaços de incomunicação?,2012,Português,Anais do ... Congresso Brasileiro de Ciências da Comunicação,Fortaleza,2012,"['SCROFERNEKER, Cleusa Maria Andrade and', 'AMORIN, Lidiane Ramirez de and', 'SOUZA, Larissa Lofrano and', 'FONTOURA, Fabiano Brum and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Redes sociais: ?novas? modalidades de ?ouvidorias? virtuais,2011,Português,Anais do ... Congresso Brasileiro de Ciências da Comunicação,Recife,2011,"['SCROFERNEKER, Cleusa Maria Andrade and', 'AMORIN, Lidiane Ramirez de and', 'SILVA, Diego Wander da and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,As ouvidorias virtuais em Hospitais Brasileiros e Portugueses: o 'lugar' das mídias sociais,2012,Português,"Atas de X Congresso Lusocom - Comunicação, Cultura e Desenvolvimento",Lisboa,2012,"['SCROFERNEKER, Cleusa Maria Andrade and', 'AMORIN, Lidiane Ramirez de and', 'SILVA, Diego Wander da and', 'ARMENTO, Gabriela Lima and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,A Investigação Apreciativa como Estratégia de Comunicação.,2011,Português,Fisec - Estrategias,Belo Horizonte,2011,"['SCROFERNEKER, Cleusa Maria Andrade and', 'DUTRA, M. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,A Ouvidoria como espaço de interlocução,2011,Português,CONFIBERCOM - 1º Congresso Mundial de Comunicação Ibero-Americana,São Paulo,2011,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicação e mídias sociais: em busca de diálogos possíveis,2013,Português,XXXVI Congresso Brasileiro de Ciências da Comunicação,Manaus,2013,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SILVESTRIN, C. B. and', 'SILVA, Diego Wander da and', 'OLIVEIRA, R. F. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,"(Re) Pensando os relacionamentos no contexto organizacional, face aos desafios e possibilidades decorrentes das 'novas'tecnologias.",2013,Português,XXXVI Congresso Brasileiro de Ciências da Comunicação,Manaus,2013,"['SCROFERNEKER, Cleusa Maria Andrade and', 'CASTILHOS, Letícia de and', 'AMORIN, Lidiane Ramirez de and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,As ?Novas? possibilidades de (in) comunicação virtual dos Hospitais Universitários Brasileiros: as mídias sociais,2013,Português,ABRAPCORP: Teorias e Métodos de Pesquisa em Comunicação Organizacional e Relações Públicas: entre a tradição e a inovação,Brasília,2013,"['SCROFERNEKER, Cleusa Maria Andrade and', 'AMORIN, Lidiane Ramirez de and', 'ESCOBAR, R. and', 'ARMENTO, Gabriela Lima and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,As ouvidorias virtuais em Hospitais Universitários Brasileiros e Portugueses: o ?lugar? das mídias sociais,2013,Português,"X Congresso da LUSOCOM ? Comunicação, Cultura e Desenvolvimento",Lisboa,2012,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SILVA, Diego Wander da and', 'AMORIN, Lidiane Ramirez de and', 'SARMENTO, G. L. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,As Ouvidorias Virtuais em Hospitais Universitários Espanhóis e Brasileiros: um estudo comparativo,2013,Português,"XIII Congreso Intercional IBERCOM. Comunicación, Cultura y Esferas do Poder",Santiago de Compostella,2013,"['SCROFERNEKER, Cleusa Maria Andrade and', 'AMORIN, Lidiane Ramirez de and', 'ESCOBAR, R. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,"?	(Re) Pensando os relacionamentos no contexto organizacional, face os desafios e possibilidades decorrentes das ?novas? tecnologias",2013,Português,XXXVI Congresso Brasileiro de Ciências da Comunicação. Intercom Manaus 2013,Manaus,2013,"['SCROFERNEKER, Cleusa Maria Andrade and', 'AMORIN, Lidiane Ramirez de and', 'CASTILHOS, Letícia de and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO,Comunicação organizacional e estratégia: (re) repensar para compreender,2014,Espanhol,ALAIC 2014,Lima,2014,"['SCROFERNEKER, Cleusa Maria Andrade and', 'AMORIN, Lidiane Ramirez de and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,"A ?virtualização dos diálogos? em Hospitais Universitários Brasileiros, Espanhóis e Portugueses",2014,Português,Comunicação ibero-americana: os desafios da Internacionalização - Livro de Atas do II Congresso Mundial de Comunicação ibero-americana,Braga,2014,"['SCROFERNEKER, Cleusa Maria Andrade and', 'AMORIN, Lidiane Ramirez de and', 'OLIVEIRA, R. F. and', 'CASTILHOS, Letícia de and', 'ESCOBAR, R. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO,(Re) visitando a produção científica em Comunicação organizacional e relações Públicas no Brasil.,2014,Espanhol,Anais do Congresso do XI Lusocom,Pontevedra,2014,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SILVESTRIN, C. B. and', 'MOURA, Claudia Peixoto de and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicação organizacional e estratégia: (re) repensar para compreender,2014,Português,Anais do VIII Congresso Brasileiro Cientí fico de Comunicação Organizacional e de Relações Públicas - 2014,Londrina,2014,"['SCROFERNEKER, Cleusa Maria Andrade and', 'AMORIN, Lidiane Ramirez de and', 'OLIVEIRA, R. F. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,As 'Novas' Possibilidades de (In) comunicação virtual dos Hospitais Universitários Brasileiros: as mídias sociais,2013,Português,Teorias e Métodos de Pesquisa:: entre a Tradição e a Inovação,Barsília,2013,"['SCROFERNEKER, Cleusa Maria Andrade and', 'AMORIN, Lidiane Ramirez de and', 'ESCOBAR, R. and', 'SARMENTO, G. L. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Contribuições para uma compreensão complexa da comunicação no contexto das organizações,2015,Português,Anais do XXXVIII Congresso da Intercom,Rio de Janeiro,2015,"['SCROFERNEKER, Cleusa Maria Andrade and', 'AMORIN, Lidiane Ramirez de and', 'OLIVEIRA, R. F. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO_EXPANDIDO,Comunicação Organizacional Digital nos Espaços de Discussão Científica,2015,Português,Anais do XIII Seminário Internacional da Comunicação,Porto Alegre,2015,"['SOUSA, G. M. S. F. and', 'SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,O ?estado da arte? da comunicação organizacional: aproximações preliminares.,2016,Português,http://www.abrapcorp.org.br/site/int.php?pagina=publicacoes-abrapcorp&amp;codigo=anais-do-x-congresso-abrapcorp-2016&amp;origem=geral,São Paulo,2016,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SOUZA, R. C. A. and', 'GOMES, L. B. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Apontamentos de uma pesquisa: o ?estado da arte? da comunicação organizacional no Brasil.,2016,Português,XXXIX Congresso Intercom - São Paulo,São Paulo,2016,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SOUZA, R. C. A. and', 'GOMES, L. B. and', 'MOARES, F. L. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,As Organizações Brasileiras e a (re) significação das Ouvidorias Virtuais: as mídias sociais como (im) possibilidade de/para diálogos virtuais.,2016,Português,XXIX Congresso da Intercom - São Paulo,São Paulo,2016,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SOARES, A. C. O. C. and', 'NEVES, C. W. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,El Estado del Arte Comunicación Organizacional: Enfoques Preliminares,2016,Português,XIII CONGRESO DE LA ASOCIACIÓN LATINOAMERICANA DE INVESTIGADORES DE LA COMUNICACIÓN,Cidade do Méxixo,2016,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SOUZA, R. C. A. and', 'GOMES, L. B. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicação Organizacional Digital: abordagens teórico-metodológicas da produção científica circulante no espaço de discussão da Abrapcorp,2016,Português,XIII CONGRESO DE LA ASOCIACIÓN LATINOAMERICANA DE INVESTIGADORES DE LA COMUNICACIÓN,Cidade do México,2016,"['SOUSA, G. M. S. F. and', 'SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicação Organizacional Digital: dimensão metodológica da produção científica circulante no espaço de discussão da Abrapcorp.,2016,Português,III Seminário Internacional de Comunicação Organizacional - III SICO,Belo Horizonte,2016,"['SOUSA, G. M. S. F. and', 'SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,El Estado del Arte de la Comunicación Organizacional: enfoques preliminares,2016,Português,Memorias XIII Congreso Latinoamericano de Investigadores de la Comunicación: Sociedad del Conocimento y Comunicación: Reflexiones Críticas desde America Latina,Cidade do México,2016,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SOUZA, R. C. A. and', 'GOMES, L. B. and', 'MOARES, F. L. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicação Organizacional Digital: abordagens teórico-metodológicas da produção científica circulante no espaço de discussão da Abrapcorp,2016,Português,XIII Congreso Latinoamericano de Investigadores de la Comunicación: Sociedad del Conocimento y Comunicación: Reflexiones Críticas desde America Latina,Cidade do México,2016,"['GONCALVES, G. and', 'SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,AS ORGANIZAÇÕES BRASILEIRAS E A (RE) SIGNIFICAÇÃO DAS OUVIDORIAS VIRTUAIS: AS MÍDIAS SOCIAIS COMO (IM) POSSIBILIDADE DE/PARA DIÁLOGOS VIRTUAIS,2016,Português,Intercom São Paulo - Anais de Trabalhos,São Paulo,2016,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SOARES, A. C. O. C. and', 'NEVES, C. W. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO,AS ORGANIZAÇÕES BRASILEIRAS E A (RE) SIGNIFICAÇÃO DAS OUVIDORIAS VIRTUAIS: AS MÍDIAS SOCIAIS COMO (IM) POSSIBILIDADE DE/PARA DIÁLOGOS VIRTUAIS,2017,Português,SAnais do Seminário Interno de Avaliação da Iniciação Científica da PUCRS 2017,Porto Alegre,2017,"['SCROFERNEKER, Cleusa Maria Andrade and', 'GLÓRIA RUCKERT JUNGKENN and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO,S ORGANIZAÇÕES BRASILEIRAS E A (RE) SIGNIFICAÇÃO DAS OUVIDORIAS VIRTUAIS: AS MÍDIAS SOCIAIS COMO (IM) POSSIBILIDADE DE/PARA DIÁLOGOS VIRTUAIS.,2016,Português,Anais do Seminário Interno de Avaliação da Iniciação Científica da PUCRS 2016,Porto Alegre,,"['SCROFERNEKER, Cleusa Maria Andrade and', 'NEVES, C. W. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO,A (RE) SIGNIFICAÇÃO DAS 'OUVIDORIAS VIRTUAIS' DOS HOSPITAIS UNIVERSITÁRIOS BRASILEIROS NO CONTEXTO DAS MÍDIAS SOCIAIS.,2015,Português,Anais do Seminário Interno de Avaliação da Iniciação Científica da PUCRS 2015,Porto Alegre,2015,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SILVA, T. G. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO,Ouvidoria Virtual como lugar de comunicação:a construção de um projeto de Business Intelligence para Hospitais Huniversitários.,2014,Português,Anais do XIV Salão de Iniciação Científica da PUCRS,Porto Alegre,2014,"['SCROFERNEKER, Cleusa Maria Andrade and', 'RUIZ, Duncan Dubugras Alcoba and', 'SARMENTO, G. L. and', 'RICARDO WENZEL DA COSTA and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO,AS MÍDIAS SOCIAIS E A (RE) SIGNIFICAÇÃO DAS OUVIDORIAS VIRTUAIS NOS HOSPITAIS UNIVERSITÁRIOS BRASILEIROS,2015,Português,Anais do 16º Salão de Iniciação Científica da PUCRS,Porto Alegre,2015,"['SCROFERNEKER, Cleusa Maria Andrade and', 'COSTA, V. B. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Por uma auditoria da comunicação digital no contexto das mídias sociais dos Hospitais acreditados pela Joint Commission International.,2017,Português,XVIII CONGRESSO DE CIÊNCIAS DA COMUNICAÇÃO NA REGIÃO SUL,Caxias do Sul,2017,"['FALAVIGNA, F. and', 'SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Diálogo e Interação no contexto das ouvidorias virtuais,2018,Português,X I I A b r a p c o r p COMUNICAÇÃO | DIVERSIDADES | ORGANIZAÇÕES,Goiânia,2018,"['SCROFERNEKER, Cleusa Maria Andrade and', 'FALAVIGNA, F. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,A (re)significação das ouvidorias virtuais: as mídias sociais como (im) possibilidade de/para diálogos virtuais,2018,Português,"41º CONGRESSO BRASILEIRO DE CIÊNCIAS DA COMUNICAÇÃO:Desigualdade, Gênero e Comunicação",Joinvile,2018,"['SCROFERNEKER, Cleusa Maria Andrade and', 'FALAVIGNA, F. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,OS PERCURSOS METODOLÓGICOS EM TESES DE DOUTORADO DOS PROGRAMAS DE PÓS- GRADUAÇÃO EM COMUNICAÇÃO NO BRASIL.,2018,Português,"XV Congresso Ibero-Americano - Comunicação, Diversidade e Tolerância",Lisboa,2017,"['SCROFERNEKER, Cleusa Maria Andrade and', 'FALAVIGNA, F. and', 'GOMES, L. B. and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,A produção científica em Comunicação Organizacional e Relações Públicas no Brasil : algumas aproximações.,2014,Português,XXXVII Congresso de Ciências da Comunicação,Foz do iguaçu,,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SILVESTRIN, C. B. and', 'MOURA, Claudia Peixoto de and', 'FALAVIGNA, F. and']"
