FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicação para a Qualidade na Universidade: o papel das Relações Públicas,2001,Português,,Campo Grande,2001,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,A Universidade na Internet: a 'descoberta'de uma nova mídia.,2002,Português,,Santa Cruz de La Sierra,2002,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,As Políticas de Comunicação Interna das Universidades Gaúchas,2003,Português,,Belo Horizonte,2003,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Re Pensando la Comunicación en las organizaciones,2003,Espanhol,,Vigo - Galícia,2003,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Assessoria de Imprensa e Assessoria de Comunicação: uma discussão conjunta.,2004,Português,VII Congreso Latinoramericano de Investigadores de La Comunicación (ALAIC),La Plata,2004,"['SCROFERNEKER, Cleusa Maria Andrade and', 'SIVESTRIN, Celso Bröntrup and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,A Universidade na Internet: um estudo comparativo sobre os sites das Universidades Brasileiras,2004,Português,INTERCOM 2004 - XXVII Congresso Brasileiro de Ciências da Comunicação,Porto Alegre,2004,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,As Relações Públicas no Mundo Contemporâneo.,2000,Português,,Manaus,2000,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Os (Des) Caminhos da Comunicação na Implantação do Programa de Qualidade Total na Universidade Brasileira.,2000,Português,,Manaus,2000,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Perspectivas teóricas da comunicação organizacional,2000,Português,,Manaus,2000,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,RRPP e os Programas de Qualidade Total,1997,Português,,Porto Alegre,1998,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,A importância da Formação Teórica para o Profissional de Relações Públicas,1997,Português,,Porto Alegre,1997,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Balanços e Perspectivas do GT Comunicação organizacional,1997,Português,,Santos,1997,"['SCROFERNEKER, Cleusa Maria Andrade and', 'MK, Kunsch Margarida and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO_EXPANDIDO,O ambiente como elemento de comunicação.,1997,Português,,Santos,1997,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Uma classificação das Definições de Relações Públicas,1997,Português,,Porto Alegre,1997,"['SCROFERNEKER, Cleusa Maria Andrade and', 'MOURA, Claudia Peixoto de and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,RESUMO_EXPANDIDO,O papel da Comunicação na relação das Organizações do Mercosul,1996,Português,,Londrina,1996,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Re)Construindo a história das Relações Públicas,2005,Português,3º Encontro Nacional da Rede Alfredo de Carvalho,Novo Hamburgo,2005,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Revisitando a (Re) Construção Histórica das Relações Públicas,2005,Português,XXVIII Congresso Brasileiro de Ciências da Comunicação,Rio de Janeiro,2005,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicando Juntos.,2005,Português,III Encontro Nacional de Pesqisadores em Jornalismo,Florianópolis (SC),2005,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,As organizações na Internet: um estudo comparativo,2005,Português,VIII Seminário Internacional de Comunicação,Porto Alegre (RS),2005,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicação e avaliação institucional: uma breve [e necessária] reflexão,2006,Português,www.intercom.org.br/endecom/endecom2006.shtml,São Paulo,2006,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicação Organizacional e as Novas Tecnologias: as 'ouvidorias'virtuais,2006,Português,Comunicación Local: da pesquisaá produción,Santiago de Compostela,2006,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Auditoria de Comunicação e a avaliação institucional: um[novo]desafio para a Universidade,2006,Português,Revista Digital,São Leopoldo (RS),,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicação e Avaliação Institucional: uma breve [e necessária] reflexão,2006,Português,Anais do Fórum Nacional em Defesa da Qualidade de Ensino de Comunicação,São Paulo,2006,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicação Organizacional e as Novas tecnologias,2006,Português,Actas do Congreso Internacional Lusocom 2006,,2006,"['SCROFERNEKER, Cleusa Maria Andrade and']"
LATTES,TRAB.EVENTO,4838297393852726,Cleusa Maria Andrade Scroferneker,COMPLETO,Comunicação organizacional e as novas tecnologias: as'ouvidorias' virtuais,2006,Português,Anais do XXIX Congresso Brasileiro de Ciências da Comunicação - Estado e Comunicação,Brasilia,2006,"['SCROFERNEKER, Cleusa Maria Andrade and']"
