FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,MiningFlow: Adding Semantics to Text Mining Workflows,2007,Inglês,Sessão de Posteres do Simpósio Brasileiro de Banco de Dados,João Pessoa - PB,2007,"['OLIVEIRA, D. C. M.;OLIVEIRA, D.;DE OLIVEIRA, D.;DE OLIVEIRA, DANIEL;OLIVEIRA, DANIEL DE;OLIVEIRA, DANIEL MORAES DE;MORAES DE OLIVEIRA, DANIEL;OLIVEIRA, DANIEL and', 'BAIAO, F. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Experiencing Data Grids,2006,Português,LNCS - High Performance Computing for Computational Science - VECPAR 2006,Rio de Janeiro,2006,"['RUBERG, N. and', 'BRAGANHOLO, V. and', 'KOTOWSKI, N. and', 'MATTOS, A. and', 'FERRAZ, C. and', 'MATOS , L. and', 'MACHADO, M. and', 'OLIVEIRA, D. C. M.;OLIVEIRA, D.;DE OLIVEIRA, D.;DE OLIVEIRA, DANIEL;OLIVEIRA, DANIEL DE;OLIVEIRA, DANIEL MORAES DE;MORAES DE OLIVEIRA, DANIEL;OLIVEIRA, DANIEL and', 'MONCLAR, R. and', 'SANCHOTENE, T. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,MF-Ontology: uma ontologia para o processo de mineração de textos,2008,Português,I Seminário de Pesquisa em Ontologia no Brasil,Rio de Janeiro,2008,"['OLIVEIRA, D. and', 'BAIAO, F. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO,Monitoramento Cardíaco Ubíquo,2002,Português,Catálogo da XXIV Jornada de Iniciação Científica da UFRJ,Rio de Janeiro,2002,"['OLIVEIRA, D. C. M. and', 'FERNANDES, E. and', 'NOVO, L. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Using Ontologies to Support Deep Water Oil Exploration Scientific Workflows,2009,Inglês,2009 Congress on Services - I,Los Angeles,2009,"['OLIVEIRA, D. and', 'CUNHA, L. and', 'TOMAZ, L. and', 'PEREIRA, V. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO,On the Use of Scientific Workflows for Digital Soil Mapping,2009,Inglês,Pedometrics 2009,Beijing,2009,"['CUNHA, L. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'ANDRADE, S. and', 'ZIMBRAO, G. and', 'SANTOS, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Uma Abordagem Semântica para Linhas de Experimentos Científicos Usando Ontologias,2009,Português,III e-Science workshop - XXIV SBBD &amp; XXIII SBES,Fortaleza - CE,2009,"['OLIVEIRA, D. and', 'OGASAWARA, E. and', 'SILVA, V. and', 'CHIRIGATI, F. and', 'MURTA, L. and', 'WERNER, C. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,OntoEPFS: uma Ontologia para Experimentos em Mapeamento Digital de Solos,2009,Português,SBIAgro - 7º Congresso Brasileiro de Agroinformática,Viçosa,2009,"['CUNHA, L. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'ANDRADE, S. and', 'ZIMBRAO, G. and', 'BREFIN, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Paralelização de Tarefas de Mineração de Dados Utilizando Workflows Científicos,2009,Português,V Workshop em Algoritmos e Aplicações de Mineração de Dados (Em conjunto com o XXIV SBBD),"Fortaleza, Ceará",2009,"['BARBOSA, C. E. and', 'OGASAWARA, E. and', 'OLIVEIRA, D. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Um Primeiro Estudo sobre Computação em Nuvem e suas Implicações em Banco de Dados,2009,Português,III Sessão de Pôsteres do XXIV SBBD,Fortaleza,2009,"['NETO, A. and', 'ALHADAS, L. and', 'OLIVEIRA, D. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Captura de Proveniência de Workflows Científicos Executados em Nuvem,2009,Português,III Sessão de Pôsteres do XXIV SBBD,Fortaleza,2009,"['PAULINO, C. and', 'OLIVEIRA, D. and', 'CRUZ, S. M. S. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO_EXPANDIDO,Modelo Auto-Regressivo de Previsão de Fertilizantes Baseados em Redes Neurais,2009,Português,Anais do 1º Congresso Brasileiro de Rochagem,Brasília,2009,"['OGASAWARA, E. and', 'OLIVEIRA, D. and', 'KULAIF, Y. and', 'FERNANDES, F. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO_EXPANDIDO,Using Ontologies to Provide Different Levels of Abstraction in Scientific Workflows,2009,Inglês,5th IEEE International Conference on e-Science,Oxford,2009,"['OLIVEIRA, D. and', 'OGASAWARA, E. and', 'BAIAO, F. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO_EXPANDIDO,A Conception Process for Abstract Workflows: An Example on Deep Water Oil Exploitation Domain,2009,Inglês,5th IEEE International Conference on e-Science,Oxford,2009,"['MARTINHO, W. and', 'OGASAWARA, E. and', 'OLIVEIRA, D. and', 'CHIRIGATI, F. and', 'CORREA, F. and', 'JACOB, B. and', 'SANTOS, I. and', 'TRAVASSOS, G.H. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Exploring Many Task Computing in Scientific Workflows,2009,Inglês,2nd Workshop on Many-Task Computing on Grids and Supercomputers,Portland,2009,"['OGASAWARA, E. and', 'OLIVEIRA, D. and', 'CHIRIGATI, F. and', 'BARBOSA, C. E. and', 'ELIAS, R. and', 'BRAGANHOLO, V. and', 'COUTINHO, A. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Scientific Workflow Management System Applied to Uncertainty Quantification in Large Eddy Simulation,2009,Português,Proceedings of the 30th Iberian-Latin-American Congress on Computational Methods in Engineering (CILAMCE),Armação dos Búzios,2009,"['GUERRA, G. and', 'ROCHINHA, F. and', 'ELIAS, R. and', 'COUTINHO, A. and', 'BRAGANHOLO, V. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'CHIRIGATI, F. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,A P2P Approach to Many Tasks Computing for Scientific Workflows,2010,Português,High Performance Computing for Computational Science - VECPAR 2010,"Berkley, CA",2010,"['OGASAWARA, E. and', 'DIAS, J. and', 'OLIVEIRA, D. and', 'RODRIGUES, C.A.S. and', 'PIVOTTO, C. and', 'ANTAS, R. and', 'BRAGANHOLO, V. and', 'VALDURIEZ, P. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Adaptive Normalization: A Novel Data Normalization Approach for Non-Stationary Time Series,2010,Inglês,Proceedings of the 2010 International Joint Conference on Neural Networks,Barcelona,2010,"['OGASAWARA, E. and', 'MARTINEZ, L. and', 'OLIVEIRA, D. and', 'ZIMBRAO, G. and', 'PAPPA, G. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Data Parallelism in Bioinformatics Workflows Using Hydra,2010,Inglês,Proc. of Emerging Computational Methods for the Life Sciences Workshop,"Chicago, IL",2010,"['COUTINHO, F. and', 'OGASAWARA, E. and', 'OLIVEIRA, D. and', 'BRAGANHOLO, V. and', 'LIMA, A. A. B. and', 'DAVILA, A. M. R. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Especificação Formal e Verificação de Workflows Científicos,2010,Português,Proc. XXX Congresso da SBC,Belo Horizonte,2010,"['SILVA, E. and', 'OGASAWARA, E. and', 'OLIVEIRA, D. and', 'BENEVIDES, M. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,SimiFlow: Uma Arquitetura para Agrupamento de Workflows por Similaridade,2010,Português,Proc. XXX Congresso da SBC,Belo Horizonte,2010,"['SILVA, V. and', 'CHIRIGATI, F. and', 'MAIA, K. and', 'OGASAWARA, E. and', 'OLIVEIRA, D. and', 'BRAGANHOLO, V. and', 'MURTA, L. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,GExpLine: A Tool for Supporting Experiment Composition,2010,Inglês,Proceedings of the third International Provenance and Annotation Workshop (IPAW2010),"Troy, NY",2010,"['OLIVEIRA, D. and', 'OGASAWARA, E. and', 'CHIRIGATI, F. and', 'SILVA, V. and', 'MURTA, L. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,SciMulator: Um Ambiente de Simulação de Workflows Científicos em Redes P2P,2010,Português,Anais do Workshop de Redes Dinâmicas e Sistemas P2P (WP2P 2010),"Gramado, RS",2010,"['DIAS, J. and', 'RODRIGUES, C.A.S. and', 'OGASAWARA, E. and', 'OLIVEIRA, D. and', 'BRAGANHOLO, V. and', 'PACITTI, E. and', 'MATTOSO, M. and']"
