FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,SciCumulus: A Lightweight Cloud Middleware to Explore Many Task Computing Paradigm in Scientific Workflows,2010,Inglês,Proceedings of the 3rd IEEE International Conference on Cloud Computing,"Miami, FL",2010,"['OLIVEIRA, D. and', 'OGASAWARA, E. and', 'BAIAO, F. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Odontology: Um Ambiente Semântico para Diagnósticos Odontológicos,2010,Português,Anais do WIM - X Workshop de Informática Médica,"Belo Horizonte, MG",2010,"['OLIVEIRA, D. and', 'OLIVEIRA, B. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO,Exploring Parallel Parameter Sweep in Scientific Workflows,2010,Inglês,Proc. 9th World Congress on Computational Mechanics and 4th Asian Pacific Congress on Computational Mechanics,"Sydney, Australia",2010,"['MATTOSO, M. and', 'COUTINHO, A. and', 'ELIAS, R. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Captura de Metadados de Proveniência para Workflows Científicos em Nuvens Computacionais,2010,Português,Anais do XXV Simpósio Brasileiro de Banco de Dados,"Belo Horizonte, MG",2010,"['PAULINO, C. and', 'OLIVEIRA, D. and', 'CRUZ, S. M. S. and', 'CAMPOS, M. L. M. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Athena: Text Mining Based Discovery of Scientific Workflows in Disperse Repositories,2010,Inglês,Proceedings of the Third International Workshop on REsource Discovery (RED) (joint event IIWAS'2010),"Paris, França",2010,"['COSTA, F. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'LIMA, A. A. B. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO_EXPANDIDO,Athena: Text Mining Based Discovery of Scientific Workflows in Disperse Repositories,2010,Inglês,Proceedings of the The 12th International Conference on Information Integration and Web-based Applications &amp; Services (iiWAS2010),"Paris, França",2010,"['COSTA, F. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'LIMA, A. A. B. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,An Adaptive Approach for Workflow Activity Execution in Clouds,2010,Inglês,Proceedings of the International Workshop on Challenges in e-Science,"Petrópolis, RJ",2010,"['OLIVEIRA, D. and', 'OGASAWARA, E. and', 'BAIAO, F. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Modeling Parallel Bioinformatics Workflows Using MapReduce,2010,Inglês,Proceedings of the International Workshop on Challenges in e-Science,"Petrópolis, RJ",2010,"['SIMÕES, D.V. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'LIMA, A. A. B. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Improving Many-Task Computing in Scientific Workflows Using P2P Techniques,2010,Inglês,Proceedings of the 3rd IEEE Workshop on Many-Task Computing on Grids and Supercomputers (MTAGS2010),"New Orleans, Louisiana, USA",2010,"['DIAS, J. and', 'OGASAWARA, E. and', 'OLIVEIRA, D. and', 'PACITTI, E. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,A Performance Evaluation of X-ray Crystallography Scientific Workflow Using SciCumulus,2011,Inglês,Proceedings of the Fourth IEEE 2011 International Conference on Cloud Computing (CLOUD 2011),Washington D.C,2011,"['OLIVEIRA, D. and', 'OCAÑA, K. and', 'OGASAWARA, E. and', 'DIAS, J. and', 'BAIAO, F. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Towards a Cost Model for Scheduling Scientific Workflows Activities in Cloud Environments,2011,Inglês,Proceedings of the 2011 IEEE World Congress on Services,Washington,2011,"['VIANA, V. G. and', 'OLIVEIRA, D. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Uma avaliação da Distribuição de Atividades Estática e Dinâmica em Ambientes Paralelos usando o Hydra,2011,Português,Anais do CSBC 2011 - e-Science Workshop,"Natal, RN",2011,"['CHIRIGATI, F. and', 'SILVA, V. and', 'OGASAWARA, E. and', 'DIAS, J. and', 'OLIVEIRA, D. and', 'PORTO, F. and', 'VALDURIEZ, P. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,SciPhy: A Cloud-based Scientific Workflow for Phylogenetic Analysis of Drug Targets in Protozoan Species,2011,Inglês,Proceedings of the Brazilian Simposium of Bioinformatics 2011,"Brasilia, DF",2011,"['OCAÑA, K. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'DAVILA, A. M. R. and', 'LIMA, A. A. B. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,SciCumulus-ECM: Um Serviço de Custos para a Execução de Workflows Científicos em Nuvens Computacionais,2011,Português,Anais do XXVI Simposio Brasileiro de Banco de Dados,Florianopolis,2011,"['VIANA, V. G. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO_EXPANDIDO,Scientific Data Parallelism Using P2P Techniques,2011,Inglês,Proceedings of the SC11,Seattle,2011,"['DIAS, J. and', 'OGASAWARA, E. and', 'OLIVEIRA, D. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO,Scientific Workflow Management System Applied to Uncertainty Quantification in Computational Fluid Mechanics,2011,Inglês,Proceedings of the 16th International Conference on Finite Elements in Flow Problems (FEF 2011),Munique,2011,"['GUERRA, G. and', 'ROCHINHA, F. and', 'ELIAS, R. and', 'COUTINHO, A. and', 'BRAGANHOLO, V. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'CHIRIGATI, F. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO,Uncertainty Quantification in Flow-structures Interaction Supported by Scientific Workflow Management,2011,Inglês,Proceedings of the IV International Conference on Computational Methods in Marine Engineering,Lisbon,2011,"['GUERRA, G. and', 'ROCHINHA, F. and', 'ELIAS, R. and', 'COUTINHO, A. and', 'BRAGANHOLO, V. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'CHIRIGATI, F. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Adding Ontologies to Scientific Workflow Composition,2011,Português,Anais do XXVI Simposio Brasileiro de Banco de Dados,Florianopolis,2011,"['OLIVEIRA, D. and', 'OGASAWARA, E. and', 'BAIAO, F. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Optimizing Phylogenetic Analysis Using SciHmm Cloud-based Scientific Workflow,2011,Inglês,Proceedings of the seventh IEEE e?Science conference,Estocolmo,2011,"['OCAÑA, K. and', 'OLIVEIRA, D. and', 'DIAS, J. and', 'OGASAWARA, E. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Heurísticas para Controle de Execução de Atividades de Workflows Científicos na Nuvem,2011,Português,Anais do Workshop de Teses e Dissertações em Banco de Dados (WTDBD),Florianopolis,2011,"['COSTA, F. and', 'OLIVEIRA, D. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Supporting Dynamic Parameter Sweep in Adaptive and User-Steered Workflows,2011,Inglês,Proceedings of the Workshop on Workflows in Support of Large-Scale Science (WORKS 2011),Seattle,2011,"['DIAS, J. and', 'OGASAWARA, E. and', 'OLIVEIRA, D. and', 'PORTO, F. and', 'COUTINHO, A. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Analysis of flow-induced vibration model under uncertainties using an iterative workflow,2012,Inglês,Proceedings of the 1st International Symposium on Uncertainty Quantification and Stochastic Modeling (Uncertainties 2012),Maresias - SP,2012,"['GUERRA, G. and', 'DIAS, J. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'MATTOSO, M. and', 'COUTINHO, A. and', 'ROCHINHA, F. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Evaluating Parameter Sweep Workflows in High Performance Computing,2012,Inglês,Proceedings of the The 1st international workshop on Scalable Workflow Enactment Engines and Technologies (SWEET'12),"Scottsdale, Arizona, EUA",2012,"['CHIRIGATI, F. and', 'SILVA, V. and', 'OGASAWARA, E. and', 'OLIVEIRA, D. and', 'DIAS, J. and', 'PORTO, F. and', 'VALDURIEZ, P. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Cloud-based Phylogenomic Inference of Evolutionary Relationships: A Performance Study,2012,Inglês,"Proceedings of the 2nd International Workshop on Cloud Computing and Scientific Applications (CCSA), held in conjunction with the 12th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGrid 2012)","Ottawa, Canadá",2012,"['OLIVEIRA, D. and', 'OCAÑA, K. and', 'OGASAWARA, E. and', 'DIAS, J. and', 'GONCALVES, J. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Using Domain-Specific Data to Enhance Scientific Workflow Steering Queries,2012,Inglês,Proceedings of the 4th International Provenance and Annotation Workshop,"Santa Barbara, CA",2012,"['GONCALVES, J. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'OCAÑA, K. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Enabling Re-Executions of Parallel Scientific Workflows Using Runtime Provenance Data,2012,Inglês,Proceedings of the 4th International Provenance and Annotation Workshop,"Santa Barbara, CA",2012,"['COSTA, F. and', 'OLIVEIRA, D. and', 'OCAÑA, K. and', 'OGASAWARA, E. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Exploring Molecular Evolution Reconstruction Using a Parallel Cloud-based Scientific Workflow,2012,Inglês,Proceedings of the Brazilian Symposium on Bioinformatics 2012,Campo Grande. MT,2012,"['OCAÑA, K. and', 'OLIVEIRA, D. and', 'HORTA, F. and', 'DIAS, J. and', 'OGASAWARA, E. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Monitoramento em Tempo Real de Workflows Científicos Executados em Paralelo em Ambientes Distribuídos,2012,Português,Anais do VI e-Science Workshop (em conjunto com CSBC 2012),Curitiba,2012,"['PINTAS, J. and', 'OLIVEIRA, D. and', 'OCAÑA, K. and', 'DIAS, J. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO,Adaptive Evolution of Falcipain-Homologues in Plasmodium,2012,Inglês,Anais do VI e-Science Workshop (em conjunto com CSBC 2012),Curitiba,2012,"['OCAÑA, K. and', 'OLIVEIRA, D. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Discovering drug targets for neglected diseases using a pharmacophylogenomic cloud workflow,2012,Inglês,2012 IEEE 8th International Conference on E-Science,Chicago,,"['OCAÑA, K. and', 'DE OLIVEIRA, DANIEL and', 'DIAS, J. and', 'OGASAWARA, E. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Using Provenance Analyzers to Improve the Performance of Scientific Workflows in Cloud Environments,2012,Português,Anais do 27º Simpósio Brasileiro de Bancos de Dados (SBBD 2012),São Paulo,2012,"['GONCALVES, J. and', 'OLIVEIRA, D. and', 'OCAÑA, K. and', 'OGASAWARA, E. and', 'DIAS, J. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Reprodução de Experimentos Científicos Usando Nuvens,2012,Português,Anais do 27º Simpósio Brasileiro de Bancos de Dados (SBBD 2012),São Paulo,2012,"['OLIVEIRA, A. H. M. and', 'MARTINS, M. and', 'MODESTO, I. and', 'OLIVEIRA, D. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO_EXPANDIDO,Abstract: Using Provenance to Visualize Data from Large-Scale Experiments,2012,Inglês,"2012 SC Companion: High Performance Computing, Networking Storage and Analysis",Salt Lake City,,"['HORTA, F. and', 'DIAS, J. and', 'OCAÑA, K. and', 'DE OLIVEIRA, DANIEL and', 'OGASAWARA, E. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Handling Failures in Parallel Scientific Workflows Using Clouds,2012,Inglês,Proc. of the 7th Workshop on Workflows in Support of Large-Scale Science,Salt Lake City,2012,"['COSTA, F. and', 'OLIVEIRA, D. and', 'OCAÑA, K. and', 'OGASAWARA, E. and', 'DIAS, J. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO,Adaptive and User-Steered Workflows for Computational Mechanics Experiments,2012,Inglês,Proc. 10th World Congress on Computational Mechanics,"São Paulo, SP",2012,"['DIAS, J. and', 'OGASAWARA, E. and', 'OLIVEIRA, D. and', 'PORTO, F. and', 'COUTINHO, A. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO,Cleaning the Mess: Progress in Scientific Workflows for Managing Large Scale Simulations,2012,Inglês,"Proc. Colloquium on Advances in Computational Science, Engineering and Mathematics","Austin, TX",2012,"['GUERRA, G. and', 'COUTINHO, A. and', 'ROCHINHA, F. and', 'ELIAS, R. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'DIAS, J. and', 'CHIRIGATI, F. and', 'BRAGANHOLO, V. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Uma Arquitetura P2P de Distribuição de Atividades para Execução Paralela de Workflows Científicos,2013,Português,Anais do VII Brazilian e-Science Workshop,"Maceió, AL",2013,"['SILVA, V. and', 'DIAS, J. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,DynAdapt: Alterações na Definição de Atividades de Workflows Científicos em Tempo de Execução,2013,Português,Anais do VII Brazilian e-Science Workshop,"Maceió, AL",2013,"['ARAUJO, I. and', 'DIAS, J. and', 'OLIVEIRA, D. and', 'OGASAWARA, E. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,An Artificial Emotional Agent-based Architecture for Games Simulation,2013,Inglês,Entertainment Computing ? ICEC 2013 - Lecture Notes in Computer Science,São Paulo,2013,"['SALES, R. and', 'CLUA, E. and', 'OLIVEIRA, D. and', 'PAES, A. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,RESUMO_EXPANDIDO,Computação em Nuvem para Ciência: o Papel Fundamental da Área de Bancos de Dados,2013,Português,Anais do XXVIII Simpósio Brasileiro de Banco de Dados - Tutoriais,Recife,2013,"['OLIVEIRA, D. and', 'MATTOSO, M. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Towards a Reference Model for ODL: a Case Study in the Tourism Undergraduate Course,2013,Inglês,Proceedings of the International Conference on Interactive Computer aided Blended Learning (ICBL 2013),"Florianópolis, SC",2013,"['QUADROS, J. and', 'OLIVEIRA, D. and', 'QUEIROZ, A. and', 'OGASAWARA, E. and']"
LATTES,TRAB.EVENTO,0743793296062293,Daniel Cardoso Moraes de Oliveira,COMPLETO,Algebraic dataflows for big data analysis,2013,Português,2013 IEEE International Conference on Big Data,Silicon Valley,,"['DIAS, J. and', 'OGASAWARA, E. and', 'DE OLIVEIRA, DANIEL and', 'PORTO, F. and', 'VALDURIEZ, P. and', 'MATTOSO, M. and']"
