FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO_EXPANDIDO,AdaptWeb:Ambiente de Ensino-Aprendizagem Adaptativo na Web,2004,Português,Anais,Porto Alegre,2004,"['OLIVEIRA, J. P. M. and', 'MARCAL, V. P. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'MUSA, D. L. and', 'Brunetto, Maria Angélica and', 'PROENÇA JR, Mário Lemes and', 'PIMENTA, Marcelo Soares and', 'RIBEIRO, Cora Helena Francisconi Pinto and', 'LIMA, J. V. and', 'FREITAS, V. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,Adaptive Hypermedia in the AdaptWeb Environment,2004,Inglês,AH 2004: Workshop Proceedings,Eindhoven,2004,"['WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'OLIVEIRA, J. P. M. and', 'SOUTO, M. A. and', 'MUSA, D. L. and', 'Brunetto, Maria Angélica and', 'FREITAS, V. and', 'PROENÇA JR, Mário Lemes and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO_EXPANDIDO,AdaptWeb - Ambiente de Ensino-Aprendizagem Adaptativo na Web,2004,Português,Anais SBC,Ribeirão Preto - SP,2004,"['OLIVEIRA, J. P. M. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'FREITAS, V. and', 'Brunetto, Maria Angélica and', 'PROENÇA JR, Mário Lemes and', 'PIMENTA, Marcelo Soares and', 'RIBEIRO, Cora Helena Francisconi Pinto and', 'MARCAL, V. P. and', 'GASPARINI, I. and', 'AMARAL, M. A. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,Towards an Adaptive Web Training Environment Based on Cognitive Style,2002,Inglês,Proceedings,Málaga,2002,"['SOUTO, M. A. and', 'OLIVEIRA, J. P. M. and', 'VERDIN, R. and', 'WAINER, R. and', 'MADEIRA, M. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'BESCHOREN, K. and', 'ZANELLA, R. and', 'CORREA, J. S. and', 'VICCARI, R. M. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,Ferramentas de Suporte a Monitoração do Aluno em um Ambiente Inteligente de Ensino na Web,2001,Português,XII Simpósio Brasileiro de Informática na Educação - SBIE,Vitória - ES,2001,"['SOUTO, M. A. and', 'BICA, F. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'VICCARI, R. M. and', 'OLIVEIRA, J. P. M. and', 'ZANELLA, R. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,Obtenção de Metadados de Objetos de Aprendizagem no AdaptWeb,2005,Português,ERBD 2005,Porto Alegre,2005,"['WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'OLIVEIRA, J. P. M. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,Retrieval of Learning Objects Metadata in AdaptWeb,2005,Inglês,CAISE'05,Porto,2005,"['WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'OLIVEIRA, J. P. M. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,User Profile Interchange in a Service-oriented Architecture,2006,Inglês,Proceedings of International Workshop Data Integration and the Semantic Web,Luxemburgo,2006,"['MUSA, Daniela Leal and', 'GALANTE, R. M.G and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'OLIVEIRA, J. P. M. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,Modelo de Avaliação da Qualidade de Conferências Científicas na Área da Ciência da Computação: uma Abordagem Ontológica,2006,Português,Proceedings Workshop on Ontologies and Metamodeling Software and Data Engineering (WOMSDE),Florianopolis,2006,"['SOUTO, M. A. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'OLIVEIRA, J. P. M. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,An Ontological Approach for the Quality Assessment of Computer Science Conferences,2007,Inglês,Proceedings of ER2006 Workshop,Auckland,2007,"['SOUTO, M. A. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'OLIVEIRA, J. P. M. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,Modelo para Identificar a Qualificação dos Pesquisadores nas àreas da Ciência da Computação,2008,Português,XXVIII Congresso da Sociedade Brasileira de Computação - XVI Workshop sobre Educação em Computação,Belem,2008,"['HANNEL, K. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'LIMA, J. V. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,O uso dos motores de busca na Internet: como se configuram as pesquisas de conteúdo na Web para a produção de trabalhos educacionais,2014,Português,20ª Workshop de Informática na Escola (WIE 2014),Dourados - MS,2014,"['Correa, A. A. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'PINTO, A. S. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,CIBERCULTURA: Como a Cultura Gaúcha é Compreendida na Rede Social Facebook,2014,Português,Anais do VIII Simpósio Nacional da ABCiber,São Paulo,2014,"['Hackenhaar, J. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,Aplicando funções matemáticas do dia a dia,2014,Português,ANAIS DA V MOSTRA INTEGRADA DE INICIAÇÃO CIENTÍFICA,Osório,2014,"['Santos, D. P. dos and', 'Moura, T. da S. de and', 'VANCONCELOS, L. B. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,Educando e Aprendendo,2014,Português,ANAIS DA V MOSTRA INTEGRADA DE INICIAÇÃO CIENTÍFICA,Osório,2014,"['Morawski, F. and', 'Simch, J. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,TECNOLOGIAS EDUCACIONAIS: DESMISTIFICANDO O LINUX EDUCACIONAL,2015,Português,Anais do PIBIDSUL / PARFORSUL / ENLICSUL,Lages - SC,2015,"['MACHADO, D. and', 'RIBEIRO, H. and', 'ZANELLA, R. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,Jovens da Geração Net: Modos de Aprender a partir das Tecnologias da Informação e Comunicação,2012,Português,Anais da III Mostra Integrada de Iniciação Científica,OSORIO,2012,"['Hackenhaar, J. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,Brincando com os Porquês!,2013,Português,Anais da IV Mostra Integrada de Iniciação Científica,OSORIO,2013,"['MARTINS, E. M. and', 'PEREIRA, J. S. and', 'ROSA, V. S. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,Materiais Didáticos digitais: o jogar e os elementos mágicos inseridos nos conteúdos gramaticais,2013,Português,AQnais da IV Mostra Integrada de Iniciação Científica,Osório,2013,"['ARAUJO, B. G. and', 'TEIXEIRA, L. I. and', 'PELISOLI, N. P. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,Capacitação de professores em uma escola pública: desmistificando o Linux Educacional.,2017,Português,ANAIS DO SIMPÓSIO IBERO-AMERICANO DE TECNOLOGIAS EDUCACIONAIS,Araranguá,2017,"['MACHADO, D. and', 'MESQUITA, H. R. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and', 'ZANELLA, R. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,Ensino e Aprendizagem de Biologia no Ensino Médio através da Informática Educativa,2017,Português,org.crossref.xschema._1.Title@3c2f086,Recife,2017,"['ADOLFO, MAICON DA SILVA and', 'MACHADO, DAVID and', 'WARPECHOWSKI, MARIUSA and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,COMPLETO,Modelo de Interação Entre Pares (MIP): viabilizando o ensino da informática educativa na Educação Infantil,2017,Português,org.crossref.xschema._1.Title@19b2107e,Recife,2017,"['MACHADO, DAVID and', 'WARPECHOWSKI, MARIUSA and', 'VAZ, DOUGLAS and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,Percepções de educadores de uma escola pública sobre a representatividade social em jogos digitais.,2017,Português,A Pesquisa e o Respeito à Diversidade,Canoas,2017,"['MACHADO, D. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,Elaboração e aplicação de um modelo para viabilizar a informática educativa na educação infantil.,2017,Português,Anais da VIII Mostra Integrada de Iniciação Científica,Osório,2017,"['MACHADO, D. and', 'WARPECHOWSKI, M. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,O processo de aprendizagem na escola: Contribuições da Psicologia e da Informática,2017,Português,Anais da VIII Mostra Integrada de Iniciação Científica,Osório - RS,2017,"['SANTOS, V. J. and', 'SILVA, V. R. and', 'CECCONELLO, A. and', 'WARPECHOWSKI, M. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,Percepções de educadores de uma escola pública sobre a representatividade social em jogos digitais,2017,Português,Anais da XIII Semana Científica da Unilasalle (SEFIC),Canoas - RS,2017,"['MACHADO, D. and', 'WARPECHOWSKI, M. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,Competências do Pensamento Computacional em Práticas Pedagógicas de Professores da Educação Básica.,2018,Português,Anais da IX Mostra Integrada de Iniciação Científica III Salão de Pesquisa III Salão Jovem,Osório - RS,2018,"['MACHADO, D. and', 'WARPECHOWSKI, M. and']"
LATTES,TRAB.EVENTO,0166466226010035,Mariusa Warpechowski,RESUMO,O Pensamento Computacional como um método para resolução de problemas: relato de um estudo de caso realizado com o 8° ano do ensino fundamental,2016,Bretão,Anais da VII Mostra Integrada de Iniciação Científica I Salão de Pesquisa I Salão Jovem,OSORIO,2016,"['MACHADO, D. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and']"
