FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,RESUMO,Tecnologia Intranet,2002,Português,XX Seminário de Extensão Universitária da Região Sul,Pelotas - RS,2002,"['SCHROEDER, R.;FREITAS, R. S.;Schroeder, Rebeca;Rebeca Schroeder;SCROEDER, REBECA and', 'KNIESS, J. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,RESUMO,Tecnologia Intranet: Implantação de uma Intranet na Udesc,2002,Português,VII Jornada Acadêmica e XII Seminário de Iniciação Científica,Joinville,2002,"['SCHROEDER, R.;FREITAS, R. S.;Schroeder, Rebeca;Rebeca Schroeder;SCROEDER, REBECA and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,Análise de Abordagens para Modelagem Conceitual e Lógica de Bancos de Dados XML,2007,Português,III Escola Regional de Banco de Dados - ERBD 2007,Caxias do Sul,2007,"['SCHROEDER, R.;FREITAS, R. S.;Schroeder, Rebeca;Rebeca Schroeder;SCROEDER, REBECA and', 'MELLO, R. S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,Uma Ferramenta para Conversão de Esquemas Conceituais EER para Esquemas Lógicos XML,2008,Português,IV Escola Regional de Banco de Dados,Florianópolis,2008,"['Lima, C. and', 'SCHROEDER, R.;FREITAS, R. S.;Schroeder, Rebeca;Rebeca Schroeder;SCROEDER, REBECA and', 'MELLO, R. S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,RESUMO,Conversion of generalization hierarchies and union types from extended entity-relationship model to an XML logical model,2008,Inglês,Applied Computing 2008,Fortaleza,2008,"['SCHROEDER, R.;FREITAS, R. S.;Schroeder, Rebeca;Rebeca Schroeder;SCROEDER, REBECA and', 'MELLO, R. S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,Improving Query Performance on XML Documents: A Workload-Driven Design Approach,2008,Inglês,ACM Symposium on Document Engineering,São Paulo,2008,"['SCHROEDER, R.;FREITAS, R. S.;Schroeder, Rebeca;Rebeca Schroeder;SCROEDER, REBECA and', 'MELLO, R. S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,XML Document Modeling from a Conceptual Schema,2008,Português,3rd Workshop on Ontologies and Metamodels in Software and Data Engineering,Campinas-SP,2008,"['SCHROEDER, R.;FREITAS, R. S.;Schroeder, Rebeca;Rebeca Schroeder;SCROEDER, REBECA and', 'MELLO, R. S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,RESUMO,Um Processo de Conversão de Esquemas Conceituais ERE para Esquemas Lógicos XML,2008,Português,Sessão de Pôsteres,Campinas-SP,2008,"['MELLO, R. S. and', 'Lima, C. and', 'SCHROEDER, R.;FREITAS, R. S.;Schroeder, Rebeca;Rebeca Schroeder;SCROEDER, REBECA and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,Phoenix: A Relational Storage Component for the Cloud,2011,Inglês,2011 IEEE 4th International Conference on Cloud Computing,Washington,,"['ARNAUT, DAVI E.M. and', 'Schroeder, Rebeca and', 'HARA, CARMEM S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,A workload-aware approach for optimizing the XML schema design trade-off,2011,Inglês,Proceedings of the 13th International Conference on Information Integration and Web-based Applications and Services - iiWAS &amp;apos;11,Ho Chi Minh City,,"['Schroeder, Rebeca and', 'DUARTE, DENIO and', 'MELLO, RONALDO S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,Affinity-based XML Fragmentation,2012,Inglês,WebDB (co-located with ACM SIGMOD),"Scottsdale, Arizona",2012,"['SCHROEDER, R. and', 'MELLO, R. S. and', 'Hara, C. S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,Towards Full-fledged XML Fragmentation for Transactional Distributed Databases,2012,Inglês,Simpósio Brasileiro de Banco de Dados,São Paulo,2012,"['Schroeder, Rebeca and', 'Hara, C. S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,RESUMO,Partitioning RDF exploiting workload information,2013,Inglês,WWW '13 Companion Proceedings of the 22nd international conference on World Wide Web companion,Rio de Janeiro,2013,"['SCHROEDER, R. and', 'PENTEADO, R. and', 'Hara, C. S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,RESUMO_EXPANDIDO,ntSQL: Um Conversor de Documentos RDF para SQL,2015,Português,Escola Regional de Banco de Dados,Caxias do Sul,2015,"['BAYER, F. R. and', 'NESI, L. L. and', 'SCHROEDER, R. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,Um Modelo Analítico para Sistemas OLTP em Memória,2015,Português,Conferência Ibero Americana Computação Aplicada,Florianópolis,2015,"['VELASCO, B. and', 'SOUZA, L. and', 'SCHROEDER, R. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,RESUMO,Exploração de Grafos em Bases RDF com Distribuição Controlada,2015,Português,PROCEEDINGS OF THE 30TH BRAZILIAN SYMPOSIUM ON DATABASES,Petrópolis,2015,"['PENTEADO, R. and', 'SCHROEDER, R. and', 'HARA, CARMEM S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,Avaliação de Desempenho de Sistemas Relacionais para Armazenamento de dados RDF,2016,Português,Escola Regional de Banco de Dados,Londrina,2016,"['PEREIRA, W. and', 'HEINRICH, T. and', 'SCHROEDER, R. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,Exploring Controlled RDF Distribution,2016,Inglês,2016 IEEE International Conference on Cloud Computing Technology and Science (CloudCom),Luxembourg,2016,"['PENTEADO, RAQUELINE R.M. and', 'SCROEDER, REBECA and', 'HARA, CARMEM S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,Partitioning Templates for RDF,2015,Português,Advances in Databases and Information Systems,Poitiers,2015,"['SCHROEDER, R. and', 'HARA, C. S. and']"
LATTES,TRAB.EVENTO,4011022927056926,Rebeca Schroeder Freitas,COMPLETO,Um Estudo sobre Bancos de Dados em Grafos Nativos,2014,Português,Escola Regional de Banco de Dados,São Francisco do Sul,2014,"['PENTEADO, R. and', 'SCHROEDER, R. and', 'HOSS, D. and', 'NANDE, J. and', 'MAEDA, R. M. and', 'COUTO, W. and', 'HARA, C. S. and']"
