FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,5020653372999435,Ricardo Wilmar Gross,COMPLETO,Estudo de ferramentas de visualização cartográfica para acoplamento com OLAP sobre a Web,2008,Português,IV Escola Regional de Banco de Dados,Florianópolis,2008,"['SEM_DADOS and', 'SEM_DADOS and']"
