FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,RESUMO,Integrando NewsML e SMIL para a Produção de Notícias,2001,Português,Anais do SBMIDIA 2001,Florianópolis-SC,2001,"['PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'SANTOS, Celso Alberto Saibel and', 'TEIXEIRA, C. A. C. and', 'BARREIRO, M. and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,COMPLETO,Uma Metodologia para a Produção e Suporte à Gerência de Hiperdocumentos Jornalísticos Fundamentada em Linguagens de Markup,2002,Português,Anais do SBMIDIA 2002,Fortaleza-CE,2002,"['PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'BARREIRO, M. and', 'SANTOS, Celso Alberto Saibel and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,COMPLETO,Multimedia News Content: Authoring and Management of News Using Markup Languages,2003,Inglês,Research Colloquium,Guarujá-SP,2003,"['PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'SANTOS, Celso Alberto Saibel and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,COMPLETO,Produção de Notícias Multimídia para Diferentes Meios de Comunicação.,2003,Português,Anais do WebMedia 2003,Salvador,2003,"['PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'SANTOS, Celso Alberto Saibel and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,COMPLETO,FEGN: Uma Ferramenta para Edição e Gerenciamento de Notícias Utilizando Linguagens de Marcação.,2003,Português,Anais do WFA do WebMedia 2003,Salvador,2003,"['PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'SANTOS, Celso Alberto Saibel and', 'TEIXEIRA, C. A. C. and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,COMPLETO,Processo de Modelagem de Resposta: Refinando Requisitos de Software de Apoio a Laboratórios de Acesso Remoto,2005,Português,Anais do SBIE 2005,Juiz de Fora,2005,"['TEIXEIRA, C. A. C. and', 'CAPOBIANCO, D. and', 'PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'SANTOS, F. S. and', 'BARBOSA, M. and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,COMPLETO,Integrating Tools for Accessing Resources Remotely into an e-Learning Environment,2005,Inglês,II Workshop Tidia FAPESP 2005,São Paulo,2005,"['PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'SANTOS, F. S. and', 'BARBOSA, M. and', 'CAPOBIANCO, D. and', 'TEIXEIRA, C. A. C. and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,RESUMO,The Learning Action Application of Teaching Procedures Based on Matching-to-Sample Tasks Executed in the TIDIA-Ae Environment,2005,Inglês,II Workshop Tidia FAPESP 2005,São Paulo,2005,"['PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,RESUMO,The Learning Action Modeling of Responses in Rats Executed in the TIDIA-Ae Environment,2005,Português,II Workshop Tidia FAPESP 2005,São Paulo,2005,"['CAPOBIANCO, D. and', 'BARBOSA, M. and', 'SANTOS, F. S. and', 'PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,COMPLETO,Remote Experiments as Semantic Web Services,2007,Inglês,Proceedings of the ICSC 2007,"Irvine, CA, EUA",2007,"['PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'PIMENTEL, M. G. C. and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,COMPLETO,SeCoAS: An Approach to Develop Semantic and Context-Aware Available Services,2007,Português,Proceedings of the WebMedia 2007,Gramado-RS,2007,"['ESCOBEDO, E. P. and', 'PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'TEIXEIRA, C. A. C. and', 'PIMENTEL, M. G. C. and', 'KOFUJI, S. and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,COMPLETO,Semantic Web Services Discovery by Matching Temporal Restrictions,2008,Inglês,Proceedings of the SAINT 2008,"Turku, Finland",2008,"['PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'PIMENTEL, M. G. C. and', 'TEIXEIRA, C. A. C. and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,RESUMO,A document-based approach for WebLab configuration,2006,Inglês,Proceedings of the Workshop FAPESP TIDIA,São Paulo,2006,"['PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'TEIXEIRA, C. A. C. and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,COMPLETO,A structured document-based approach for Weblab configuration,2006,Inglês,Proceedings of the WebMedia 2006,Natal-RN,2006,"['PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'TEIXEIRA, C. A. C. and']"
LATTES,TRAB.EVENTO,5075736089100544,Cássio Vinicius Serafim Prazeres,COMPLETO,Documenting the pen-based interaction,2005,Inglês,Proceedings of the WebMedia 2005,Poços de Caldas - MG,2005,"['PIMENTEL, M. G. C. and', 'PRAZERES, C. V. S.;PRAZERES, CASSIO V.S.;PRAZERES, CÁSSIO V.S.;PRAZERES, CASSIO VINICIUS SERAFIM;Prazeres, Cassio V. S.;PRAZERES, CASSIO;Prazeres, Cássio and', 'RIBAS, H. and', 'LOBATO, D. and', 'TEIXEIRA, C. A. C. and']"
