FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,0799768609702295,Caroline Tomasini,RESUMO,Validação do mecanismo de busca ARGOsearch para o sistema de gerenciamento de bibliotecas da FURG,2012,Português,"Anais da XI MPU / FURG, 2012",Rio Grande,2012,"['PEREIRA, I. A. and', 'TOMASINI, C.;TOMASINI, CAROLINE and', 'BORGES, E. N. and', 'VARGAS, A. P. and']"
LATTES,TRAB.EVENTO,0799768609702295,Caroline Tomasini,COMPLETO,ARGOsearch: an information retrieval system based on text similarity and extensible relevance criteria.,2012,Inglês,Proceedings of the International Conference of the Chilean Computer Science Society,Valparaíso,2012,"['BORGES, E. N. and', 'PEREIRA, I. A. and', 'TOMASINI, C.;TOMASINI, CAROLINE and', 'VARGAS, A. P. and']"
LATTES,TRAB.EVENTO,0799768609702295,Caroline Tomasini,COMPLETO,Um mecanismo de busca para sistemas de gerenciamento de bibliotecas baseado em critérios de relevância extensíveis.,2012,Português,Anais da V Conferência Sul em Modelagem Computacional,Rio Grande,2012,"['PEREIRA, I. A. and', 'TOMASINI, C.;TOMASINI, CAROLINE and', 'BORGES, E. N. and', 'VARGAS, A. P. and']"
LATTES,TRAB.EVENTO,0799768609702295,Caroline Tomasini,COMPLETO,Uma implementação de feedback da relevância utilizando o algoritmo Rocchio,2013,Português,Anais da IX Escola Regional de Banco de Dados,Camboriu,2013,"['TOMASINI, C.;TOMASINI, CAROLINE and', 'VARGAS, A. P. and', 'BORGES, E. N. and']"
LATTES,TRAB.EVENTO,0799768609702295,Caroline Tomasini,COMPLETO,A methodology for selecting the most suitable cluster validation internal indices,2016,Inglês,Proceedings of the 31st Annual ACM Symposium on Applied Computing - SAC &amp;apos;16,Pisa,,"['TOMASINI, CAROLINE and', 'EMMENDORFER, LEONARDO and', 'BORGES, EDUARDO N. and', 'MACHADO, KARINA and']"
LATTES,TRAB.EVENTO,0799768609702295,Caroline Tomasini,RESUMO,Módulo de critérios de relevância para o ARGOsearch,2012,Português,"Anais da XI MPU / FURG, 2012",Rio Grande,2012,"['TOMASINI, C.;TOMASINI, CAROLINE and', 'PEREIRA, I. A. and', 'BORGES, E. N. and', 'VARGAS, A. P. and']"
