FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,6296010765327790,Edson Murakami,COMPLETO,Building Infrastructure for a Component-Based Transformation System,2000,Inglês,SCI2000/ISAS2000 Proceedings,Orlando,2000,"['MURAKAMI, E. and', 'PRADO, A. F. and', 'ABRAHAO, S. M. and', 'SANTANNA, M. and']"
LATTES,TRAB.EVENTO,6296010765327790,Edson Murakami,COMPLETO,Um Modelo de Memória Virtual para Armazenamento e Recuperação de Grandes Árvores de Sintaxe Abstrata,2000,Português,IDEAS'2000 Proceedings,México,2000,"['MURAKAMI, E. and', 'PRADO, A. F. and']"
LATTES,TRAB.EVENTO,6296010765327790,Edson Murakami,COMPLETO,Um Modelo de Memória Virtual em Java para Sistemas de Transformação de Software,1999,Português,Memorias,Assunción,1999,"['MURAKAMI, E. and', 'PRADO, A. F. and']"
LATTES,TRAB.EVENTO,6296010765327790,Edson Murakami,RESUMO,Integração de Java com Bancos de Dados Relacionais,1999,Português,VII SICUSP,São Paulo,1999,"['MURAKAMI, E. and', 'ITO, D. and', 'TOSTA, E. and', 'YASSUNAGA, L. and']"
LATTES,TRAB.EVENTO,6296010765327790,Edson Murakami,RESUMO,Controle de Medicamento de Farmácia Hospitalar por Dose Unitária,1998,Português,VI SICUSP,São Carlos,1998,"['MURAKAMI, E. and', 'DUENHAS, C. and']"
LATTES,TRAB.EVENTO,6296010765327790,Edson Murakami,RESUMO,Criação de um Site Seguro e Implementação de um Sistema de Comércio Eletrônico,1998,Português,VI SICUSP,São Carlos,1998,"['MURAKAMI, E. and', 'VILACA, N. and', 'CARVALHO, C. and']"
LATTES,TRAB.EVENTO,6296010765327790,Edson Murakami,COMPLETO,An Infrastructure for Development of Information System for Precision Agriculture,2002,Inglês,Proceedings of the 6th International Conference on Precision Agriculture,Minneapolis,2002,"['MURAKAMI, E. and', 'RIBEIRO, L. C. M. and', 'CUGNASCA, C. E. and', 'SARAIVA, A. M. and']"
LATTES,TRAB.EVENTO,6296010765327790,Edson Murakami,COMPLETO,Desenvolvimento de Software para Agricultura de Precisão Baseado em Componentes Interoperáveis,2003,Português,Anais do IV Congresso Brasileiro da Sociedade Brasileira de Informática Aplicada à Agropecuária e Agroindústria,Porto Seguro - BA,2003,"['MURAKAMI, E. and', 'RIBEIRO, L. C. M. and', 'SARAIVA, A. M. and']"
LATTES,TRAB.EVENTO,6296010765327790,Edson Murakami,COMPLETO,Um Modelo de Memória Virtual em Java para Sistemas de Transformação de Software,1999,Português,Anais do IV Workshop de Teses em Engenharia de Software,,1999,"['MURAKAMI, E. and', 'PRADO, A. F. and']"
LATTES,TRAB.EVENTO,6296010765327790,Edson Murakami,COMPLETO,JSTF: a J2EE-based Spatio-Temporal Framework for Precision Agriculture Information Systems,2006,Inglês,Proceedings of 8th International Conference on Precision Agriculture and Others Precision Resources Management,Minneapolis,2006,"['RIBEIRO, L. C. M. and', 'MURAKAMI, E. and', 'SARAIVA, A. M. and']"
