FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,"Detecting, Managing and Querying Replicas and Versions in a Peer-to-Peer Environment",2007,Inglês,Proceedings of IEEE TCSC Doctoral Symposium,Rio de Janeiro,2007,"['SACCOL, Deise de Brum and', 'EDELWEISS, Nina and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Agrupamento e Consulta à Versões de Documentos XML em um Ambiente Peer-To-Peer,2007,Português,Proceedings of XML: Aplicações e Tecnologias Associadas,Lisboa,2007,"['SACCOL, Deise de Brum and', 'GIACOMEL, Felipe dos Santos and', 'GALANTE, R.;Galante, Renata and', 'EDELWEISS, Nina and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,A deep classification of temporal versioned integrity constraints for designing database application,2007,Inglês,Proceedings of International Conference on Software Engineering and Knowledge Engineering,Boston,2007,"['CORDEIRO, Robson Leonardo Ferreira and', 'GALANTE, R.;Galante, Renata and', 'EDELWEISS, Nina and', 'SANTOS, Clesio Saraiva dos and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,CXPath : a query language for conceptual models of integrated XML data,2007,Inglês,Proceedings of International Conference on Software Engineering and Knowledge Engineering,Boston,2007,"['FUZITAKI, Claudio Naoto and', 'MOREIRA, Álvaro Freitas and', 'GALANTE, R.;Galante, Renata and', 'HEUSER, Carlos Alberto and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Managing XML versions and replicas in a P2P context,2007,Português,Proceedings of International Conference on Software Engineering and Knowledge Engineering,Boston,2007,"['SACCOL, Deise de Brum and', 'EDELWEISS, Nina and', 'GALANTE, R.;Galante, Renata and', 'ZANIOLO, C. and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,XML Version Detection,2007,Inglês,Proceedings of ACM Symposium on Document Engineering,Winnipeg,2007,"['SACCOL, Deise de Brum and', 'EDELWEISS, Nina and', 'GALANTE, R.;Galante, Renata and', 'ZANIOLO, C. and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,"Um mecanismo para identificação, representação e consulta de versões de objetos XML oriundos de bibliotecas digitais",2007,Português,Workshop de Teses e Dissertações em Bancos de DAdos (SBBD),João Pessoa,2007,"['BORGES, Eduardo Nunes and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,"Detecting, Managing and Querying XML Replicas and Versions in Peer-to-Peer Environments",2007,Português,Workshop de Teses e Dissertações em Bancos de Dados - WTDBD,João Pessoa,2007,"['SACCOL, Deise de Brum and', 'EDELWEISS, Nina and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,. Um mecanismo automático para detectar versões de objetos XML provenientes de bibliotecas digitais,2007,Português,Anais,Gramado,2007,"['BORGES, Eduardo Nunes and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Uma Abordagem Efetiva e Eficiente para Deduplicação de Metadados Bibliográficos de Objetos Digitais.,2008,Português,Anais XXIII do Simpósio Brasileiro de Banco de Dados,Campinas,2008,"['BORGES, Eduardo Nunes and', 'GALANTE, R.;Galante, Renata and', 'Gonçalves, M. A. and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,AXEES: Adapting XML Queries on Evolving Schemas,2008,Português,Anais VII Workshop de Teses e Dissertações em Bancos de Dados,Campinas,2008,"['PERINI, Augusto Belotto and', 'GALANTE, R.;Galante, Renata and', 'MORO, Mirella Moura and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Um Mecanismo de Detecção de Versões de Páginas Web para Melhoria do Desempenho do Algoritmo de PageRank,2008,Português,VII Workshop de Teses e Dissertações em Bancos de Dados,Campinas,2008,"['SILVA, Glauber Rodriguês da and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Estendendo o MediaWiki para aplicação em um contexto de editoração aberta de artigos,2008,Português,V Sessão de Demos,Campinas,2008,"['Cassol, T. S. and', 'Simòes, G. and', 'GALANTE, R.;Galante, Renata and', 'OLIVEIRA, José Palazzo Moreira de and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,RESUMO_EXPANDIDO,P-Canopy uma proposta para blocagem paralela,2009,Português,IX Escola Regional de Alto Desempenho - Arquiteturas Multicore (ERAD),Caxias do Sul,2009,"['Bianco, G. D. and', 'GALANTE, R.;Galante, Renata and', 'MORO, Mirella Moura and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Ferramenta para Suporte a Consultas Temporais em SGBDs convencionais,2009,Português,V Escola Regional de Banco de Dados,Ijuí,2009,"['Manica, E. and', 'Cervi, C. R. and', 'DORNELES, Carina Friedrich and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,RESUMO_EXPANDIDO,Sistemas de Disseminação de Conteúdo Inteligentes,2009,Português,II Seminário sobre Grandes Desafios da Computação no Brasil,Manaus,2009,"['MORO, Mirella Moura and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Managing application domains in P2P systems,2008,Inglês,The IEEE International Conference on Information Reuse and Integration,Las Vegas,2008,"['SACCOL, Deise de Brum and', 'EDELWEISS, Nina and', 'GALANTE, R.;Galante, Renata and', 'Mello, M. R. and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,A Metadata Model for Managing and Querying XML Resources iin Peer-to-peer Systems,2008,Inglês,Proceedings of the Twentieth International Conference on Software Engineering &amp; Knowledge Engineering (SEKE'2008),San Francisco,2008,"['SACCOL, Deise de Brum and', 'EDELWEISS, Nina and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,An Ontology-Based Approach for Semantic Interoperability in P2P Systems,2008,Inglês,ICEIS 2008 - Proceedings of the Tenth International Conference on Enterprise Information Systems,Barcelona,2008,"['SACCOL, Deise de Brum and', 'NOLL, R. P. and', 'EDELWEISS, Nina and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,MD-JPA profile: A model driven language for Java persistence,2009,Inglês,International Conference on Software Engineering and Knowledge Engineering,Boston,2009,"['Torres, A. and', 'GALANTE, R.;Galante, Renata and', 'PIMENTA, Marcelo Soares and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,TRICOt: TRIple Content-Based OnTology,2009,Inglês,International Conference on Software Engineering and Knowledge Engineering,Boston,2009,"['MORO, Mirella Moura and', 'SACCOL, Deise de Brum and', 'Lóscio, B. F. and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Disseminação de Conteúdo XML Baseada em Ontologias,2009,Português,XXXVI Seminário Integrado de Software e Hardward (SEMISH),Bento Gonçalves,2009,"['MORO, Mirella Moura and', 'GALANTE, R.;Galante, Renata and', 'SACCOL, Deise de Brum and', 'Lóscio, B. F. and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,SOUL: A UML profile for model-driven object-relational mapping,2009,Inglês,XXIII Simpósio Brasileiro de Engenharia Software,Fortaleza,2009,"['Torres, A. and', 'GALANTE, R.;Galante, Renata and', 'PIMENTA, Marcelo Soares and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,EMap - Uma Interface de Consultas Temporais em SGBDs Relacionais,2009,Português,Anais do XXIV Simpósio Brasileiro de Banco de Dados,Fortaleza,2009,"['Manica, E. and', 'Cervi, C. R. and', 'DORNELES, Carina Friedrich and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,RESUMO,Suporte a Consultas Temporais por Palavras-chave em XML,2009,Português,Sessão de Posteres do Simpósio Brasileiro de Banco de Dados,Fortaleza,2009,"['Manica, E. and', 'GALANTE, R.;Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,A New Approach for Cross-Language Plagiarism Analysis,2010,Inglês,Lecture Notes in Computer Science,Pádua - IT,2010,"['Pereira, R. C. and', 'MOREIRA, V. P. and', 'Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Visualização Interativa de Redes Sociais: um Estudo de Caso em Redes de Colaboração Científica,2011,Português,CLEI 2011 Conference,Porto Alegre,2011,"['NASCIMENTO, C. and', 'FREITAS, C. M. D. S. and', 'GALANTE, R. and', 'NEDEL, L. P. and', 'MENA-CHALCO, J. and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Identificando a Reputação de Pesquisadores Usando um Modelo de Perfil Adaptativo,2011,Português,"Anais do Congresso da Sociedade Brasileira de Computação, Seminário Integrado de Software e Hardware",Natal,2011,"['Cervi, C. R. and', 'GALANTE, R. and', 'OLIVEIRA, José Palazzo Moreira de and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Uma Ferramenta Para Análise Quantitativa da Produção Científica de Pesquisadores,2011,Português,Escola Regional de Banco de Dados,Novo Hamburgo,2011,"['Gugel, J. and', 'Cervi, C. R. and', 'GALANTE, R. and', 'OLIVEIRA, José Palazzo Moreira de and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,A fast approach for parallel deduplication on multicore processors.,2011,Português,Proceedings of the 2011 ACM Symposium on Applied Computing (SAC),TaiChung,2011,"['Bianco, G. D. and', 'GALANTE, R. and', 'HEUSER, Carlos Alberto and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Formal Grammar For The Normalization Of Relative Temporal Expressions,2011,Inglês,IADIS WWW/Internet,Rio de Janeiro,2011,"['GALLINA, L. Z. and', 'Galante, Renata and', 'DORNELES, Carina Friedrich and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,RESUMO,Service Evolution Management based on Usage Profile,2011,Português,IEEE International Conference on Web Services (ICWS),,2011,"['Yamashita, M. and', 'BECKER, Karin and', 'Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,An Adaptive Approach for Identifying Reputation of Researchers,2012,Inglês,IADIS WWW/Internet,Madri,2012,"['Cervi, C. R. and', 'Galante, Renata and', 'OLIVEIRA, José Palazzo Moreira de and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,A New Approach for Cross-Language Plagiarism Analysis.,2010,Inglês,Proceedings of the CLEF 2010 Conference on Multilingual and Multimodal Information Access Evaluation,Pádua,2010,"['Pereira, R. C. and', 'MOREIRA, V. P. and', 'Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,A Classification-based Approach for Bibliographic Metadata Deduplication,2011,Inglês,IADIS International Conference WWW/Internet,Rio de Janeiro,2011,"['BORGES, Eduardo Nunes and', 'BECKER, Karin and', 'HEUSER, Carlos Alberto and', 'Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,An Automatic Approach for Duplicate Bibliographic Metadata Identification Using Classification.,2011,Inglês,XXX International Conference of the Chilean Computer Science Society,Curicó,2011,"['BORGES, Eduardo Nunes and', 'BECKER, Karin and', 'HEUSER, Carlos Alberto and', 'Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,A Flexible Approach for Assessing Service Compatibility at Element Level.,2011,Inglês,XXVI Simpósio Brasileiro de Banco de Dados (SBBD),Florianópolis,2011,"['Yamashita, M. and', 'BECKER, Karin and', 'Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,RESUMO,Aplicando tuning no PostgreSQL,2011,Português,Escola Regional de Banco de Dados - Trilha Aplicações/Experiências,Novo Hamburgo,2011,"['Telles, M. and', 'Galante, Renata and', 'DORNELES, Carina Friedrich and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,A Business Intelligence Approach to Support Decision Making in Service Evolution Management.,2012,Inglês,IEEE International Conference on Services Computing,Honolulu,2012,"['Silva, E. E. and', 'Vollino, B. and', 'BECKER, Karin and', 'Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Measuring Change Impact Based on Usage Profiles.,2012,Inglês,IEEE International Conference on Web Services,Honolulu,2012,"['Yamashita, M. and', 'Vollino, B. and', 'BECKER, Karin and', 'Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Um Panorama do Uso do Tempo em Motores de Busca Web.,2011,Português,Escola Regional de Banco de Dado,Novo Hamburgo,2011,"['Manica, E. and', 'DORNELES, Carina Friedrich and', 'Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Mapeamento Automático de Modelos de Dados XML Temporais Ad-hoc para um Modelo de Dados XML Temporal Padrão,2010,Português,Escola Regional de Banco de Dados,Joinville,2010,"['Manica, E. and', 'Galante, Renata and', 'DORNELES, Carina Friedrich and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Two-Phase Interception (2PI): Uma Abordagem para Suporte a Consultas Temporais por Palavras-chave em XML,2010,Português,Workshop de Teses e Dissertações em Banco de Dados (WTDBD),Belo Horizonte,2010,"['Manica, E. and', 'Galante, Renata and', 'DORNELES, Carina Friedrich and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Chronos - Um motor de busca temporal.,2010,Português,Anais da VII Sessão de Demos - XXIV SBBD,Belo Horizonte,2010,"['Frozi, A. and', 'Manica, E. and', 'Galante, Renata and', 'DORNELES, Carina Friedrich and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Tuning Large Scale Deduplication with Reduced Effort,2013,Inglês,International Conference on Scientific and Statistical Database Management,Baltimore,2013,"['Bianco, G. D. and', 'Galante, Renata and', 'HEUSER, Carlos Alberto and', 'Gonçalves, Marcos André and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Supporting Strategic Decision Making on Service Evolution Context Using Business Intelligence,2013,Inglês,IEEE International Conference on Services Computing,"Santa Clara Marriott, CA",2013,"['Silva, E. E. and', 'BECKER, Karin and', 'Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,A Computational Tool to Analyze the Evolution of Student Learning,2013,Inglês,International Conference on Education and New Learning Technologies,Barcelona,2013,"['Cervi, C. R. and', 'Brock, L. A. and', 'Galante, Renata and', 'OLIVEIRA, José Palazzo Moreira de and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Comparing the Reputation of Researchers Using a Profile Model and Scientific Metrics,2013,Inglês,IEEE 13th International Conference on Computer and Information Technology (CIT2013),Austrália,2013,"['Cervi, C. R. and', 'Galante, Renata and', 'OLIVEIRA, José Palazzo Moreira de and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,SSUP - A URL-based method to entity-page discovery,2014,Inglês,International Conference on Web Engineering,Toulouse,2014,"['Manica, E. and', 'GALANTE, R. and', 'DORNELES, Carina and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Improving Financial Time Series Prediction Through Output Classification by a Neural Network Ensemble.,2015,Inglês,"26th International Conference on Database and EXpert Systems Applications (DEXA) 2015, Valencia, Spain, September 1-4, 2015",Valencia,2015,"['GIACOMEL, Felipe dos Santos and', 'PEREIRA, A. C. M.P and', 'GALANTE, R. and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,RESUMO_EXPANDIDO,An Algorithmic Trading Agent based on a Neural Network Ensemble: a Case of Study in North American and Brazilian Stock Markets,2015,Inglês,IEEE/WIC/ACM Intelligent Agent Technology Conference (WI-IAT),,2015,"['GIACOMEL, Felipe dos Santos and', 'PEREIRA, A. C. M.P and', 'Galante, Renata and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,R-Extractor: A Method for Data Extraction from Template-Based Entity-Pages,2017,Inglês,"Annual International Computers, Software &amp; Applications Conference",Turin,2017,"['Manica, E. and', 'DORNELES, Carina Friedrich and', 'GALANTE, R. and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,RESUMO_EXPANDIDO,KANDOR - Knowledge Analysis of Neighborhood Dynamics and Online Relationships,2017,Inglês,"Annual International Computers, Software &amp; Applications Conference",Turin,2017,"['RAPACKI, R. C. and', 'WIVES, Leandro Krug and', 'GALANTE, R. and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,Orion: A Cypher-Based Web Data Extractor,2017,Inglês,International Conference on Database and Expert Systems Applications,Lyon,2017,"['Manica, E. and', 'DORNELES, Carina Friedrich and', 'GALANTE, R. and']"
LATTES,TRAB.EVENTO,3867942762661182,Renata Galante,COMPLETO,An Analysis of the Impact of Diversity on Stacking Supervised Classifiers,2017,Inglês,International Conference on Enterprise Information Systems,Porto,2017,"['LANES, M. and', 'SCHIAVO, P. F. and', 'PEREIRA JR., S. F. and', 'BORGES, Eduardo Nunes and', 'GALANTE, R. and']"
