FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,1523626234873574,Frantchesco Cecchin,COMPLETO,XML Data Fusion,2010,Inglês,Proceedings of the 12th International Conference on Data Warehousing and Knowledge Discovery (DaWaK 2010),Bilbao,2010,"['CECCHIN, Frantchesco and', 'HARA, Carmen S. and', 'CIFERRI, C. D. A. and']"
LATTES,TRAB.EVENTO,1523626234873574,Frantchesco Cecchin,COMPLETO,Uma Interface Gráfica para Algoritmos de Detecção de Diferenças entre Documentos XML,2009,Português,Anais da V Escola Regional de Banco de Dados,Ijuí,2009,"['CECCHIN, Frantchesco and', 'HARA, Carmen S. and']"
