FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,6439298093380707,Cleto May,COMPLETO,A Semantic Model for Movement Data Warehouses,2014,Português,Proceedings of the 17th International Workshop on Data Warehousing and OLAP - DOLAP &amp;apos;14,Shanghai,2014,"['FILETO, RENATO and', 'RAFFAETÀ, ALESSANDRA and', 'RONCATO, ALESSANDRO and', 'SACENTI, JUAREZ A.P. and', 'MAY, CLETO and', 'KLEIN, DOUGLAS and']"
