FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,7497320738069454,Edimar Manica,COMPLETO,BDTC ? Uma Biblioteca Digital para Trabalhos de Conclusão de Curso,2007,Português,VII SIMPÓSIO DE INFORMÁTICA DO PLANALTO MÉDIO,Passo Fundo,2007,"['CERVI, C. R. and', 'MANICA, Edinei and', 'MANICA, Edimar and', 'DORNELES, C. F. and', 'PAVAN, W. and']"
LATTES,TRAB.EVENTO,7497320738069454,Edimar Manica,COMPLETO,Um Mecanismo Semi-automático de Auto-Arquivamento de Documentos em uma Biblioteca Digital,2007,Português,anais do III Workshop on Digital Libraries (WDL - em conjunto com WebMedia),"Gramado, RS",2007,"['MANICA, Edimar and', 'CERVI, C. R. and', 'DORNELES, C. F. and']"
LATTES,TRAB.EVENTO,7497320738069454,Edimar Manica,RESUMO_EXPANDIDO,Extraindo metadados de Documentos PDF usando um template XML,2007,Português,anais da XVII Mostra de Iniciação Científica,Passo Fundo,2007,"['MANICA, Edimar and', 'CERVI, C. R. and', 'DORNELES, C. F. and']"
LATTES,TRAB.EVENTO,7497320738069454,Edimar Manica,RESUMO_EXPANDIDO,"Um processo de submissão, validação e publicação de documentos PDF na BDTC",2007,Português,anais da XVII Mostra de Iniciação Científica,Passo Fundo,2007,"['MANICA, Edimar and', 'CUNHA, Alison Sebben da and', 'CERVI, C. R. and', 'DORNELES, C. F. and']"
LATTES,TRAB.EVENTO,7497320738069454,Edimar Manica,RESUMO_EXPANDIDO,Bibliotecas Digitais Como Meio de Disseminação de Conhecimento e Preservação Cultural e Científica,2007,Português,Anais da XVII Mostra de Iniciação Científica,Passo Fundo,2007,"['CUNHA, Alison Sebben da and', 'MANICA, Edimar and', 'CERVI, C. R. and', 'DORNELES, C. F. and']"
LATTES,TRAB.EVENTO,7497320738069454,Edimar Manica,RESUMO_EXPANDIDO,Mapeamento de um Modelo Lógico Temporal para um Modelo Físico de um SGBD,2008,Português,II Sessão de Pôsters do SBBD,Campinas,2008,"['MANICA, Edimar and', 'CERVI, C. R. and', 'DORNELES, C. F. and', 'GALANTE, R. and']"
LATTES,TRAB.EVENTO,7497320738069454,Edimar Manica,RESUMO_EXPANDIDO,Mapeamento da Linguagem de Consulta Temporal TSQL2 para a Extensão Temporal do PostgreSQL,2008,Português,Anais da XVIII Mostra de Iniciação Científica,Passo Fundo,2008,"['MANICA, Edimar and', 'CERVI, C. R. and', 'DORNELES, C. F. and']"
LATTES,TRAB.EVENTO,7497320738069454,Edimar Manica,COMPLETO,Mapeamento de uma Linguagem de Consulta Temporal para o Banco de Dados PostgreSQL,2008,Português,Anais do VIII Simpósio de Informática do Planalto Médio,Passo Fundo,2008,"['CERVI, C. R. and', 'MANICA, Edimar and', 'DORNELES, C. F. and']"
LATTES,TRAB.EVENTO,7497320738069454,Edimar Manica,RESUMO_EXPANDIDO,E-Case - Ferramenta Case Educacional para Modelagem Relacional,2005,Português,Anais da XV Mostra de Iniciação Científica,Passo Fundo,2005,"['MALAGGI, Vitor and', 'CERVI, C. R. and', 'PREDIGER, Jonas Augusto and', 'MANICA, Edimar and', 'SILVA, Juliano Tonezer da and', 'PAVAN, W. and']"
LATTES,TRAB.EVENTO,7497320738069454,Edimar Manica,COMPLETO,Gerenciamento de Perfil de Usuários Para Uso em Bibliotecas Digitais,2007,Português,Anais XXII Congresso Regional de Iniciação Científica e Tecnológica em Engenharia,Passo Fundo,2007,"['SILVEIRA, L. S. and', 'KALIL, F. and', 'MANICA, Edimar and', 'CERVI, C. R. and', 'DORNELES, C. F. and']"
