FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,5701768524610057,Augusto Ferreira de Souza,COMPLETO,Deepec: An Approach For Deep Web Content Extraction And Cataloguing,2013,Inglês,21st European Conference on Information Systems,Utrecht,2013,"['MELLO, R. S. and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,5701768524610057,Augusto Ferreira de Souza,COMPLETO,Definição e Avaliação de uma Abordagem para Extração e Catalogação de Conteúdo Obtido da Deep Web,2014,Português,XXIX Simpósio Brasileiro de Bancos de Dados,Curitiba,2014,"['MELLO, R. S. and', 'SEM_DADOS and']"
