FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,RESUMO,Uma Ferramenta de controle e vigilância em redes de computadores,2009,Português,Uma Ferramenta de controle e vigilância em redes de computadores,Uruguaiana,2009,"['ASSUNCAO, J. V. C. and', 'RIBEIRO, J. C. C. E. S. and', 'RIBEIRO, U. L. F. and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,COMPLETO,A structured stochastic model for prediction of geological stratal stacking patterns,2012,Inglês,Practical Applications of Stochastic Modelling (PASM),London,2012,"['ASSUNCAO, J. and', 'Espindola, Luciana S. and', 'FERNANDES, P. and', 'PIVEL, M. A. G. and', 'SALES, A. and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,COMPLETO,Uma ferramenta para distribuição e mapeamento de dados paleogeográficos,2013,Português,IX Escola Regional de Banco de Dados,Camboriú - SC,2013,"['ASSUNCAO, J. and', 'FERNANDES, P. and', 'PIVEL, M. A. G. and', 'RUIZ, Duncan, D. and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,RESUMO,Distributed Stochastic Aware Random Forests-Efficient Data Mining for Big Data,2013,Inglês,Proceedings of the 2013 IEEE International Congress on Big Data,Santa Clara Marriott,2013,"['ASSUNCAO, J. and', 'FERNANDES, P. and', 'LOPES, L. and', 'NORMEY, S. and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,COMPLETO,Unsupervised Model Generation for Geological Events,2014,Português,47th Annual Simulation Symposium 2014 (ANSS 2014),"Tampa, FL",2014,"['ASSUNÇÃO, J. and', 'FERNANDES, P. and', 'FISCHER, T. V. and', 'SALES, A. and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,COMPLETO,A DIMENSIONALITY REDUCTION PROCESS TO FORECAST EVENTS THROUGH STOCHASTIC MODELS,2014,Inglês,The 26th International Conference on Software Engineering &amp; Knowledge Engineering (SEKE 2014),"Vancouver, Canada",2014,"['ASSUNÇÃO, J. and', 'FERNANDES, P. and', 'LOPES, L. and', 'NORMEY, S. and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,COMPLETO,SANGE - Stochastic Automata Networks Generator. A tool to ef ciently predict events through structured Markovian models,2015,Inglês,,Pittsburgh,2015,"['ASSUNÇÃO, JOAQUIM and', 'FERNANDES, PAULO and', 'LOPES, LUCELENE and', 'STUDENY, ANGELIKA and', 'VINCENT, JEAN-MARC and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,COMPLETO,A structured stochastic model for software project estimation in Waterfall models (S),2018,Inglês,,,,"['MASSITELA, ILDO and', 'ASSUNÇÃO, JOAQUIM and', 'SANTOS, ALAN and', 'FERNANDES, PAULO and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,COMPLETO,"Data Mining 7 Wonders, the board game",2019,Inglês,SBC ? Proceedings of SBGames 2019,Rio de Janeiro,2019,"['ASSUNÇÃO, J. and', 'PEREIRA, G. and', 'ACOSTA, J. and', 'VALES, R. and', 'ROSSATO, L. and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,RESUMO,Cases and Clusters in Reuse Policies for Decision-Making in Card Games,2019,Inglês,2019 IEEE 31st International Conference on Tools with Artificial Intelligence (ICTAI),Portland,2019,"['PAULUS, GUSTAVO B. and', 'CARVALHO ASSUNCAO, JOAQUIM V. and', 'SILVA, LUIS A. L. and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,COMPLETO,Language Independent POS-tagging Using Automatically Generated Markov Chains (S),2019,Inglês,,"Lisboa, Portugal",2019,"['ASSUNÇÃO, JOAQUIM and', 'FERNANDES, PAULO and', 'LOPES, LUCELENE and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,COMPLETO,Piecewise Aggregation for HMM fitting. A pre-fitting model for seamless integration with time series data,2019,Inglês,,"Lisboa, Portugal",2019,"['ASSUNÇÃO, JOAQUIM and', 'VINCENT, JEAN-MARC and', 'FERNANDES, PAULO and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,COMPLETO,Knowledge Discovery Through Time Series Applied to Students' Grades,2020,Inglês,Anais do Encontro Nacional de Computação dos Institutos Federais (EnCompIF 2020),Brasil,2020,"['ASSUNÇÃO, JOAQUIM and', 'OLIVEIRA, FERNANDO and', 'CORREA, CLAITON and']"
LATTES,TRAB.EVENTO,3322255992735977,Joaquim Vinicius Carvalho Assunção,COMPLETO,Classifying With AdaBoost.M1: The Training Error Threshold Myth,2017,Português,Proceedings of the Thirtieth International Florida Artificial Intelligence Research Society Conference,"Marco Island, Florida",2017,"['LEAES NETO, A. and', 'FERNANDES, PAULO and', 'LOPES, L. and', 'ASSUNCAO, J. V. C. and']"
