FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,9339111529388745,Jorge Gustavo Sandoval Simão,COMPLETO,Aplicação dos Algoritmos K-Means e FP-Growth em Perfis de Consumo para Identificação de Perdas Não-Técnicas de Energia em Consumidores Comerciais,2017,Português,Anais do Computer on the Beach,Florianópolis,2017,"['SIMÃO, J. G. S. and', 'TEIVE, R. C. G and']"
LATTES,TRAB.EVENTO,9339111529388745,Jorge Gustavo Sandoval Simão,COMPLETO,Identificação de Fraudes de Energia Elétrica em Consumidores Comerciais - Uma Aplicação Voltada aos Medidores Inteligentes,2018,Português,Anais do Computer on the Beach,Florianópolis,2018,"['ABRAHAM, G. and', 'SIMÃO, J. G. S. and', 'TEIVE, R. C. G and']"
LATTES,TRAB.EVENTO,9339111529388745,Jorge Gustavo Sandoval Simão,COMPLETO,Diferenciação de Perfis de Curva de Carga para Identificação de Perdas Não - Técnicas em Redes de Distribuição Utilizando Mineração de Dados e Aprendizado de Máquina,2018,Português,Anais XIV Escola Regional de Banco de Dados - Recuperação  de Informações,ERBD,2018,"['SIMÃO, J. G. S. and', 'TEIVE, R. C. G and']"
LATTES,TRAB.EVENTO,9339111529388745,Jorge Gustavo Sandoval Simão,RESUMO,Sistema Inteligente para Detecção de Perdas Não Técnicas de Consumidores Comerciais,2016,Português,Anais do Seminário de Iniciação Científica da Universidade do Vale do Itajaí,Itajaí,2016,"['SIMÃO, J. G. S. and', 'TEIVE, R. C. G and']"
