FONTE,TIPO,ID,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,6691159669413992,Elielson Barbosa de Souza,RESUMO_EXPANDIDO,"APLICAÇÃO DA ROBÓTICA EDUCACIONAL COMO MOTIVAÇÃO PARA O ENSINO DE CIÊNCIAS, POR MEIO DO LEGO",2013,Português,VII Seminário de Informática e Tecnologia - SITE 2013,Bandeirantes,2013,"['SOUZA, Vanessa Faria and', 'MERLIN, J. R. and', 'RIBEIRO, Carlos Eduardo and', 'SOUZA, E. B. and', 'OLIVEIRA JUNIOR, R. K. and', 'GARCIA, V. R. and']"
LATTES,TRAB.EVENTO,6691159669413992,Elielson Barbosa de Souza,RESUMO_EXPANDIDO,PROPOSTA DE ARQUITETURA PARA UM SISTEMA AUTOMATIZADO DE BAIXO CUSTO PARA O CONTROLE CLIMÁTICO EM AVIÁRIOS,2013,Português,VII Seminário de Informática e Tecnologia - SITE 2013,Bandeirantes,2013,"['GARCIA, V. R. and', 'SOUZA, E. B. and', 'MERLIN, J. R. and', 'PAGNO, R. T. and']"
LATTES,TRAB.EVENTO,6691159669413992,Elielson Barbosa de Souza,RESUMO,ROBÓTICA EDUCACIONAL COMO INCENTIVO AO ESTUDO DE CIÊNCIAS,2013,Português,JOIC Jornada de Iniciação Científica,Cornélio Procópio - PR,2013,"['SOUZA, Vanessa Faria and', 'MERLIN, J. R. and', 'GARCIA, V. R. and', 'SOUZA, E. B. and', 'OLIVEIRA JUNIOR, R. K. and']"
LATTES,TRAB.EVENTO,6691159669413992,Elielson Barbosa de Souza,COMPLETO,UMA METODOLOGIA AGILE ROLAP PARA IMPLANTAÇÃO DE AMBIENTES DE INTELIGÊNCIA DE NEGÓCIOS,2014,Português,X ERBD,São Francisco do Sul,2014,"['SOUZA, E. B. and', 'MENOLLI, André Luís Andrade and', 'COELHO, Ricardo Gonçalves and']"
