FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Uma Metodologia para Desenvolvimento de Data Warehouse,2005,Português,Anais do II SBSI,Florianopolis,2005,"['KELM, Martinho Luis and', 'ABREU, Aline França de and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Business Intelligence Aplicado em Saúde Pública,2005,Português,Anais do I congresso sul catarinense de computação,Crisciuma,2005,"['BOTH, Eder and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,RESUMO_EXPANDIDO,Compatibilização do Paradigma Relacional com o Paradigma Orientado a Objetos,2005,Português,Anais do I congresso Sul Catarinense de Computação,Criscima,2005,"['HOPPEN, Marcelo Maboni and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Sintonia em Banco de Dados sob Sistemas de Arquivos livres,2005,Português,Anais do I Congresso Sul Catarinense de Computação,Crisciuma,2005,"['LOPEZ, Leandro Castoldi and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Método TPC-H para sintonia em SGBDs livres,2006,Português,II Escola Regional de Banco de Dados,Passo Fundo,2006,"['LOPEZ, Leandro Castoldi and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Resolução Paralela de Métodos Computacionais aplicados na análise das variações de umidade de solos,2006,Português,Anais do V Simpósio de Informática da Região Centro do RS - SIRC/RS 2006,Santa Maria,2006,"['PADOIN, Edson Luiz and', 'BORGES, Roberto S and', 'BORGES, Pedro Augusto Pereira and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,RESUMO_EXPANDIDO,Programação em Banco de Dados: técnicas de utilização,2006,Português,Anais do II Congresso Sul Catarinense de Computação,Crisciuma,2006,"['BEAL, Julio Ceza and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,RESUMO_EXPANDIDO,BANCO DE DADOS ATIVOS COMO SUPORTE À AUTO-SINTONIA DE BANCOS DE DADOS,2006,Português,Anais do II Congresso Sul Catarinense de Computação,Crisciuma,2006,"['AVILA, Andre de and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Paralelização de métodos computacionais aplicados à análise das variações do teor de umidade de solos saturados e não saturados,2006,Português,Anais doVII Workshop em Sistemas Computacionais de Alto Desempenho,Ouro Preto,2006,"['BORGES, Pedro Augusto Pereira and', 'PADOIN, Edson Luiz and', 'BORGES, Roberto S and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,RESUMO,EM DIREÇÃO A AUTO-SINTONIA EM SISTEMAS DE GERÊNCIA DE BANCO DE DADOS,2006,Português,"Anais da XIV Seminário de Iniciação Científica, XI Jornada de Pesquisa e VII Jornada de Extensão da UNIJUÍ",IJUI,2006,"['PADOIN, Edson Luiz and', 'AVILA, Andre de and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,RESUMO_EXPANDIDO,Programação em Banco de Dados: estudo de técnicas,2006,Português,ANAIS do Congresso de Iniciação Científica e Tecnológica em Engenharia - CRICTE 2006,IJUI,2006,"['BEAL, Julio Cezar and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,RESUMO_EXPANDIDO,Paralelização de Métodos Computacionais Aplicados a Análise do Teor de Umidade do Solo,2007,Português,ERAD 2007 - VII Escola Regional de Alto Desmpenho,Porto Alegre,2007,"['PADOIN, Edson Luiz and', 'BORGES, Pedro Augusto Pereira and', 'BORGES, Roberto S and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,RESUMO_EXPANDIDO,Aplicação de Grid Computacional Na execução de Métodos Computacionais á Análise das Variações do Teor da Umidade do Solo,2007,Português,Anais ERAD 2007 - VII Escola Regional de Alto Desempenho,Porto Alegre,2007,"['Wiest and', 'PADOIN, Edson Luiz and', 'BORGES, Pedro Augusto Pereira and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Mobilidade no Monitoramento de Subestações Elétricas através de Serviços Web,2007,Português,VI SIRC - Simpósio de Informática da Região Centro do RS,Santa Maria,2007,"['PADOIN, Edson Luiz and', 'SALVADORI, Fabiano and', 'SAUSEN, Paulo Sergio and', 'Mauricio de Campos and', 'Tiago Idalencio and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Inclusão Digital: a tecnologia contribuindo para a realização da Inclusão Social.,2007,Português,VI SIRC - Simpósio de Informática da Região Centro do RS,Santa Maria,2007,"['PADOIN, Edson Luiz and', 'SAUSEN, Paulo Sergio and', 'ROHDEN, Rafael Barasuol and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,RESUMO_EXPANDIDO,Resolução do Problema de absorção da agua do solo através da paralelização do problema inverso,2008,Português,VIII ERAD -Escola Regional de Alto Desempenho,Santa Cruz do Sul,2008,"['PADILHA, N. R. and', 'PADOIN, Edson Luiz and', 'BORGES, Pedro Augusto Pereira and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Consolidação de Servidores e Serviços para a comunidade Administrativa e Acadêmica da UNIJUI usando Linux em Mainframe IBM S/390,2003,Português,Anais do IV Workshop sobre Software LIvre,,2003,"['OLSON, Agner Quinkozes and', 'SAUSEN, Paulo Sergio and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,RESUMO,Criação do banco de dados Farmaceoma/Pharmaceome,2006,Português,Anais da VII Jornada de Extensão da UNIJUÍ,IJUI,2006,"['IVANOVITCH, Viktor and', 'KONZEN, Michel and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Mobilidade no monitoramento de pacientes através de Serviços Web,2008,Português,VII Simpósio de Informática da Região Centro do RS,Santa Maria,2008,"['MACHADO, A. and', 'PADOIN, Edson Luiz and', 'SAUSEN, Paulo Sergio and', 'SALVADORI, Fabiano and', 'Mauricio de Campos and', 'RIGHI, L. and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Avaliando o Desempenho do SGBD MySQL sob diferentes sistemas de arquivos,2008,Português,Anais do 4 Congresso Sul Catarinense de Computacao,Criciuma,2008,"['CASTANHEDE, T. and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,A influência do sistema de arquivos no desempenho de um banco de dados,2008,Português,Anais do VIII SIMPÓSIO DE INFORMÁTICA DO PLANALTO MÉDIO,Passo Fundo,2008,"['CASTANHEDE, T. and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,UM SISTEMA DE APOIO A DECISÃO PARA SMS,2008,Português,Anais do XI CBIS,Campos do Jordao,2008,"['BOTH, Eder Luis and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,"Utilização de Dispositivos Móveis, Web Services e Sotfware Livre no Monitoramento Remoto de Pacientes",2008,Português,Anais do XI Congresso Brasileiro de Informática em Saúde,Campos do Jordao,2008,"['MACHADO, A. and', 'PADOIN, Edson Luiz and', 'SAUSEN, Paulo Sergio and', 'SALVADORI, Fabiano and', 'Mauricio de Campos and', 'RIGHI, L. and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Paralelização do algoritmo problema inverso aplicado no contexto da irrigação e de absorção da água pelo solo,2008,Português,Anais do Simpósio de Informática do Planalto Médio,Passo Fundo,2008,"['PADILHA, N. R. and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Utilização de paralelismo na resolução do problema de irrigação e de absorção de água pelo solo,2008,Português,SulComp 2008 - Congresso Sul Brasileiro de Computação,Cricíuma,2008,"['PADILHA, N. R. and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,A ESCOLHA DE CULTIVARES DE SOJA COMO ALTERNATIVA PARA BENEFICIAR PRODUTORES,2008,Português,Anais do XV SIMPÓSIO DE ENGENHARIA DE PRODUÇÃO,BAURU,2008,"['LEANDRO, G. V. and', 'PADOIN, Edson Luiz and', 'RECH, C. and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,RESUMO_EXPANDIDO,Execução Paralela do Algoritmo Genético Aplicado na Estimação de Parâmetros em Cluster Beowulf,2009,Português,Anais da 9a. Escola Reginal de Alto Desempenho,Caxias do Sul,2009,"['FERREIRA, T. L. and', 'LEANDRO, G. V. and', 'CAMARGO, R. F. and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Avaliando o Desempenho do SGBD PostgreSQL considerando os diferentes sistemas de arquivos,2009,Português,Anais da V ERBD,Ijuí,2009,"['CASTANHEDE, T. and', 'PADOIN, E. L. and', 'SAUSEN, Paulo Sergio and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Avaliação de Desempenho no Acesso a Dados Utilizando Índices Multidimensionais,2009,Português,Anais da V ERBD,IJUÍ,2009,"['SCHUCH, R. and', 'SAUSEN, Paulo Sergio and', 'PADOIN, Edson Luiz and', 'Mauricio de Campos and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,1217067328251304,Sergio Luis Dill,COMPLETO,Automação de Subestações de Energia Elétrica Utilizando Dispositivos Móveis,2009,Português,"Proceedings of the 8th Brazilian Conference on Dynamics, Control and Applications",Bauru/SP,2009,"['DILL, M. A. A. and', 'SAUSEN, Paulo Sergio and', 'PADOIN, Edson Luiz and', 'SEM_DADOS and']"
