FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,M-Commerce Aplicado ao Comércio de Materiais de Construção,2000,Português,Anais III Fórum de Tecnologia,Santo Angelo/RS,2000,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'CAMARGO, R. G. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO,Curso de Extensão a Distância TV na Escola e os Desafios de Hoje,2001,Português,Anais. . .,Itajaí-SC,2001,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Um Ambiente Colaborativo para Auxílio ao Aprendizado: Clube Virtual de Ciências,2003,Português,XXIX Conferencia Latinoamericana de Informatica - CLEI 2003,La Paz,2003,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'BET, S. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Proposta para o Desenvolvimento do Banco de Desafios do Clube Virtual de Ciências Utilizando Redes Bayesianas,2003,Português,Anais . . .,Santa Maria,2003,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'BET, S. and', 'BORGES, P. S. S. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Criando Ambientes Virtuais de Aprendizagem: a Experiência e Oportunidades do Clube Virtual de Ciências,2003,Português,Anais VII Mostra de Trabalhos de Iniciação à Pesquisa,Lages,2003,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'BET, S. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO,Um Estudo sobre a Aplicação do SVG (Scalable Vector Graphics) na Criação de Material Didático com Recursos Multimídia,2003,Português,Anais VII Mostra de Trabalhos e Iniciação à Pesquisa,Lages,2003,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'MACHADO, L. de F. B. B. and', 'MONTEIRO, R. R. de O. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO,Gerenciamento Eletrônico de Documentos: um estudo teórico para definição do projeto OpenGED,2002,Português,VII Mostra de Trabalhos de Iniciação à Pesquisa,Lages,2002,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'OLIVEIRA FILHO, F. M. de and', 'SANTOS, I. F. A. dos and', 'CENCI, J. A. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO,Indexação de Arquivos Textos: um Estudo de Caso para o Projeto OpenGED,2002,Português,Anais VII Mostra de Trabalhos de Iniciação à Pesquisa,Lages,2002,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'OLIVEIRA FILHO, F. M. de and', 'SANTOS, I. F. A. dos and', 'CENCI, J. A. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,LearnLoop: o desafio de aplicar software livre na educação a distância,2004,Português,Anais . . .,Manaus,2004,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'LIZ, J. M. de and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,Banco de Desafios: uma aplicação de hipermídia adaptativa e redes bayesianas,2004,Português,Anais. . .,Manaus,2004,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'BET, S. and', 'ARRUDA, A. A. C. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,Um ambiente colaborativo para auxílio ao aprendizado: Clube Virtual de Ciências,2004,Português,Anais. . .,Manaus,2004,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'BET, S. and', 'BONFIM, V. D. and', 'BUSNELLO, T. A. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Sistema de Informação Geográfica aplicado ao Programa de Assistência Odontológica da UNIPLAC - SOU,2004,Português,Anais . . .,Lages (SC),2004,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'MONTEIRO, R. R. de O. and', 'VALIATI, R. and', 'VENTURI, S. C. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,Um ambiente colaborativo para auxílio ao aprendizado: Clube Virtual de Ciências,2004,Português,Anais da VIII Mostra de Trabalhos e Iniciação à Pesquisa,Lages,2004,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'BET, S. and', 'BONFIM, V. D. and', 'BUSNELLO, T. A. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,Banco de Desafios: uma aplicação de hipermídia adaptativa e redesbayesianas,2004,Português,Anais da VIII Mostra de Trabalhos e Iniciação à Pesquisa,Lages,2004,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'BET, S. and', 'ARRUDA, A. A. C. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO,Sistema de Informação Geográfica aplicado ao Programa de Assistência Odontológica da UNIPLAC,2004,Português,Anais da VIII Mostra de Trabalhos e Iniciação à Pesquisa,Lages,2004,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'MONTEIRO, R. R. de O. and', 'VALIATI, R. and', 'VENTURI, S. C. and', 'SOUSA, J. A. C. de and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Uso de SIG como suporte à decisão em Programa de Assistência Odontológica,2005,Português,XIV SEMINCO,Blumenau,2005,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'MONTEIRO, R. R. de O. and', 'SOUSA, J. A. C. de and', 'VALIATI, R. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Determinando equivalências semânticas entre componentes de Esquemas GML,2006,Português,"Escola Regional de Banco de Dados, 2.",Passo Fundo,2006,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'MELLO, R. dos S. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Um Método para Determinar a Equivalência Semântica entre Esquemas GML,2006,Afrikaans,"Simpósio Brasileiro de Geoinformática, 8.",Campos do Jordão,2006,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'MELLO, R. dos S. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Uma Ferramenta de Apoio à Determinação de Equivalências Semânticas entre Esquemas GML,2007,Português,Anais...,Caxias do Sul,2007,"['ROSA, L. and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'MELLO, R. dos S. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Um Protótipo para Geração de Imagens Utilizando Ray Tracing,1994,Português,Anais...,Blumenau,1994,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'OLIVEIRA NETO, M. M. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,A Internet e os Novos Modelos de Negócios: Empresas Virtuais x Incubadora Virtual,2000,Português,Anais...,São Paulo,2000,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'FIOD NETO, M. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Uma Proposta de Rede Relacional de Empresas: Cooperativa de Abastecimento para uma Usina de Reciclagem de Borracha,1999,Português,Anais...,Rio de Janeiro,1999,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'CASAROTTO FILHO, N. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,Clube Virtual de Ciências,2002,Português,Anais...,São Leopoldo,2002,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'BET, S. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,FadesGML - Ferramenta para Determinação de Equivalências Semânticas entre Elementos de Esquemas GML,2008,Português,"Simpósio Brasileiro de Banco de Dados, 23.",Campinas,2008,"['FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'MELLO, R. dos S. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Middleware para integração de uma aplicação para dispositivos móveis com aplicações corporativas,2009,Português,Anais...,Blumenau,2009,"['COMEL, T. and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,Uma Ferramenta para gerar Bancos de Dados Geográficos a partir de Diagramas OMT-G,2010,Português,Anais...,Joinville,2010,"['SCHALY, K. W. and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Implantação da metodologia Balanced Score Card nas empresas incubadas no MIDILages,2010,Português,Anais...,Campo Grande (MS),2010,"['LIZ, C. E. de and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and', 'MAGNABOSCO, R. and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,PostgreSQL x MongoDB: comparação dos recursos para manipulação de dados geográficos,2012,Português,Anais da V Mostra Nacional de Iniciação Científica e Tecnológica Interdisciplinar (V MICTI) e II Mostra de Pesquisa e Extensão do IF Catarinense,Rio do Sul,2012,"['SCHUCH, E. M. and', 'CATARINA, G. O. B. and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,OMT-G Design: Ferramenta para modelagem de Bancos de Dados Geográficos usando OMT-G,2012,Português,Anais da V Mostra Nacional de Iniciação Científica e Tecnológica Interdisciplinar (V MICTI) e II Mostra de Pesquisa e Extensão do IF Catarinense,Rio do Sul,2012,"['MARTINEZ, Á. O. T. and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,Levantamento de requisitos para um sistema de acompanhamento de egressos,2013,Português,Anais...,Camboriú,2013,"['KOEHLER, M. D. and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,Lixo eletrônico: origens e reaproveitamento,2013,Português,Anais...,Camboriú,2013,"['SANTOS, M. F. F. and', 'LUCENA, J. H. B. A. and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO_EXPANDIDO,Software Educacional para cálculo da projeção de sombras de objetos iluminados pelo sol,2013,Português,Anais...,Camboriú,2013,"['CAMPOS, L. G. and', 'CANDIDO, G. and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,RESUMO,"Rede social colaborativa de mapeamento de problemas ambientais, de infraestrutura urbana e desastres, para geração de informação ao poder público",2014,Português,Anais...,Rio do Sul - SC,2014,"['SILVA, S. H. and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Armazenamento de trajetórias de objetos móveis para a Plataforma UrbanMob,2014,Português,Anais...,São Francisco do Sul - SC,2014,"['MEIRELES, G. C. and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,OMT-G Design: uma ferramenta para modelagem de dados espaciais,2014,Português,Anais...,São Francisco do Sul - SC,2014,"['MARTINEZ, Á. O. T. and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
LATTES,TRAB.EVENTO,5878372087019892,Angelo Augusto Frozza,COMPLETO,Sistema de Informação para monitoramento de qualidade da água e apoio ao enquadramento de corpos hídricos,2014,Português,Anais...,Londrina - PR,2014,"['SILVA, R. R. da and', 'FROZZA, A. A.;FROZZA, ANGELO AUGUSTO and']"
