FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,3252850945130179,Antonio Carlos Alves,RESUMO,Um mecanismo de Recuperação de Informações Corporativas,2005,Português,XI Seminário de Iniciação Científica,Santa Cruz do Sul,2005,"['KROTH, E. and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,3252850945130179,Antonio Carlos Alves,RESUMO,Intrabusca - Um Mecanismo de Recuperação de Informações Corporativo,2007,Português,ANAIS / III Escola Regional de Banco de Dados - ERBD 2007,Caxias do Sul,2007,"['SCHREIBER, J. N. C. and', 'SEM_DADOS and']"
LATTES,TRAB.EVENTO,3252850945130179,Antonio Carlos Alves,COMPLETO,GIRS - Genetic information Retrieval System,2008,Português,XXVIII ENCONTRO NACIONAL DE ENGENHARIA DE PRODUÇÃO,RIO DE JANEIRO,2008,"['SCHREIBER, J. N. C. and', 'FURTADO, J. C. and', 'KONZEN, A. A. and', 'MOLZ, R. F. and', 'SEM_DADOS and']"
