FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,"Pre-aggregation functions: Definition, properties and construction methods",2016,Português,2016 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),Vancouver,2016,"['Bustince, Humberto and', 'SANZ, JOSE ANTONIO and', 'LUCCA, GIANCARLO and', 'DIMURO, GRACALIZ P. and', 'BEDREGAL, BENJAMIN and', 'Mesiar, Radko and', 'KOLESAROVA, ANNA and', 'OCHOA, GUSTAVO and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,RESUMO,La noción de función pre-agregación,2016,Português,Altas,Donostia - San Sebastián,2016,"['BUSTINCE, H. and', 'DIMURO, G. P. and', 'JURIO, A. and', 'PATERNAIN, D. and', 'GALAR, M. and', 'SANZ, J. A. and', 'ELKANO, M. and', 'LUCCA, G. and', 'MESIAR, R. and', 'KOLESAROVA, A. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,RESUMO,Generalizing the Choquet Integral Using Copulas: An Application to Fuzzy Rule-Based Classification Systems,2016,Português,Altas,Donostia - San Sebastián,2016,"['LUCCA, G. and', 'SANZ, J. A. and', 'DIMURO, G. P. and', 'BEDREGAL, B. R. C. and', 'BUSTINCE, H. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,RESUMO,Generalización de la integral Choquet con una aplicación en sistemas de clasificación basados en reglas difusa,2016,Espanhol,Altas,Pamplona - Iruña,2016,"['LUCCA, G. and', 'SANZ, J. A. and', 'MARCO-DETCHART, C. and', 'SEMA-SARA, M. and', 'DIMURO, G. P. and', 'BUSTINCE, H. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,RESUMO,Construyendo superpíxeles,2016,Espanhol,Altas,Pamplona - Iruña,2016,"['MARCO-DETCHART, C. and', 'LUCCA, G. and', 'SESMA-SARA, M. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,New Results on Pre-Aggregations Functions.,2016,Inglês,"Uncertainty Modelling In Knowledge Enginnering and Decision Making, Proceedings of the 12th International FLINS Conference (FLINS 2016).",Roubaix,2016,"['DIMURO, G. P. and', 'BEDREGAL, B. R. C. and', 'BUSTINCE, H. and', 'FERNÁNDEZ, J, and', 'LUCCA, G. and', 'MESIAR, R. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Pre-aggregation functions constructed by CO-integrals applied in classification problems,2016,Inglês,Proceedings of iV Brazilian Congress on Fuzzy Systems (IV CBSF),Campinas,2016,"['LUCCA, Giancarlo. and', 'SANZ, JOSE A. and', 'DIMURO, GRACALIZ P. and', 'Bedregal, Benjamín and', 'Bustince, Humberto and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Analyzing the behavior of a CC-integral in a Fuzzy Rule-Based Classification System,2017,Português,2017 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),Naples,2017,"['LUCCA, GIANCARLO and', 'SANZ, JOSE ANTONIO and', 'DIMURO, GRACALIZ P. and', 'BEDREGAL, BENJAMIN and', 'FERNANDEZ, JAVIER and', 'Bustince, Humberto and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,On the definition of the concept of pre-t-conorms,2017,Português,2017 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),Naples,2017,"['DIMURO, GRACALIZ P. and', 'Bustince, Humberto and', 'FERNANDEZ, JAVIER and', 'SANZ, JOSE A. and', 'LUCCA, GIANCARLO and', 'BEDREGAL, BENJAMIN and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Analyzing the Behavior of Aggregation and Pre-aggregation Functions in Fuzzy Rule-Based Classification Systems with Data Complexity Measures,2017,Português,"Advances in Fuzzy Logic and Technology 2017, Advances in Intelligent Systems and Computing",Warsow,2017,"['LUCCA, GIANCARLO and', 'SANZ, JOSE A. and', 'DIMURO, GRACALIZ P. and', 'BEDREGAL, BENJAMIN and', 'BUSTINCE, HUMBERTO and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,IVOVO: A new interval-valued one-vs-one approach for multi-class classification problems,2017,Português,2017 Joint 17th World Congress of International Fuzzy Systems Association and 9th International Conference on Soft Computing and Intelligent Systems (IFSA-SCIS),Otsu,2017,"['ELKANO, MIKEL and', 'GALAR, MIKEL and', 'Sanz, Jose and', 'LUCCA, GIANCARLO and', 'Bustince, Humberto and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Penalty-Based Functions Defined by Pre-aggregation Functions,2018,Português,"Information Processing and Management of Uncertainty in Knowledge-Based Systems. Theory and Foundations, Communications in Computer and Information Science.",Cádiz,2018,"['DIMURO, G. P. and', 'MESIAR, R. and', 'Bustince, Humberto and', 'BEDREGAL, B. R. C. and', 'SANZ, J. A. and', 'LUCCA, GIANCARLO and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Using the Choquet Integral in the Pooling Layer in Deep Learning Networks,2018,Inglês,"37th Conference of the North American Fuzzy Information Processing Society, NAFIPS 2018, Fortaleza, Brazil, July 4-6, 2018, Proceedings Editors",Fortaleza,2018,"['DIAS, C. A. and', 'BUENO, Jéssica C. S. and', 'BORGES, E. N. and', 'BOTELHO, S. S. C. and', 'DIMURO, GRACALIZ P. and', 'LUCCA, GIANCARLO and', 'FERNANDEZ, JAVIER and', 'BUSTINCE, HUMBERTO and', 'DREWS JUNIOR, P. L. J. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Applying aggregation and pre-aggregation functions in the classification of grape berries,2018,Português,Proceedings of FUZZ-IEEE 2018,Rio de Janeiro,2018,"['LUCCA, GIANCARLO and', 'SANZ, JOSE A. and', 'BUSTINCE, HUMBERTO and', 'DIMURO, GRACALIZ P. and', 'GOMES, V. and', 'MADUREIRA, R. C. C. and', 'MELO-PINTO, P. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,The Gold Tree: An Information System for Analyzing Academic Genealogy,2019,Português,Proceedings of the 21st International Conference on Enterprise Information Systems,Heraklion,2019,"['MAIA, MARIA and', 'BORGES, EDUARDO and', 'DIMURO, GRAÇALIZ and', 'NASCIMENTO, PRÍCILLA and', 'MADEIRA, GABRIEL and', 'BARAÑANO, MATHEUS and', 'LUCCA, GIANCARLO and', 'Salles, Helida and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Simulating the behaviour of Choquet-like (pre) aggregation functions for image resizing in the pooling layer of Deep Learning Networks.,2019,Português,Proceedings of the 38th North American Fuzzy Information Processing Society Annual Conference,Lafayette,2019,"['DIAS, C. A. and', 'BUENO, Jéssica C. S. and', 'BORGES, E. N. and', 'LUCCA, Giancarlo. and', 'Salles, Helida and', 'DIMURO, GRAÇALIZ and', 'BUSTINCE, H. and', 'DREWS JUNIOR, P. L. J. and', 'BOTELHO, S. S. C. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Analyzing the Performance of Different Fuzzy Measures with Generalizations of the Choquet Integral in Classification Problems,2019,Português,Proceedings of the IEEE International Conference on Fuzzy Systems,New Orleans,2019,"['LUCCA, Giancarlo. and', 'SANZ, JOSE A. and', 'DIMURO, GRAÇALIZ and', 'BORGES, E. N. and', 'Salles, Helida and', 'BUSTINCE, H. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,A Proposal for Tuning the Alpha Parameter in a Copula Function Applied in Fuzzy Rule-Based Classification Systems,2016,Inglês,2016 5th Brazilian Conference on Intelligent Systems (BRACIS),Recife,2016,"['LUCCA, GIANCARLO and', 'DIMURO, GRACALIZ P. and', 'BEDREGAL, BENJAMIN and', 'SANZ, JOSE ANTONIO and', 'Bustince, Humberto and']"
