FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,FURG Smart Games: A Proposal for an Environment to Game Development with Software Reuse and Artificial Intelligence,2012,Português,NDT 2012 - Communications in Computer and Information Science,Dubai / Emirados Árabes,2012,"['MADSEN, C. and', 'LUCCA, Giancarlo. and', 'DANIEL, G. B. and', 'Adamatti, Diana. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Inclusão Digital como Ferramenta para Mudanças Sociais,2012,Português,Inclusão Digital como Ferramenta para Mudanças Sociais,Rio Grande,2012,"['ADAMATTI, D. F. and', 'LINDENAU, G. and', 'MARTINAZZO, L. A. and', 'DJALO, M. and', 'GRILLO, T. and', 'LEAL, T. and', 'LUCCA, Giancarlo. and', 'CARVALHO, J. and', 'HAX, V. and', 'Klumb, A. and', 'DUARTE, B. T. and', 'MIRAPALHETA, B. and', 'FLORES, E. and', 'SILVA, D. and', 'ROCHANO, E. L. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,FSG-ANNBack: Proposal of an Environment to Insert Artificial Neural Networks to Game Development Using Software Reuse.,2012,Português,FSG-ANNBack: Proposal of an Environment to Insert Artificial Neural Networks to Game Development Using Software Reuse,Rio Grande,2012,"['Adamatti, Diana. and', 'MADSEN, C. and', 'DANIEL, G. B. and', 'LUCCA, Giancarlo. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,RESUMO_EXPANDIDO,Redes Sociais em Projeto de Inclusão Digital.,2012,Português,Redes Sociais em Projeto de Inclusão Digital.,Passo Fundo,2012,"['Klumb, A. and', 'Adamatti, Diana. and', 'LUCCA, Giancarlo. and', 'CARVALHO, J. and', 'HAX, V. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,RESUMO,Inclusão Digital em Comunidades Carentes de Rio Grande,2012,Português,Inclusão Digital em Comunidades Carentes de Rio Grande,Rio Grande,2012,"['ADAMATTI, D. F. and', 'CARVALHO, J. and', 'ROCHANO, E. L. and', 'DUARTE, B. T. and', 'SILVA, D. and', 'LUCCA, Giancarlo. and', 'FLORES, E. and', 'DJALO, M. and', 'LEAL, T. and', 'HAX, V. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,RESUMO,Framework para Desenvolvimento de Jogos Inteligentes.,2011,Português,Framework para Desenvolvimento de Jogos Inteligentes.,Rio Grande,2011,"['MADSEN, C. and', 'LUCCA, Giancarlo. and', 'ADAMATTI, D. F. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,RESUMO,Um componente de software para análise de redes de colaboração acadêmica.,2012,Português,Um componente de software para análise de redes de colaboração acadêmica.,Rio Grande,2012,"['LUCCA, Giancarlo. and', 'BORGES, E. N. and', 'VARGAS, A. P. and', 'FARIAS, L. and', 'LOPES, G. R. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,RESUMO,Uma ferramenta para visualização e análise de redes de pesquisa.,2012,Português,Uma ferramenta para visualização e análise de redes de pesquisa.,Rio Grande,2012,"['LUCCA, Giancarlo. and', 'LOPES, G. R. and', 'FARIAS, L. and', 'BORGES, E. N. and', 'VARGAS, A. P. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Uma ferramenta para classificação de texto baseada no algoritmo Naïve Bayes,2013,Português,ERBD,Balneário Camboriu,2013,"['VARGAS, A. P. and', 'BORGES, E. N. and', 'LUCCA, Giancarlo. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Using t-Norms for Generalizing Choquet Integrals with an Application to Fuzzy Rule-Based Classification Systems,2014,Inglês,"Recent Advances on Fuzzy Systems,",João pessoa,2014,"['LUCCA, Giancarlo. and', 'DIMURO, G. P. and', 'BEDREGAL, B. R. C. and', 'BUSTINCE, H. and', 'VARGAS, R. and', 'SANZ, J. A. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,Analysing some t-norm-based generalizations of the Choquet Integral for diferent fuzzy measures with an application to fuzzy rule-based classification systems,2014,Inglês,Anais do ENIAC 2014,São Carlos,2014,"['LUCCA, Giancarlo. and', 'DIMURO, G. P. and', 'BEDREGAL, B. R. C. and', 'BUSTINCE, H. and', 'SANZ, J. A. and', 'VARGAS, R. and']"
LATTES,TRAB.EVENTO,8796491947184490,Giancarlo Lucca,COMPLETO,A family of Choquet-based non-associative aggregation functions for application in fuzzy rule-based classification systems,2015,Português,2015 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),Istanbul,,"['LUCCA, GIANCARLO and', 'DIMURO, GRACALIZ P. and', 'MATTOS, VIVIANE and', 'BEDREGAL, BENJAMIN and', 'BUSTINCE, HUMBERTO and', 'SANZ, JOSE A. and']"
