FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Uma Proposta para a Incorporação de Aspectos Temporais em SGBDs Relacionais,1998,Português,Anais do XIII SBBD,Maringá - PR,1998,"['RUIZ, Duncan Dubugras Alcoba and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Projeto de Uma Ferramenta de Apoio ao Desenvolvimento de Modelos de Dados Temporais,1999,Português,Anais do Workcomp'99,São José dos Campos - SP,1999,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'MOREIRA, C. R. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,A Proposal Model to Incorporation of Temporal Aspects to the Relational DBMS Using Active Databases Concept,2000,Inglês,Proceedings of 4th IEEE International Baltic Workshop on Databases and Information Systems,Vilnius - Lituânia,2000,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'RUIZ, Duncan Dubugras Alcoba and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Construção de Padrões para a Modelagem de Aspectos Temporais,2000,Português,Proceedings de VI Congreso Argentino de Ciencias de la Computación,Ushuaia - TDF,2000,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'Kroth, E. and', 'Poll, C. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Proposta de Um Modelo para Incorporação de Aspectos Temporais em SGBDs Relacionais,1998,Português,Anais do III Simpósio Nacional de Informática,Santa Maria - RS,1998,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'RUIZ, Duncan Dubugras Alcoba and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,TempTool - Uma Ferramenta de Apoio ao Desenvolvimento e Manutenção de Bases de Dados Temporais,1999,Português,Anais do IV Simpósio Nacional de Informática,Santa Maria - RS,1999,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'MOREIRA, C. R. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,TempTool - Uma Ferramenta de Apoio à Modelagem Temporal dos Dados,2000,Português,Proceedings de VI Congreso Argentino de Ciencias de la Computación,Ushuaia - TDF,2000,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'MOREIRA, C. R. and', 'RUIZ, Duncan Dubugras Alcoba and', 'Santos, G.V. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,TEMPTOOL-A Tool For Temporal Data Modelling.,2001,Português,Proceedings of ADBIS - Fifth East-European Conference on Advances in Databases and Information Systems,Vilnius,2001,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'RUIZ, Duncan Dubugras Alcoba and', 'MOREIRA, C. R. and', 'Santos, G.V. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Um Estudo Comparativo entre Modelos Temporais Relacionais em Relação à SQL- 99,2002,Português,Anais do III Simpósio de Informática do Planalto Médio,Passo Fundo-RS,2002,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Modernização dos Serviços Públicos: Uma Proposta de Implantação de um Sistema de Informação Gerencial para a Administração Municipal,2002,Português,Anais da I Jornada de Pós-Graduação e Iniciação Científica,Bagé-RS,2002,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'MODERNEL, M.F. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Helpgroup: Sistema Colaborativo de Apoio à Atividade Empresarial,2002,Português,Anais da I Jornada de Pós-Graduação e Iniciação Científica,Bagé-RS,2002,"['DOTTO, B.R. and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Desenvolvimento de Modelos Bitemporais Utilizando Sistemas de Gerência de Bancos de Dados,2002,Português,Anais da I Jornada de Pós-Graduação e Iniciação Científica,Bage-RS,2002,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'ROCHA, D.F. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Gestão de Relacionamento com Clientes em Revendas de Automóveis,2002,Português,Anais da I Jornada de Pós-Graduação e Iniciação Científica,Bagé-RS,2002,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'MANSUR, M. and']"
