FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Aplicação de Técnicas de Simulação Computacional para Auxílio no Dimensionamento de Depósitos de Resíduos Sólidos Urbanos.,2003,Português,Anais do XXIII Encontro Nacional de Engenharia da Produção,Ouro Preto-MG,2003,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'CHERUBINI NETO, Reinaldo and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,SICOLSE- Um Sistema de Informação Aplicado à Gestão da Coleta Seletiva de Resíduos,2003,Português,Anais do XXIII Encontro Nacional de Engenharia da Produção,Ouro Preto-MG,2003,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'BORENSTEIN, Denis and', 'DOTTO, B.R. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Aplicação de Simulação Computacional na Busca de Melhorias no Atendimento aos Clientes em Empresa de Material de Construção,2003,Português,"Anais da 2a. Mostra de Iniciação científica e 2a. Jornada de Pós-Graduação, Pesquisa e Extensão",Bagé-RS,2003,"['Bisognin, G. and', 'Franco, F. and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Um Padrão para o Desenvolvimento de Portais Web para Linguagens de Programação,2003,Português,"Anais da 2a. Mostra de Iniciação científica e 2a. Jornada de Pós-Graduação, Pesquisa e Extensão",Bagé-RS,2003,"['PRASS, Fabio Sarturi and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Avaliação da Qualidade de Software Educacional na Área de Matemática - Uma Aplicação no Ensino Fundamental,2003,Português,"Anais da 2a. Mostra de Iniciação científica e 2a. Jornada de Pós-Graduação, Pesquisa e Extensão",Bagé-RS,2003,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'TAMIOSSO, Henrique and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,O Uso de simulação baseada em system dynamics para o dimensionamento de depósitos de resíduos sólidos urbanos,2002,Inglês,Acta de Resúmenes de VIII Congreso Argentino de Ciências de la Computación,Buenos Aires,2002,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'CHERUBINI NETO, Reinaldo and', 'LÖBLER, Mauri Leodir and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Proposta de um Web Site para a Ampliação do Sistema de Divulgação de Anúncios na Internet,2002,Português,Anais do I Simpósio de Informática da Região Centro do Rio Grande do Sul,Santa Maria-RS,2002,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'LETÍCIA M.B. SILVA, ROSIMERI M. PACHECO, TATIANA O. FLORES and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Ambiente para Orientação Acadêmica à distância,2003,Português,"Anais do 7o. Seminário de Ensino, Pesquisa e Extensão da Unifra",Santa Maria - RS,2003,"['MINUZZI, Tiago da Silva and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Avaliação de Qualidade de Software Educacional na Área de matemática - Um Estudo de Caso no Ensino Fundamental,2003,Português,"Anais do 7o. Seminário de Ensino, Pesquisa e Extensão da Unifra",Santa Maria-RS,2003,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'TAMIOSSO, Henrique and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Desenvolvimento de um ambiente para a comunicação educacional,2003,Português,"Mostra de Iniciação Científica, Pós-Graduação, Pesquisa e Extensão - 3a. edição",Vacaria-RS,2003,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'MINUZZI, Tiago da Silva and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Desenvolvimento de sistema de informação utilizando linguagem de programação para web,2003,Português,,Santa Maria-RS,2003,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'PRASS, Fabio Sarturi and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,O desenvolvimento de uma intranet para uma rede de lojas de material de construção,2003,Português,"Anais do 7o. Seminário de Ensino, Pesquisa e Extensão da Unifra",Santa Maria-RS,2003,"['DALL´ASTA, Daniel and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Ambiente Virtual para Orientação Acadêmica a Distância,2004,Português,Anais do XIV Seminário Regional de Informática,Santo Angelo-RS,2004,"['MINUZZI, Tiago da Silva and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,FOAD-Ferramenta web para apoio à orientação acadêmica à distância,2004,Português,Proceedings de X Congreso Argentino de Ciencias de la Computación,Buenos Aires,2004,"['MINUZZI, Tiago da Silva and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'TOCCHETTO, A.L. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Um Sistema de Apoio à Decisão Aplicado ao Planejamento Operacional da Coleta Seletiva de Resíduos Sólidos,2004,Português,Congresso Brasileiro de Computação,Itajaí-SC,2004,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'BORENSTEIN, Denis and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Sistema de Apoio à Decisão Aplicado ao Planejamento e Distribuição da Coleta Seletiva de Resíduos Sólidos,2004,Português,Anais - I Simpósio Brasileiro de Sistemas de Informação,Porto Alegre-RS,2004,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'BORENSTEIN, Denis and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,SCOLDSS - Sistema de Apoio à Decisão Aplicado ao Planejamento e Distribuição da Coleta Seletiva de Resíduos Sólidos,2004,Português,Anais do XXIV Encontro Nacional de Engenharia da Produção,Florianópolis-SC,2004,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'BORENSTEIN, Denis and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,SIRSWeb - Sistema de informação sobre resíduos sólidos via web,2004,Português,Anais do XXIV Encontro Nacional de Engenharia da Produção,Florianópolis-SC,2004,"['TOCCHETTO, A.L. and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,ClockTool: Uma Ferramenta Web para Desenvolvimento de Bancos de Dados Temporais,2004,Português,Anais da I Sessão de Ferramentas do SBBD,Brasília-DF,,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'RUIZ, Duncan Dubugras Alcoba and', 'NAZARI, Marcio Tamiosso and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,UNIMACO.NET - Intranet para uma rede de lojas de material de construção,2004,Português,Anais do 1o. Simpósio de Sistemas de Informação e Gestão Empresarial,São Gabriel-RS,2004,"['DALL´ASTA, Daniel and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Uma Ferramenta web para o apoio da orientação acadêmica à distância,2004,Português,Anais do 1o. Simpósio de Sistemas de Informação e Gestão Empresarial,São Gabriel-RS,2004,"['MINUZZI, Tiago da Silva and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'TOCCHETTO, A.L. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Sistemas de Informação sobre Resíduos Sólidos via web,2004,Português,Anais do 1o. Simpósio de Sistemas de Informação e Gestão Empresarial,São Gabriel-RS,2004,"['TOCCHETTO, A.L. and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'MINUZZI, Tiago da Silva and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,WSIARS-Sistema web de informação ambiental como instrumento para o gerenciamento dos resíduos sólidos,2004,Português,"Anais do 8o. Seminário de Ensino, Pesquisa e Extensão da Unifra",Santa Maria-RS,2004,"['TOCCHETTO, A.L. and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Proposta de um Sistema de Informação como Instrumento de Gerenciamento de Resíduos Sólidos,2004,Português,Documientos Libres del IX Congreso Internacional del CLAD,Madrid-Espanha,2004,"['TOCCHETTO, A.L. and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'TOCCHETTO, M. R. L. and', 'PEREIRA, L. C. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO_EXPANDIDO,Estudo sobre a Viabilidade de Implementação de Aspectos Temporais em SGBDs Livres (Open-Source),2005,Português,Anais da I Escola Regional de Banco de Dados,Porto Alegre-RS,2005,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'RUIZ, Duncan Dubugras Alcoba and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Modelo de Simulação para o Dimensionamento de Depósitos Municipais de Resíduos Sólidos,2002,Português,Anais do III Simpósio de Informática do Planalto Médio,Passo Fundo-RS,2002,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'CHERUBINI NETO, Reinaldo and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,A Utilização da Tecnologia de Informação de Pontos de Venda (PDV) para Auxiliar o Autocontrole de Produtividade,2005,Português,Anais do VI Simpósio de Informática do Planalto Médio,Passo Fundo-RS,2005,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'EMANUELLI, C. B. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Sistema de Informações para a Gestão do Relacionamento com Pacientes,2005,Português,Anais do VI Simpósio de Informática do Planalto Médio,Passo Fundo-RS,2005,"['LUCAS, Everton Luiz Resende and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Sistema de Apoio à Decisão para o Planejamento Operacional da Coleta Seletiva de Resíduos Sólidos,2005,Português,Anais do XXXVII SBPO,Gramado-RS,2005,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'BORENSTEIN, Denis and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Licenciamento de Softwares - Uma Análise em Micro e Pequenas Empresas na Região Centro do Rio Grande do Sul,2005,Português,Anais do Congrega Urcamp 2005,Bagé-RS,2005,"['FRAGA, Cristiano and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,Sistema de Informação para a Gestão do Relacionamento com Pacientes,2005,Português,Anais do Congrega Urcamp 2005,Bagé-RS,2005,"['LUCAS, Everton Luiz Resende and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Implementação de Aspectos Temporais em SGBDs Livres,2005,Português,Proceedings del XI Congreso Argentino de Ciencias de la Computación,Concordia-Entre Rios,2005,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Modelo de Simulação Computacional para Auxílio na Determinação do Escoamento da Coleta Seletiva de Resíduos,2005,Português,Anais do XXV Encontro Nacional de Engenharia da Produção,Porto Alegre-RS,2005,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'BORENSTEIN, Denis and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO_EXPANDIDO,FOAD2-Reformulação de uma Ferramenta Web para o Auxílio da orientação Acadêmica à Distância,2005,Português,"A Ciência e Seus Limites - Anais do IX Simpósio de Ensino, Pesquisa e Extensão",Santa Maria-RS,2005,"['HIPP, Jose´antonio Lopes and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO_EXPANDIDO,Uma Abordagem para o Desenvolvimento de Bancos de Dados Espaciais utilizando SGBD Open-Source,2005,Português,A Ciência e Seus Limites,Santa Maria-RS,2005,"['SAUERESSIG, Juliano and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO_EXPANDIDO,Desenvolvimento de um Simulador para Estimar o Processamento de resíduos em Unidades de Triagem,2005,Português,"A Ciência e Seus Limites - Anais do IX Simpósio de Ensino, Pesquisa e Extensão",Santa Maria-RS,2005,"['FOGLIATO JUNIOR, Luiz and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO_EXPANDIDO,Utilização de Softwares-Uma Análise em Micro e Pequenas Empresas de Santa Maria e Região Centro do Rio Grande do Sul,2005,Português,A Ciência e Seus Limites,Santa Maria-RS,2005,"['FRAGA, Cristiano and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Extensão para a Execução de Regras Através da Detecção de Eventos Temporais,2006,Português,Anais da II Escola Regional de Banco de Dados,Passo Fundo-RS,2006,"['KASPER, Jeferson and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Sistema de apoio à decisão aplicado ao planejamento operacional da coleta seletiva de resíduos sólidos,2006,Português,Anais do III Simpósio Brasileiro de Sistemas de Informação - Concurso de Teses e Dissertações em Sistemas de Informação,Curitiba-PR,2006,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'BORENSTEIN, Denis and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Simulação computacional para auxílio na determinação do escoamento da coleta seletiva de resíduos,2006,Português,Anais do III Simpósio Brasileiro de Sistemas de Informação,Curitiba-PR,2006,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'BORENSTEIN, Denis and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,ActiveRulesDBX ? Ferramenta para Execução de Regras a partir da Detecção de Eventos Temporais,2008,Português,Proceedings de las 13as Jornadas de Ingenieria del Software y Bases de Datos,Gijón,2008,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'KASPER, Jeferson and', 'LIBRELOTTO, G. R. and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Validação de um Sistema de Apoio à Decisão para o Planejamento da Coleta Seletiva de Resíduos,2008,Português,Anais do XXVIII ENCONTRO NACIONAL DE ENGENHARIA DE PRODUÇÃO,Rio de Janeiro-RJ,2008,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'BORENSTEIN, Denis and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,COMPLETO,Modelo de Business Intelligence para Auxílio no Planejamento da Coleta de Resíduos,2009,Português,"Anais do ... Encontro Nacional de Engenharia de Produção, Proceedings ... International Conference on Production Engineering and Operations Management",Salvador-BA,2009,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'Casagrande Jr., Eloy Fassi and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO_EXPANDIDO,O Uso da Programação linear para redução do tempo em testes de processamento de imagens digitais,2009,Português,Anais do 3o Congresso Nacional de Extensão Universitária da UNOPAR,Londrina-PR,2009,"['André Sobiecki and', 'Luiz Antonio Pereira Neves and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,TRAB.EVENTO,1853313255345200,Eugênio de Oliveira Simonetto,RESUMO,WEB&amp;WASTE (W2) ? UM PORTAL WEB DE INFORMAÇÕES SOBRE RESÍDUOS SÓLIDOS,2009,Português,Anais do 19o Seminário de Iniciação Científica da UDESC,Florianópolis-SC,2009,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'Kaminski, P. and', 'Dalmolin, L.C. and', 'Joaquim J.H. Lima and']"
