FONTE,TIPO,ID_LATTES,NOME,NATUREZA,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,COMPLETO,Pesquisa com usuários de um portal web: coletando informações para o campo 1 da Casa da Qualidade (método QFD),2011,Português,VI CIPED,Lisboa,2011,"['LIMA, D. and', 'TEIXEIRA, F. and', 'SILVA, R. and', 'SILVEIRA, P. and', 'CARVALHO, H. and', 'MACIEL, T.;MACIEL, THALES VAZ and', 'MOURA, R. and']"
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,COMPLETO,Mineração de Dados em Triagem de Risco de Saúde,2014,Português,Anais do 6º MCSul - Conferência Sul em Modelagem Computacional,Rio Grande,2014,"['MACIEL, T.;MACIEL, THALES VAZ and', 'V. R. Seus and', 'K. dos S. Machado and', 'E. N. Borges and']"
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,RESUMO_EXPANDIDO,Fragilidade e Fracasso Escolar,2016,Português,"Anais do II Workshop de Pesquisa e Desenvolvimento em Ingeligência Artificial, Inteligência Coletiva e Ciência de Dados","Niterói, RJ",2016,"['Pimentel, C. and', 'Ferraz, L. and', 'Paciello, A. and', 'Mattos, R. and', 'MACIEL, T. and']"
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,RESUMO_EXPANDIDO,Reengenharia de Software com a Metodologia OpenUP: um Estudo de Caso,2015,Português,"Resumos 2015, Encontro de Pós-Graduação",Rio Grande,2015,"['MACIEL, T. and', 'VALERIO, A. S. E. and', 'Duarte Filho, N. and']"
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,RESUMO,Comparativo Joomla x Drupal,2011,Português,Anais Congrega URCAMP 2011,Bagé,2011,"['Menezes, L. and', 'Machado, G. and', 'MACIEL, T. and', 'Bom, M. and', 'Spenst, M. and', 'VALERIO, A. S. E. and']"
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,RESUMO,Process Mining at Glance in the Brazilian Shipbuilding Industry,2015,Português,Anais da II JPOS,Pelotas,2015,"['MACIEL, T. and', 'Duarte Filho, N. and', 'Botelho, S. and']"
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,COMPLETO,Previsão de Indicadores de Qualidade de Carcaças na Pecuária de Corte Através de Aplicações de Mineração de Dados,2018,Português,Anales de CAI 2018 Congreso de AgroInformática,Buenos Aires,2018,"['SILVA, R. R. and', 'MACIEL, T. and', 'V. Lampert and']"
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,COMPLETO,Classificação Automatizada de Textos Científicos em Áreas de Conhecimento do Ensino Superior,2018,Português,Anais do 4º Encontro de Ciência e Tecnologia do IFSul,Bagé,2018,"['SILVA, R. R. and', 'MACIEL, T. and']"
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,RESUMO_EXPANDIDO,Classificação Automatizada de Textos Científicos em Áreas de Conhecimento do Ensino Superior,2019,Português,Anais do Computer on the Beach 2019,Florianópolis,2019,"['MACIEL, T. and']"
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,RESUMO_EXPANDIDO,Descoberta de Conhecimento em Banco de Dados Relacionados à Violência Contra a Mulher,2019,Português,Anais do Computer on the Beach 2019,Florianópolis,2019,"['MACIEL, T. and', 'VINHOLES, L. and']"
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,RESUMO_EXPANDIDO,Descoberta de Conhecimento sobre a Influência de Características Extra-Acadêmicas no Desempenho de Candidatos no Exame Nacional do Ensino Médio,2019,Português,Anais do Computer on the Beach 2019,Florianópolis,2019,"['MACIEL, T. and', 'Seli, G. and']"
LATTES,TRAB.EVENTO,7166030596636868,Thales Vaz Maciel,COMPLETO,Predição de Indicadores Zootécnicos de Carcaças Bovinas a Partir de Variáveis de Cria,2018,Português,Anais da XIV Escola Regional de Banco de Dados,Rio Grande,2018,"['MACIEL, T. and', 'V. Lampert and', 'SOUZA, D. and', 'SILVA, R. R. and']"
