FONTE,TIPO,ID_LATTES,NOME,TITULO,EVENTO/JOURNAL/LIVRO,ANO,LANG,EDITORA,AUTORES
LATTES,CAP.LIVRO,7497320738069454,Edimar Manica,Un objeto de aprendizaje multimodal sobre la perspectiva de Gagné,Objetos de Aprendizaje Multimodales: Proyectos y aplicaciones.,2014,Português,UOC,"['CORREA, Y.', 'MENEGAIS, D. A. F. N.', 'MANICA, Edimar', 'SILVA, F. P.', 'SCHNAID, F.', 'BIASUZ, M. C. V.']"
LATTES,CAP.LIVRO,6252580701789204,Carlos Henrique Cândido,Crowdfunding: Mais do Que uma,"Direito Eleitoral, Temas Relevantes",2018,Português,Juruá,"['CÂNDIDO, C. H.']"
LATTES,CAP.LIVRO,4371561887763653,Jacson Luiz Matte,Cooperativas de Crédito,Cooperativismo e Economia Solidária: mapeamento de experiências,2014,Português,,"['MATTE, J. L.', 'ANDRIOLI, A. I.']"
LATTES,CAP.LIVRO,3580058620034457,Bruno Machado Agostinho,Omniconn: An Architecture for Heterogeneous Devices Interoperability on Industrial Internet of Things,Lecture Notes in Networks and Systems,2020,Português,Springer International Publishing,"['AGOSTINHO, BRUNO MACHADO', 'de Souza, Cauê Baasch', 'GOMES, FERNANDA OLIVEIRA', 'Pinto, Alex Sandro Roschildt', 'Dantas, Mario Antônio Ribeiro']"
LATTES,CAP.LIVRO,5847865533404279,Rodrigo Moreira,Enabling Multi-domain and End-to-End Slice Orchestration for Virtualization Everything Functions (VxFs),Advances in Intelligent Systems and Computing,2020,Inglês,Springer International Publishing,"['MOREIRA, RODRIGO', 'Rosa, Pedro Frosi', 'Aguiar, Rui Luis Andrade', 'de Oliveira Silva, Flávio']"
LATTES,CAP.LIVRO,7856783089604214,Raqueline Ritter de Moura Penteado,Detection of Repetitive Patterns in Action Sequences with Noise in Programming by Demonstration,Advances in Artificial Intelligence - IBERAMIA-SBIA 2006,2006,Inglês,Spring,"['PENTEADO, R. R. M.', 'SILVA, Sérgio R Pereira da', 'Furuta, A. H.', 'Godoi, M. S.']"
LATTES,CAP.LIVRO,721839644753258,Gustavo Zanini Kantorski,Choosing Values for Text Fields in Web Forms,Advances in Databases and Information Systems,2013,Inglês,Springer Berlin Heidelberg,"['KANTORSKI, GUSTAVO ZANINI', 'MOREIRA, VIVIANE PEREIRA', 'HEUSER, C. A.', 'MORAES, T. G.']"
LATTES,CAP.LIVRO,5011370918857999,Ronaldo dos Santos Mello,A Method for Defining Semantic Similarities between GML Schemas,Advances in Geoinformatics,2007,Inglês,Spinger-Verlag,"['FROZZA, Ângelo Augusto', 'MELLO, R. S.;MELLO, RONALDO SANTOS;DOS SANTOS MELLO, RONALDO;MELO, RONALDO DOS SANTOS;MELO, RONALDO DOS S.;MELLO, RONALDO DOS SANTOS;MELLO, RONALDO DOS S.']"
LATTES,CAP.LIVRO,456516366590574,Rodrigo Machado,On the Essence of Parallel Independence for the Double-Pushout and Sesqui-Pushout Approaches,Lecture Notes in Computer Science,2018,Inglês,Springer International Publishing,"['Corradini, Andrea', 'Duval, Dominique', 'Löwe, Michael', 'Ribeiro, Leila', 'MACHADO, RODRIGO', 'Costa, Andrei', 'Azzi, Guilherme Grochau', 'Bezerra, Jonas Santos', 'Rodrigues, Leonardo Marques']"
LATTES,CAP.LIVRO,456516366590574,Rodrigo Machado,The Verigraph System for Graph Transformation,Lecture Notes in Computer Science,2018,Inglês,Springer International Publishing,"['Azzi, Guilherme Grochau', 'Bezerra, Jonas Santos', 'Ribeiro, Leila', 'Costa, Andrei', 'Rodrigues, Leonardo Marques', 'MACHADO, RODRIGO']"
LATTES,CAP.LIVRO,456516366590574,Rodrigo Machado,Verigraph: A System for Specification and Analysis of Graph Grammars,Lecture Notes in Computer Science,2016,Português,Springer International Publishing,"['Costa, Andrei', 'Bezerra, Jonas', 'Azzi, Guilherme', 'Rodrigues, Leonardo', 'Becker, Thiago Rafael', 'Herdt, Ricardo Gabriel', 'MACHADO, RODRIGO']"
LATTES,CAP.LIVRO,4986021622366786,Carlos Eduardo Santos Pires,NoSQL Geographic Databases: An Overview,Geographical Information Systems: Trends and Technologies,2014,Português,CRC Press,"['BAPTISTA, C. S.', 'PIRES, C. E. S.', 'LEITE, D. F. B.', 'OLIVEIRA, M. G.', 'LIMA JUNIOR, O. F.']"
LATTES,CAP.LIVRO,4986021622366786,Carlos Eduardo Santos Pires,Deduplicação de Entidades em Larga Escala em Paralelo no Domínio de Saúde,Grandes Desafios da Computação no Brasil - Relatos do 3o Seminário,2015,Português,,"['PIRES, C. E. S.', 'NASCIMENTO, DIMAS C.', 'MESTRE, D. G.']"
LATTES,CAP.LIVRO,4986021622366786,Carlos Eduardo Santos Pires,Sports Analytics: Mudando o Jogo,Sports Analytics: Mudando o Jogo,2017,Português,Sociedade Brasileira de Computação ? SBC,"['COSTA, I. B.', 'PIRES, C. E. S.', 'MARINHO, L. B.']"
LATTES,CAP.LIVRO,4986021622366786,Carlos Eduardo Santos Pires,Data Quality Monitoring of Cloud Databases Based on Data Quality SLAs,Big-Data Analytics and Cloud Computing,2015,Inglês,Springer International Publishing,"['NASCIMENTO, DIMAS C.', 'PIRES, CARLOS EDUARDO', 'Mestre, Demetrio']"
LATTES,CAP.LIVRO,2878943895928097,Edécio Fernando Iepsen,Análise de S.O.R. para o Setor Editorial do Diário Popular,Redes de Computadores &amp; Arquiteturas Tecnologias Avançadas,1997,Português,EDUCAT,"['IEPSEN, Edécio F.', 'Telles, Cléber L. S.']"
LATTES,CAP.LIVRO,149028226656519,Douglas Dyllon Jeronimo de Macedo,"Virtualização - Conceitos, Aplicações, Mercado e Prática",Escola Regional de Redes de Computadores (ERRC'09),2009,Português,ERRC,"['KREUTZ, D. L.', 'MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D.', 'ARBIZA, L. M. R.']"
LATTES,CAP.LIVRO,149028226656519,Douglas Dyllon Jeronimo de Macedo,Estudo de usabilidade do ambiente STIWEB: a percepção do cliente interno na usabilidade e acessibilidade do sistema,Aproximação entre a Ciência da Informação e a Ciência Policial,2019,Português,SENAC,"['OLIVEIRA, W. A.', 'MACEDO, D. D. J.']"
LATTES,CAP.LIVRO,149028226656519,Douglas Dyllon Jeronimo de Macedo,Proposta de Aplicac&amp;#807;a&amp;#771;o de Te&amp;#769;cnicas de Big Data como Suporte para Ana&amp;#769;lise de Redes Sociais,"Educando en Redes Innovacio&amp;#769;n, estrategias y abordajes",2019,Português,Tiraxi Ediciones,"['FURTADO, LEONEL', 'DUTRA, M. L.', 'MACEDO, D. D. J.']"
LATTES,CAP.LIVRO,149028226656519,Douglas Dyllon Jeronimo de Macedo,Introdução à Web Application Firewalls (WAFs): Teoria e Prática,Minicursos da Escola Regional de Redes de Computadores (ERRC'2019),2019,Português,SBC,"['MELCHIOR, F.', 'KREUTZ, DIEGO', 'FIORENZA, M.', 'FLORA, F.', 'FERRAO, I. G.', 'FERNANDES, R.', 'ESCARRONE, T.', 'MACEDO, D. D. J.']"
LATTES,CAP.LIVRO,149028226656519,Douglas Dyllon Jeronimo de Macedo,Video7 Extended Architecture: Project Design and Statistical Analysis,Communications in Computer and Information Science,2020,Português,Springer International Publishing,"['de O. L. Sampaio, Vanderson S.', 'de Macedo, Douglas D. J.', 'Britto, André']"
LATTES,CAP.LIVRO,149028226656519,Douglas Dyllon Jeronimo de Macedo,Towards an Architecture for Information-Centric Network with Content Replication in Edge Computing,Advances in Edge Computing: Massive Parallel Processing and Applications,2020,Inglês,IOS Press,"['NASCIMENTO, ERICK BARROS', 'MACEDO, D. D. J.', 'MORENO, EDWARD DAVID']"
LATTES,CAP.LIVRO,149028226656519,Douglas Dyllon Jeronimo de Macedo,Identification of the Relationships Between the Stages of the Data Lifecycle and the Principles of the Brazilian General Data Protection Act,"Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",2020,Inglês,Springer International Publishing,"['Freund, Gislaine Parra', 'Fagundes, Priscila Basto', 'DE MACEDO, DOUGLAS DYLLON JERONIMO']"
LATTES,CAP.LIVRO,149028226656519,Douglas Dyllon Jeronimo de Macedo,Personal Data Protection and Its Reflexes on the Data Broker Industry,"Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",2020,Inglês,Springer International Publishing,"['Birckan, Guilherme', 'DUTRA, MOISÉS LIMA', 'de Macedo, Douglas D. J.', 'Godoy Viera, Angel Freddy']"
LATTES,CAP.LIVRO,149028226656519,Douglas Dyllon Jeronimo de Macedo,A Method for Collecting Provenance Data: A Case Study in a Brazilian Hemotherapy Center,"Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",2020,Inglês,Springer International Publishing,"['Sembay, Márcio José', 'DE MACEDO, DOUGLAS DYLLON JERONIMO', 'Lima Dutra, Moisés']"
