238	Lucas André de Alencar	m	0	\N	\N	\N
252	João Victor Guinelli da Silva	Male	\N	8287139445606249	GUINELLI, J. V.;SILVA, J. V. G.	2020-05-31
241	Vinícius Maran	m	0	\N	\N	\N
245	Diego Hoss	m	0	\N	\N	\N
247	Ricardo M. Maeda	m	0	\N	\N	\N
248	Walmir O. Couto	m	0	\N	\N	\N
352	Keiko Fonseca	m	0	\N	\N	\N
250	Edvaldo C. Mantovanelli	m	0	\N	\N	\N
251	Jefferson O. Andrade	m	0	\N	\N	\N
254	André L. Andrade Menolli	m	0	\N	\N	\N
255	Ricardo G. Coelho	m	0	\N	\N	\N
261	Luis César Dias Drummond	m	0	\N	\N	\N
262	Daniel Orlandi Mincato	m	0	\N	\N	\N
270	Lucas L. Nesi	m	0	\N	\N	\N
272	Sandro da Silva Camargo	m	0	\N	\N	\N
273	Ismael Martiny	m	0	\N	\N	\N
276	Michel da Silva	m	0	\N	\N	\N
374	Raimundo Teive	m	0	\N	\N	\N
375	Lucas Lima de Oliveira	m	0	\N	\N	\N
378	Yussef Parcianello	m	0	\N	\N	\N
379	Erick Lopes	m	0	\N	\N	\N
381	Diovane Soligo	m	0	\N	\N	\N
382	Alencar Machado	m	0	\N	\N	\N
141	Denio Duarte	m	1	\N	\N	\N
60	Álvaro Freitas Moreira	m	1	\N	\N	\N
47	Nina Edelweiss	f	1	\N	\N	\N
122	Eduardo Borges	m	1	\N	\N	\N
110	Aldo Wangenheim	m	1	\N	\N	\N
303	Daniel S. Kaster	m	2	\N	\N	\N
305	André Santanchè	m	2	\N	\N	\N
13	José Palazzo Moreira de Oliveira	m	2	\N	\N	\N
80	Leandro Wives	m	2	\N	\N	\N
75	Viviane Moreira Orengo	f	2	\N	\N	\N
225	Joaquim Vinicius Carvalho Assunção	Male	\N	3322255992735977	ASSUNCAO, J.;ASSUNCAO, J. V. C.;ASSUNÇÃO, J.;ASSUNÇÃO, J. V. C.;ASSUNÇÃO, JOAQUIM;CARVALHO ASSUNCAO, JOAQUIM V.	2020-07-29
312	Joedeson Fontana Junior	Male	\N	4559510462924787	FONTANA JUNIOR, J.	2020-06-09
6	Carina Dorneles	f	3	\N	\N	\N
2	Carlos Heuser	m	5	\N	\N	\N
130	Jolvani Morgan	Male	\N	9311546811322090	MORGAN, Jolvani	2018-04-16
8	Karin Becker	f	6	\N	\N	\N
45	Ana Carolina Salgado	f	7	\N	\N	\N
128	Carmem Hara	f	7	\N	\N	\N
394	Jonathan Vinícius Suter	Male	\N	6882914796754390	SUTER, J. V.	2020-01-22
295	Stella Naomi Moriguchi	f	0	\N	\N	\N
326	Jorge Alberto Fenner Flores Junior	Male	\N	3898760927613186	FLORES JUNIOR, J. A. F.	2019-09-02
297	Edit Grassiani	f	0	\N	\N	\N
298	Renata M. de Oliveira	f	0	\N	\N	\N
316	Nadine Anderle	f	0	\N	\N	\N
320	Marta Breunig Loose	f	0	\N	\N	\N
373	Jorge Gustavo Sandoval Simão	Male	\N	9339111529388740	SIMÃO, J. G. S.	2019-11-22
328	Ana T. Winck	f	0	\N	\N	\N
333	Renata L. Rosa	f	0	\N	\N	\N
335	Rosangela de Fátima Pereira	f	0	\N	\N	\N
336	Tereza Cristina Melo de Brito Carvalho	f	0	\N	\N	\N
337	Graça Bressan	f	0	\N	\N	\N
36	José Guilherme Camargo de Souza	Male	\N	1883007948533852	SOUZA, J. G. C. de	2011-01-17
342	Cinzia Cappiello	f	0	\N	\N	\N
343	Monica Vitali	f	0	\N	\N	\N
344	Monika Akbar	f	0	\N	\N	\N
353	Tatiana Gadda	f	0	\N	\N	\N
354	Rita Berardi	f	0	\N	\N	\N
360	Silvia Amelia Bim	f	0	\N	\N	\N
362	Renata Carvalho	f	0	\N	\N	\N
435	Josiane Mariano Diniz Duszczak	Female	\N	257722045660099	SEM_DADOS	2012-03-11
242	Juarez Angelo Piazza Sacenti	Male	\N	9971763298787060	SACENTI, J. A. P.;SACENTI, JUAREZ A.P.;Sacenti, Juarez A. P.	2019-08-20
392	Fernanda Gomes	f	0	\N	\N	\N
396	Tatiana Tozzi	f	0	\N	\N	\N
405	Rosemeri Laurindo	f	0	\N	\N	\N
410	Ana Amaral	f	0	\N	\N	\N
412	Greisse Moser	f	0	\N	\N	\N
414	Vania Elisabete Scheneider	f	0	\N	\N	\N
416	Mayara Cechinatto	f	0	\N	\N	\N
3	Juliana Bonato dos Santos	Female	\N	9113125773849540	SEM_DADOS	2010-07-21
445	Vaninha Vieira	f	0	\N	\N	\N
444	Juliana Carvalho	f	0	\N	\N	\N
424	Juliano Augusto Carreira	Male	\N	963406821901524	SEM_DADOS	2013-06-09
447	Mauricio Vielmo Schmaedeck	m	0	\N	\N	\N
232	Juliano Gomes da Silveira	Male	\N	6418980148142381	SILVEIRA, J. G.	2020-06-30
274	Kaio Alexandre da Silva	Male	\N	943321240537948	SILVA, K. A.;SILVA, KAIO ALEXANDRE DA	2020-07-02
92	Khaue Rezende Rodrigues	Male	\N	6363039364181184	SEM_DADOS	2006-09-13
434	Klaus Werner Schaly	Male	\N	3085789644194123	SEM_DADOS	2008-05-27
171	Larissa Rodrigues Lautert	Female	\N	4515546957805206	SEM_DADOS	2013-10-09
55	Leandro Castoldi López	Male	\N	2339717419262914	LÓPEZ, L. C.	2016-11-08
319	Lenon Ricardo Machado de Souza	Male	\N	8147562322985688	SOUZA, L. R. M.	2016-08-10
58	Leonardo Augusto Guimarães Garcia	Male	\N	2076376263541770	SEM_DADOS	2010-01-24
309	Luan José Félix Mota Silva Pimentel	Male	\N	2224821652873925	PIMENTEL, Luan Félix;PIMENTEL, LUAN FÉLIX	2018-02-18
198	Lucas Rodrigues de Farias	Male	\N	8420765645015906	FARIAS, Lucas R.;FARIAS, L. R.;FARIAS, Lucas Rodrigues de	2017-03-15
112	Lucas Silveira	Male	\N	9773578537743760	SILVEIRA, L.;SILVEIRA, LUCAS	2015-07-08
301	Luis Fernando Milano Oliveira	Male	\N	3566418214259909	Milano-Oliveira, L.F.;OLIVEIRA, LUIS FERNANDO MILANO	2018-07-18
