469	106	181	2
470	306	182	1
471	54	182	2
472	50	182	3
473	307	183	1
474	308	183	2
475	309	184	1
476	310	184	2
477	311	184	3
478	312	185	1
479	313	185	2
480	23	185	3
481	314	186	1
482	303	186	2
483	315	187	1
484	316	187	2
485	317	187	3
486	318	187	4
487	300	188	1
488	106	188	2
489	319	189	1
490	320	189	2
491	321	190	1
492	322	190	2
493	52	190	3
494	323	190	4
495	324	190	5
496	325	190	6
497	326	191	1
498	327	191	2
499	328	191	3
500	329	192	1
501	50	192	2
502	330	193	1
503	331	193	2
504	332	194	1
505	333	194	2
506	334	194	3
507	335	194	4
508	336	194	5
509	337	194	6
510	338	195	1
511	339	195	2
512	340	195	3
513	274	195	4
514	341	196	1
515	258	196	2
516	342	196	3
517	343	196	4
518	344	196	5
519	345	197	1
520	346	197	2
521	347	197	3
522	348	198	1
523	349	198	2
524	350	198	3
525	351	199	1
526	258	199	2
527	352	199	3
528	353	199	4
529	354	199	5
530	355	200	1
531	356	200	2
532	357	200	3
533	358	200	4
536	359	202	1
537	258	202	2
538	360	202	3
539	361	202	4
540	258	203	2
541	362	203	3
542	363	204	1
543	19	204	2
544	364	205	1
545	128	205	2
546	365	206	1
547	366	206	2
548	19	206	4
549	367	207	1
550	368	207	2
551	304	207	3
552	369	208	1
553	370	208	2
554	371	208	3
555	372	208	4
556	373	209	1
557	374	209	2
558	372	210	1
559	369	210	2
560	370	210	3
561	371	210	4
562	375	211	1
563	19	211	2
564	376	212	1
565	106	212	2
566	118	212	3
567	377	213	1
568	378	213	2
569	258	213	3
570	352	213	4
571	379	214	1
572	122	214	2
573	380	215	1
574	381	215	2
575	382	215	3
576	23	215	4
577	54	216	1
578	244	216	2
579	383	216	3
580	50	216	4
583	384	218	1
584	385	218	2
585	386	219	1
586	387	219	2
587	388	219	3
588	389	219	4
589	390	220	1
590	244	220	2
591	54	220	3
592	50	220	4
593	391	221	1
594	244	221	2
595	392	221	3
596	393	221	4
597	111	221	5
598	394	222	1
599	395	222	2
600	396	222	3
601	397	222	4
602	398	222	5
603	399	223	1
604	141	223	2
605	400	224	1
606	311	224	2
607	258	225	1
608	354	225	2
609	54	226	1
610	244	226	2
611	401	226	3
612	50	226	4
613	304	227	1
614	402	228	1
615	403	228	2
616	404	228	3
617	405	228	4
618	406	228	5
619	407	228	6
620	408	229	1
621	395	229	2
622	409	229	3
623	410	229	4
624	411	230	1
625	395	230	2
626	412	230	3
627	413	231	1
628	354	231	2
629	258	231	3
630	414	232	1
631	322	232	2
632	52	232	3
633	415	232	4
634	416	232	5
635	417	233	1
636	418	233	2
637	419	234	1
638	201	234	2
639	420	236	1
640	421	236	2
641	422	237	1
642	423	237	2
643	424	238	1
644	425	238	2
645	426	238	3
646	422	239	1
647	427	239	2
648	428	240	1
649	429	240	2
650	430	240	3
651	431	240	4
652	432	240	5
653	433	240	6
654	434	241	1
655	54	241	2
656	435	242	1
657	436	242	2
658	216	242	3
659	437	242	4
660	438	242	5
661	128	242	6
662	439	243	1
663	440	243	2
664	441	243	3
665	442	243	4
666	443	243	5
667	128	243	6
668	128	150	7
670	444	90	4
671	445	90	5
672	446	203	1
673	447	206	3
674	89	269	\N
675	139	2213	\N
676	139	1572	\N
677	139	1571	\N
678	119	1103	\N
679	139	2209	\N
680	139	787	\N
681	139	2491	\N
682	139	1295	\N
683	107	3949	\N
684	259	3676	\N
685	139	1399	\N
686	139	2490	\N
687	258	1291	\N
688	139	2765	\N
689	139	3574	\N
690	190	1693	\N
691	321	3403	\N
692	321	1212	\N
693	321	426	\N
694	89	1815	\N
695	417	2829	\N
696	417	3025	\N
697	190	1916	\N
698	50	410	\N
699	119	2005	\N
700	321	378	\N
701	321	380	\N
702	384	3051	\N
703	107	3539	\N
704	119	1795	\N
705	107	3837	\N
706	384	3630	\N
707	53	1565	\N
708	89	2734	\N
709	258	3400	\N
710	428	994	\N
711	321	868	\N
712	419	3169	\N
713	28	3659	\N
714	119	2245	\N
715	139	1131	\N
716	139	3701	\N
717	376	1334	\N
718	384	3050	\N
719	419	322	\N
720	83	289	\N
721	21	3472	\N
722	321	1037	\N
723	115	3858	\N
724	107	2877	\N
725	64	3933	\N
726	107	2184	\N
727	296	2912	\N
728	43	2961	\N
729	43	2657	\N
730	107	2725	\N
731	28	968	\N
732	384	3925	\N
733	119	1097	\N
734	225	2488	\N
735	135	2371	\N
736	190	3212	\N
737	40	923	\N
738	129	749	\N
739	50	795	\N
740	376	2831	\N
741	321	2815	\N
742	56	1280	\N
743	56	1300	\N
744	50	1023	\N
745	229	2622	\N
746	119	1792	\N
747	43	2859	\N
748	119	1797	\N
749	259	3621	\N
750	89	2844	\N
751	376	2022	\N
752	258	2247	\N
753	118	2662	\N
754	258	2248	\N
755	83	317	\N
756	21	1172	\N
757	428	555	\N
758	258	1599	\N
759	258	1601	\N
760	321	479	\N
761	321	480	\N
762	321	676	\N
763	321	887	\N
764	321	891	\N
765	321	861	\N
766	321	865	\N
767	321	1929	\N
768	321	1947	\N
769	321	363	\N
770	321	366	\N
771	281	3571	\N
772	89	3376	\N
773	376	3110	\N
774	89	3854	\N
775	50	3759	\N
776	139	299	\N
777	158	1994	\N
778	321	565	\N
779	321	580	\N
780	315	3154	\N
781	56	1275	\N
782	56	1282	\N
783	55	807	\N
784	118	3218	\N
785	321	875	\N
786	321	884	\N
787	54	404	\N
788	54	349	\N
789	54	348	\N
790	54	353	\N
791	107	1228	\N
792	139	1767	\N
793	376	3732	\N
794	321	1934	\N
795	89	2556	\N
796	89	3658	\N
797	43	2962	\N
798	424	1761	\N
799	50	2946	\N
800	321	3497	\N
801	119	1289	\N
802	123	1136	\N
803	43	2033	\N
804	107	3972	\N
805	54	1107	\N
806	50	1110	\N
807	282	3301	\N
808	50	450	\N
809	83	2567	\N
810	107	3839	\N
811	83	3878	\N
812	228	2989	\N
813	384	3870	\N
814	50	3758	\N
815	50	3201	\N
816	89	3276	\N
817	89	2840	\N
818	89	3006	\N
819	89	2736	\N
820	89	3005	\N
821	83	1409	\N
822	40	2030	\N
823	119	1590	\N
824	119	1591	\N
825	107	2996	\N
826	43	3770	\N
827	376	2349	\N
828	107	3838	\N
829	139	1768	\N
830	376	1468	\N
831	43	2571	\N
832	43	3771	\N
833	376	1653	\N
834	107	3267	\N
835	89	3952	\N
836	119	3077	\N
837	119	2589	\N
838	376	3444	\N
839	258	3612	\N
840	321	422	\N
841	321	427	\N
842	321	421	\N
843	321	760	\N
844	321	493	\N
845	321	504	\N
846	54	3423	\N
847	28	3028	\N
848	139	2494	\N
849	107	3149	\N
850	139	2268	\N
851	107	3410	\N
852	107	3268	\N
853	229	3371	\N
854	229	2921	\N
855	28	390	\N
856	89	2740	\N
857	158	1257	\N
858	376	1810	\N
859	376	3431	\N
860	376	3648	\N
861	139	3700	\N
862	422	2486	\N
863	59	837	\N
864	119	941	\N
865	50	2104	\N
866	123	3679	\N
867	376	3726	\N
868	321	2169	\N
869	28	3855	\N
870	64	3544	\N
871	135	1893	\N
872	419	2901	\N
873	50	411	\N
874	50	1347	\N
875	321	1501	\N
876	83	3595	\N
877	237	2385	\N
878	242	2498	\N
879	83	2524	\N
880	43	1621	\N
881	43	1350	\N
882	89	3018	\N
883	123	1841	\N
884	50	1679	\N
885	189	1642	\N
886	321	673	\N
887	321	680	\N
888	321	886	\N
889	321	889	\N
890	259	3921	\N
891	258	3359	\N
892	123	1640	\N
893	83	304	\N
894	58	1125	\N
895	428	554	\N
896	384	3964	\N
897	384	3959	\N
898	43	1911	\N
899	40	924	\N
900	225	1988	\N
901	225	2042	\N
902	225	3572	\N
903	107	1384	\N
904	107	1834	\N
905	212	3420	\N
906	376	3904	\N
907	43	2655	\N
908	258	3898	\N
909	89	3653	\N
910	384	3052	\N
911	119	1630	\N
912	376	3445	\N
913	376	3179	\N
914	258	1596	\N
915	28	3916	\N
916	315	2468	\N
917	107	1227	\N
918	83	3670	\N
919	384	3922	\N
920	376	3728	\N
921	89	1976	\N
922	139	519	\N
923	139	702	\N
924	28	767	\N
925	28	2744	\N
926	28	3645	\N
927	422	1984	\N
928	274	3080	\N
929	321	3136	\N
930	169	3873	\N
931	384	3924	\N
932	129	3068	\N
933	129	3150	\N
934	129	3069	\N
935	50	2950	\N
936	68	742	\N
937	64	1680	\N
938	50	1750	\N
939	115	2650	\N
940	50	2757	\N
941	135	3195	\N
942	89	2473	\N
943	232	2508	\N
944	321	669	\N
945	321	681	\N
946	89	2195	\N
947	107	3542	\N
948	376	1871	\N
949	61	998	\N
950	258	3883	\N
951	48	1251	\N
952	28	1124	\N
953	48	1303	\N
954	28	1245	\N
955	428	1464	\N
956	419	2329	\N
957	376	1873	\N
958	376	3731	\N
959	376	1867	\N
960	20	704	\N
961	376	1469	\N
962	43	2656	\N
963	20	705	\N
964	20	703	\N
965	123	1641	\N
966	376	3908	\N
967	376	1661	\N
968	321	2988	\N
969	321	2719	\N
970	321	2973	\N
971	321	2718	\N
972	171	1587	\N
973	321	1192	\N
974	321	654	\N
975	321	658	\N
976	428	1320	\N
977	321	3516	\N
978	29	1081	\N
979	135	1672	\N
980	135	2271	\N
981	64	1904	\N
982	50	1970	\N
983	321	3222	\N
984	129	3066	\N
985	83	285	\N
986	123	979	\N
987	119	1096	\N
988	321	2818	\N
989	419	2051	\N
990	376	2076	\N
991	19	2795	\N
992	19	2796	\N
993	83	283	\N
994	61	556	\N
995	28	594	\N
996	54	2314	\N
997	268	3414	\N
998	28	682	\N
999	40	2231	\N
1000	119	2004	\N
1001	376	1481	\N
1002	43	2113	\N
1003	376	1807	\N
1004	376	1614	\N
1005	119	2786	\N
1006	258	3084	\N
1007	50	3948	\N
1008	107	2185	\N
1009	119	3332	\N
1010	89	3010	\N
1011	89	3102	\N
1012	212	3637	\N
1013	50	1906	\N
1014	54	3422	\N
1015	50	3464	\N
1016	422	2484	\N
1017	66	985	\N
1018	107	1833	\N
1019	376	2078	\N
1020	107	1310	\N
1021	40	3319	\N
1022	107	2465	\N
1023	107	2991	\N
1024	50	2948	\N
1025	376	2073	\N
1026	119	1796	\N
1027	50	3465	\N
1028	422	3532	\N
1029	107	3563	\N
1030	43	3130	\N
1031	422	3035	\N
1032	422	2759	\N
1033	422	3285	\N
1034	376	2079	\N
1035	40	2563	\N
1036	384	3960	\N
1037	384	3963	\N
1038	107	1748	\N
1039	428	462	\N
1040	258	1628	\N
1041	428	970	\N
1042	107	3408	\N
1043	19	1304	\N
1044	43	3674	\N
1045	258	3678	\N
1046	36	699	\N
1047	36	735	\N
1048	129	2514	\N
1049	59	2088	\N
1050	281	3981	\N
1051	20	1085	\N
1052	123	1135	\N
1053	119	1290	\N
1054	123	1839	\N
1055	119	710	\N
1056	50	1171	\N
1057	107	1746	\N
1058	119	1632	\N
1059	83	523	\N
1060	19	2259	\N
1061	19	2260	\N
1062	190	1353	\N
1063	19	2536	\N
1064	321	2679	\N
1065	28	3281	\N
1066	278	1148	\N
1067	28	2287	\N
1068	321	1127	\N
1069	321	1038	\N
1070	135	1675	\N
1071	107	1747	\N
1072	321	1504	\N
1073	321	1713	\N
1074	384	1993	\N
1075	321	3523	\N
1076	419	2904	\N
1077	321	877	\N
1078	321	2678	\N
1079	321	2410	\N
1080	321	400	\N
1081	321	1063	\N
1082	321	1068	\N
1083	321	3831	\N
1084	321	497	\N
1085	321	3517	\N
1086	376	3443	\N
1087	321	3227	\N
1088	321	859	\N
1089	321	1182	\N
1090	321	874	\N
1091	321	490	\N
1092	321	500	\N
1093	321	412	\N
1094	28	694	\N
1095	135	840	\N
1096	321	3503	\N
1097	321	3977	\N
1098	321	3795	\N
1099	321	2866	\N
1100	321	3134	\N
1101	321	3254	\N
1102	19	3628	\N
1103	321	3798	\N
1104	258	2249	\N
1105	321	3514	\N
1106	56	1421	\N
1107	321	2873	\N
1108	321	1734	\N
1109	258	3607	\N
1110	321	3821	\N
1111	321	3498	\N
1112	321	2398	\N
1113	321	1505	\N
1114	321	3803	\N
1115	28	2482	\N
1116	244	2646	\N
1117	50	2769	\N
1118	50	1902	\N
1119	64	1017	\N
1120	50	1073	\N
1121	50	2377	\N
1122	321	1199	\N
1123	28	3667	\N
1124	28	3119	\N
1125	321	2148	\N
1126	376	3187	\N
1127	321	3240	\N
1128	321	2400	\N
1129	321	2149	\N
1130	258	3477	\N
1131	446	3606	\N
1132	19	3354	\N
1133	376	3739	\N
1134	83	2520	\N
1135	321	2680	\N
1136	321	2981	\N
1137	83	3072	\N
1138	321	1365	\N
1139	61	999	\N
1140	321	1941	\N
1141	76	305	\N
1142	420	2781	\N
1143	315	2470	\N
1144	54	2890	\N
1145	54	2895	\N
1146	321	2396	\N
1147	321	890	\N
1148	321	896	\N
1149	56	939	\N
1150	321	655	\N
1151	321	3225	\N
1152	321	2703	\N
1153	321	576	\N
1154	321	3243	\N
1155	135	1015	\N
1156	28	3661	\N
1157	321	2704	\N
1158	321	3829	\N
1159	321	3817	\N
1160	28	2845	\N
1161	321	758	\N
1162	321	765	\N
1163	321	3266	\N
1164	321	2446	\N
1165	28	1444	\N
1166	321	2150	\N
1167	321	3228	\N
1168	281	3374	\N
1169	135	1892	\N
1170	135	729	\N
1171	135	648	\N
1172	341	3335	\N
1173	258	3345	\N
1174	321	2151	\N
1175	203	2251	\N
1176	321	2681	\N
1177	321	671	\N
1178	376	3735	\N
1179	376	3439	\N
1180	321	418	\N
1181	321	477	\N
1182	321	478	\N
1183	321	370	\N
1184	321	3231	\N
1185	72	993	\N
1186	315	2467	\N
1187	321	3501	\N
1188	376	2081	\N
1189	321	962	\N
1190	321	2682	\N
1191	229	2334	\N
1192	376	1860	\N
1193	321	2434	\N
1194	321	2435	\N
1195	83	2521	\N
1196	211	2767	\N
1197	211	2857	\N
1198	376	2924	\N
1199	376	2832	\N
1200	21	2953	\N
1201	258	3083	\N
1202	229	3175	\N
1203	229	3177	\N
1204	229	3632	\N
1205	229	3722	\N
1206	256	3494	\N
1207	236	2355	\N
1208	83	2522	\N
1209	213	3623	\N
1210	83	1782	\N
1211	83	2354	\N
1212	236	2518	\N
1213	83	1269	\N
1214	253	2236	\N
1215	28	2562	\N
1216	376	2627	\N
1217	56	965	\N
1218	56	1092	\N
1219	56	1425	\N
1220	50	359	\N
1221	89	1243	\N
1222	376	3730	\N
1223	28	591	\N
1224	56	1422	\N
1225	181	1568	\N
1226	321	1369	\N
1227	53	909	\N
1228	28	589	\N
1229	321	1041	\N
1230	321	1058	\N
1231	321	878	\N
1232	321	1044	\N
1233	321	1057	\N
1234	419	2024	\N
1235	321	3256	\N
1236	373	3327	\N
1237	419	3715	\N
1238	54	2322	\N
1239	54	2319	\N
1240	107	3937	\N
1241	89	2275	\N
1242	20	2506	\N
1243	83	608	\N
1244	119	1798	\N
1245	341	3600	\N
1246	54	2596	\N
1247	54	2597	\N
1248	89	2187	\N
1249	139	3040	\N
1250	135	3461	\N
1251	89	2265	\N
1252	229	3429	\N
1253	40	3320	\N
1254	376	2633	\N
1255	376	2936	\N
1256	43	2858	\N
1257	292	3398	\N
1258	321	2294	\N
1259	89	3383	\N
1260	49	1625	\N
1261	50	1634	\N
1262	83	2564	\N
1263	321	2967	\N
1264	321	1210	\N
1265	321	2827	\N
1266	321	1190	\N
1267	89	903	\N
1268	89	902	\N
1269	321	263	\N
1270	135	3452	\N
1271	240	3064	\N
1272	228	1965	\N
1273	89	2733	\N
1274	107	1230	\N
1275	54	2307	\N
1276	107	1229	\N
1277	64	3546	\N
1278	89	1238	\N
1279	19	3101	\N
1280	68	646	\N
1281	54	2886	\N
1282	321	1711	\N
1283	321	1536	\N
1284	119	527	\N
1285	376	3725	\N
1286	139	2210	\N
1287	139	2045	\N
1288	139	2214	\N
1289	28	3856	\N
1290	321	1193	\N
1291	135	1342	\N
1292	139	2766	\N
1293	139	3047	\N
1294	139	3299	\N
1295	139	3041	\N
1296	139	733	\N
1297	139	784	\N
1298	139	785	\N
1299	139	1991	\N
1300	139	2211	\N
1301	139	2212	\N
1302	139	1255	\N
1303	139	1396	\N
1304	139	1452	\N
1305	139	600	\N
1306	419	2327	\N
1307	139	393	\N
1308	321	2819	\N
1309	59	1306	\N
1310	83	2031	\N
1311	112	2576	\N
1312	190	2963	\N
1313	321	3142	\N
1314	28	2028	\N
1315	321	2442	\N
1316	321	2134	\N
1317	139	701	\N
1318	89	3014	\N
1319	417	2741	\N
1320	54	2316	\N
1321	54	2310	\N
1322	258	2528	\N
1323	107	1226	\N
1324	376	1479	\N
1325	376	1480	\N
1326	89	3550	\N
1327	281	3570	\N
1328	171	1416	\N
1329	171	1270	\N
1330	321	863	\N
1331	321	867	\N
1332	21	2043	\N
1333	139	826	\N
1334	139	917	\N
1335	40	2230	\N
1336	321	430	\N
1337	56	1420	\N
1338	118	1498	\N
1339	61	2574	\N
1340	61	1875	\N
1341	89	2188	\N
1342	3	1138	\N
1343	242	2661	\N
1344	242	2782	\N
1345	83	2828	\N
1346	135	1890	\N
1347	118	3486	\N
1348	118	3485	\N
1349	428	1463	\N
1350	419	2325	\N
1351	107	1968	\N
1352	321	764	\N
1353	321	1948	\N
1354	321	3239	\N
1355	321	1367	\N
1356	321	2411	\N
1357	321	3518	\N
1358	321	2142	\N
1359	321	873	\N
1360	321	2405	\N
1361	321	2176	\N
1362	321	1949	\N
1363	321	3820	\N
1364	188	3189	\N
1365	118	3217	\N
1366	118	3787	\N
1367	321	3234	\N
1368	321	2975	\N
1369	321	2127	\N
1370	321	3815	\N
1371	321	2406	\N
1372	321	881	\N
1373	321	1371	\N
1374	321	3133	\N
1375	321	1720	\N
1376	321	1736	\N
1377	118	3491	\N
1378	321	1730	\N
1379	321	3823	\N
1380	321	2683	\N
1381	321	2699	\N
1382	321	1528	\N
1383	321	3504	\N
1384	321	3252	\N
1385	321	1526	\N
1386	321	3505	\N
1387	321	1729	\N
1388	321	1925	\N
1389	321	2705	\N
1390	321	2706	\N
1391	321	1926	\N
1392	321	2707	\N
1393	422	1829	\N
1394	321	2125	\N
1395	321	1187	\N
1396	321	1062	\N
1397	321	2174	\N
1398	321	2976	\N
1399	28	593	\N
1400	21	3764	\N
1401	321	2412	\N
1402	89	2280	\N
1403	321	3978	\N
1404	321	3261	\N
1405	321	1933	\N
1406	321	2407	\N
1407	28	3280	\N
1408	321	1945	\N
1409	321	1950	\N
1410	321	1503	\N
1411	321	2413	\N
1412	321	1740	\N
1413	321	314	\N
1414	321	307	\N
1415	321	313	\N
1416	321	1208	\N
1417	321	1224	\N
1418	321	3241	\N
1419	321	2987	\N
1420	419	2328	\N
1421	28	2476	\N
1422	321	3832	\N
1423	321	577	\N
1424	321	578	\N
1425	321	660	\N
1426	321	2462	\N
1427	321	2120	\N
1428	43	3776	\N
1429	321	2448	\N
1430	107	3272	\N
1431	64	3003	\N
1432	56	1283	\N
1433	56	1419	\N
1434	118	3789	\N
1435	321	1951	\N
1436	321	2985	\N
1437	56	1301	\N
1438	422	3561	\N
1439	28	595	\N
1440	28	615	\N
1441	150	1574	\N
1442	83	1583	\N
1443	419	2057	\N
1444	321	3805	\N
1445	321	3836	\N
1446	321	2684	\N
1447	321	1942	\N
1448	321	1537	\N
1449	321	1184	\N
1450	158	2217	\N
1451	321	2414	\N
1452	321	2685	\N
1453	321	2141	\N
1454	321	2123	\N
1455	321	3810	\N
1456	321	3242	\N
1457	321	2395	\N
1458	321	2443	\N
1459	321	2686	\N
1460	321	1206	\N
1461	321	1045	\N
1462	321	3974	\N
1463	321	2666	\N
1464	321	1527	\N
1465	321	876	\N
1466	321	1061	\N
1467	321	372	\N
1468	321	2119	\N
1469	28	3026	\N
1470	321	2708	\N
1471	321	2709	\N
1472	321	2687	\N
1473	28	1616	\N
1474	321	2415	\N
1475	321	3262	\N
1476	321	1508	\N
1477	321	1204	\N
1478	321	2173	\N
1479	321	821	\N
1480	321	1542	\N
1481	89	1436	\N
1482	321	3226	\N
1483	321	1938	\N
1484	321	1507	\N
1485	321	2175	\N
1486	321	1040	\N
1487	43	2960	\N
1488	321	3506	\N
1489	321	3257	\N
1490	321	1541	\N
1491	321	433	\N
1492	321	2454	\N
1493	321	1733	\N
1494	321	1035	\N
1495	321	1066	\N
1496	321	1511	\N
1497	321	1513	\N
1498	321	1708	\N
1499	321	1805	\N
1500	321	1042	\N
1501	321	1051	\N
1502	321	1936	\N
1503	291	1651	\N
1504	321	1946	\N
