669	1	119	1993	1995	2	Tecnologia Em Processamento de Dados
670	1	292	1995	1999	3	Processamento de Dados
671	1	252	2015	2018	4	Sistemas de Informação
672	1	206	2009	2013	5	Ciência da Computação
673	1	417	2004	2008	6	Bacharelado em Ciência da Computação
674	1	253	2018	\N	7	Ciências Contábeis
675	1	68	1998	2003	8	Sistemas de Informação
676	1	274	2011	2015	9	Sistemas de Informação
677	1	107	1998	2002	10	Tecnologia em Processamento de Dados
678	1	329	1998	2000	11	Processamento de Dados
679	1	232	2005	2009	12	Sistemas de Informação
680	1	309	2012	2014	13	Sistemas de Informação
681	1	428	1991	1993	14	Tecnologia em Processamento de Dados
682	1	54	1990	1994	15	Ciências da Computação
683	1	306	2011	2013	15	Sistemas de Informação
684	1	243	2010	2014	19	Sistemas de Informação
685	1	239	2010	2013	19	Bacharelado em Sistemas de Informação
686	1	282	2014	2016	19	Sistema de Informação
687	1	394	2014	2018	19	Sistemas de Informação
688	1	220	2010	2016	18	Bacharelado em Sistema de Informação
689	1	189	2007	2010	19	Mecatrônica Industrial
690	1	348	2016	\N	20	Análise e Desenvolvimento de Sistemas
691	1	319	2014	\N	20	Análise e Desenvolvimento de sistemas
692	1	296	1998	2003	21	Engenharia Elétrica
693	1	158	1990	1992	22	TECNOLOGIA EM PROCESSAMENTO DE DADOS
694	1	257	2014	2015	23	Business Information Systems
695	1	211	1999	2002	24	Bacharelado em Análise de Sistemas
696	1	139	1970	1973	26	Comunicação Social
697	1	89	1987	1990	26	Informática Software Básico
698	1	225	2006	2009	26	Sistemas de Informação
699	1	439	2003	2007	27	Bacharelado em Ciências da Computação
700	1	5	1991	1998	27	Bacharel em Informática
701	1	85	2001	2005	27	Ciência da Computação
702	1	1	1998	2002	27	SEM_DADOS
703	1	53	2000	2004	27	Bacharelado Em Ciência da Computação
704	1	187	2007	\N	27	Ciência da Computação
705	1	165	1998	2002	27	Engenharia de Computação
706	1	140	2005	2009	27	Ciência da Computação
707	1	27	1996	2001	27	SEM_DADOS
708	1	420	2007	\N	27	Ciência da Computação
709	1	48	2003	2006	27	Ciência da Computação
710	1	435	2002	2006	27	Sistemas de Informação
711	1	3	2000	2005	27	Ciência da Computação
712	1	92	1998	2003	27	SEM_DADOS
713	1	434	2006	\N	27	SEM_DADOS
714	1	58	1999	2003	27	Engenharia de Computação
715	1	21	2001	2005	27	Ciencia da Computacao
716	1	11	2000	\N	27	SEM_DADOS
717	1	121	1999	\N	27	SEM_DADOS
718	1	78	2002	2007	27	SEM_DADOS
719	1	367	2010	\N	27	Engenharia de Computação
720	1	216	2005	\N	27	SEM_DADOS
721	1	81	2001	2005	27	SEM_DADOS
722	1	168	2007	2011	27	Sistemas de Informação
723	1	104	2003	2007	27	Ciências da Computação
724	1	63	1999	\N	27	SEM_DADOS
725	1	205	2008	\N	27	Ciência da Computação
726	1	56	1989	1993	27	Informatica
727	1	65	2002	\N	27	Ciência da Computação
728	1	279	2008	\N	27	Ciência da Computação
729	1	219	2005	2011	27	Bacharelado em Ciência da Computação
730	1	215	2008	\N	27	Ciência da Computação
731	1	190	2005	2009	28	Bacharelado em Sistemas de Informação
732	1	315	2013	2017	29	Sistemas de Informação
733	1	28	1992	1995	32	Análise de Sistemas
734	1	207	2000	2004	32	Análise de Sistemas
735	1	369	2007	2011	33	Sistemas de Informação
736	1	175	2002	2009	35	Ciência da Computação
737	1	321	1985	1989	35	Bacharelado Em Biologia
738	1	307	2005	2013	36	Ciência da Computação
739	1	130	1994	2000	36	Ciência da Computação
740	1	55	1999	2000	36	Ciência da Computação
741	1	129	1991	1995	37	Ciência da Computação
742	1	188	2013	2018	37	Ciência da Computação
743	1	118	2005	2008	37	Ciência da Computação
744	1	345	2013	\N	37	Ciência da Computação
745	1	169	2007	2011	38	Sistemas de Informação
746	1	19	1997	2002	39	Ciências da Computação
747	1	82	2011	2012	42	Ciências Econômicas
748	1	269	2013	2018	42	Ciência da Computação
749	1	64	2000	2004	42	Bacharelado em Ciências da Computação
750	1	202	2005	2011	42	Ciência da Computação
751	1	186	2000	2005	43	Engenharia de Computação
752	1	126	2001	2005	43	Cienca da Computação
753	1	373	2009	2014	43	Ciência da Computação
754	1	36	2002	2009	44	Ciência da Computação
755	1	301	2011	2016	46	Ciência da Computação
756	1	314	2013	2017	46	Ciência da Computação
757	1	400	2011	2015	48	Ciência da Computação
758	1	391	2008	2012	49	Ciência da Computação
759	1	236	2009	2012	49	Ciência da Computação
760	1	424	2005	2008	50	Ciência da Computação
761	1	155	2005	2010	51	Ciência da Computação
762	1	244	2010	2014	52	Ciência da Computação
763	1	268	2010	2015	52	Ciência da Computação
764	1	290	2010	2015	52	Ciência da Computação
765	1	43	1993	1997	53	Ciência da Computação
766	1	33	1999	2002	55	Bacharelado em Ciência da Computação
767	1	91	2001	2005	55	Bacharelado em Ciência da Computação
768	1	338	2019	\N	57	Informática
769	1	213	2007	2015	58	Sistemas de Informação
770	1	115	2003	2008	58	Bacharelado Ciências da Computação
771	1	237	2010	\N	58	Sistema de Informação
772	1	422	1997	2001	58	Ciências da Computação
773	1	242	2009	2013	58	Ciência da Computação
774	1	112	2007	2012	58	Sistemas de Informação
775	1	114	2001	2007	58	Sistema de Informação
776	1	84	2002	\N	58	Ciências da Computação
777	1	203	2008	2012	58	Sistema de Informação
778	1	150	1984	1988	58	Ciencias da Computação
779	1	49	2001	2004	58	Ciências da Computação
780	1	365	2017	\N	59	Ciência da Computação
781	1	123	1995	1999	59	Informática Bacharelado
