84	Da importância de modelos preditivos compreensíveis: Um estudo de caso em saúde bucal	3	6	manual	\N
85	Especificação de uma Taxonomia para Metadados Multifacetados em Ambientes de Integração de Dados na Web	3	6	manual	\N
86	Interagindo com Data Warehouses Espaciais através de Descrições Semânticas	3	6	manual	\N
87	Mapeamento Automático de Modelos de Dados XML Temporais Ad-hoc para um Modelo de Dados XML Temporal Padrão	3	6	manual	\N
88	RYLY - Query Analizer: Ferramenta de Visualização e de Análise do Plano de Execução de Consultas ORACLE	3	6	manual	\N
89	Similaridade entre Objetos Localizados em Fontes de Dados Heterogêneas	3	6	manual	\N
90	Um estudo de caso com análise comparativa entre ferramentas a de BI livre e proprietária	3	6	manual	\N
91	Um Modelo para Projetar e Implementar Bancos de Dados Analítico-Temporais para Apoio à Tomada de Decisões, Auditorias e Recuperação de Dados	3	6	manual	\N
233	Base de dados de gestão de ordens de serviço: extração de regras interessantes para apoio à decisão	4	6	manual	\N
234	Um Modelo de Dados Temporal para Sistemas de Recomendação de Calagem e Adubação de Solos	4	6	manual	\N
236	TerraER: Uma Ferramenta voltada ao Ensino do Modelo de Entidade-Relacionamento	4	6	manual	\N
237	EdMaSe - Editor de Marcação semântica de dados na Web baseado em ontologias	4	6	manual	\N
238	KDD Cleaning – Ferramenta para pré-processamento de dados em Descoberta de Conhecimento em Bases de Dados	4	6	manual	\N
239	Processo de Descoberta de conhecimento em Base de Dados aplicado a Bolsa de Valores	4	6	manual	\N
240	Uma Aplicação de Banco de Dados Espacial para Filtragem de Dados para Agricultura de Precisão	4	6	manual	\N
241	Uma ferramenta para gerar bancos de dados geográficos a partir de diagramas OMT-G	4	6	manual	\N
242	StereoMap: Um Mashup para Busca de Eventos Musicais	4	6	manual	\N
243	Uma Experiência de Sincronização de Bases de Dados Relacionais Utilizando SyncML	4	6	manual	\N
92	Um Panorama do Uso do Tempo em Motores de Busca Web	3	7	manual	\N
93	Uma Ferramenta Para Análise Quantitativa da Produção Científica de Pesquisadores	3	7	manual	\N
94	Gerência de Informações de Mapeamento no Sistema de Integração de Esquemas XML BInXS	3	7	manual	\N
95	Um Modelo de Grupos para MANETs	3	7	manual	\N
96	PGSimilarity: executando consultas aproximadas em um SGBDR	3	7	manual	\N
97	O Uso de Descoberta de Conhecimento em Bases de Dados Associado a Sistemas de Informações Geográficas no Auxílio à Definição de Políticas de Saúde Pública	3	7	manual	\N
98	Uma Ferramenta para Consulta Estruturada na Web	3	7	manual	\N
99	Banco de Dados em Nuvem: Conceitos, Gerenciamento e Desafios	3	7	manual	\N
100	Implementação de um Simulador de Consultas em Álgebra Relacional	4	7	manual	\N
101	Aplicando tuning no PostgreSQL	4	7	manual	\N
102	Projeto e Implementação da Interface com Usuário do Sistema BInXS	4	7	manual	\N
103	Proposta de um WebSIG para Visualização de Informações sobre a Qualidade da Água Superficial de um Sistema de Informações Ambientais	4	7	manual	\N
104	Reallog: Uma Ferramenta para Monitorar Fluxo Contínuo de Dados	4	7	manual	\N
105	Uma Ferramenta para Geração Automática de Código Java a partir do Modelo de Dados	4	7	manual	\N
291	Data Warehouse	\N	877	LATTES	\N
106	Análise comparativa dos recursos de alta disponibilidade entre os bancos de dados Oracle e SQL Server	4	7	manual	\N
107	Desenvolvimento de um Sistema para a Centralização e Consulta de Informações da Estação SONDA/OES	4	7	manual	\N
108	Abordagens de Particionamento de Dados para Redes Sociais	3	8	manual	\N
109	Análise de Abordagens para Matching de Formulários na Deep Web	3	8	manual	\N
110	CMAP: Geração e Representação de Equivalências entre Documentos XML,Ontologia e Modelo Relacional	3	8	manual	\N
111	Detectando diferentes representações de entidades usando Classificadores Bayesianos	4	8	manual	\N
112	Estratégias de Persistência de Clusters em uma Técnica de Casamento por Similaridade para Web Forms	3	8	manual	\N
113	GroupShare: Distribuição e Gerência de Conteúdo em Grupos de Interesse para Dispositivos Móveis	4	8	manual	\N
114	Mineração de Dados Para Inferir Padrões Associados aos Fenômenos: El Niño, La Niña e Anos Neutros	4	8	manual	\N
115	Pré-processamento de tabelas Web heterogêneas para execução do algoritmo de junção merge	3	8	manual	\N
116	Representação Gráfica de Documentos XML	4	8	manual	\N
117	Um sistema para análise de redes de pesquisa baseado na Plataforma Lattes	3	8	manual	\N
118	Uma Ferramenta para Coleta e Análise de Dados do Segmento Naval	4	8	manual	\N
119	Usando informações do contexto para melhoria da precisão nas buscas por similaridade	3	8	manual	\N
120	XVersioning - Uma Ferramenta para Versionamento de Esquemas XML	3	8	manual	\N
121	Análise espaço-temporal de mensagens do Twitter	3	9	manual	\N
122	Classificação de documentos do Exército Brasileiro utilizando o algoritmo de Naive Bayes e técnicas de Seleção de Sentenças	3	9	manual	\N
123	DBClassMapper: Uma Ferramenta de Apoio ao Mapeamento e Consultas para o ORM Gendal	4	9	manual	\N
124	DBModeler: Um sistema web para criação, manutenção e consulta de diagramas de bancos de dados	4	9	manual	\N
125	Extração de Nomes de Pessoas Baseado em Etapas de Etiquetamento	3	9	manual	\N
126	Implementação de um Repositório de Versões de Serviços Web usando OrientDB	4	9	manual	\N
127	Lógica Paraconsistente aplicada como Solução de Inconsistências entre Classificadores de Aprendizagem Simbólica	3	9	manual	\N
128	Métodos Estatísticos para Segmentação de Listas Web	3	9	manual	\N
129	Modelo de Banco de Dados Colunar: Características, Aplicações e Exemplos de Sistemas	3	9	manual	\N
130	Um Método para Indexação de Formulários Web visando Consultas por Similaridade	3	9	manual	\N
131	Um Módulo de Fusão de Dados para Mashups	3	9	manual	\N
132	Uma abordagem de código único para aplicações independentes de provedor de bases de dados relacionais	3	9	manual	\N
133	Uma Aplicação baseada em SIG para Análise de Acidentes de Trânsito: Estudo de caso na Rodovia BR-101/ES	4	9	manual	\N
134	Uma aplicação de Rede Social de Consumo Baseada em uma Arquitetura de Data Warehouse	3	9	manual	\N
135	Uma Ferramenta MDA para Modelagem de Banco de Dados Relacionais	4	9	manual	\N
136	Uma ferramenta para distribuição e mapeamento de dados Paleogeográficos	4	9	manual	\N
137	Uma implementação de feedback da relevância utilizando o algoritmo Rocchio	4	9	manual	\N
138	Uma implementação do algoritmo Naïve Bayes para classificação de texto	4	9	manual	\N
139	Uma Proposta de Entity Ranking Baseada no Uso de Entidades como Objetos de Consulta	3	9	manual	\N
140	Abordagem de suporte a transação através de consulta HiveQL	3	10	manual	\N
141	Análise de Abordagens para Recuperação de Informação em Tabelas na Web	3	10	manual	\N
142	Análise de Inconsistências Espaçotemporais entre Trajetórias e Tarefas Planejadas ou Relatadas	3	10	manual	\N
143	Anotação de Trajetórias via Fusão com Trilhas de Mídias Sociais	3	10	manual	\N
144	Armazenamento de trajetórias de objetos móveis para a Plataforma UrbanMob	4	10	manual	\N
145	Comparação de Performance entre PostgreSQL e MongoDB	3	10	manual	\N
146	Conectando Dados de Movimento Textualmente Anotados a Dados Ligados	3	10	manual	\N
147	LinkMapia: Uma Abordagem para Converter Dados Geográficos Livremente Anotados em Dados Ligados	3	10	manual	\N
148	OMT-G Design: uma ferramenta para modelagem de dados espaciais	4	10	manual	\N
149	Um Estudo das Abordagens para Extração de Esquemas XML	3	10	manual	\N
150	Um Estudo sobre Bancos de Dados em Grafos Nativos	3	10	manual	\N
151	Uma Aplicação baseada em SIG para Análise de Infrações Cometidas por Menores Infratores: Estudo de caso no Município de Vitória no estado do Espírito Santo	4	10	manual	\N
152	Uma Extensão MDA para Geração Automática de Codificação SFS para Banco de Dados Geográficos	4	10	manual	\N
153	Uma Metodologia Agile ROLAP para Implantação de Ambientes de Inteligência de Negócios	3	10	manual	\N
154	Uso de Expressões Temporais em Busca na Web: Uma análise através das sugestões de consulta	3	10	manual	\N
155	Os desafios de uma aplicação de Carpooling no contexto de uma comunidade universitária brasileira	\N	11	manual	\N
156	Um Estudo sobre Modelagem Lógica para Bancos de Dados NoSQL	\N	11	manual	\N
157	Desenvolvimento de um sistema de gestão para apoio à tomada de decisão no agronegócio da região do Alto Paranaíba	\N	11	manual	\N
158	Integração de Dados Biológicos no Programa Net2HomologyWeb	\N	11	manual	\N
159	Análise de Abordagens para Interoperabilidade entre Bancos de Dados Relacionais e Bancos de Dados NoSQL	\N	11	manual	\N
160	Uma DSL de Engenharia Reversa para Modelagem de Banco de Dados Relacionais e Geográficos Baseado em SQL/SFS	\N	11	manual	\N
161	Modelando Banco de Dados Relacionais e Geográficos Utilizando a Ferramenta GenDBM Tool	\N	11	manual	\N
1693	A Adaptação de Serviços da Saúde Móvel ao Contexto de Convergência Tecnológica	\N	54	LATTES	\N
162	Utilização da técnica de árvore de decisão para identificação de espécies de aves do estado do Rio Grande do Sul - Brasil	\N	11	manual	\N
163	Sistemas de Recomendação e Computação Ubíqua: Um Survey	\N	11	manual	\N
164	Um Estudo das Abordagens para Correspondência entre Esquemas Através de Amostras	\N	11	manual	\N
165	ntSQL: Um Conversor de Documentos RDF para SQL	\N	11	manual	\N
166	Aplicando Técnicas de Business Intelligence sobre dados de desempenho Acadêmico: Um estudo de caso	\N	11	manual	\N
167	Módulo para Business Intelligence Compatível com Dispositivos Móveis para o Software de Gestão Empresarial Elementare	\N	11	manual	\N
168	A utilização do Método Cross-Industry Standard Process for Data Mining no Processo de Mineração de Textos: Extração de Termos para Criação de uma Tecnologia Assistiva para o Auxílio à Alunos com Deficiência Motora	\N	12	manual	\N
169	Uma Avaliação de Algoritmos para Mineração de Dados Disponíveis na Web	\N	12	manual	\N
170	Avaliação de Desempenho de Sistemas Relacionais para Armazenamento de dados RDF	\N	12	manual	\N
171	Compressão de Arquivos Orientados a Colunas com PPM	\N	12	manual	\N
172	Estratégias para importação de grandes volumes de dados para um servidor PostgreSQL	\N	12	manual	\N
173	Identificação de contatos duplicados em dispositivos móveis utilizando similaridade textual	\N	12	manual	\N
174	Implementação de Operadores OLAP Utilizando o Modelo de Programação Map Reduce no MongoDB	\N	12	manual	\N
175	Mineração de dados para modelos NoSQL: um survey	\N	12	manual	\N
176	Mineração de opiniões em microblogs com abordagem CESA	\N	12	manual	\N
177	Um processo de avaliação de dados em um Data Warehouse	\N	12	manual	\N
178	Utilizando Técnicas de Data Science para Definir o Perfil do Pesquisador Brasileiro da Área de Ciência da Computação	\N	12	manual	\N
179	Workflows para a Experimentação em Análise de Similaridade de Imagens Médicas em um Ambiente Distribuído	\N	12	manual	\N
180	XplNet - Análise exploratória aplicada à redes complexas	\N	12	manual	\N
181	Uma Proposta de Abordagem de Recomendação para Carreira de Pesquisadores Baseada em Personalização, Similaridade de Perfil e Reputação Acadêmica	3	13	manual	\N
182	Um Survey sobre Extração de Esquemas de Documentos JSON	3	13	manual	\N
183	Análise e Comparação de Algoritmos de Similaridade e Distância entre strings Adaptados ao Português Brasileiro	3	13	manual	\N
184	Redblock: Uma ferramenta para a deduplicação de grandes bases de dados em tempo real	3	13	manual	\N
185	Combinando Técnicas de Recomendação e Smart Posters	3	13	manual	\N
186	Inclusão de Técnicas de Interpolação de Pontos em Algoritmos de Descoberta On-Line do Padrão Flock	3	13	manual	\N
187	Estudo Comparativo de Banco de Dados Chave-Valor com Armazenamento em Memória	3	13	manual	\N
188	MahoutGUI: Uma Interface Gráfica para Gerar Recomendações com o Apache Mahout Diretamente de Banco de Dados usando Mapeamento Objeto-Relacional	4	13	manual	\N
189	Desenvolvimento do Sistema de Acompanhamento do Fluxo de Demandas do Plano de Ação do Instituto Federal Farroupilha Campus Alegrete	4	13	manual	\N
190	Consulta de Dados Espaciais em um Sistema de Informações de uma Bacia Hidrográfica	4	13	manual	\N
191	Mapeamento de Padrões de Acidentes de Trânsito com Vítimas Fatais a partir de Dados Públicos do Governo do Estado do Rio Grande do Sul	4	13	manual	\N
192	Ferramenta de Modelagem de Bancos de Dados Relacionais brModelo v3	4	13	manual	\N
193	Estudo comparativo entre sistemas de gerenciamento de banco de dados relacionais e não relacionais para o armazenamento e busca de metadados MARC	4	13	manual	\N
194	Aplicação da Análise de Sentimentos em Frases das Redes Sociais sobre Empresas de Serviços de Telecomunicação	4	13	manual	\N
195	Desenvolvimento de um Objeto de Aprendizagem baseado em Mobile Learning e sistemas de recomendações para o auxílio ao processo de letramento infantil na educação básica	4	13	manual	\N
196	Mobility Open Data: Use Case for Curitiba and New York	4	13	manual	\N
197	SIRME: Sistema Inteligente de Recomendação para Matrículas Escolares	4	13	manual	\N
198	EasyTest: Plataforma Crowdsourcing para testes funcionais	4	13	manual	\N
199	Integração de Dados de Redutores de Velocidade no Transporte Público de Curitiba	4	13	manual	\N
200	Uma Ferramenta Online para Execução de Scripts em SQL	4	13	manual	\N
202	Caracterização dos Dados Públicos de Saúde do Paraguai	3	14	manual	\N
203	Análise de evolução de emissão de alvarás próximos a dois shoppings em Curitiba	3	14	manual	\N
204	Comparação entre MySQL e Neo4J para o Acesso a Dados Complexos Usando Linguagens Declarativas	3	14	manual	\N
205	Otimização do Mapeamento de Consultas SPARQL para SQL	3	14	manual	\N
206	Comparação entre Diferentes Implementações de BK-trees para o Problema de Busca por Intervalo	3	14	manual	\N
207	Predição do volume de atendimentos de saúde na cidade de Curitiba utilizando dados abertos	3	14	manual	\N
208	Predição de Indicadores Zootécnicos de Carcaças Bovinas a Partir de Variáveis de Cria	3	14	manual	\N
209	Diferenciação de Perfis de Curva de Carga para Identificação de Perdas Não-Técnicas em Redes de Distribuição Utilizando Mineração de Dados e Aprendizado de Máquina	3	14	manual	\N
210	Aplicações de Mineração de Dados na Pecuária de Corte: Previsão de Indicadores de Qualidade de Carcaças	3	14	manual	\N
211	Análise da Popularidade de Tuítes com Base em Características Extraídas de seu Conteúdo	3	14	manual	\N
212	Extração de elementos textuais em imagens capturadas por smartphones: análise da relação entre as características das imagens e a eficácia da extração	3	14	manual	\N
213	Análise da situação dos redutores de velocidade de Curitiba	4	14	manual	\N
214	Research.NET Web: uma aplicação para análise e exibição de redes de colaboração acadêmica utilizando grafos dinâmicos	4	14	manual	\N
3602	Despachador de Simulações Tolerante a Falhas	\N	986	LATTES	\N
215	Publicação de Dados da Internet das Coisas usando Recursos da Web Semântica: Um estudo de Caso usando uma Tomada Inteligente	4	14	manual	\N
216	DINo: uma ferramenta para importação de dados em bancos de dados NoSQL	4	14	manual	\N
218	Especificando um Middleware para Integração de Dados do Registro Eletrônico em Saúde	3	15	manual	\N
219	Um Estudo Exploratório das Ferramentas de Código Aberto para a Replicação de Dados no PostgreSQL	3	15	manual	\N
220	Uma Análise de Soluções NewSQL	3	15	manual	\N
221	Unificação de Dados de Saúde Através do Uso de Blockchain e Smart Contracts	3	15	manual	\N
222	Um Data Warehouse baseado no Twitter para análise de Sentimento em Língua Portuguesa: Estudo de Caso das Eleições de 2018	3	15	manual	\N
223	Avaliação de Abordagens Probabilísticas de Extração de Tópicos em Documentos Curtos	3	15	manual	\N
224	Extração de característica para identificação de discurso de ódio em documentos	3	15	manual	\N
225	Acidentes nas rodovias brasileiras nos últimos 10 anos: uma análise com dados abertos	3	15	manual	\N
226	REx - NoSQL Redis Schema Extraction Module	4	15	manual	\N
227	Redes sociais intra-classe e desempenho acadêmico - uma análise inicial	4	15	manual	\N
228	Consolidação de Bases para o Diagnóstico do Distrito de Inovação de Blumenau	4	15	manual	\N
229	Proposta de uma arquitetura de Data Warehouse para análise de SDN e aplicações de Aprendizado de Máquina	4	15	manual	\N
230	Desenvolvimento de um sistema para a classificação de Fakenews acoplado à etapa de ETL de um Data Warehouse de Textos de Notícias em língua Portuguesa	4	15	manual	\N
231	Integração semântica entre dados dos domínios da educação e segurança: um caso em Curitiba	4	15	manual	\N
232	Visualização de dados do índice de Qualidade da Água aplicado a múltiplos pontos em um Sistema de Informação Ambiental	4	15	manual	\N
3900	Diálogo e a interação no contexto das ouvidorias virtuais: algumas aproximações	\N	16	LATTES	\N
3360	COMUNICAÇÃO PÚBLICA E COMUNICAÇÃO ORGANIZACIONAL: QUANDO O INTERESSE PÚBLICO PREVALECE	\N	17	LATTES	\N
1338	Fault detection and diagnosis for stand alone system based on induction generator	\N	18	LATTES	\N
1897	Desenvolvimento de Alertas SMS Via Ferramentas Web aplicado em um sistema de geração distribuída	\N	19	LATTES	\N
1896	Desenvolvimento de um método baseado no controle do balanço de potência reativa para regulação de tensão em microcentrais hidrlétricas que empregam gerradores de indução	\N	20	LATTES	\N
2508	Abordagem de suporte a transação através de consulta HiveQL	\N	21	LATTES	\N
3067	TrapSystem - Uma Aplicação para Gerenciamento de Dados Coletados a Partir de Armadilhas de Insetos	\N	22	LATTES	\N
3881	DESENVOLVIMENTO PRELIMINAR DE UM CAM PARA MANUFATURA ADITIVA PARA O PROCESSO LMD	\N	23	LATTES	\N
2976	Avaliação da qualidade de águas superficiais de um arroio da Serra Gaúcha: Estudo de caso do arroio Pinhal, Caxias do Sul/RS - Brasil	\N	24	LATTES	\N
2977	Produção de blenda para biodiesel de resíduo de óleo de fritura a partir de resíduos graxo bovino fermentado	\N	25	LATTES	\N
1337	Voltage regulation and harmonic suppression of a self-excited induction generator under nonlinear loads	\N	26	LATTES	\N
2201	Semantic Portals as a support for Knowledge Management in organizations	\N	27	LATTES	\N
3013	Tri-Lua: Using gamification as Support Learning Programming Language	\N	28	LATTES	\N
1267	Contextual Semantic Search - Capturing, using the User's Context to Direct Semantic Search	\N	29	LATTES	\N
1688	Exploring Web Semantic Knowledge and User Feedback to Improve Ontology Matching	\N	30	LATTES	\N
2124	Saneamento no meio rural ? Avaliação das atividades suinícolas e impactos na qualidade das águas em uma região do Estado do Rio Grande do Sul, Brasil	\N	31	LATTES	\N
2125	Avaliação da Qualidade das Águas Subterrâneas nos Municípios dos Campos de Cima da Serra do Estado do Rio Grande do Sul, Brasil	\N	32	LATTES	\N
2483	Context Management by Evaluating Quality of Context	\N	33	LATTES	\N
2946	A Logical Design Process for Columnar Databases	\N	34	LATTES	\N
2758	Quality of Context Knowledge Model based on Ontology	\N	35	LATTES	\N
1760	Data management system for multidirectional muon detector	\N	36	LATTES	\N
1881	Projeto e Construção de Recursos Didáticos-Pedagógicos sob forma de Animações	\N	37	LATTES	\N
2673	Interdisciplinary Island of Rationality: a Promising Active Learning Strategy	\N	38	LATTES	\N
2674	Problem-based learning applied to environmental planning at environmental engineering course	\N	39	LATTES	\N
2675	Solid waste workshops as a tool for sanitation aeareness and inclusion	\N	40	LATTES	\N
2676	The field work as a strategy for skills development and problems perception	\N	41	LATTES	\N
2672	Water quality monitoring as a data source for environmental education aiming Social Management of Water Resources	\N	42	LATTES	\N
2645	Voltage and frequency regulation of induction generator based system appliyng proporcional-resonant controller	\N	43	LATTES	\N
3589	Pragmatic Information Extraction in Brazilian Portuguese Documents	\N	44	LATTES	\N
3285	An Evaluation about Routing Protocols in Delay-Tolerant Networks (DTNs) to apply Quality of Context (QoC)	\N	45	LATTES	\N
3284	Ontology using to represent a systematic literature review about Quality of Context	\N	46	LATTES	\N
2734	A cognitive based model for dialogue management in multimodal interaction systems	\N	47	LATTES	\N
895	Geração de Resíduos Sólidos de Serviços de Saúde (RSSS) em Unidades Básicas como Subsídios para a Formação de Modelos de Gerenciamento.	\N	48	LATTES	\N
3291	Estudo comparativo entre depuradores para SDN	\N	49	LATTES	\N
3292	PyCOO: Uma API em Python para Plataforma Click-On-Osv	\N	50	LATTES	\N
3562	Mapeamento das publicações acadêmico-científicas sobre Qualidade de Contexto	\N	51	LATTES	\N
2105	On Providing DDL Support for a Relational Layer over a Document NoSQL Database	\N	52	LATTES	\N
1905	SimpleSQL: A Relational Layer for SimpleDB	\N	53	LATTES	\N
503	Liquid and solis waste management program of Universidade de Caxias do Sul	\N	55	LATTES	\N
1325	Using Ontologies to Support Deep Water Oil Exploration Scientific Workflows	\N	56	LATTES	\N
1761	A Logical Approach to the Management of Object Identifiers in Non-conventional Database Management Systems	\N	57	LATTES	\N
1762	Optimization of Query Results in Peer-to-Peer Database Supported by Semantics	\N	58	LATTES	\N
1749	Phoenix: A Relational Storage Component for the Cloud	\N	59	LATTES	\N
1801	Reusing a compound-based infrastructure for searching video stories	\N	60	LATTES	\N
1868	Discovering drug targets for neglected diseases using a pharmacophylogenomic cloud workflow	\N	61	LATTES	\N
1908	Knowledge and Contextual Information Management in Global Software Development: Challenges and Perspectives	\N	62	LATTES	\N
