id,titulo,tipo_id,edicao_id,fonte
42,Athena Model Beta: Um Modelo Analítico Para Descoberta de Conhecimento em Processos de Negócio,2,3,manual
43,Analysis: uma proposta de ferramenta OLAP-Web para a análise de informações ambientais do Vale do Rio do Sinos,1,3,manual
44,Automação do Processo de ETC de Métricas para um Ambiente de Desenvolvimento de Software,2,3,manual
45,Uma Arquitetura para Recuperação de Informação Baseada em Semântica e sua Aplicação no Apoio a Jurisprudência,2,3,manual
46,Um Sistema de Extração e Publicação de Informações Georreferenciadas em um Domínio Turístico,1,3,manual
47,INTRABUSCA - Um Mecanismo de Recuperação de Informações Corporativo,1,3,manual
48,Técnica para Analisar a Evolução do Perfil do Usuário com Base nas Suas Publicações,1,3,manual
49,Uma análise comparativa de algoritmos de regras de associação: minerando dados da indústria automotiva,1,3,manual
50,Mineração de uso em sistema de informação,1,3,manual
51,Mineração em Métricas de Software,2,3,manual
52,Um Estudo e Proposta de Abordagem a respeito de Extração Semi-Automática de Restrições de Integridade Semântica de Dados XML,2,3,manual
53,Utilizando o modelo de atração para representar casadores de esquema,2,3,manual
54,Um Framework para Suporte à Preparação e Comparação de Similaridade de Documentos XML,1,3,manual
55,Uma Ferramenta de Apoio à Determinação de Equivalências Semânticas entre Esquemas GML,1,3,manual
56,Aplicação de consultas baseadas em ambientes de conhecimentos definidos por tesauros,1,4,manual
57,Aplicação de padrão Data Access Object (DAO) em projetos desenvolvidos com Delphi,1,4,manual
58,Atualização do Ontocover: Uma biblioteca Java para manipular ontologias em aplicações Web semântica,1,4,manual
59,Desenvolvimento de ferramenta de apoio à atualização de sistemas de informação baseado no Banco de Dados Pós-Relacional Cachê,1,4,manual
60,Estudo de ferramentas de visualização cartográfica para acoplamento com OLAP sobre a Web,1,4,manual
61,Implementação da BDMODONTO: Biblioteca Digital Multimídia Odontológica,1,4,manual
62,Replicação Assíncrona entre banco de dados médicos distribuídos,1,4,manual
63,Sistema BlnXS: Gerador de esquema conceitual global,1,4,manual
64,Uma aplicação OLAP com visualização cartográfica via Web,1,4,manual
65,Uma ferramenta de apoio à normalização de tabelas relacionais baseadas na análise de dados,1,4,manual
66,Uma ferramenta de conversão de esquemas conceituais EER para esquemas lógicos XML,1,4,manual
67,Uma interface Web para identificação de equivalências em bancos de dados heterogêneos,1,4,manual
68,Um processo automático para extração de metadados de documentos PDF usando um template XML,1,4,manual
69,Um tradutor de esquemas relacionais em XML para esquemas SQL,1,4,manual
70,XSimilarity: Uma ferramenta para consultas por similaridade embutidas na linguagem XQuery,1,4,manual
71,Gerenciamento de Domínios de Aplicação através do uso de ontologias,2,4,manual
72,Uma proposta para o uso de detecção de versões de páginas Web para melhoria do desempenho do algoritmo de PageRank,2,4,manual
73,Um sistema de auditoria baseado na análise de registros de log,2,4,manual
74,XDCL 1.1 Uma proposta de linguagem de definição de restrições de integridade de domínio em documentos XML,2,4,manual
75,Banco de Dados para o Núcleo de Pesquisa e Aplicação de Geotecnologias em Desastres Naturais e Eventos Extremos do Centro Regional Sul de Pesquisas Espaciais do INPE,,5,manual
76,TUNING - Técnicas de Otimização de Banco de Dados - Um estudo Comparativo: Mysql e Postgresql,,5,manual
77,Avaliando o Desempenho do SGBD PostgreSQL Considerando os Diferentes Sistemas de Arquivos,,5,manual
78,Desenvolvimento de uma Aplicação Utilizando SOA: Um Estudo de Caso,,5,manual
79,As Ouvidorias Virtuais em Instituições de Ensino Superior,,5,manual
80,Estudo Comparativo dos BDXML eXist e Xindice,,5,manual
81,Avaliação de Desempenho no Acesso a Dados Utilizando Índices Multidimensionais,,5,manual
82,Uma Integração Gráfica para Algoritmos de Detecção de Diferenças entre Documentos XML,,5,manual
83,Ferramentas para Suporte a Consultas Temporais em SGBDs convencionais,,5,manual
84,Da importância de modelos preditivos compreensíveis: Um estudo de caso em saúde bucal,3,6,manual
85,Especificação de uma Taxonomia para Metadados Multifacetados em Ambientes de Integração de Dados na Web,3,6,manual
86,Interagindo com Data Warehouses Espaciais através de Descrições Semânticas,3,6,manual
87,Mapeamento Automático de Modelos de Dados XML Temporais Ad-hoc para um Modelo de Dados XML Temporal Padrão,3,6,manual
88,RYLY - Query Analizer: Ferramenta de Visualização e de Análise do Plano de Execução de Consultas ORACLE,3,6,manual
89,Similaridade entre Objetos Localizados em Fontes de Dados Heterogêneas,3,6,manual
90,Um estudo de caso com análise comparativa entre ferramentas a de BI livre e proprietária,3,6,manual
91,"Um Modelo para Projetar e Implementar Bancos de Dados Analítico-Temporais para Apoio à Tomada de Decisões, Auditorias e Recuperação de Dados",3,6,manual
233,Base de dados de gestão de ordens de serviço: extração de regras interessantes para apoio à decisão,4,6,manual
234,Um Modelo de Dados Temporal para Sistemas de Recomendação de Calagem e Adubação de Solos,4,6,manual
236,TerraER: Uma Ferramenta voltada ao Ensino do Modelo de Entidade-Relacionamento,4,6,manual
237,EdMaSe - Editor de Marcação semântica de dados na Web baseado em ontologias,4,6,manual
238,KDD Cleaning – Ferramenta para pré-processamento de dados em Descoberta de Conhecimento em Bases de Dados,4,6,manual
239,Processo de Descoberta de conhecimento em Base de Dados aplicado a Bolsa de Valores,4,6,manual
