id,ano,cidade,uf,data_inicio,data_fim,local,tema,veiculo,id_tipo_veiculo
662,2009,,,,,,,Anais do 19o Seminário de Iniciação Científica da UDESC,2
663,2009,,,,,,,Anais do 1º Congresso Brasileiro de Rochagem,2
664,2008,,,,,,,Anais do 1º Congresso Internacional de Tecnologias para o Meio Ambiente,2
665,2008,,,,,,,Anais do 1º Congresso Internacional de Tecnologias para o Meio Ambiente,2
666,2008,,,,,,,Anais do 1º Congresso Internacional de Tecnologias para o Meio Ambiente,2
667,2008,,,,,,,Anais do 1º Congresso Internacional de Tecnologias para o Meio Ambiente,2
668,2008,,,,,,,Anais do 1º Congresso Internacional de Tecnologias para o Meio Ambiente,2
669,2008,,,,,,,Anais do 1º Congresso Internacional de Tecnologias para o Meio Ambiente,2
670,2008,,,,,,,Anais do 1º Congresso Internacional de Tecnologias para o Meio Ambiente,2
671,2016,,,,,,,Anais do 1o Simpósio Internacional em Gestão Pública,2
672,2016,,,,,,,"Anais do 1o Simpósio Internacional em Gestão Pública,",2
673,2018,,,,,,,Anais do 1º Workshop Brasileiro de Cidades Inteligentes (WBCI),2
674,2004,,,,,,,Anais do 1o. Simpósio de Sistemas de Informação e Gestão Empresarial,2
675,2004,,,,,,,Anais do 1o. Simpósio de Sistemas de Informação e Gestão Empresarial,2
676,2004,,,,,,,Anais do 1o. Simpósio de Sistemas de Informação e Gestão Empresarial,2
677,2018,,,,,,,Anais do 1st Workshop on Privacy by Design in Distributed Systems,2
678,2014,,,,,,,Anais do 20º Workshop de Informática na Educação (WIE 2014),2
679,2014,,,,,,,Anais do 20º Workshop de Informática na Educação (WIE 2014),2
680,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
681,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
682,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
683,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
684,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
685,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
686,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
687,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
688,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
689,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
690,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
691,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia sanitária e Ambiental,2
692,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
693,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
694,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
695,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
696,2007,,,,,,,Anais do 24° Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
697,2007,,,,,,,Anais do 24º Congresso Brasileiro de Engenharia sanitária e Ambiental,2
698,2011,,,,,,,Anais do 26º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
699,2013,,,,,,,Anais do 27º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
700,2013,,,,,,,Anais do 27º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
701,2013,,,,,,,Anais do 27º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
702,2013,,,,,,,Anais do 27º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
703,2013,,,,,,,Anais do 27º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
704,2013,,,,,,,Anais do 27º Congresso Nacional de Engenharia Sanitária e Ambiental,2
705,2012,,,,,,,Anais do 27º Simpósio Brasileiro de Bancos de Dados (SBBD 2012),2
706,2012,,,,,,,Anais do 27º Simpósio Brasileiro de Bancos de Dados (SBBD 2012),2
707,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
708,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
709,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
710,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
711,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
712,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
713,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
714,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
715,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
716,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
717,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
718,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
719,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
720,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
721,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
722,2015,,,,,,,Anais do 28º Congresso Brasileiro de Engenharia Sanitária e Ambiental,2
723,2013,,,,,,,Anais do 28o Simpósio Brasileiro de Banco de Dados,2
724,2011,,,,,,,Anais do 29º Seminário de Extensão Universitária da Região Sul,2
725,2014,,,,,,,Anais do 2º Simpósio Brasileiro de Saúde e Ambiente,2
726,2015,,,,,,,Anais do 30o Simpósio Brasileiro de Banco de Dados,2
727,2016,,,,,,,Anais do 31o Simpósio Brasileiro de Banco de Dados,2
728,2017,,,,,,,Anais do 33rd Symposium on Applied Computing,2
729,2019,,,,,,,Anais do 34o Simpósio Brasileiro de Banco de Dados,2
730,2003,,,,,,,Anais do 3º Congresso Científico do Centro Universitário de Palmas,2
731,2003,,,,,,,Anais do 3º Congresso Científico do Centro Universitário de Palmas,2
732,2019,,,,,,,Anais do 3º Congresso de Engenharia Ambiental do Sul do Brasil,2
733,2019,,,,,,,Anais do 3º Congresso de Engenharia Ambiental do Sul do Brasil,2
734,2019,,,,,,,Anais do 3º Congresso de Engenharia Ambiental do Sul do Brasil,2
735,2019,,,,,,,Anais do 3º Congresso de Engenharia Ambiental do Sul do Brasil,2
736,2019,,,,,,,Anais do 3º Congresso de Engenharia Ambiental do Sul do Brasil,2
737,2019,,,,,,,Anais do 3º Congresso de Engenharia Ambiental do Sul do Brasil,2
738,2012,,,,,,,Anais do 3º Congresso Internacional de Tecnologias para o Meio Ambiente,2
739,2012,,,,,,,Anais do 3º Congresso Internacional de Tecnologias para o Meio Ambiente,2
740,2012,,,,,,,Anais do 3º Congresso Internacional de Tecnologias para o Meio Ambiente,2
741,2012,,,,,,,Anais do 3º Congresso Internacional de Tecnologias para o Meio Ambiente,2
742,2009,,,,,,,Anais do 3o Congresso Nacional de Extensão Universitária da UNOPAR,2
743,2014,,,,,,,Anais do 3o Fórum Internacional Ecoinovar,2
744,2014,,,,,,,Anais do 3º Seminário dos Grandes Desafios em Computação,2
745,2018,,,,,,,Anais do 3º. Congresso Nacional de Inovação e Tecnologia ? INOVA 2018,2
746,2018,,,,,,,Anais do 3º. Congresso Nacional de Inovação e Tecnologia ? INOVA 2018,2
747,2018,,,,,,,Anais do 3º. Congresso Nacional de Inovação e Tecnologia ? INOVA 2018,2
748,2008,,,,,,,Anais do 4 Congresso Sul Catarinense de Computacao,2
749,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
750,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
751,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
752,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
753,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
754,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
755,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
756,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
757,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
758,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
759,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
760,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
761,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
762,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologia para o Meio Ambiente,2
763,2014,,,,,,,Anais do 4º Congresso Internacional de Tecnologias para o Meio Ambiente,2
764,2018,,,,,,,Anais do 4º Encontro de Ciência e Tecnologia do IFSul,2
765,2011,,,,,,,Anais do 5º Congresso Brasileiro de Extensão Universitária,2
766,2014,,,,,,,Anais do 5º Econtro Nacional de Aprendizagem Significativa,2
767,2018,,,,,,,Anais do 5º Seminário de Educação Profissional e Tecnológica (SEMEPT),2
768,2018,,,,,,,Anais do 5º Seminário Nacional de Inclusão Digital,2
769,2018,,,,,,,Anais do 5º Workshop Pré-IETF,2
770,2016,,,,,,,Anais do 5th International Conference on Smart Cities and Green ICT Systems,2
771,2013,,,,,,,Anais do 6° International Symposium on Residue Management in Universities,2
772,2010,,,,,,,Anais do 62 Congresso Brasileiro de Enfermagem,2
773,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
774,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
775,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
776,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
777,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
778,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
779,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
780,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
781,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
782,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
783,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
784,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
785,2018,,,,,,,Anais do 6º Congresso Internacional de Tecnologias para o Meio Ambiente,2
786,2014,,,,,,,Anais do 6º MCSul - Conferência Sul em Modelagem Computacional,2
787,2009,,,,,,,Anais do 7 Congresso Brasileiro de Agroinformática,2
788,1992,,,,,,,Anais do 7 Congresso Florestal Estadual,2
789,1992,,,,,,,Anais do 7 Congresso Florestal Estadual,2
790,1992,,,,,,,Anais do 7 Congresso Florestal Estadual,2
791,1992,,,,,,,Anais do 7 Congresso Florestal Estadual,2
792,1992,,,,,,,Anais do 7. Congresso Florestal Estadual,2
793,2017,,,,,,,Anais do 7o Congresso Interdisciplinar da FASETE,2
794,2018,,,,,,,Anais do 7º Seminário de Iniciação Científica e Tecnológica,2
795,2018,,,,,,,Anais do 7º Seminário de Iniciação Científica e Tecnológica,2
796,2018,,,,,,,Anais do 7º Seminário de Iniciação Científica e Tecnológica,2
797,2003,,,,,,,"Anais do 7o. Seminário de Ensino, Pesquisa e Extensão da Unifra",2
798,2003,,,,,,,"Anais do 7o. Seminário de Ensino, Pesquisa e Extensão da Unifra",2
799,2003,,,,,,,"Anais do 7o. Seminário de Ensino, Pesquisa e Extensão da Unifra",2
800,2019,,,,,,,Anais do 8º Seminário de Iniciação Científica e Tecnológica,2
801,2019,,,,,,,Anais do 8º Seminário de Iniciação Científica e Tecnológica - SICT,2
802,2019,,,,,,,Anais do 8º Seminário de Iniciação Científica e Tecnológica - SICT,2
803,2004,,,,,,,Anais do 8o SEPE-UNIFRA,2
804,2004,,,,,,,"Anais do 8o. Seminário de Ensino, Pesquisa e Extensão da Unifra",2
805,2007,,,,,,,Anais do 9° Congresso Brasileiro de polímeros,2
806,2018,,,,,,,Anais do Anais do Workshop de Segurança Cibernética em Dispositivos Conectados (WSCDC - SBRC 2018),2
807,2019,,,,,,,Anais do Brazilian e-Science Workshop (BreSci),2
808,2019,,,,,,,Anais do Brazilian e-Science Workshop (BreSci),2
809,2011,,,,,,,Anais do CLEI,2
810,2008,,,,,,,Anais do COBENGE 2008,2
811,2017,,,,,,,Anais do Computer on the Beach,2
812,2017,,,,,,,Anais do Computer on the Beach,2
813,2018,,,,,,,Anais do Computer on the Beach,2
814,2019,,,,,,,Anais do Computer on the Beach 2019,2
815,2019,,,,,,,Anais do Computer on the Beach 2019,2
816,2019,,,,,,,Anais do Computer on the Beach 2019,2
817,2006,,,,,,,Anais do Congrega Urcamp,2
818,2006,,,,,,,Anais do Congrega Urcamp,2
819,2005,,,,,,,Anais do Congrega Urcamp 2005,2
820,2005,,,,,,,Anais do Congrega Urcamp 2005,2
821,2010,,,,,,,Anais do Congreso Iberoamericano de Informática Educativa,2
822,2004,,,,,,,Anais do Congresso Brasileiro de Agricultura de Precisão - ConBAP,2
823,2011,,,,,,,"Anais do Congresso da Sociedade Brasileira de Computação, Seminário Integrado de Software e Hardware",2
824,2019,,,,,,,Anais do Congresso de Ecologia do Brasil,2
825,2006,,,,,,,ANAIS do Congresso de Iniciação Científica e Tecnológica em Engenharia - CRICTE 2006,2
826,2014,,,,,,,Anais do Congresso do XI Lusocom,2
827,2014,,,,,,,Anais do Congresso Internacional de Administração,2
828,2010,,,,,,,Anais do Congresso Internacional de Educação a Distância da UFPel,2
829,2002,,,,,,,Anais do Cricte 2002,2
830,2011,,,,,,,Anais do CSBC 2011 - e-Science Workshop,2
831,2016,,,,,,,Anais do EATI - Encontro Anual de Tecnologia da Informação e Semana Acadêmica de Tecnologia da Informação,2
832,2012,,,,,,,Anais do EATI ? Encontro Anual de Tecnologia da Informação,1
833,2003,,,,,,,Anais do Encoinfo 2003,2
834,2003,,,,,,,Anais do Encoinfo 2003,2
835,2011,,,,,,,Anais do Encontro Anual da Compós,2
836,2020,,,,,,,Anais do Encontro Nacional de Computação dos Institutos Federais (EnCompIF 2020),2
837,2006,,,,,,,Anais do Encontro Nacional de Engenharia de Produção,2
838,2014,,,,,,,Anais do ENIAC 2014,2
839,2010,,,,,,,Anais do Fórum Internacional A Sustentabilidade no Século XXI,2
840,2010,,,,,,,Anais do Fórum Internacional: A Sustentabilidade no Século XXI,2
841,2006,,,,,,,Anais do Fórum Nacional em Defesa da Qualidade de Ensino de Comunicação,2
842,2016,,,,,,,Anais do I Congresso Brasileiro de Pesquisa &amp; Desenvolvimento em Tecnologias Assistivas: Engenharia e Design,2
843,2016,,,,,,,Anais do I Congresso Brasileiro de Pesquisa &amp; Desenvolvimento em Tecnologias Assistivas: Engenharia e Design,2
844,2018,,,,,,,Anais do I Congresso de Tecnologia da Informação do IFSUL - Passo Fundo,2
845,2011,,,,,,,Anais do I Congresso Internacional de Direito e Ambiente,2
846,2005,,,,,,,Anais do I congresso sul catarinense de computação,2
847,2005,,,,,,,Anais do I congresso Sul Catarinense de Computação,2
848,2005,,,,,,,Anais do I Congresso Sul Catarinense de Computação,2
849,2008,,,,,,,ANAIS do I Fórum Científico FEMA,2
850,2008,,,,,,,ANAIS do I Fórum Científico FEMA,2
851,2008,,,,,,,ANAIS do I Fórum Científico FEMA,2
852,2012,,,,,,,Anais do I SICT - Seminário de Iniciação Científica e Tecnológica,2
853,2012,,,,,,,"Anais do I SICT - Seminário de Iniciação Científica e Tecnológica, 2012",2
854,2002,,,,,,,Anais do I Simpósio de Informática da Região Centro do Rio Grande do Sul,2
855,2004,,,,,,,Anais do I WORKCOMP-SUL,2
856,2017,,,,,,,"Anais do I Workshop de Informação, Dados e Tecnologia (WIDAT'2017)",2
857,2017,,,,,,,"Anais do I Workshop de Informação, Dados e Tecnologia (WIDAT'2017)",2
858,2012,,,,,,,Anais do IADIS International Conferene WWW/Internet,2
859,2015,,,,,,,Anais do IDEMI,2
860,1997,,,,,,,Anais do II Ciclo de Palestras em Informática,2
861,1997,,,,,,,Anais do II Ciclo de Palestras em Informática,2
862,2007,,,,,,,Anais do II Congresso Interamericano de Resíduos Sólidos AIDIS,2
863,2007,,,,,,,Anais do II Congresso Internacional de Resíduos Sólidos AIDIS,2
864,2012,,,,,,,Anais do II Congresso Internacional Florense de Direito e Ambiente,2
865,2006,,,,,,,Anais do II Congresso Sul Catarinense de Computação,2
866,2006,,,,,,,Anais do II Congresso Sul Catarinense de Computação,2
867,2011,,,,,,,"Anais do II Encontro Nacional de Novas Tecnologias e Ensino de Línguas: Ensino, Tecnologia e Inclusão",2
868,2009,,,,,,,ANAIS do II Fórum Científico,2
869,2009,,,,,,,Anais do II Forum Internacional de Cidadania: Educação - Cultura - Saúde e Meio Ambiente,2
870,2011,,,,,,,Anais do II Salão de Iniciação Científica da PUCRS,2
871,2005,,,,,,,Anais do II SBSI,2
872,2010,,,,,,,ANAIS DO II SCA,2
873,2013,,,,,,,Anais do II Seminário Nacional de Inclusão Digital,2
874,2013,,,,,,,Anais do II Seminário Nacional de Inclusão Digital,2
875,2013,,,,,,,Anais do II Seminário Nacional de Inclusão Digital,2
876,2002,,,,,,,Anais do II Simpósio Internacional de Qualidade Ambiental - Gestão Ambiental Urbana e Industrial,2
877,1997,,,,,,,Anais do II Simpósio Nacional de Informática,2
878,2015,,,,,,,Anais do II Simpósio Nacional sobre Gestão Ambiental de Empreendimentos Turísticos - AMBIENTUR,2
879,2015,,,,,,,Anais do II Simpósio Nacional sobre Gestão Ambiental de Empreendimentos Turísticos - AMBIENTUR,2
880,2015,,,,,,,Anais do II Simpósio Nacional sobre Gestão Ambiental de Empreendimentos Turísticos - AMBIENTUR,2
881,2017,,,,,,,Anais do II Workshop de Computação Social,2
882,2017,,,,,,,Anais do II Workshop de Computação Social,2
883,2017,,,,,,,Anais do II Workshop de Computação Social.,2
884,2019,,,,,,,Anais do II Workshop de Gerência e Opera ção de Redes e Servi ços,2
885,2018,,,,,,,"Anais do II Workshop de Informação, Dados e Tecnologia (WIDaT)",2
886,2016,,,,,,,"Anais do II Workshop de Pesquisa e Desenvolvimento em Ingeligência Artificial, Inteligência Coletiva e Ciência de Dados",2
887,2012,,,,,,,Anais do II Workshop de Teses e Dissertações do CBSoft (WTDSoft'12),2
888,2014,,,,,,,Anais do III Brazilian Workshop on Social Network Analysis and Mining (BraSNAM 2014),2
889,2017,,,,,,,Anais do III CONIGTI,2
890,2017,,,,,,,Anais do III CONIGTI,2
891,2017,,,,,,,Anais do III CONIGTI,2
892,2013,,,,,,,Anais do III Seminário Internacional sobre Resíduos de Equipamentos Eletroeletrônicos - SIREE,2
893,2006,,,,,,,Anais do III Simpósio Brasileiro de Sistemas de Informação,2
894,2006,,,,,,,Anais do III Simpósio Brasileiro de Sistemas de Informação - Concurso de Teses e Dissertações em Sistemas de Informação,2
895,1999,,,,,,,Anais do III Simpósio de Ciência e Tecnologia e III Simpósio de Teoria e História da Ciência - Resumos dos Trabalhos,2
896,2015,,,,,,,Anais do III Simpósio de Engenharia de Produção (SIMEP),2
897,2002,,,,,,,Anais do III Simpósio de Informática do Planalto Médio,2
898,2002,,,,,,,Anais do III Simpósio de Informática do Planalto Médio,2
899,2002,,,,,,,Anais do III Simpósio Internacional de Qualidade Ambiental - Gestão Ambiental Urbana e Industrial,2
900,2002,,,,,,,Anais do III Simpósio Internacional de Qualidade Ambiental - Gestão Ambiental Urbana Industrial,2
901,1998,,,,,,,Anais do III Simpósio Nacional de Informática,2
902,2016,,,,,,,Anais do III Simpósio sobre Sistemas Sustentáveis,2
903,2013,,,,,,,Anais do III Workshop de Iniciação Científica em Tecnologia da Informação e da Linguagem Humana. IX Brazilian Symposium in Information and Human Language Technology (STIL 2013),2
904,2007,,,,,,,anais do III Workshop on Digital Libraries (WDL - em conjunto com WebMedia),2
905,2003,,,,,,,Anais do IV Congresso Brasileiro da Sociedade Brasileira de Informática Aplicada à Agropecuária e Agroindústria,2
906,1994,,,,,,,Anais do IV Congresso Internacional de Química de La ANQUE,2
907,2013,,,,,,,Anais do IV Encontro Anual de Tecnologia de Informação,2
908,2017,,,,,,,Anais do IV Escola Regional de Sistemas de Informação,2
909,2011,,,,,,,ANAIS do IV Fórum Científico,2
910,2011,,,,,,,ANAIS do IV Fórum Científico,2
911,2015,,,,,,,Anais do IV FÓRUM INTERNACIONAL DE ECOINOVAR,2
912,2015,,,,,,,Anais do IV FÓRUM INTERNACIONAL ECOINOVAR,2
913,2015,,,,,,,Anais do IV FÓRUM INTERNACIONAL ECOINOVAR,2
914,2015,,,,,,,Anais do IV FÓRUM INTERNACIONAL ECOINOVAR,2
915,2012,,,,,,,"Anais do IV Salão Internacional de Ensino, Pesquisa e Extensão (SIEPE)",2
916,2012,,,,,,,"Anais do IV Salão Internacional de Ensino, Pesquisa e Extensão (SIEPE)",2
917,2012,,,,,,,"Anais do IV Salão Internacional de Ensino, Pesquisa e Extensão (SIEPE)",2
918,2012,,,,,,,"Anais do IV Salão Internacional de Ensino, Pesquisa e Extensão (SIEPE)",2
919,2012,,,,,,,"Anais do IV Salão Internacional de Ensino, Pesquisa e Extensão (SIEPE)",2
920,2012,,,,,,,"Anais do IV Salão Internacional de Ensino, Pesquisa e Extensão (SIEPE)",2
921,2016,,,,,,,Anais do IV Seminário Nacional de Inclusão Digital,2
922,2016,,,,,,,Anais do IV Seminário Nacional de Inclusão Digital,2
923,2016,,,,,,,Anais do IV Seminário Nacional de Inclusão Digital,2
924,2016,,,,,,,Anais do IV Seminário Nacional de Inclusão Digital,2
925,2012,,,,,,,Anais do IV SIEPE,2
926,2008,,,,,,,Anais do IV Simpósio Brasileiro de Sistemas de Informação,2
927,2004,,,,,,,Anais do IV Simpósio de Fatores Humanos em Sistemas Computacionais,2
928,2004,,,,,,,Anais do IV Simpósio Internacional de Qualidade Ambiental,2
929,2015,,,,,,,Anais do IV Simpósio Internacional sobre gerenciamento de Resíduos Agropecuários e Agroindustriais,2
930,1999,,,,,,,Anais do IV Simpósio Nacional de Informática,2
931,1999,,,,,,,Anais do IV Workshop de Teses em Engenharia de Software,2
932,2010,,,,,,,Anais do IV Workshop de TI das IFES,2
933,2003,,,,,,,Anais do IV Workshop sobre Software LIvre,2
934,2000,,,,,,,Anais do IX - SILUBESA - Simpósio Luso-Brasileiro de Engenharia Sanitária e Ambiental - Trabalhos Técnicos,2
935,2015,,,,,,,Anais do IX BRESCI - Brazilian e-Science Workshop,2
936,2015,,,,,,,Anais do IX BRESCI - Brazilian e-Science Workshop,2
937,2014,,,,,,,Anais do IX Congresso Brasileiro de Epidemiologia: as fronteiras da epidemiologia contemporânea do conhecimento àção,2
938,2014,,,,,,,Anais do IX Congresso Brasileiro de Epidemiologia: as fronteiras da epidemiologia contemporânea do conhecimento àção,2
939,2014,,,,,,,Anais do IX Congresso Brasileiro de Epidemiologia: as fronteiras da epidemiologia contemporânea do conhecimento àção,2
940,2019,,,,,,,Anais do IX Congresso Internacional de Conhecimento e Inovação (ciKi),2
941,2013,,,,,,,Anais do IX Congresso Nacional de Excelência em Gestão,2
942,2000,,,,,,,Anais do IX SILUBESA - Simpósio Luso-Brasileiro de Engenharia Sanitária e Ambiental - Trabalhos Técnicos,2
943,2000,,,,,,,Anais do IX SILUBESA - Simpósio Luso-Brasileiro de Engenharia Sanitária e Ambiental - Trabalhos Técnicos,2
944,2000,,,,,,,Anais do IX SILUBESA - Simpósio Luso-Brasileiro de Engenharia Sanitária e Ambniental - Trabalhos Técnicos,2
945,2013,,,,,,,Anais do IX Simpósio Brasileiro de Sistemas de Informação,2
946,2009,,,,,,,Anais do IX Simpósio Brasileiro em Segurança da Informação e de Sistemas Computacionais,2
947,2014,,,,,,,Anais do IX Simpósio Internacional de Qualidade Ambiental,2
948,2019,,,,,,,Anais do IX SINGESCOOP - Simpósio Nacional de Gestão de Cooperativas,2
949,2019,,,,,,,Anais do IX SINGESCOOP - Simpósio Nacional de Gestão de Cooperativas,2
950,2015,,,,,,,Anais do IX Workshop de Tecnologia da Informação e Comunicação das IFES,2
951,2010,,,,,,,Anais do IX Workshop de Teses e Dissertações em Banco de Dados (WTDBD) - XXV SBBD,2
952,2010,,,,,,,"Anais do Ontobras 2010 - Seminário de Pesquisa em Ontologia no Brasil, 2010",2
953,2015,,,,,,,Anais do PIBIDSUL / PARFORSUL / ENLICSUL,2
954,2006,,,,,,,Anais do Salão de Iniciação Científica (em CD),2
955,2012,,,,,,,"Anais do Salão Internacional de Ensino, Pesquisa e Extensão",2
956,2011,,,,,,,"Anais do Salão Internacional de Ensino, Pesquisa e Extensão",2
957,2013,,,,,,,"Anais do Salão Internacional de Ensino, Pesquisa e Extensão",2
958,2015,,,,,,,Anais do SBBD-CTD,2
959,2013,,,,,,,Anais do SBCUP 2013,2
960,2005,,,,,,,Anais do SBIE 2005,2
961,2012,,,,,,,ANAIS do SBIE 2012,2
962,2012,,,,,,,ANAIS do SBIE 2012,2
963,2001,,,,,,,Anais do SBMIDIA 2001,2
964,2002,,,,,,,Anais do SBMIDIA 2002,2
965,2009,,,,,,,Anais do Seminário,2
966,2016,,,,,,,Anais do Seminário de Iniciação Científica da Universidade do Vale do Itajaí,2
967,2015,,,,,,,Anais do Seminário de Pós-Graduação - 2015 - INOVAMUNDI,2
968,2016,,,,,,,Anais do Seminário de Pós-Graduação - 2016 - INOVAMUNDI,2
969,2015,,,,,,,Anais do Seminário Interno de Avaliação da Iniciação Científica da PUCRS 2015,2
970,2016,,,,,,,Anais do Seminário Interno de Avaliação da Iniciação Científica da PUCRS 2016,2
971,2007,,,,,,,Anais do Seminário Nacional de Limpeza Pública,2
972,2007,,,,,,,Anais do Seminário Nacional de Limpeza Pública,2
973,2014,,,,,,,Anais do Senid 2014,2
974,2019,,,,,,,Anais do Simpósio Brasileiro de Banco de Dados,2
975,2019,,,,,,,Anais do Simpósio Brasileiro de Banco de Dados,2
976,2007,,,,,,,Anais do Simposio Brasileiro de Banco de Dados - SBBD,2
977,2007,,,,,,,Anais do Simposio Brasileiro de Banco de Dados - SBBD,2
978,2019,,,,,,,Anais do Simpósio Brasileiro de Banco de Dados (SBBD),2
979,2019,,,,,,,Anais do Simpósio Brasileiro de Banco de Dados (SBBD),2
980,2019,,,,,,,Anais do Simpósio Brasileiro de Banco de Dados (SBBD),2
981,2019,,,,,,,Anais do Simpósio Brasileiro de Banco de Dados (SBBD),2
982,2019,,,,,,,Anais do Simpósio Brasileiro de Banco de Dados (SBBD),2
983,2019,,,,,,,Anais do Simpósio Brasileiro de Banco de Dados (SBBD),2
984,2018,,,,,,,Anais do Simpósio Brasileiro de Computação Aplicada à Saúde (CSBC 2018 - 18º SBCAS),2
985,2010,,,,,,,Anais do Simpósio Brasileiro de Informática na Educação - SBIE 2010,2
986,2018,,,,,,,Anais do Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,2
