FONTE,TIPO,ID_LATTES,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,9967502924584073,Gláucio Ricardo Vivian,,Estudo e Implementação de uma Estratégia de Recomendação para um Sistema de Deliberação,2012,Português,Anais do EATI ? Encontro Anual de Tecnologia da Informação,SEM_DADOS,SEM_DADOS,"['PERSCH, Herique Michel and', 'VIT, Antônio Rodrigo Delepiane de and', 'VIVIAN, Gláucio. R. and', 'Leandro Krug Wives and']"
LATTES,PERIODICO,9967502924584073,Gláucio Ricardo Vivian,,Segurança da Informação: Proposta de arquitetura de alta disponibilidade para aplicações web,2014,Português,Anais EATI,SEM_DADOS,SEM_DADOS,"['ANTONI, M. and', 'VIVIAN, Gláucio. R. and', 'PREUSS, E. and']"
LATTES,PERIODICO,9967502924584073,Gláucio Ricardo Vivian,,Smart Drivers: Simulating the Benefits of Giving Twitter Information about Traffic Status,2013,Inglês,XXX Congresso da Sociedade Brasileira de Computação,SEM_DADOS,SEM_DADOS,"['BAZZAN, A. L. C. and', 'ARAUJO, P. G. and', 'GALAFASSI, C. and', 'TAVARES, A. R. and', 'VECCHIA, A. D. and', 'VIT, Antônio Rodrigo Delepiane de and', 'VIVIAN, Gláucio. R. and']"
LATTES,PERIODICO,9967502924584073,Gláucio Ricardo Vivian,,xml2arff: Uma Ferramenta Automatizada de Extração de Dados em Arquivos XML para Data Science com Weka e R,2016,Português,Anais XII ERBD,SEM_DADOS,SEM_DADOS,"['VIVIAN, G. R. and', 'CERVI, C. R. and']"
LATTES,PERIODICO,9967502924584073,Gláucio Ricardo Vivian,,IQUIKWRITING - AN IWATCH VIRTUAL KEYBOARD,2016,Português,IADIS International Journal on WWWInternet,SEM_DADOS,SEM_DADOS,"['VIVIAN, G. R. and', 'CERVI, C. R. and', 'PAVAN, W. and']"
LATTES,PERIODICO,9967502924584073,Gláucio Ricardo Vivian,,USING SELECTION ATTRIBUTE ALGORITHMS FROM DATA MINING TO COMPLEMENT THE REP-INDEX,2016,Português,IADIS International Journal on WWWInternet,SEM_DADOS,SEM_DADOS,"['VIVIAN, G. R. and', 'CERVI, C. R. and', 'Diogo Nelson Rovadosky and']"
LATTES,PERIODICO,9967502924584073,Gláucio Ricardo Vivian,,MahoutGUI: Uma Interface Gráfica para Gerar Recomendações com o Apache Mahout Diretamente de Banco de Dados usando Mapeamento Objeto-Relacional,2017,Português,Anais XIII Escola Regional de Informática de Banco de Dados,SEM_DADOS,SEM_DADOS,"['VIVIAN, G. R. and', 'CERVI, C. R. and']"
LATTES,PERIODICO,9967502924584073,Gláucio Ricardo Vivian,,"Uma Proposta de Abordagem de Recomendação para Carreira de Pesquisadores Baseada em Personalização, Similaridade de Perfil e Reputação Acadêmica",2017,Português,Anais XIII Escola Regional de Informática de Banco de Dados,SEM_DADOS,SEM_DADOS,"['VIVIAN, G. R. and', 'CERVI, C. R. and']"
LATTES,PERIODICO,9967502924584073,Gláucio Ricardo Vivian,,Utilizando Técnicas de Data Science para Definir o Perfil do Pesquisador Brasileiro da Area de Ci?encia da Computação,2016,Português,Anais da XII ERBD,SEM_DADOS,SEM_DADOS,"['VIVIAN, G. R. and', 'CERVI, C. R. and']"
