FONTE,TIPO,ID_LATTES,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,4371561887763653,Jacson Luiz Matte,,AMBIENTE VIRTUAL DE APRENDIZAGEM MOODLE: UM ESTUDO DE CASO NA UNOESC,2018,Português,"Seminário de Iniciação Científica e Seminário Integrado de Ensino, Pesquisa e Extensão",SEM_DADOS,SEM_DADOS,"['GIRARDELO, L. and', 'MATTE, J. L. and']"
LATTES,PERIODICO,4371561887763653,Jacson Luiz Matte,,JMatching: Correspondência entre esquemas através de amostras do usuário,2018,Português,Revista de Sistemas de Informação da FSMA,SEM_DADOS,SEM_DADOS,"['MATTE, J. L. and', 'DUARTE, D. and']"
