FONTE,TIPO,ID_LATTES,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.5433/1981-8920.2016v21n2p143,Curadoria digital: proposta de um modelo para curadoria digital em ambientes big data baseado numa abordagem semi-automática para a seleção de objetos digitais,2016,Português,Informação &amp; Informação (UEL. Online),SEM_DADOS,SEM_DADOS,"['DUTRA, MOISÉS LIMA and', 'MACEDO, DOUGLAS DYLLON JERONIMO DE and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.1504/IJGUC.2018.10016122,An infrastructure model for smart cities based on big data,2018,Inglês,International Journal of Grid and Utility Computing,SEM_DADOS,SEM_DADOS,"['GOMES, E. and', 'DANTAS, M.A.R. and', 'MACEDO, D. D. J. and', 'DE ROLT, CARLOS and', 'DIAS, J. and', 'FOSCHINI, LUCA and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,,Usability Engineering of a Radiological Workstation for Mobile Devices: An Experience Report,2016,Inglês,REVISTA DE INFORMÁTICA APLICADA,SEM_DADOS,SEM_DADOS,"['COSTA, P. V. R. and', 'WANGENHEIM, A. V. and', 'WANGENHEIM, C. G. V. and', 'SOUZA, A. I. and', 'MACEDO, D. D. J. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.19132/1808-5245233.179-206,Uma proposta de taxonomia para a categorização das falhas no ambiente das cadeias de suprimentos,2017,Português,EM QUESTÃO,SEM_DADOS,SEM_DADOS,"['PLAZA-CARVAJAL, M. L. and', 'MACEDO, D. D. J. and', 'DUTRA, M. L. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.1142/s2424862217500026,Value Creation in Big Data Scenarios: A Literature Survey,2017,Inglês,Journal of Industrial Integration and Management,SEM_DADOS,SEM_DADOS,"['FURTADO, LEONEL and', 'DUTRA, MOIS?S and', 'MACEDO, DOUGLAS and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.20396/rdbci.v16i1.8650412,A produção científica sobre qualidade de dados em big data: um estudo na base de dados Web of Science,2017,Português,REVISTA DIGITAL DE BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO,SEM_DADOS,SEM_DADOS,"['FAGUNDES, P. B. and', 'FREUND, G. P. and', 'MACEDO, D. D. J. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.1504/ijguc.2019.10023106,Cache replication for information-centric networks through programmable networks,2019,Inglês,International Journal of Grid and Utility Computing,SEM_DADOS,SEM_DADOS,"['NASCIMENTO, ERICK BARROS and', 'MACEDO, D. D. J. and', 'MORENO, EDWARD DAVID and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,,"Special Issue on Novel Algorithms, Emergent Approaches and Applications for Distributed Computing",2019,Inglês,International Journal of Grid and Utility Computing (IJGUC),SEM_DADOS,SEM_DADOS,"['MACEDO, D. D. J. and', 'SAVVAS, I. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.17533/udea.rib.v41n2a06,Grado del sistema tecnológico de los inventores peruanos: producción de patentes (2003/2013),2018,Espanhol,REVISTA INTERAMERICANA DE BIBLIOTECOLOGIA,SEM_DADOS,SEM_DADOS,"['PINTO, A. L. and', 'MURIEL-TORRADO, E. and', 'MACEDO, D. D. J. and', 'PACHECO-MENDOZA, J. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.26512/rici.v11.n3.2018.10388,A produção intelectual sobre qualidade da informação na Web of Science entre 1989 a 2016: características básicas,2018,Português,REVISTA IBERO-AMERICANA DE CIÊNCIA DA INFORMAÇÃO,SEM_DADOS,SEM_DADOS,"['FAGUNDES, P. B. and', 'VIANNA, W. B. and', 'MACEDO, D. D. J. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.5007/1518-2924.2018v23n53p147,Uma proposta de arquitetura de microsserviços aplicada em um sistema de CRM social,2018,Português,Encontros Bibli (UFSC),SEM_DADOS,SEM_DADOS,"['CHIARADIA, L. F. and', 'MACEDO, D. D. J. and', 'DUTRA, M. L. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,,Requisitos para Análise de Segurança da Informação em Provedores de Serviços em Nuvem,2018,Português,INFORMAÇÃO &amp; TECNOLOGIA (ITEC),SEM_DADOS,SEM_DADOS,"['FREUND, G. P. and', 'FAGUNDES, P. B. and', 'MACEDO, D. D. J. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,,Bibliotecas Universitárias Brasileiras e seus Serviços On-line,2018,Português,INFORMAÇÃO &amp; TECNOLOGIA (ITEC),SEM_DADOS,SEM_DADOS,"['MURIEL-TORRADO, E. and', 'DUTRA, M. L. and', 'MACEDO, D. D. J. and', 'MATIAS, M. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.1590/1981-5344/3348,Mecanismos tecnológicos de segurança da informação no tratamento da veracidade dos dados em ambientes Big Data,2019,Português,Perspectivas em Ciência da Informação (on line),SEM_DADOS,SEM_DADOS,"['FREUND, G. P. and', 'FAGUNDES, P. B. and', 'MACEDO, D. D. J. and', 'DUTRA, M. L. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.26512/rici.v12.n3.2019.21203,Proveniência de Dados e Segurança da Informação: relações interdisciplinares no domínio da Ciência da Informação,2019,Português,REVISTA IBERO-AMERICANA DE CIÊNCIA DA INFORMAÇÃO,SEM_DADOS,SEM_DADOS,"['FREUND, G. P. and', 'SEMBAY, M. and', 'MACEDO, D. D. J. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.1177/1063293x19844548,Toward an efficient healthcare CloudIoT architecture by using a game theory approach,2019,Inglês,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,SEM_DADOS,SEM_DADOS,"['DE MACEDO, DOUGLAS DYLLON JERONIMO and', 'DE ARAÚJO, GUSTAVO MEDEIROS and', 'DUTRA, MOISÉS LIMA and', 'DUTRA, SILVANA TORIANI and', 'LEZANA, ÁLVARO GUILLERMO ROJAS and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.19132/1808-5245261.237-254,"Taxonomias, ontologias e tesauros: possibilidades de contribuição para o processo de Engenharia de Requisitos",2020,Português,EM QUESTÃO,SEM_DADOS,SEM_DADOS,"['FAGUNDES, P. B. and', 'MACEDO, D. D. J. and', 'VITAL, L. and', 'BARROS, C. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.6018/analesdoc.326771,Aplicación de la Ley de Bradford a la Investigación Sobre Open Government,2020,Espanhol,Anales de Documentación (Internet),SEM_DADOS,SEM_DADOS,"['SEMBAY, M. and', 'PINTO, A. L. and', 'MACEDO, D. D. J. and', 'GONZALEZ, J. A. M. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.1016/j.future.2020.01.025,Security and trust in cloud application life-cycle management,2020,Inglês,Future Generation Computer Systems,SEM_DADOS,SEM_DADOS,"['ALBANESE, MASSIMILIANO and', 'DE BENEDICTIS, ALESSANDRA and', 'DE MACEDO, DOUGLAS D.J. and', 'MESSINA, FABRIZIO and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.4108/eai.22-7-2020.165673,Effects of data protection laws on data brokerage businesses,2020,Inglês,ICST Transactions on Scalable Information Systems,SEM_DADOS,SEM_DADOS,"['BIRCKAN, G. and', 'DUTRA, M. and', 'DE MACEDO, D. and', 'VIERA, A. and']"
LATTES,PERIODICO,0149028226656519,Douglas Dyllon Jeronimo de Macedo,10.1088/1742-6596/341/1/012016,A Study of NetCDF as an Approach for High Performance Medical Image Storage,2012,Inglês,Journal of Physics. Conference Series (Online),SEM_DADOS,SEM_DADOS,"['MAGNUS, M. and', 'PRADO, T. C. and', 'WANGENHEIM, A. V. and', 'DANTAS, M.A.R. and', 'MACEDO, D. D. J.;Douglas D. J. de Macedo;de Macedo, D. D. J.;de Macedo, Douglas D. J.;Douglas Dyllon Jeronimo de Macedo;MACEDO, DOUGLAS D.J. DE;DE MACEDO, DOUGLAS D.J.;MACEDO, DOUGLAS DYLLON JERONIMO DE;MACEDO, DOUGLAS;MACEDO, DOUGLAS D. J. DE;DE MACEDO, DOUGLAS DYLLON JERONIMO;DOUGLAS DE MACEDO, D. J.;DE MACEDO, D. and']"
