FONTE,TIPO,ID_LATTES,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,7243777210978499,Darlan Florêncio de Arruda,10.1145/3178315.3178323,Requirements Engineering in the Context of Big Data Applications,2018,Inglês,SOFTWARE ENGINEERING NOTES,SEM_DADOS,SEM_DADOS,"['ARRUDA, DARLAN and']"
LATTES,PERIODICO,7243777210978499,Darlan Florêncio de Arruda,,Métricas de Software: Problema ou Solução?,2014,Português,ENGENHARIA DE SOFTWARE MAGAZINE,SEM_DADOS,SEM_DADOS,"['ARRUDA, DARLAN and']"
