FONTE,TIPO,ID_LATTES,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,1800535181331562,Fernando Simon,,Web Services para Divulgação de Dados Meteorológicos,2005,Português,Hífen (Uruguaiana),SEM_DADOS,SEM_DADOS,"['ALVES, Adriana Gomes and', 'QUADRO, Fernando Silveira de and', 'SPERB, Rafael Medeiros and', 'BUGHI, Carlos Henrique and', 'CUNHA, Gisele Bianchini da and', 'SEM_DADOS and']"
LATTES,PERIODICO,1800535181331562,Fernando Simon,,Sistema de informações geográficas para rastreio de sanidade animal,2007,Português,Infogeo,SEM_DADOS,SEM_DADOS,"['SPERB, Rafael Medeiros and', 'BUGHI, Carlos Henrique and', 'ALVES, Adriana Gomes and', 'KOSLOWSKI, Jeferson and', 'CUNHA, Gisele Bianchini da and', 'Silva, Nataly P. da and', 'SEM_DADOS and']"
