FONTE,TIPO,ID_LATTES,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,ACTIVERULESDBX - UMA FERRAMENTA PARA EXECUÇÃO DE REGRAS A PARTIR DA DETECÇÃO DE EVENTOS TEMPORAIS,2009,Português,Gestão (Curitiba),SEM_DADOS,SEM_DADOS,"['KASPER, Jeferson and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'LIBRELOTTO, G. R. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,AVALIAÇÃO DO USO DA TECNOLOGIA DE INFORMAÇÃO DE PONTOS DE VENDA (PDVS) NO AUXÍLIO DO AUTOCONTROLE DE PRODUTIVIDADE,2011,Português,Gestão (Curitiba),SEM_DADOS,SEM_DADOS,"['EMANUELLI, C. B. and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'Dalmolin, L.C. and', 'Nilson Ribeiro Modro and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,"REFLEXÕES SOBRE MARCA, ATIVOS E BRAND EQUITY",2011,Português,Gestão (Curitiba),SEM_DADOS,SEM_DADOS,"['Nelcimar R. Modro and', 'Nilson Ribeiro Modro and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'Luiz Antonio Pereira Neves and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,UM MODELO DE BUSINESS INTELLIGENCE PARA AUXÍLIO NO PLANEJAMENTO DA COLETA DE RESÍDUOS SÓLIDOS,2011,Português,Gestão (Curitiba),SEM_DADOS,SEM_DADOS,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'Casagrande Jr., Eloy Fassi and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,UM SISTEMA DE GERENCIAMENTO ACADÊMICO GEOGRAFICAMENTE DISTRIBUÍDO COM SUPORTE A UM ÚNICO PONTO DE AUTENTICAÇÃO,2011,Português,Revista da Universidade Vale do Rio Verde,SEM_DADOS,SEM_DADOS,"['Alfredo Del Fabro Neto and', 'TURCHETTI, R. C. and', 'Celio Trois and', 'Priesnitz Filho,W. and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'Eunice Palmeira and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,UMA ABORDAGEM DIFERENCIADA NO ENSINO DE ALGORITMOS ATRAVÉS DA UTILIZAÇÃO DE UMA LOUSA DIGITAL,2012,Português,"GEINTEC - Gestão, Inovação e Tecnologias",SEM_DADOS,SEM_DADOS,"['Priesnitz Filho,W. and', 'Abegg, I. and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,Simulation based on system dynamics to evaluate scenarios about the generation and disposal of municipal solid waste,2012,Português,African Journal of Business Management,SEM_DADOS,SEM_DADOS,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'LÖBLER, Mauri Leodir and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.7177/sg.2013.v8.n1.a9,Uso do Twitter como Canal de Marketing: Uma Análise das Principais Empresas Brasileiras de Comércio Eletrônico,2013,Português,S &amp; G. Sistemas &amp; Gestão,SEM_DADOS,SEM_DADOS,"['Anderson Cunha Petry and', 'SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.5902/198346597166,Assessment of Energy Saving in Waste Recycling using System Dynamics,2013,Inglês,Revista de Administração da UFSM,SEM_DADOS,SEM_DADOS,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and', 'Nilson Ribeiro Modro and', 'Dalmolin, L.C. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.1504/IJESD.2014.064960,Simulation computer to evaluate scenarios of solid waste - an approach using systems dynamics,2014,Inglês,International Journal of Environment and Sustainable Development,SEM_DADOS,SEM_DADOS,"['SIMONETTO, E. O.;SIMONETTO, EUGÊNIO DE OLIVEIRA;SIMONETTO, EUG&amp;ECIRC;NIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.7177/sg.2014.v9.n1.a5,Simulação Computacional para Avaliação de Cenários sobre a Reciclagem de Papel e seus Possíveis Benefícios,2014,Português,S &amp; G. Sistemas &amp; Gestão,SEM_DADOS,SEM_DADOS,"['SIMONETTO, E. O. and', 'QUATRIN, D. R. and', 'KLEIN, L. L. and', 'RODRIGUES, G. O. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.1590/S0103-65132013005000034,Simulação baseada em System Dynamics para avaliação de cenários sobre geração e disposição de resíduos sólidos urbanos,2013,Inglês,Produção (São Paulo. Impresso),SEM_DADOS,SEM_DADOS,"['SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'LÖBLER, Mauri Leodir and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.7198/S2237-0722201400020018,USE OF SYSTEM DYNAMICS TO EVALUATE SCENARIOS OF SOLID WASTE RECYCLING,2014,Português,"Revista GEINTEC: gestao, inovacao e tecnologias",SEM_DADOS,SEM_DADOS,"['SIMONETTO, E. O. and', 'RODRIGUES, G. O. and', 'Dalmolin, L.C. and', 'Nilson Ribeiro Modro and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.5892/ruvrd.v12i1.1461,ANÁLISE COMPARATIVA DO USO DE REDES SOCIAIS COMO CANAL DE MARKETING POR EMPRESAS BRASILEIRAS DE COMÉRCIO ELETRÔNICO,2014,Português,Revista da Universidade Vale do Rio Verde,SEM_DADOS,SEM_DADOS,"['RODRIGUES, G. O. and', 'SIMONETTO, E. O. and', 'BROSSARD, C. S. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.20985/1980-5160.2016.v11n1.878,Análise do Uso do Facebook como Ferramenta de Marketing pelas Principais Eempresas Brasileiras de Comércio Eletrônico,2016,Português,S &amp; G. Sistemas &amp; Gestão,SEM_DADOS,SEM_DADOS,"['RODRIGUES, G. O. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'BROSSARD, C. S. and', 'LÖBLER, Mauri Leodir and', 'Alfredo Del Fabro Neto and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,USO DE DINÂMICA DE SISTEMAS PARA AVALIAÇÃO DE CENÁRIOS DE REAPROVEITAMENTO DE ÓLEO DE COZINHA NA PRODUÇÃO DE BIODIESEL EM UMA IES PÚBLICA,2016,Português,S &amp; G. Sistemas &amp; Gestão,SEM_DADOS,SEM_DADOS,"['RIZZETTI, T. A. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'RODRIGUES, G. O. and', 'GIL, R. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,APLICAÇÃO DA TECNOLOGIA DE INFORMAÇÃO: DIAGNÓSTICO E SUGESTÕES DE MELHORIAS NO MARKETING DE RELACIONAMENTO DE UMA EMPRESA DO SETOR DO AGRONEGÓCIO,2015,Português,"RevInt - REVISTA INTERDISCIPLINAR DE ENSINO, PESQUISA E EXTENSÃO",SEM_DADOS,SEM_DADOS,"['ROSA, A. C. and', 'CECCHIN, J. L. and', 'PETINI, A. M. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'OLIVEIRA, A. C. and', 'FLORES, T. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.18472/SustDeb.v7n1.2016.17355,Uso de Resíduos de Pneumáticos Inservíveis na Produção de Concreto Para Blocos: uma simulação computacional,2016,Português,Sustentabilidade em Debate,SEM_DADOS,SEM_DADOS,"['KLEIN, L. L. and', 'RODRIGUES, G. O. and', 'TONETTO, M. S. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.14488/1676-1901.v16i3.2333,Simulação computacional para avaliação do impacto ambiental gerado pela tecnologia de informação,2016,Português,Revista Produção Online,SEM_DADOS,SEM_DADOS,"['KROTH, G. L. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'LÖBLER, Mauri Leodir and', 'J.S.Gubiani and', 'SCHIEFELBEIN, U. H. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,Um Estudo Empírico sobre o Impacto Macroeconômico do Programa Bolsa Família,2017,Português,DESENVOLVIMENTO EM QUESTÃO,SEM_DADOS,SEM_DADOS,"['SANTOS, W. F. and', 'RODRIGUES, G. O. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'BARCELOS, D. V. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,Pesquisa Operacional aplicada à Administração: um estudo sobre os artigos internacionais publicados entre 1993 e 2013,2017,Português,ReA UFSM,SEM_DADOS,SEM_DADOS,"['SANTOS, W. F. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.5892/ruvrd.v14i1.2749,SUSTENTABILIDADE NO USO DO BIODIESEL: modelagem computacional baseada em dinâmica de sistemas,2016,Português,Revista da Universidade Vale do Rio Verde,SEM_DADOS,SEM_DADOS,"['RODRIGUES, G. O. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'RAVANELLO, F. and', 'BELTRAME, G. and', 'MOTKE, F. D. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,ESTRATÉGIA EMPRESARIAL DOMINANTE DE RESTAURANTES E LANCHERIAS EM UMA INSTITUIÇÃO DE ENSINO SUPERIOR,2016,Português,Pensamento &amp; Realidade,SEM_DADOS,SEM_DADOS,"['RODRIGUES, G. O. and', 'SCHNEIDER, J. R. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'LÖBLER, Mauri Leodir and', 'COLPO, I. and', 'MINUZZI, R. C. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.5937/sjm11-10944,System dynamics model for evaluation of reuse of electronic waste originated from personal computers,2016,Inglês,Serbian Journal of Management,SEM_DADOS,SEM_DADOS,"['SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'QUELHAS, O. L. and', 'BRKI&amp;#262;, V. S. and', 'PUTNIK, G. and', 'ALVES, C. and', 'CASTRO, H. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.5585/exactaep.v14n3.6404,Um modelo de dinâmica de sistemas para avaliação do reaproveitamento de resíduos eletrônicos na remanufatura de computadores em uma instituição de ensino superior,2016,Português,Exacta (São Paulo. Impresso),SEM_DADOS,SEM_DADOS,"['SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'PUTNIK, G. and', 'RODRIGUES, G. O. and', 'ALVES, C. and', 'CASTRO, H. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,ANÁLISE DE CENÁRIOS ENVOLVENDO SATISFAÇÃO NO TRABALHO E ESTRESSE OCUPACIONAL ATRAVÉS DA DINÂMICA DE SISTEMAS,2017,Português,Future Studies Research Journal - Future,SEM_DADOS,SEM_DADOS,"['ALMEIDA, D. M. and', 'TOMAZZONI, G. C. and', 'RODRIGUES, G. O. and', 'SANTOS, A. S. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.17058/cepe.v0i45.8248,Proposta de utilização do biodiesel em tratores de uma instituição de ensino superior: uma simulação computacional,2017,Português,ESTUDOS DO CEPE,SEM_DADOS,SEM_DADOS,"['RODRIGUES, G. O. and', 'SCHNEIDER, J. R. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'LÖBLER, Mauri Leodir and', 'TREVISAN, M. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.5902/2526629227497,"CONCEPÇÃO DE UM MODELO DE INDICADORES DE GESTÃO DE PESSOAS: O CASO DOS INSTITUTOS FEDERAIS DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",2017,Português,Práticas de Administração Pública,SEM_DADOS,SEM_DADOS,"['BASSI, E. R. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.5892/ruvrd.v15i2.3308,OTIMIZAÇÃO DO SISTEMA DE MÁQUINAS VIRTUAIS DO COLÉGIO TÉCNICO INDUSTRIAL DE SANTA MARIA UTILIZANDO LXC/LXD,2017,Português,REVISTA DA UNIVERSIDADE VALE DO RIO VERDE,SEM_DADOS,SEM_DADOS,"['RIZZETTI, BRUNO and', 'RODRIGUES, GLAUCO OLIVEIRA and', 'RIZZETTI, TIAGO ANTÔNIO and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.14488/BJOPM.2018.v15.n1.a14,Waste remanufacturing modeling originated from household equipment,2018,Inglês,Brazilian Journal of Operations &amp;amp; Production Management,SEM_DADOS,SEM_DADOS,"['SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'PUTNIK, G. and', 'BUTALA, P. and', 'MONTEIRO, A. C. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,PERCEPÇÃO DISCENTE SOBRE ÂNCORAS DE CARREIRA E VALORES RELATIVOS AO TRABALHO,2017,Português,REA. REVISTA ELETRÔNICA DE ADMINISTRAÇÃO (FRANCA. ONLINE),SEM_DADOS,SEM_DADOS,"['ALMEIDA, D. M. and', 'SALES, E. S. and', 'Vania F.B. Estivalete and', 'LOPES, L. F. D. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'CORREA, J. S. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.15665/dem.v16i2.1450,Importance of Innovation for European SMEs: Perception of Experts,2018,Português,Dimensión Empresarial,SEM_DADOS,SEM_DADOS,"['ARENHARDT, D. L. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'RODRIGUES, G. O. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.15675/gepros.v14i1.2102,"A computational model for analysis of biodiesel production, derived from cooking oil, and use in collection of garbage",2019,Português,"GEPROS.Gestão da Produção, Operações e Sistemas",SEM_DADOS,SEM_DADOS,"['RODRIGUES, G. O. and', 'PEREIRA, A. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'TREVISAN, M. and', 'BARCELOS, D. V. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.5892/ruvrd.v16i1.4938,INDÚSTRIA 4.0: CONCEITOS E PERSPECTIVAS PARA O BRASIL,2018,Português,REVISTA DA UNIVERSIDADE VALE DO RIO VERDE,SEM_DADOS,SEM_DADOS,"['PEREIRA, ADRIANO and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,REMANUFATURA: UMA VISÃO ACERCA DA PESQUISA ACADÊMICA E DOS HOT TOPICS NA BASE DE DADOS DO ISI WEB OF SCIENCE (WoS),2018,Português,REVISTA UNIFAMMA,SEM_DADOS,SEM_DADOS,"['MEDEIROS, F.S.B. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.14488/BJOPM.2018.v15.n4.a6,How connectivity and search for producers impact production in Industry 4.0 networks,2018,Português,Brazilian Journal of Operations &amp;amp; Production Management,SEM_DADOS,SEM_DADOS,"['PEREIRA, A. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'PUTNIK, G. and', 'CASTRO, H. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.20397/2177-6652/2018.v18i3.1404,Modelagem computacional para avaliação de cenários sobre a reciclagem de papel em uma Instituição de Ensino Superior,2018,Português,Revista Gestão e Tecnologia,SEM_DADOS,SEM_DADOS,"['MEDEIROS, F.S.B. and', 'COLPO, I. and', 'RODRIGUES, G. O. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,,PESQUISA OPERACIONAL: UMA ANÁLISE DA PRODUÇÃO CIENTÍFICA BRASILEIRA EM ADMINISTRAÇÃO EM RELAÇÃO AOS AUTORES INTERNACIONAIS MAIS RELEVANTES DOS ÚLTIMOS VINTE ANOS,2018,Português,REA. REVISTA ELETRÔNICA DE ADMINISTRAÇÃO (FRANCA. ONLINE),SEM_DADOS,SEM_DADOS,"['SANTOS, W. F. and', 'RODRIGUES, G. O. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.21527/2237-6453.2019.47.357-372,Simulação Baseada em System Dynamics para Avaliação de Cenários sobre Geração e Disposição de Resíduos Eletrônicos em uma Instituição de Ensino Superior,2019,Português,DESENVOLVIMENTO EM QUESTÃO,SEM_DADOS,SEM_DADOS,"['ZWICKER, A. A. M. and', 'SCHNEIDER, J. R. and', 'BELTRAME, G. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'LÖBLER, Mauri Leodir and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.17058/cepe.v0i48.12527,Desenvolvimento e avaliação de um modelo de simulação computacional para reaproveitamento de banners de lona,2018,Português,ESTUDOS DO CEPE,SEM_DADOS,SEM_DADOS,"['SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'RODRIGUES, GLAUCO OLIVEIRA and', 'BENDER, C. S. and', 'TOCCHETTO, M. R. L. and', 'SALES, E. S. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.5892/ruvrd.v17i1.5085,ANÁLISE DO REAPROVEITAMENTO DA ÁGUA GERADA PELOS AR CONDICIONADOS DE UMA INSTITUIÇÃO DE ENSINO SUPERIOR,2019,Português,REVISTA DA UNIVERSIDADE VALE DO RIO VERDE,SEM_DADOS,SEM_DADOS,"['RODRIGUES, GLAUCO OLIVEIRA and', 'ANTUNES, MARCELO CASSANTA and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'NEGRINI, FERNANDO and', 'SALES, ELIJEANE DOS SANTOS and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.20985/1980-5160.2019.v14n3.1544,O uso de Dinâmica de Sistemas para avaliação de cenários sobre terceirização (outsourcing) de impressão em uma instituição pública de ensino,2019,Português,Revista Eletronica Sistemas &amp; Gestão,SEM_DADOS,SEM_DADOS,"['NEGRINI, F. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'RODRIGUES, G. O. and', 'CASTRO, H. and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.17058/cepe.v0i49.13909,Uso da modelagem computacional para comparativo entre adição de diferentes percentuais de biodiesel no transporte de resíduos sólidos urbanos,2019,Português,ESTUDOS DO CEPE,SEM_DADOS,SEM_DADOS,"['RODRIGUES, GLAUCO OLIVEIRA and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'DALMOLIN, LUIZ CLAUDIO and', 'MODRO, NILSON RIBEIRO and', 'DE BARROS, RONI STORTI and']"
LATTES,PERIODICO,1853313255345200,Eugênio de Oliveira Simonetto,10.6008/CBPC2179-684X.2019.002.0009,Geração solar fotovoltaica como proposta para redução do custo da energia elétrica de uma instituição de ensino superior,2019,Português,REVISTA BRASILEIRA DE ADMINISTRAÇÃO CIENTÍFICA,SEM_DADOS,SEM_DADOS,"['RODRIGUES, GLAUCO OLIVEIRA and', 'NEGRINI, F. and', 'EIDT, W. and', 'SIMONETTO, EUGÊNIO DE OLIVEIRA and', 'BARROS, R. S. and']"
