FONTE,TIPO,ID_LATTES,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL/LIVRO,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,9856398577674606,Saimor Raduan Araújo Souza,,"Objeto de Estudo de Letramento (OEL), um objeto de aprendizagem para auxílio a alfabetização infantil",2017,Português,XXX Congresso da Sociedade Brasileira de Computação,SEM_DADOS,SEM_DADOS,"['SOUZA, S. R. A. and', 'SILVA, Kaio Alexandre da and', 'SAMPAIO, Luis Filipe de Castro and', 'ARAÚJO, Lucas Felipe Alves de and']"
LATTES,PERIODICO,9856398577674606,Saimor Raduan Araújo Souza,,Desenvolvimento de um Objeto de Aprendizagem baseado em Mobile Learning e sistemas de recomendaçõ es para o auxílio ao processo de letramento infantil na educação básica,2017,Português,ESCOLA REGIONAL DE BANCO DE DADOS (ERBD),SEM_DADOS,SEM_DADOS,"['SOUZA, S. R. A. and', 'SILVA, Kaio Alexandre da and', 'SAMPAIO, Luis Filipe de Castro and', 'ARAÚJO, Lucas Felipe Alves de and']"
