FONTE,TIPO,ID_LATTES,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,0166466226010035,Mariusa Warpechowski,,Tecnologia e crianças: a informática no ensino da educação infantil,2016,Português,Trajetória Multicursos,SEM_DADOS,SEM_DADOS,"['MESQUITA, H. R. and', 'WARPECHOWSKI, M.;WARPECHOWSKI, MARIUSA and']"
