FONTE,TIPO,ID_LATTES,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,0721839644753258,Gustavo Zanini Kantorski,,Predição da Evasão em Cursos de Graduação em Instituições Públicas,2016,Português,cbie.sbie.2016.906,SEM_DADOS,SEM_DADOS,"['KANTORSKI, GUSTAVO ZANINI and', 'FLORES, E. G. and', 'SCHMITT, J. A. and', 'HOFFMANN, I. L. and', 'BARBOSA, F. P. and']"
LATTES,PERIODICO,0721839644753258,Gustavo Zanini Kantorski,10.1145/2783888.2783898,Automatic Filling of Hidden Web Forms,2015,Inglês,SIGMOD Record,SEM_DADOS,SEM_DADOS,"['KANTORSKI, GUSTAVO ZANINI and', 'MOREIRA, VIVIANE PEREIRA and', 'HEUSER, CARLOS ALBERTO and']"
