FONTE,TIPO,ID,NOME,DOI,TITULO,ANO,LANG,EVENTO/JOURNAL,CIDADE_EVENTO,ANO_EVENTO,AUTORES
LATTES,PERIODICO,5847865533404279,Rodrigo Moreira,10.1504/ijguc.2020.103969,A smart network and compute-aware Orchestrator to enhance QoS on cloud-based multimedia services,2020,Inglês,International Journal of Grid and Utility Computing,SEM_DADOS,SEM_DADOS,"['MOREIRA, R. and', 'SILVA, F. O. and', 'ROSA, P. F. and', 'AGUIAR, R. L. A. and']"
LATTES,PERIODICO,5847865533404279,Rodrigo Moreira,10.1016/j.adhoc.2019.101895,5GinFIRE: An End-to-End Open5G Vertical Network Function Ecosystem,2019,Inglês,Ad Hoc Networks,SEM_DADOS,SEM_DADOS,"['SILVA, ALOIZIO P. and', 'NEGALES, BORJA and', 'NEJABATI, REZA and', 'SIMEONIDOU, DIMITRA and', 'TRANORIS, CHRISTOS and', 'DENAZIS, SPYROS and', 'SARGENTO, SUSANA and', 'PEREIRA, JOÃO and', 'LUÍS, MIGUEL and', 'MOREIRA, RODRIGO and', 'SILVA, FLÁVIO and', 'VIDAL, IVAN and']"
