evento journal,cluster id,confidence
ideas2000 proceedings,1179,1.0
iecon 2013,245,0.4945310950279236
iecon 2013,245,0.4945310950279236
iecon2014,246,0.49453108255427447
iecon2014,246,0.49453108255427447
iecon2014,246,0.49453108255427447
iecon2014,246,0.49453108255427447
iee proceedings. electric power applications,247,0.46444088026782515
iee proceedings. electric power applications,247,0.46444088026782515
iee proceedings. electric power applications (cessou em 2006. cont. issn 1751-8660 iet electric power applications (print)),247,0.4359536234024277
ieee 13th international conference on computer and information technology (cit2013),1180,1.0
ieee 36th annual power electronics specialists conference,248,0.4945310950279236
ieee 36th annual power electronics specialists conference,248,0.4945310950279236
ieee access,249,0.4945310950279236
ieee access,249,0.4945310950279236
ieee artificial intelligence systems,1181,1.0
ieee cbms 2014,1182,1.0
ieee cbms 2016,1183,1.0
ieee cbms 2017,1184,1.0
ieee cit 2016,1185,1.0
ieee computer society 2016,1186,1.0
ieee healthcom 2014,1187,1.0
ieee icalt international conference on advanced learning technologies and technology-enhanced learning,1188,1.0
ieee international conference on data engineering,1189,1.0
ieee international conference on services computing,250,0.49453108255427447
ieee international conference on services computing,250,0.49453108255427447
ieee international conference on web services,251,0.4818052114774516
ieee international conference on web services (icws),251,0.4818052114774516
ieee international symposium on intelligent signal processing,1190,1.0
ieee iscc 2014,1191,1.0
ieee journal of biomedical and health informatics,1192,1.0
ieee latin america transactions,252,0.4945310950279236
ieee latin america transactions,252,0.4945310950279236
ieee press,1193,1.0
ieee software,1194,1.0
ieee transactions on fuzzy systems,253,0.49453108255427447
ieee transactions on fuzzy systems,253,0.49453108255427447
ieee transactions on instrumentation and measurement,1195,1.0
ieee transactions on intelligent transportation systems,1196,1.0
ieee transactions on knowledge and data engineering (print),1197,1.0
ieee-cs technical committee on digital libraries,1198,1.0
ieee/wic/acm intelligent agent technology conference (wi-iat),1199,1.0
ieee/wic/acm international conference on web intelligence,254,0.4847915916247537
ieee/wic/acm international conference on web intelligence,254,0.4847915916247537
ieee/wic/acm international conference on web intelligence on - wi ampapos19,254,0.47523283104089353
"iet generation, transmission amp distribution (print)",1200,1.0
iet renewable power generation,255,0.47319093346595764
iet renewable power generation (online),255,0.47319093346595764
ii cicpg,256,0.4945310950279236
ii cicpg,256,0.4945310950279236
ii congresso brasileiro de oceanografia,1201,1.0
ii congresso de tecnologia da informacao do ifsul passo fundo,1202,1.0
ii escola regional de banco de dados,257,0.47392857072379035
ii escola regional de banco de dados,257,0.47392857072379035
ii escola regional de banco de dados,257,0.47392857072379035
ii escola regional de banco de dados,257,0.47392857072379035
ii escola regional de banco de dados (erbd),257,0.4413251015445294
ii escola regional de bancos de dados - erbd 2006,257,0.3905192784783591
ii salao de iniciacao cientifica - pucrs cd rom - resumos,258,0.3457677920589667
ii salao de iniciacao cientifica da ufrgs,1203,1.0
ii salao de iniciacao cientifica pucrs - cd rom - resumos,258,0.4256945219248821
ii salao de iniciacao cientifica pucrs - cd rom - resumos,258,0.4256945219248821
ii salao de iniciacao cientifica pucrs - cd rom/ resumos,258,0.3782925229177002
ii seminario de formacao cientifica e tecnologica,1204,1.0
ii seminario sobre grandes desafios da computacao no brasil,1205,1.0
ii sessao de posters do sbbd,1206,1.0
ii simposio de ciencia e tecnologia - resumos dos trabalhos,1207,1.0
"ii simposio de ensino, extensao, inovacao, pesquisa e pos-graduacao e 21o seminario de iniciacao cientifica integridade da producao e socializacao conhecimento",1208,1.0
ii simposio de informatica da regiao centro do rs,1209,1.0
"ii workshop de ensino em pensamento computacional, algoritmos e programacao (walgprog/2016) - congresso brasileiro de informatica na educacao (cbie 2016)",1210,1.0
ii workshop tidia fapesp 2005,259,0.49453108255427447
ii workshop tidia fapesp 2005,259,0.49453108255427447
ii workshop tidia fapesp 2005,259,0.49453108255427447
iii e-science workshop - xxiv sbbd amp xxiii sbes,1211,1.0
iii ebts - encontro brasileiro de teste de software,1212,1.0
iii encontro de jovens pesquisadores da universidade de caxias do sul - resumos dos trabalhos,1213,1.0
iii encontro nacional de pesqisadores em jornalismo,260,0.443708211183548
iii encontro nacional de pesquisadores em jornalismo,260,0.443708211183548
iii escola regional de banco de dados,261,0.4732445180416107
iii escola regional de banco de dados - erbd 2007,261,0.4732445180416107
iii mostra pedagogica de ciencias in revista interdisciplinar de ciencia aplicada,262,0.4945310950279236
iii mostra pedagogica de ciencias in revista interdisciplinar de ciencia aplicada,262,0.4945310950279236
"iii salao internacional de ensino, pesquisa e extensao",1214,1.0
iii seminario internacional de comunicacao organizacional - iii sico,1215,1.0
iii seminario regional sul de residuos solidos,263,0.49453108255427447
iii seminario regional sul de residuos solidos,263,0.49453108255427447
iii seminario regional sul de residuos solidos,263,0.49453108255427447
iii seminario regional sul de residuos solidos,263,0.49453108255427447
iii seminario regional sul de residuos solidos,263,0.49453108255427447
iii seminario regional sul de residuos solidos,263,0.49453108255427447
iii seminario regional sul de residuos solidos,263,0.49453108255427447
iii sessao de posteres do xxiv sbbd,264,0.4945310950279236
iii sessao de posteres do xxiv sbbd,264,0.4945310950279236
iii simposio de ciencia e tecnologia e iii simposio de teoria e historia da ciencia,265,0.4773504864908714
iii simposio de ciencia e tecnologia e iii simposio de teoria e historia da ciencia - resumos dos trabalhos,265,0.4773504864908714
iii simposio de computacao aplicada,1216,1.0
iii simposio internacional de qualidade ambiental - gestao ambiental urbana e industrial,266,0.4525402198392735
iii simposio internacional de qualidade ambiental - gestao ambiental urbana industrial,266,0.4525402198392735
iii simposio internacional de qualidade ambiental - livro de resumos,267,0.48454602505807365
iii simposio internacional de qualidade ambiental - livro de resumos,267,0.48454602505807365
iii simposio internacional de qualidade ambiental - livro de resumos,267,0.48454602505807365
iii simposio internacional de qualidade ambiental - livro de resumos,267,0.48454602505807365
iii simposio internacional de qualidade ambiental- livro de resumos,267,0.4556887640122914
iii workshop de engenharia e gestao do conhecimento,1217,1.0
iii workshop de teses e dissertacoes em banco de dados,268,0.49453108255427447
iii workshop de teses e dissertacoes em banco de dados,268,0.49453108255427447
iii workshop em algoritmos e aplicacoes de mineracao de dados,1218,1.0
"impacto, excelencia e produtividade das ciencias agrarias no brasil",269,0.48818111419677734
"impacto, excelencia e produtividade das ciencias agrarias no brasil - 2",269,0.48818111419677734
implementacao de consultas para visualizacao de dados de criacao animal junto ao sistema de informacoes ambientais,1219,1.0
implementacao de funcionalidade de grafico de carta de controle em um sistema de informacao ambiental,1220,1.0
implementacao de grafico boxplot sobre variaveis quimicas de qualidade da agua em um sistema de informacao ambiental,1221,1.0
impression amp pattern evidence symposium,1222,1.0
inclusao de tecnicas de interpolacao de pontos em algoritmos de descoberta online do padrao floco,1223,1.0
inclusao digital como ferramenta para mudancas sociais,1224,1.0
inclusao digital em comunidades carentes de rio grande,1225,1.0
indice de conformidade ao enquadramento no sistema de informacao ambiental - sia,1226,1.0
induscon 2016,1227,1.0
induscon 2018,1228,1.0
infobrasil,270,0.4945310950279236
infobrasil,270,0.4945310950279236
infocomp (ufla. impresso),1229,1.0
infogeo,1230,1.0
informacao amp informacao (uel. online),1231,1.0
informacao amp tecnologia (itec),271,0.4945310950279236
informacao amp tecnologia (itec),271,0.4945310950279236
informatics in education,1232,1.0
information,272,0.4945310950279236
information,272,0.4945310950279236
information and software technology,273,0.4945310950279236
information and software technology,273,0.4945310950279236
information fusion,1233,1.0
information interaction intelligence journal,1234,1.0
information processing amp management,274,0.4945310950279236
information processing amp management,274,0.4945310950279236
"information processing and management of uncertainty in knowledge-based systems. theory and foundations, communications in computer and information science.",1235,1.0
information sciences,275,0.4945310950279236
information sciences,275,0.4945310950279236
information systems management,1236,1.0
infosul95 feira e congresso de informatica,1237,1.0
iniciacao cientifica - xii salao - ix feira,276,0.42703247151584345
iniciacao cientifica - xii salao - xi feira,276,0.3904927226118482
iniciacao cientifica -xii salao - ix feira,276,0.3961551046016607
inovacao em seguranca publica,1238,1.0
"intelligent computing in the petroleum industry icpi 2002 nov 25-26, 2002 mexico city",1239,1.0
intercom 2004 - xxvii congresso brasileiro de ciencias da comunicacao,1240,1.0
"intercom curitiba 2009 - comunicacao, educacao e cultura na era digital",1241,1.0
intercom sao paulo - anais de trabalhos,1242,1.0
interface (botucatu. impresso),1243,1.0
interlocucao de saberes x,1244,1.0
international conference on computational processing of portuguese (propor),1245,1.0
international conference on database and expert systems applications,1246,1.0
international conference on education and new learning technologies,1247,1.0
international conference on enterprise information systems,277,0.49453108255427447
international conference on enterprise information systems,277,0.49453108255427447
international conference on information integration and web-based applications amp services (iiwas),1248,1.0
international conference on information systems and technology management,1249,1.0
international conference on principles and practice of constraint programming workshop on constraints and ai planning,1250,1.0
international conference on scientific and statistical database management,1251,1.0
international conference on software engineering and knowledge engineering,278,0.3941205463994166
international conference on software engineering and knowledge engineering,278,0.3941205463994166
international conference on software engineering and knowledge engineering,278,0.3941205463994166
international conference on web engineering,1252,1.0
international ifip wg 10.5 working conference on eletronic design automation frameworks,1253,1.0
international institute of informatics and systemics (iiis),1254,1.0
international journal for innovation education and research,1255,1.0
international journal for uncertainty quantification,1256,1.0
international journal of agricultural and environmental information systems,1257,1.0
international journal of artificial intelligence and applications,1258,1.0
international journal of business process integration and management (print),1259,1.0
international journal of computer applications,279,0.49453108255427447
international journal of computer applications,279,0.49453108255427447
international journal of computer applications,279,0.49453108255427447
international journal of distributed systems and technologies,1260,1.0
international journal of environment and sustainable development,1261,1.0
"international journal of environmental impacts: management, mitigation and recovery",1262,1.0
international journal of environmental studies,1263,1.0
international journal of grid and utility computing,280,0.4920455896153919
international journal of grid and utility computing,280,0.4920455896153919
international journal of grid and utility computing,280,0.4920455896153919
international journal of grid and utility computing,280,0.4920455896153919
international journal of grid and utility computing,280,0.4920455896153919
international journal of grid and utility computing (ijguc),280,0.4822229155989429
international journal of high performance systems architecture (print),1264,1.0
international journal of information and communication technology education,281,0.49453108255427447
international journal of information and communication technology education,281,0.49453108255427447
international journal of knowledge engineering and management,1265,1.0
"international journal of metadata, semantics and ontologies (print)",1266,1.0
international journal of multimedia technology,1267,1.0
international journal of network management,1268,1.0
international journal of nursing knowledge,1269,1.0
"international journal of recent contributions from engineering, science ampamp it (ijes)",1270,1.0
international journal of semantic computing,1271,1.0
international journal of software engineering and knowledge engineering,278,0.3497035636026171
international journal of software engineering and knowledge engineering,278,0.3497035636026171
international journal of sustainable development and planning: encouraging the unified approach to achieve sustainability,1272,1.0
international journal of web based communities (print),1273,1.0
international journal of web engineering and technology,1274,1.0
international journal of web information systems (print),282,0.49453108255427447
international journal of web information systems (print),282,0.49453108255427447
international journal of web information systems (print),282,0.49453108255427447
international journal of web information systems (print),282,0.49453108255427447
international journal of web information systems (print),282,0.49453108255427447
international journal on artificial intelligence tools,1275,1.0
international journal on transactions on large-scale data- and knowledge-centered systems (tldks),1276,1.0
international workshop on data engineering meets the semantic web,1277,1.0
international workshop on genomic databases proceedings,1278,1.0
international workshop on information integration on the web,1279,1.0
intexto,1280,1.0
intl. conference on geoinformatics,1281,1.0
iop conference series: earth and environmental science,1282,1.0
iosr journal of computer engineering,1283,1.0
isgt 2019,283,0.49453108255427447
isgt 2019,283,0.49453108255427447
isgt 2019,283,0.49453108255427447
isys - revista brasileira de sistemas de informacao,284,0.41182910591521227
isys: revista brasileira de sistemas de informacao,284,0.4655399442253251
isys: revista brasileira de sistemas de informacao,284,0.4655399442253251
isys: revista brasileira de sistemas de informacao,284,0.4655399442253251
it professional,1284,1.0
itng 2020,285,0.4945310950279236
itng 2020,285,0.4945310950279236
iv congresso de iniciacao cientifica - asser,1285,1.0
iv congresso de iniciacao cientifica e tecnologica do ifsp,1286,1.0
iv encontro nacional de inteligencia artificial - sbc,1287,1.0
iv erbd escola regional de banco de dados,1288,1.0
iv escola regional de banco de dados,286,0.481506971197488
iv escola regional de banco de dados,286,0.481506971197488
iv escola regional de banco de dados,286,0.481506971197488
iv escola regional de banco de dados,286,0.481506971197488
iv escola regional de banco de dados,286,0.481506971197488
iv escola regional de banco de dados,286,0.481506971197488
iv escola regional de banco de dados - erbd,286,0.45999056503929137
iv escola regional de bancos de dados,286,0.41337038499180423
iv escola regional de computacao ceara - maranhao - piaui,1289,1.0
iv mpu - mostra de producao universitaria da furg,1290,1.0
iv salao de iniciacao cientifica da ufrgs,1291,1.0
"iv salao internacional de ensino, pesquisa e extensao",1292,1.0
iv seminario regional nordeste de residuos solidos,1293,1.0
iv simposio brasileiro de sistemas eletricos,1294,1.0
iv simposio de ciencia e tecnologia - resumo dos trabalhos,1295,1.0
ix - simposio brasileiro de linguagens de programacao,1296,1.0
ix congresso internacional de custos - cd-rom,1297,1.0
ix encontro de jovens pesquisadores da ucs,288,0.46433950081130426
ix encontro de jovens pesquisadores da ucs _ resumos dos trabalhos,288,0.46919633878419664
ix encontro de jovens pesquisadores da ucs - resumos dos trabalhos,288,0.48349515670137233
ix encontro de jovens pesquisadores da ucs - resumos dos trabalhos,288,0.48349515670137233
ix encontro de jovens pesquisadores da ucs - resumos dos trabalhos,288,0.48349515670137233
ix encontro de jovens pesquisadores da ucs - resumos dos trabalhos,288,0.48349515670137233
ix encontro nacional de engenharia de sedimentos,1298,1.0
ix escola regional de alto desempenho - arquiteturas multicore (erad),1299,1.0
ix escola regional de banco de dados,289,0.48960788292788826
ix escola regional de banco de dados,289,0.48960788292788826
ix escola regional de banco de dados,289,0.48960788292788826
ix escola regional de banco de dados,289,0.48960788292788826
ix escola regional de banco de dados,289,0.48960788292788826
ix escola regional de banco de dados,289,0.48960788292788826
ix escola regional de banco de dados,289,0.48960788292788826
ix escola regional de banco de dados,289,0.48960788292788826
ix escola regional de banco de dados (erbd 2013),289,0.4751152763071229
ix escola regional de banco de dados (erbd 2013),289,0.4751152763071229
ix silubesa - resumo dos trabalhos tecnicos,290,0.49453108255427447
ix silubesa - resumo dos trabalhos tecnicos,290,0.49453108255427447
ix silubesa - resumo dos trabalhos tecnicos,290,0.49453108255427447
ix silubesa - resumo dos trabalhos tecnicos,290,0.49453108255427447
ix simposio brasileiro de sistemas computacionais (wscad08),1300,1.0
ix simposio brasileiro de sistemas de informacao,287,0.49453108255427447
ix simposio brasileiro de sistemas de informacao,287,0.49453108255427447
ix simposio luso-brasileiro de engenharia sanitaria e ambiental - silubesa - comunicacoes (resumos),1301,1.0
jai,291,0.4945310950279236
jai,291,0.4945310950279236
jai 2016,292,0.49453108255427447
jai 2016,292,0.49453108255427447
jai 2016,292,0.49453108255427447
jai 2017,293,0.49453108255427447
jai 2017,293,0.49453108255427447
jai 2017,293,0.49453108255427447
jidetev,1302,1.0
jidetev 2018,1303,1.0
jiisic12 - ix jornadas iberoamericanas de ingenieria del software e ingenieria del conocimiento,1304,1.0
"jisbd 2008 - 13th conference on software engineering and databases, 2008",1305,1.0
jmlr workshop and conference proceedings,1306,1.0
jnt - facit business and technology journal,294,0.4945310950279236
jnt - facit business and technology journal,294,0.4945310950279236
joic jornada de iniciacao cientifica,1307,1.0
jornada academica integrada 2016,1308,1.0
jornadas iberoamericanas de ingenieria de requisitos y ambientes de software: memorias,1309,1.0
jornalismo e relacoes publicas: acao e reacao,1310,1.0
journal for applied computing research,1311,1.0
"journal of cloud computing: advances, systems and applications",1312,1.0
journal of computacional interdisciplinary sciences,1313,1.0
journal of computational interdisciplinary sciences,295,0.4945310950279236
journal of computational interdisciplinary sciences,295,0.4945310950279236
journal of computer sciences,296,0.4945310950279236
journal of computer sciences,296,0.4945310950279236
journal of digital imaging,1314,1.0
journal of environment and biotechnology research,1315,1.0
journal of grid computing,297,0.49453108255427447
journal of grid computing,297,0.49453108255427447
journal of grid computing,297,0.49453108255427447
journal of industrial integration and management,1316,1.0
journal of information and data management,298,0.48096679237335727
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information and data management - jidm,298,0.49387692063922617
journal of information science,1317,1.0
journal of network and computer applications,1318,1.0
journal of parallel and distributed computing,299,0.4807170033454895
journal of parallel and distributed computing (print),299,0.4807170033454895
journal of physics. conference series (online),300,0.4945310950279236
journal of physics. conference series (online),300,0.4945310950279236
journal of systems and software,1319,1.0
journal of the association for information science and technology,1320,1.0
journal of the brazilian society for virology - virus reviews amp research -,1321,1.0
journal of universal computer science,301,0.4774047168657687
journal of universal computer science (online),301,0.4070339358746188
journal of universal computer science (online),301,0.4070339358746188
journal of universal computer science (print),301,0.4073068965439395
journal of universal computer science (print),301,0.4073068965439395
journal of urban and environmental engineering (ufpb),1322,1.0
journal of water and health,1323,1.0
journal of web engineering,1324,1.0
knowledge and information systems,302,0.47708600160182735
knowledge and information systems,302,0.47708600160182735
knowledge and information systems (electronic resource),302,0.4602044155999656
knowledge-based systems,303,0.49453108255427447
knowledge-based systems,303,0.49453108255427447
knowledge-based systems,303,0.49453108255427447
la americas y la accion por el medio ambiente en el milenio,1325,1.0
la complejidad de lo social: la trama de la vida,1326,1.0
laclo,1327,1.0
las americas y la accion por el medio ambiente en el milenio,304,0.4508584262597224
las americas y la accioon por el medio ambiente en el milenio,304,0.42916772307658435
las americas y laaccion por el medio ambiente en el milenio,304,0.42881983303223714
"learning objects, distance education and young adults and adults education",1328,1.0
lecture note in computer science,305,0.41446603047428887
lecture notes in artificial intelligence,1329,1.0
lecture notes in business information processing,1330,1.0
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in computer science,305,0.4904331176407608
lecture notes in networks and systems,306,0.49453108255427447
lecture notes in networks and systems,306,0.49453108255427447
"lecture notes of the institute for computer sciences, social informatics and telecommunications engineering",307,0.49453108255427447
"lecture notes of the institute for computer sciences, social informatics and telecommunications engineering",307,0.49453108255427447
"lecture notes of the institute for computer sciences, social informatics and telecommunications engineering",307,0.49453108255427447
libro de resumenes,308,0.4945310950279236
libro de resumenes,308,0.4945310950279236
libro trabajos tecnicos,309,0.4945310950279236
libro trabajos tecnicos,309,0.4945310950279236
linguistica aplicada,1331,1.0
livro de resumos - xviii encontro de zoologia do nordeste,1332,1.0
"livro de resumos da i mostra cientifica, tecnologica e de inovacao do ifrs - campus sertao",1333,1.0
livro de resumos da jornada de iniciacao cientifica do on (jicon) 2013/2014,1334,1.0
livro de resumos do siccrs 2011,1335,1.0
livrode resumos / abstracts,1336,1.0
lncs - high performance computing for computational science - vecpar 2006,1337,1.0
logos (canoas),1338,1.0
materials and processes for energy: communicating current research and technological developments,1339,1.0
mathematical and computer modelling,1340,1.0
"mathematical models in medicine, business amp engineering",1341,1.0
mathematical problems in engineering,1342,1.0
memoria del vi congreso interamericano de residuos solidos de la asociacion interamericana de ingenieria sanitaria y ambiental - aidis,310,0.49453108255427447
memoria del vi congreso interamericano de residuos solidos de la asociacion interamericana de ingenieria sanitaria y ambiental - aidis,310,0.49453108255427447
memoria del vi congreso interamericano de residuos solidos de la asociacion interamericana de ingenieria sanitaria y ambiental - aidis,310,0.49453108255427447
memorias,1343,1.0
memorias comtel,1344,1.0
memorias del xxxv congreso interamericano de ingenieria sanitaria y ambiental de aidis,1345,1.0
memorias do,1346,1.0
memorias do xxxvi congreso interamericano de aidis,1347,1.0
memorias xiii congreso latinoamericano de investigadores de la comunicacion: sociedad del conocimento y comunicacion: reflexiones criticas desde america latina,1348,1.0
memorias xxv conferencia latinoamericana de informatic,1349,1.0
mensuracao de desempenho,1350,1.0
minicursos da escola regional de redes de computadores (errc2019),1351,1.0
minicursos webmedia 2018,1352,1.0
mmedia 2016 : the eighth international conferences on advances in multimedia,311,0.4945310950279236
mmedia 2016 : the eighth international conferences on advances in multimedia,311,0.4945310950279236
modeling sustainable development: selected papers on system dynamics. a book written by experts for beginners,1353,1.0
modeling the housing and urban dynamics: selected papers on system dynamics. a book written by experts for beginners,1354,1.0
"modelling, simulation and identification / 841: intelligent systems and control",1355,1.0
modelo de recnhecimento de vinculacao textual baseado em regras linguisticas,1356,1.0
moeducitec,1357,1.0
"mostra de iniciacao cientifica, pos-graduacao, pesquisa e extensao - 3a. edicao",1358,1.0
mostra de pesquisa e extensao mopex,1359,1.0
multimedia tools and applications,312,0.4945310950279236
multimedia tools and applications,312,0.4945310950279236
natural computing,1360,1.0
natural computing (dordrecht. online),1361,1.0
navus revista de gestao e tecnologia,1362,1.0
ndt 2012 - communications in computer and information science,1363,1.0
netobjectdays (node 2002),1364,1.0
neurocomputing,1365,1.0
novos olhares,1366,1.0
nucleic acids research,313,0.4804621388562015
nucleic acids research,313,0.4804621388562015
nucleic acids research (online),313,0.46676426243171576
nuevas ideas en informatica educativa,1367,1.0
,1368,1.0
,1369,1.0
,1370,1.0
,1371,1.0
,1372,1.0
,1373,1.0
,1374,1.0
,1375,1.0
,1376,1.0
,1377,1.0
,1378,1.0
,1379,1.0
,1380,1.0
,1381,1.0
,1382,1.0
,1383,1.0
,1384,1.0
,1385,1.0
,1386,1.0
,1387,1.0
,1388,1.0
,1389,1.0
,1390,1.0
,1391,1.0
,1392,1.0
,1393,1.0
,1394,1.0
,1395,1.0
,1396,1.0
,1397,1.0
,1398,1.0
,1399,1.0
,1400,1.0
,1401,1.0
,1402,1.0
,1403,1.0
,1404,1.0
,1405,1.0
,1406,1.0
,1407,1.0
,1408,1.0
,1409,1.0
,1410,1.0
,1411,1.0
,1412,1.0
,1413,1.0
,1414,1.0
,1415,1.0
,1416,1.0
,1417,1.0
,1418,1.0
,1419,1.0
,1420,1.0
,1421,1.0
,1422,1.0
,1423,1.0
,1424,1.0
,1425,1.0
,1426,1.0
,1427,1.0
,1428,1.0
,1429,1.0
,1430,1.0
,1431,1.0
,1432,1.0
,1433,1.0
,1434,1.0
,1435,1.0
,1436,1.0
,1437,1.0
,1438,1.0
,1439,1.0
,1440,1.0
,1441,1.0
,1442,1.0
,1443,1.0
,1444,1.0
,1445,1.0
,1446,1.0
,1447,1.0
,1448,1.0
,1449,1.0
,1450,1.0
,1451,1.0
,1452,1.0
,1453,1.0
,1454,1.0
,1455,1.0
,1456,1.0
,1457,1.0
,1458,1.0
,1459,1.0
o brasil na sociedade do conhecimento - desafio para o seculo xxi,314,0.49453108255427447
o brasil na sociedade do conhecimento - desafio para o seculo xxi,314,0.49453108255427447
o brasil na sociedade do conhecimento - desafio para o seculo xxi,314,0.49453108255427447
o brasil na sociedade do conhecimento - desafio para o seculo xxi,314,0.49453108255427447
o dialogo possivel: comunicacao organizacional e paradigma da complexidade,1460,1.0
"o grau de auto-organizacao existentes nos modelos de redes neurais artificiais, no processo paralelo de informacao",1461,1.0
o trabalho do historiador em espacos de memoria: a preservacao da historia do isam em celebracao aos seus 20 anos,1462,1.0
o uso do sistema de informacoes ambientais (sia) como ferramenta para o desenvolvimento de atividades voltadas a educacao ambiental,1463,1.0
objetos de aprendizagem multimodais. projetos e aplicacoes,1464,1.0
"objetos de aprendizagem, educacao a distancia e educacao de jovens e adultos",1465,1.0
objetos de aprendizaje multimodales: proyectos y aplicaciones.,1466,1.0
observatorio de la economia latinoamericana,1467,1.0
ontobras - vi seminar on ontology research in brazil,1468,1.0
org.crossref.xschema._1.title19b2107e,1469,1.0
org.crossref.xschema._1.title3c2f086,1470,1.0
org.crossref.xschema._1.title737f2356,1471,1.0
organicom (usp),315,0.4945310950279236
organicom (usp),315,0.4945310950279236
papel dos parques tecnologicos no desenvolvimento regional,1472,1.0
paralelizacao da execucao do modelo matematico cropsim para simulacao da cultura do trigo em um grid oportunista,1473,1.0
parallel computing: technology trends,1474,1.0
pedometrics 2009,1475,1.0
pensamento amp realidade,316,0.4945310950279236
pensamento amp realidade,316,0.4945310950279236
personal and ubiquitous computing (online),1476,1.0
perspectivas em ciencia da informacao (on line),1477,1.0
perspectivas em relacoes publicas,1478,1.0
perspectives on business intelligence,1479,1.0
"pesquisas no ensino basico, tecnico e tecnologico: ciencias exatas",1480,1.0
physica. a,1481,1.0
planning practice and research,1482,1.0
plano de desenvolvimento estrategico 2015-20130 - corede campos de cima da serra,1483,1.0
plano estrategico de desenvolvimento regional - corede hortensias,1484,1.0
plano estrategico de desenvolvimento regional 2015-2030 - corede serra,1485,1.0
plastico industrial,1486,1.0
politicas e praticas na formacao de professores,1487,1.0
polo moveleiro da serra gaucha - geracao de residuos e perspectivas para sistemas de gerenciamento ambiental,317,0.49453108255427447
polo moveleiro da serra gaucha - geracao de residuos e perspectivas para sistemas de gerenciamento ambiental,317,0.49453108255427447
polo moveleiro da serra gaucha - geracao de residuos e perspectivas para sistemas de gerenciamento ambiental,317,0.49453108255427447
polo moveleiro da serra gaucha - sistemas de gerenciamento ambiental na industria moveleira,318,0.49453108255427447
polo moveleiro da serra gaucha - sistemas de gerenciamento ambiental na industria moveleira,318,0.49453108255427447
polo moveleiro da serra gaucha - sistemas de gerenciamento ambiental na industria moveleira,318,0.49453108255427447
polo moveleiro da serra gaucha - sistemas de gerenciamento ambiental na industria moveleira,318,0.49453108255427447
polo moveleiro da serra gaucha - sistemas de gerenciamento ambiental na industria moveleira,318,0.49453108255427447
polo moveleiro da serra gaucha - sistemas de gerenciamento ambiental na industria moveleira,318,0.49453108255427447
polo moveleiro da serra gaucha - sistemas de gerenciamento ambiental na industria moveleira,318,0.49453108255427447
polo moveleiro da serra gaucha - sistemas de gerenciamento ambiental na industria moveleira,318,0.49453108255427447
polo moveleiro da serra gaucha - sistemas de gerenciamento ambiental na industria moveleira,318,0.49453108255427447
ponencias de alaic 2012,1488,1.0
ponencias internacionales http://www.cumbre2010.com.ar/,1489,1.0
posters: category a- bioinformatics of disease and treatment,1490,1.0
practical applications of stochastic modelling (pasm),1491,1.0
"praticas academicas em relacoes publicas: processos, pesquisas e aplicacoes.",1492,1.0
praticas de administracao publica,1493,1.0
primer congreso en ecohidrologia para america latina y el caribe,1494,1.0
proc. 10th world congress on computational mechanics,1495,1.0
proc. 9th world congress on computational mechanics and 4th asian pacific congress on computational mechanics,1496,1.0
"proc. colloquium on advances in computational science, engineering and mathematics",1497,1.0
proc. of brazilian symposium on geoinformatics (geoinfo),1498,1.0
proc. of emerging computational methods for the life sciences workshop,1499,1.0
proc. of icdl 2013,1500,1.0
"proc. of the 27th the international conference for high performance computing, networking, storage and analysis",319,0.3821858074884825
"proc. of the 29th symposium on applied computing (sac), 2014",1501,1.0
proc. of the 31st international conference on database and expert systems applications,1502,1.0
