evento journal,cluster id,confidence
anais do ix congresso internacional de conhecimento e inovacao (ciki),801,1.0
anais do ix congresso nacional de excelencia em gestao,129,0.39696133890617413
anais do ix silubesa - simposio luso-brasileiro de engenharia sanitaria e ambiental - trabalhos tecnicos,104,0.19924277625422893
anais do ix silubesa - simposio luso-brasileiro de engenharia sanitaria e ambiental - trabalhos tecnicos,104,0.19924277625422893
anais do ix silubesa - simposio luso-brasileiro de engenharia sanitaria e ambniental - trabalhos tecnicos,104,0.19740152845808645
anais do ix simposio brasileiro de sistemas de informacao,124,0.40325951655380254
anais do ix simposio brasileiro em seguranca da informacao e de sistemas computacionais,130,0.4266379187700158
anais do ix simposio internacional de qualidade ambiental,93,0.4212338824752381
anais do ix singescoop - simposio nacional de gestao de cooperativas,131,0.49453108255427447
anais do ix singescoop - simposio nacional de gestao de cooperativas,131,0.49453108255427447
anais do ix workshop de tecnologia da informacao e comunicacao das ifes,132,0.434993500367137
anais do ix workshop de teses e dissertacoes em banco de dados (wtdbd) - xxv sbbd,133,0.41288887577482436
"anais do ontobras 2010 - seminario de pesquisa em ontologia no brasil, 2010",802,1.0
anais do pibidsul / parforsul / enlicsul,803,1.0
anais do salao de iniciacao cientifica (em cd),804,1.0
"anais do salao internacional de ensino, pesquisa e extensao",95,0.42326420077728455
"anais do salao internacional de ensino, pesquisa e extensao",95,0.42326420077728455
"anais do salao internacional de ensino, pesquisa e extensao",95,0.42326420077728455
anais do sbbd-ctd,805,1.0
anais do sbcup 2013,806,1.0
anais do sbie 2005,807,1.0
anais do sbie 2012,166,0.49453108255427447
anais do sbie 2012,166,0.49453108255427447
anais do sbmidia 2001,167,0.41934800148010254
anais do sbmidia 2002,167,0.41934800148010254
anais do seminario,134,0.43635696410887026
anais do seminario de iniciacao cientifica da universidade do vale do itajai,808,1.0
anais do seminario de pos-graduacao - 2015 - inovamundi,135,0.46560776386953906
anais do seminario de pos-graduacao - 2016 - inovamundi,135,0.46560776386953906
anais do seminario interno de avaliacao da iniciacao cientifica da pucrs 2015,136,0.4738565046208426
anais do seminario interno de avaliacao da iniciacao cientifica da pucrs 2016,136,0.4738565046208426
anais do seminario nacional de limpeza publica,134,0.4646532439566281
anais do seminario nacional de limpeza publica,134,0.4646532439566281
anais do senid 2014,809,1.0
anais do simposio brasileiro de banco de dados,105,0.387454439235019
anais do simposio brasileiro de banco de dados,105,0.387454439235019
anais do simposio brasileiro de banco de dados - sbbd,105,0.3003878288388818
anais do simposio brasileiro de banco de dados - sbbd,105,0.3003878288388818
anais do simposio brasileiro de banco de dados (sbbd),105,0.3198071295043181
anais do simposio brasileiro de banco de dados (sbbd),105,0.3198071295043181
anais do simposio brasileiro de banco de dados (sbbd),105,0.3198071295043181
anais do simposio brasileiro de banco de dados (sbbd),105,0.3198071295043181
anais do simposio brasileiro de banco de dados (sbbd),105,0.3198071295043181
anais do simposio brasileiro de banco de dados (sbbd),105,0.3198071295043181
anais do simposio brasileiro de computacao aplicada a saude (csbc 2018 - 18o sbcas),810,1.0
anais do simposio brasileiro de informatica na educacao - sbie 2010,811,1.0
anais do simposio brasileiro de redes de computadores e sistemas distribuidos,137,0.4669965994646956
anais do simposio brasileiro de redes de computadores e sistemas distribuidos,137,0.4669965994646956
anais do simposio brasileiro de redes de computadores e sistemas distribuidos (sbrc),137,0.4403465559099613
anais do simposio brasileiro de seguranca e sistemas computacionais (sbseg),812,1.0
anais do simposio brasileiro de sistemas de informacao,124,0.4100981344228801
anais do simposio brasileiro de sistemas de informacao - sbsi 2016,124,0.3401421210079424
anais do simposio brasileiro de sistemas de informacao - sbsi 2016,124,0.3401421210079424
anais do simposio brasileiro em seguranca da informacao e de sistemas computacionais (sbseg),130,0.3799601024824848
anais do simposio brasileiro sobre fatores humanos em sistemas computacionais ihc 2015,138,0.39067102263697784
anais do simposio de informatica do planalto medio,125,0.3458548650620271
anais do simposio ibero-americano de tecnologias educacionais,813,1.0
anais do simposio intalo-brasileiro de engenharia sanitaria e ambiental,104,0.23855062229954183
anais do simposio internacional de inovacao em midias interativas,814,1.0
anais do simposio nacional de teoria da ciencia - dialogo com os cientistas,815,1.0
anais do til - simposio brasileiro de inteligencia artificial,816,1.0
anais do v encontro de administracao da informacao - enadi,817,1.0
anais do v forum cientifico fema,117,0.4495534744810832
anais do v forum cientifico fema,117,0.4495534744810832
anais do v forum cientifico fema,117,0.4495534744810832
anais do v salao de iniciacao cientifica da univates,97,0.18420357233527596
"anais do v salao internacional de ensino, pesquisa e extensao",95,0.43218867189216514
anais do v sigera,818,1.0
anais do v simposio de engenharia da producao da regiao nordeste (seprone 2010),139,0.42188014213168246
anais do v simposio de engenharia da producao da regiao nordeste (seprone 2010),139,0.42188014213168246
anais do v simposio de informatica da regiao centro do rs - sirc/rs 2006,140,0.40202761266183396
anais do vi e-science workshop (em conjunto com csbc 2012),141,0.49453108255427447
anais do vi e-science workshop (em conjunto com csbc 2012),141,0.49453108255427447
anais do vi encontro nacional de administracao da informacao,142,0.49453108255427447
anais do vi encontro nacional de administracao da informacao,142,0.49453108255427447
anais do vi forum cientifico fema,117,0.42522066304724115
anais do vi forum cientifico fema,117,0.42522066304724115
anais do vi seminario nacional de residuos solidos - residuos solidos urbanos especiais,143,0.49453108255427447
anais do vi seminario nacional de residuos solidos - residuos solidos urbanos especiais,143,0.49453108255427447
anais do vi simposio de informatica da regiao centro do rs,140,0.40202761266183396
anais do vi simposio de informatica do planalto medio,125,0.40230028148480323
anais do vi simposio de informatica do planalto medio,125,0.40230028148480323
anais do vi simposio internacional sobre gerenciamento dos residuos agropecuarios e agroindustriais,127,0.4559802203925545
anais do vi simposio internacional sobre gerenciamento dos residuos agropecuarios e agroindustriais,127,0.4559802203925545
anais do vii brazilian e-science workshop,113,0.3412836479171858
anais do vii brazilian e-science workshop,113,0.3412836479171858
anais do vii conged,819,1.0
anais do vii encontro anual de tecnologia da informacao - eati,115,0.3725789375486186
anais do vii seminario sobre tecnologias limpas,144,0.49453108255427447
anais do vii seminario sobre tecnologias limpas,144,0.49453108255427447
anais do vii sic,820,1.0
anais do vii simposio brasileiro de engenharia ambiental,821,1.0
anais do vii simposio brasileiro de sistemas de informacao,124,0.408146199132436
anais do vii simposio brasileiro de sistemas de informacao sbsi 2011,124,0.3841758197349018
anais do viii ccet - congresso de ciencia e tecnologia do vale do taquari,822,1.0
anais do viii computer on the beach,823,1.0
anais do viii congresso brasileiro cienti fico de comunicacao organizacional e de relacoes publicas - 2014,824,1.0
anais do viii simposio brasileiro de qualidade de software,825,1.0
anais do viii simposio de informatica do planalto medio,125,0.4101172043290269
anais do viii simposio de informatica do planalto medio,125,0.4101172043290269
anais do viii simposio nacional da abciber,826,1.0
anais do vldb 2002,827,1.0
anais do webmedia 2003,828,1.0
anais do webmedia 2011,829,1.0
anais do wfa do webmedia 2003,830,1.0
anais do wfa do webmedia 2015,831,1.0
anais do wgid no sbseg 2013,832,1.0
anais do widm,833,1.0
anais do wim - x workshop de informatica medica,834,1.0
anais do workcomp99,835,1.0
anais do workshop de computacao urbana 2019,836,1.0
anais do workshop de iniciacao cientifica (wscad-wic 2013),837,1.0
anais do workshop de redes dinamicas e sistemas p2p (wp2p 2010),838,1.0
anais do workshop de teses e dissertacoes em banco de dados,133,0.4612082364219575
anais do workshop de teses e dissertacoes em banco de dados,133,0.4612082364219575
anais do workshop de teses e dissertacoes em banco de dados (wtdbd),133,0.4617223602253584
anais do workshop on big social and urban computing,839,1.0
anais do wpccg 2017,840,1.0
anais do wscad-ctd,841,1.0
anais do wtd do webmedia 2013,168,0.4208794350871101
anais do wtd do webmedia 2013,168,0.4208794350871101
anais do wtic do webmedia 2013,168,0.35559140996856986
anais do x brazilian e-science workshop,113,0.38192953971526955
anais do x brazilian e-science workshop,113,0.38192953971526955
anais do x congresso da mulher latino-americana na computacao,842,1.0
anais do x congresso nacional de excelencia em gestao,129,0.42239002280009086
anais do x congresso nacional de excelencia em gestao,129,0.42239002280009086
anais do x congresso nacional de excelencia em gestao,129,0.42239002280009086
anais do x congresso nacional de excelencia em gestao,129,0.42239002280009086
anais do x congresso nacional de iniciacao cientifica - conic,843,1.0
anais do x encontro anual de tecnologia da informacao - eati,115,0.3762281754973006
anais do x encontro anual de tecnologia da informacao - eati,115,0.3762281754973006
anais do x encontro nacional de aguas urbanas,145,0.4650287530283136
anais do x encontro nacional de aguas urbanas,145,0.4650287530283136
anais do x encontro nacional de engenharia de sedimentos,146,0.43067063193079125
anais do x encontro nacional de gestao empresarial e meio ambiente,844,1.0
anais do x escola regional de banco de dados (erbd),147,0.35181609482125675
anais do x salao de iniciacao cientifica da univates,97,0.18736346905442225
anais do x salao de iniciacao cientifica da univates,97,0.18736346905442225
anais do x seminario nacional de pesquisa em enfermagem,845,1.0
"anais do x simposio de ensino, pesquisa e extensao e 2 salao de iniciacao cientifica",846,1.0
anais do x simposio italo-brasileiro de engenharia sanitaria e ambiental,104,0.22511686583245527
anais do x simposio italo-brasileiro de engenharia sanitaria e ambiental,104,0.22511686583245527
anais do x simposio italo-brasileiro de engenharia sanitaria e ambiental,104,0.22511686583245527
anais do x simposio italo-brasileiro de engenharia sanitaria e ambiental,104,0.22511686583245527
anais do x simposio luso-brasileiro de engenharia sanitaria e ambiental (silubesa),104,0.23985949823710284
anais do x simposio luso-brasileiro de engenharia sanitaria e ambiental (silubesa),104,0.23985949823710284
anais do x workshop de tecnologia de informacao e comunicacao das ifes,132,0.434993500367137
anais do x congresso florestal estadual e 1o seminario mercosul da cadeia madeira,94,0.3490147739715641
anais do xi brazilian e-science workshop (bresci),113,0.40783275401895613
anais do xi brazilian e-science workshop (bresci),113,0.40783275401895613
anais do xi brazilian e-science workshop (bresci),113,0.40783275401895613
anais do xi brazilian e-science workshop (bresci),113,0.40783275401895613
anais do xi cbis,847,1.0
anais do xi congresso brasileiro de informatica em saude,848,1.0
anais do xi congresso de ecologia do brasil,849,1.0
anais do xi congresso de ecologia e i congresso internacional de ecologia,148,0.49453108255427447
anais do xi congresso de ecologia e i congresso internacional de ecologia,148,0.49453108255427447
anais do xi congresso nacional de excelencia em gestao,129,0.4222224119509699
anais do xi congresso nacional de excelencia em gestao,129,0.4222224119509699
anais do xi congresso nacional de excelencia em gestao,129,0.4222224119509699
anais do xi encontro nacional da sociedade brasileira de economia ecologica,850,1.0
anais do xi encontro nacional de aguas urbanas,145,0.43707048072682453
anais do xi simposio brasileiro de sistemas colaborativos (sbsc 2014),851,1.0
anais do xi simposio brasileiro de sistemas de informacao,124,0.4076140411691931
anais do xi simposio brasileiro em seguranca da informacao e de sistemas computacionais (sbseg 2011),130,0.4278651702680142
anais do xii encontro da ecoeco,852,1.0
anais do xii encontro nacional de engenharia de sedimentos,146,0.43067063193079125
anais do xii simposio brasileiro de games e entretenimento digital,149,0.49453108255427447
anais do xii simposio brasileiro de games e entretenimento digital,149,0.49453108255427447
anais do xii simposio brasileiro em seguranca da informacao e de sistemas computacionais,130,0.42373430401711554
anais do xii wtdbd - xxviii sbbd,853,1.0
anais do xiii cic,854,1.0
anais do xiii cneg congresso nacional de excelencia em gestao amp iv inovarse,129,0.36267616611707554
anais do xiii cneg congresso nacional de excelencia em gestao amp iv inovarse,129,0.36267616611707554
anais do xiii cneg congresso nacional de excelencia em gestao amp iv inovarse,129,0.36267616611707554
anais do xiii encontro nacional de inteligencia artificial e computacional,855,1.0
anais do xiii sbbd,856,1.0
anais do xiii seminario internacional da comunicacao,857,1.0
"anais do xiii simposio brasileiro de sistemas de informacao. joao pessoa, pb, maio de 2013",124,0.3358677885365712
"anais do xiii workshop de redes p2p, dinamicas, sociais e orientadas a conteudo (wp2p)",858,1.0
anais do xiv brazilian escience workshop,113,0.3396304035651706
anais do xiv brazilian escience workshop,113,0.3396304035651706
anais do xiv cic da ufpel,859,1.0
anais do xiv escola regional de banco de dados,147,0.43877467231987755
anais do xiv escola regional de banco de dados,147,0.43877467231987755
anais do xiv escola regional de banco de dados,147,0.43877467231987755
anais do xiv salao de iniciacao cientifica da pucrs,97,0.20484845450290134
anais do xiv seminario regional de informatica,860,1.0
anais do xiv simposio brasileiro sobre fatores humanos em sistemas computacionais - ihc 2015,138,0.4576964393559103
anais do xiv simposio brasileiro sobre fatores humanos em sistemas computacionais - ihc 2015,138,0.4576964393559103
anais do xiv simposio brasileiro sobre fatores humanos em sistemas computacionais - ihc 2015,138,0.4576964393559103
"anais do xiv simposio de ensino, pesquisa e extensao - sepe 2010",861,1.0
anais do xiv simposio de informatica,125,0.35429329985623514
anais do xiv simposio de informatica,125,0.35429329985623514
anais do xiv simposio de recursos hidricos do nordeste,862,1.0
anais do xiv simposio em informatica,863,1.0
anais do xiv sri,864,1.0
anais do xiv workshop em desempenho de sistemas computacionais e de comunicacao,98,0.44054564500785975
anais do xiv wtdbd - xxx sbbd,865,1.0
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro de jovens pesquisadores - i mostra academica de inovacao e tecnologia,150,0.3906353391671309
anais do xix encontro nacional de pesquisa em ciencia da informacao (xix enancib),151,0.42929960404251544
anais do xix encontro nacional de pesquisa em ciencia da informacao (xix enancib),151,0.42929960404251544
anais do xix seminario de iniciacao cientifica e tecnologica da utfpr,97,0.24835314674635867
anais do xix seminario de iniciacao cientifica e tecnologica da utfpr,97,0.24835314674635867
anais do xix seminario institucional de iniciacao cientifica,152,0.4287006759478341
anais do xix seminario institucional de iniciacao cientifica,152,0.4287006759478341
anais do xix seminario institucional de iniciacao cientifica,152,0.4287006759478341
anais do xix simposio brasileiro de sensoriamento remoto,866,1.0
anais do xix simposio de pesquisa operacional e logistica da marinha (spolm),867,1.0
anais do xl enanpad,868,1.0
anais do xliii simposio brasileiro de pesquisa operacional,153,0.4670997893185136
anais do xlvii simposio brasileiro de pesquisa operacional,153,0.4670997893185136
anais do xv congresso brasileiro de custos,869,1.0
anais do xv encontro de jovens pesquisadores da ucs,150,0.30298888657166934
anais do xv escola regional de banco de dados,147,0.4222427197316275
anais do xv silubesa,154,0.49453108255427447
anais do xv silubesa,154,0.49453108255427447
anais do xv silubesa,154,0.49453108255427447
anais do xv simposio de engenharia de producao,139,0.3573910103183946
anais do xvi encontro de jovens pesquisadores da ucs,150,0.3116146225587857
anais do xvi encontro de jovens pesquisadores da ucs,150,0.3116146225587857
anais do xvi encontro de jovens pesquisadores da ucs,150,0.3116146225587857
anais do xvi encontro de jovens pesquisadores da ucs,150,0.3116146225587857
anais do xvi escola regional de computacao bahia - alagoas - sergipe (erbase),870,1.0
anais do xvi seminario de iniciacao cientifica - uri,97,0.20095388725885366
anais do xvi silubesa,155,0.49453108255427447
anais do xvi silubesa,155,0.49453108255427447
anais do xvi simposio brasileiro de linguagens de programacao (sblp12),871,1.0
anais do xvi simposio brasileiro de sistemas de informacao,124,0.40010277877017775
anais do xvi workshop em desempenho de sistemas computacionais e de comunicacao,98,0.44054564500785975
anais do xvii congreso internacional de informatica educativa (tise 2012),872,1.0
anais do xvii encontro de jovens pesquisadores da universidade de caxias do sul,150,0.1846062216984632
anais do xvii encontro de jovens pesquisadores da universidade de caxias do sul,150,0.1846062216984632
anais do xvii seminario institucional de iniciacao cientifica,152,0.4382983636965031
anais do xvii seminario institucional de iniciacao cientifica,152,0.4382983636965031
anais do xvii simposio em sistemas computacionais de alto desempenho,873,1.0
anais do xviii encontro de jovens pesquisadores,150,0.36966415964805355
anais do xviii encontro de jovens pesquisadores da universidade de caxias do sul,150,0.1950478870538659
anais do xviii encontro nacional de pesquisa em ciencia da informacao (xviii enancib),151,0.3707949003796094
anais do xviii semead,874,1.0
anais do xviii seminario institucional de iniciacao cientifica,152,0.4207173095196687
anais do xviii seminario institucional de iniciacao cientifica,152,0.4207173095196687
anais do xviii simposio brasileiro em seguranca da informacao e de sistemas computacionais,130,0.3975388687055942
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx encontro de jovens pesquisadores - ii mostra academica de inovacao e tecnologia,150,0.3902235818021036
anais do xx seminario institucional de iniciacao cientifica,152,0.41875084890748904
anais do xx simposio brasileiro de recursos hidricos,156,0.46602635425778827
anais do xx simposio brasileiro de recursos hidricos,156,0.46602635425778827
anais do xx simposio brasileiro de recursos hidricos,156,0.46602635425778827
anais do xx simposio brasileiro de recursos hidricos,156,0.46602635425778827
anais do xx simposio brasileiro de recursos hidricos,156,0.46602635425778827
anais do xx simposio brasileiro de recursos hidricos,156,0.46602635425778827
anais do xx simposio brasileiro de recursos hidricos,156,0.46602635425778827
anais do xx simposio brasileiro de recursos hidricos,156,0.46602635425778827
anais do xx simposio brasileiro de recursos hidricos,156,0.46602635425778827
anais do xx simposio brasileiro de recursos hidricos,156,0.46602635425778827
anais do xxi cricte,157,0.49453108255427447
anais do xxi cricte,157,0.49453108255427447
anais do xxi cricte,157,0.49453108255427447
anais do xxi cricte,157,0.49453108255427447
anais do xxi sbie - simposio brasileiro de informatica na educacao,875,1.0
anais do xxi simposio brasileiro de banco de dados,105,0.3788413218181388
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii encontro de jovens pesquisadores - iv mostra academica de inovacao e tecnologia,150,0.41023954315727396
anais do xxii seminario institucional de iniciacao cientifica,152,0.4402482491699927
"anais do xxii seminario institucional de iniciacao cientifica, xx seminario de integracao de pesquisa e posgraduacao, xiv seminario de extensao",152,0.42183051194570287
"anais do xxii seminario institucional de iniciacao cientifica, xx seminario de integracao de pesquisa e posgraduacao, xiv seminario de extensao",152,0.42183051194570287
"anais do xxii seminario institucional de iniciacao cientifica, xx seminario de integracao de pesquisa e posgraduacao, xiv seminario de extensao",152,0.42183051194570287
anais do xxii simposio brasileiro de recursos hidricos,156,0.4478401141189152
anais do xxii simposio brasileiro de recursos hidricos,156,0.4478401141189152
anais do xxii simposio brasileiro de recursos hidricos,156,0.4478401141189152
anais do xxii simposio brasileiro de recursos hidricos,156,0.4478401141189152
anais do xxii simposio brasileiro de recursos hidricos,156,0.4478401141189152
anais do xxii simposio brasileiro de recursos hidricos,156,0.4478401141189152
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro de jovens pesquisadores,150,0.38396917988256196
anais do xxiii encontro nacional de engenharia da producao,92,0.3933345193053579
anais do xxiii encontro nacional de engenharia da producao,92,0.3933345193053579
anais do xxiii jovens pesquisadores,876,1.0
anais do xxiii seminario institucional de iniciacao cientifica,152,0.42281586079180944
anais do xxiii workshop de gerencia e operacao de redes e servicos (wgrs - sbrc 2018),877,1.0
anais do xxiv encontro nacional de engenharia da producao,92,0.40674438758786724
anais do xxiv encontro nacional de engenharia da producao,92,0.40674438758786724
anais do xxiv salao de iniciacao cientifica da ufrgs,97,0.19322403679156663
anais do xxiv salao de iniciacao cientifica da ufrgs,97,0.19322403679156663
anais do xxiv simposio brasileiro de banco de dados,105,0.35663811021727687
anais do xxiv workshop de informatica na escola (wie 2018),158,0.402463426292781
anais do xxix congresso brasileiro de ciencias da comunicacao - estado e comunicacao,91,0.3570761639510004
anais do xxix congresso da sociedade brasileira de computacao (csbc),159,0.35402743035645257
anais do xxix simposio brasileiro de banco de dados,105,0.35910878537364643
anais do xxix simposio brasileiro de banco de dados,105,0.35910878537364643
anais do xxix simposio brasileiro de banco de dados,105,0.35910878537364643
anais do xxix webmedia,878,1.0
anais do xxv encontro de pos-graduacao,879,1.0
anais do xxv encontro nacional de engenharia da producao,92,0.4092543187614305
anais do xxv simposio brasileiro de banco de dados,105,0.37279009135728736
anais do xxv simposio brasileiro de informatica na educacao (sbie 2014),880,1.0
anais do xxv workshop de informatica na escola - wie 2019,158,0.3695575331975003
anais do xxv workshop de informatica na escola (wie 2019),158,0.444646201244552
anais do xxv workshop de informatica na escola (wie 2019),158,0.444646201244552
anais do xxv workshop de informatica na escola (wie 2019),158,0.444646201244552
anais do xxvi ciclo de palestras sobre novas tecnologias na educacao,881,1.0
anais do xxvi encontro de jovens pesquisadores / vii mostra academica de inovacao e tecnologia,150,0.373588150507023
anais do xxvi simposio brasileiro de banco de dados,105,0.3590607454416008
anais do xxvi simposio brasileiro de banco de dados,105,0.3590607454416008
anais do xxvii congresso sociedade brasileira de computacao (sbc 2007),882,1.0
anais do xxvii simposio brasileiro de banco de dados,105,0.34209302283250087
anais do xxviii congresso brasileiro de ciencias da comunicacao - intercom,91,0.3357558913888773
anais do xxviii encontro nacional de engenharia de producao,92,0.3783971579054053
anais do xxviii sbbd,883,1.0
anais do xxviii simposio brasileiro de banco de dados,105,0.3225151014108538
anais do xxviii simposio brasileiro de banco de dados - tutoriais,105,0.3136281666536509
anais do xxx encontro nacional de engenharia de producao,92,0.39915857141069266
anais do xxx simposio brasileiro de banco de dados,105,0.3744629075679613
anais do xxx simposio brasileiro de bancos de dados,105,0.3329682180391593
anais do xxx simposio brasileiro de redes de computadores e sistemas distribuidos,137,0.4000133827165473
anais do xxxi congresso brasileiro de zoologia,884,1.0
anais do xxxi simposio brasileiro de banco de dados,105,0.35907293526976136
anais do xxxii congresso da sociedade brasileira de computacao (csbc),159,0.38558952882157305
"anais do xxxii congresso interamericano de ingenieria sanitaria y ambiental, aidis",160,0.3913242212958571
anais do xxxii simposio brasileiro de banco de dados (sbbd 2017),105,0.3648256055495678
