ID,INSTITUICAO/EMPRESA,INÍCIO,FIM,FUNCAO,
3061704612929866,Pontifícia Universidade Católica do Rio Grande do Sul,2001,2004,Estágio,
3061704612929866,Pontifícia Universidade Católica do Rio Grande do Sul,2005,2006,Pesquisa e Desenvolvimento,
943321240537948,Escola SENAI Ji-Paraná,2012,2015,Instrutor,
943321240537948,Centro Universitário Luterano de Ji-Paraná,2012,2015,Presidente do C.A. de Sstemas de Informação,
943321240537948,Instituto Federal de Educação Ciência e Tecnologia de Rondônia,2016,,Professor de Informática,
943321240537948,Instituto Federal de Educação Ciência e Tecnologia de Rondônia,2019,,Coordenador de Pesquisa e Inovação,
943321240537948,Instituto Federal de Educação Ciência e Tecnologia de Rondônia,2017,2019,Coordenador de Formação Inicial e Continuada,
943321240537948,Instituto Federal de Educação Ciência e Tecnologia de Rondônia,2018,2019,Coordenador da Rede de Incubadoras - Calama,
2878943895928097,Universidade Católica de Pelotas,1998,2004,Auxiliar de Ensino,
2878943895928097,Universidade Católica de Pelotas,2006,2007,Bolsista CNPq,
2878943895928097,Faculdade de Tecnologia SENAC Pelotas,2005,,Professor Adjunto,
2878943895928097,ABDEM Colégio Santa Margarida,1994,2006,Professor de 2º Grau,
2878943895928097,Interface Informática,1993,1997,Programador,
2878943895928097,ASSOC PROPR IMOVEIS DE PELOTAS,1997,2001,PROGRAMADOR E ANALISTA,
2878943895928097,Competência - Revista da Educação Superior do Senac-RS,2013,2013,,
7758924784164781,Eurociber Portugal Tecnologias de Informação Sa,1999,2000,Estagiário,
7758924784164781,Centro Universitário Luterano de Palmas - Universidade Luterana do Brasil,2001,2004,,
7758924784164781,Universidade Luterana do Brasil,2004,2006,Professor Horista,
7758924784164781,Sig Soluções Em Informática e Gestão,2004,2004,Analista de Sistemas,
7758924784164781,Universidade Federal do Rio Grande do Sul,2004,2008,Aluna de Doutorado,
7758924784164781,Universidade Federal do Rio Grande do Sul,2007,2008,Professor substituto,
7758924784164781,REIC. Revista Eletrônica de Iniciação Científica,2007,,,
7758924784164781,"University of California, Los Angeles",2006,2007,Bolsista de doutorado - estágio sanduíche,
7758924784164781,Universidade Federal do Pampa,2008,2008,Assistente,
7758924784164781,Universidade Federal do Pampa,2009,2009,Adjunto I,
7758924784164781,Pontifícia Universidade Católica do Rio Grande do Sul,2008,2008,Professor horista,
7758924784164781,Universidade de Caxias do Sul,2005,2005,Professor horista,
7758924784164781,Universidade Federal de Santa Maria,2009,2011,Adjunto I,
7758924784164781,Universidade Federal de Santa Maria,2011,2013,Adjunto II,
7758924784164781,Universidade Federal de Santa Maria,2013,2015,Adjunto III,
7758924784164781,Universidade Federal de Santa Maria,2015,2017,Adjunto IV,
7758924784164781,Universidade Federal de Santa Maria,2017,2019,Professor Associado I,
7758924784164781,Universidade Federal de Santa Maria,2019,,Professor Associado II,
7758924784164781,Revista de Sistemas de Informação da Faculdade Salesiana Maria Auxiliadora,2009,,,
7758924784164781,RBCA: Revista de Brasileira de Computação Aplicada,2010,,,
7758924784164781,Journal of Information and Data Management - JIDM,2013,2013,,
7758924784164781,Revista ComInG - Communications and Innovations Gazette,2015,,,
7758924784164781,ACM Computing Surveys,2016,2016,,
7758924784164781,Software and Systems Modeling,2017,2017,,
7758924784164781,Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco,2018,2018,,
7758924784164781,Fundação de Amparo à Ciência e Tecnologia do Estado de Pernambuco,2019,,,
7758924784164781,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,2018,2018,,
1789870053639215,Universidade Regional Integrada do Alto Uruguai e das Missões,2011,2012,Bolsista,
1789870053639215,Prefeitura Municipal de Santiago,2012,2013,Agente de Saúde,
1789870053639215,Governo do Estado do Rio Grande do Sul,2013,2015,Assistente Administrativo,
1789870053639215,Universidade Federal de Santa Maria,2015,2017,Bolsista,
1789870053639215,Instituto Federal Farroupilha,2016,2017,Docente Substituto,
1789870053639215,Ávato,2018,,Programadora,
5726259776195113,Prosperi (DLN Consultoria e Informatica Ltda),2011,2013,Desenvolvedor de Sistemas,
5726259776195113,Open Manager (L Alves de Jesus Malini),2016,2017,Analista de Sistemas,
5726259776195113,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",2016,,Pesquisador,
5726259776195113,NET PLUS INFORMATICA LTDA ME,2015,2016,Analista de Sistemas,
1853313255345200,Universidade da Região da Campanha,1997,1999,Professor Horista,
1853313255345200,Universidade da Região da Campanha,2001,2006,Assistente,
1853313255345200,Universidade Católica de Pelotas,1993,1995,Monitor,
1853313255345200,Universidade Católica de Pelotas,1995,1995,Bolsista de Iniciação Científica,
1853313255345200,Pontifícia Universidade Católica do Rio Grande do Sul,1999,2001,Professor Auxiliar,
1853313255345200,Fundação de Ensino Superior da Região Centro-Sul,2001,2002,Professor Horista,
1853313255345200,Prefeitura Municipal de São Gabriel,2002,2003,Analista de Sistemas,
1853313255345200,Centro Universitário Franciscano,2003,2006,Professor,
1853313255345200,Centro Universitário Franciscano,2010,2011,Professor Adjunto,
1853313255345200,Sociedade Educacional Três de Maio,2004,2004,,
1853313255345200,Centro Federal de Educação Tecnológica de São Vicente do Sul,2006,2008,Professor de I e II Graus,
1853313255345200,REAd. Revista Eletrônica de Administração,2001,2012,,
1853313255345200,Revista do CCEI,2006,2012,,
1853313255345200,Universidade do Estado de Santa Catarina,2008,2010,Professor Adjunto,
1853313255345200,Revista do CCEI,2004,2010,,
1853313255345200,Universidade do Contestado Campus Canoinhas,2008,2008,Professor de Pós-Graduação,
1853313255345200,Universidade Federal de Santa Maria,2011,,Professor Associado,
1853313255345200,Revista Científica da UninCor,2011,,,
1853313255345200,Brazilian Journal of Science and Technology,2013,2016,,
1853313255345200,"Revista GEINTEC: gestao, inovacao e tecnologias",2014,,,
1853313255345200,S &amp, G. Sistemas &amp, Gestão,2014,
1853313255345200,Universidade do Minho,2016,,Pesquisador no Lab of Virtual Enterprises,
1853313255345200,Exacta (São Paulo. Impresso),2016,,,
1853313255345200,Technical Gazzette,2016,,,
963406821901524,IBM Brasil,2008,,Analista de Suporte,
963406821901524,Centro Universitário do Norte Paulista,2012,,Professor,
9408286832772730,Prefeitura Municipal de Lauro Muller,1994,1994,Bolsista,
9408286832772730,Eeb Walter Holthausen,1996,1997,,
9408286832772730,Betha Sistemas,1998,1998,Bolsista,
9408286832772730,Dells Informática,1998,1999,,
9408286832772730,Luminar Comércio e Industria Ltda,1999,2000,Auxiliar de CPD,
9408286832772730,Gsti Tecnologia da Informação,2000,2000,Pessoa Jurídica,
9408286832772730,Centro de Informática e Automação do Estado de Santa Catarina,2002,2003,Analista de Informática,
9408286832772730,Tribunal de Justica do Estado de Santa Catarina,2003,,Analista de Sistemas,
166466226010035,Warpol - Indústria de Alimentos Ltda,1997,2000,Analista de Sistemas,
166466226010035,Universidade Federal do Rio Grande do Sul,2005,2006,Bolsista DTI - Projeto Digitex,
166466226010035,Universidade Federal do Rio Grande do Sul,2003,2005,Mestranda,
166466226010035,Universidade Federal do Rio Grande do Sul,2002,2002,Bolsista DTI - Projeto AdaptWeb,
166466226010035,Universidade Federal do Rio Grande do Sul,2000,2001,Bolsista DTI - Projeto Tapejara,
166466226010035,Universidade Federal do Rio Grande do Sul,2005,2005,Bolsista DTI - Projeto AdaptWeb,
166466226010035,TreinaCentrics - Treinamento Corporativo,2003,2007,Instrutora,
166466226010035,Faculdade Cenecista de Osório,2007,2016,Professor de Ensino Superior,
166466226010035,Faculdade Cenecista de Osório,2015,2016,Coordenadora de Curso de Graduação,
166466226010035,Revista iTEC,2010,2015,,
166466226010035,Anais da Mostra Integrada de Iniciação Científica,2015,,,
166466226010035,Trajetória Multicursos,2017,,,
166466226010035,Centro Universitário Cenecista de Osório,2017,,Coordenadora de curso de graduação,
166466226010035,Centro Universitário Cenecista de Osório,2017,,Professor Adjunto Nível III - EAD,
166466226010035,Centro Universitário Cenecista de Osório,2018,,Professor Adjunto Nível III,
166466226010035,Revista Trajetória Multicursos,2016,,,
6968807521387651,Centro de Informática e Telecomunicações da Polícia Militar do Pará,2006,2008,Estagiário de Desenvolvimento de Softwares,
6968807521387651,Universidade Presbiteriana Mackenzie,2010,,Pesquisador,
6968807521387651,International Journal of Computing Sciences Research (IJCSR),2017,,,
1108920954251199,Universidade Federal do Rio Grande,2010,,Analista de TI,
1108920954251199,Vetorianet Inf. e Serv. de comunicação LTDA,2005,2008,Programador de sistema,
1108920954251199,Datamex Tecnologia da Informação LTDA,2008,2010,Programador de computador,
1108920954251199,Garcia Informática,2002,2004,Técnico em informática,
9486400043926460,Incubadora Tecnólogica de Santa Maria,2002,2003,Sócio-Empreendedor,
9486400043926460,IET Power Electronics,2009,,,
9486400043926460,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2006,2007,Professor Horista,
9486400043926460,Universidade Regional do Noroeste do Estado do Rio Grande do Sul,2007,2009,Professor Associado,
9486400043926460,Eletrônica de Potência (Impresso),2012,,,
9486400043926460,Universidad Nacional de Misiones,2014,2017,Professor,
9727123750824950,Instituto Tecnológico Simepar,2000,2004,Empregado,
9727123750824950,Esso Brasileira de Petróleo,2004,2006,Analista de Sistemas,
9727123750824950,Universidade Estadual de Campinas,2011,2011,Docente,
9727123750824950,Universidade Federal do Paraná,1998,1998,Monitor,
9727123750824950,Ayuntamiento de Torremolinos,2000,2000,Estágio,
9727123750824950,Companhia Paranaense de Energia,1999,1999,Estágio,
9727123750824950,Universidade Tecnológica Federal do Paraná,2012,2012,Professor Adjunto,
9727123750824950,Universidade Tecnológica Federal do Paraná,2012,,Professor Adjunto II,
9727123750824950,Multimedia Tools and Applications,2013,,,
9727123750824950,"IMB BRASIL-INDUSTRIA, MAQUINAS E SERVIÇOS LTDA",2006,2012,Funcionário,
9727123750824950,Associação Brasileira de Normas Técnicas - Sede,2019,,Membro de Comissão,
9727123750824950,ISPRS International Journal of Geo-Information,2019,,,
4515546957805206,Universidade Federal de Santa Maria,2007,2009,Bolsista do Programa de Educação Tutorial,
4515546957805206,Universidade Federal de Santa Maria,2009,2011,Bolsista BIT,
3646026898257545,Universidade Federal do Pampa,2010,2010,Colaborador,
3646026898257545,Universidade Federal do Pampa,2011,2011,Colaborador,
3646026898257545,Universidade Federal do Pampa,2012,2012,Colaborador,
3646026898257545,Universidade Federal do Pampa,2013,2013,Colaborador,
3646026898257545,Junior Achievement,2006,2006,Participante,
3646026898257545,drSistemas,2008,2010,Técnico em Informática,
3646026898257545,Caixa Econômica Federal,2007,2007,Estagiário,
3646026898257545,Ideiah Soluções em Software Júnior,2012,2013,Diretor Administrativo,
3646026898257545,Diretório Acadêmico de Engenharia de Software,2010,2012,Vice-Presidente,
3646026898257545,Prefeitura Municipal de Sobradinho,2008,2008,Professor de Informática,
3646026898257545,Universidade Federal de Santa Maria,2014,2015,Bolsista,
3646026898257545,Universidade Federal de Santa Maria,2014,2015,Professor Substituto,
3646026898257545,Instituto Federal Farroupilha,2015,,"Professor Ens. Básico, Técnico e Tecnológico",
7586076453217115,Universidade Federal do Pampa,2014,,,
4940517936484660,Hospital e Maternidade Dom Orione,2003,2014,Coordenador de Tecnologia da Informação,
4940517936484660,SENAI - Departamento Regional de Tocantins,2007,2008,Instrutor Tecnologia da Informação,
4940517936484660,SENAI - Departamento Regional de Tocantins,2003,2003,Professor Curso Técnico em Informática,
4940517936484660,Centro Universitário Tocantinense Presidente Antônio Carlos,2002,2016,Professor de Ensino Superior,
4940517936484660,Faculdade Maurício de Nassau de Maceió,2015,2018,Professor,
4940517936484660,Universidade Federal de Pernambuco,2014,2018,Estudante de Doutorado,
4940517936484660,Universidade Federal de Alagoas,2018,,Professor Adjunto A,
5581053144239848,Universidade Franciscana,2011,2011,Estagiário na área de Sistemas de Informação,
5581053144239848,Jornal do Garcia,2012,2014,Desenvolvedor Web do Jornal,
5581053144239848,Conexão Assessoria Contábil,2015,2016,Configuração de servidores e acessos web.,
5581053144239848,Fundação para o Desenvolvimento de Recursos Humanos,2011,2012,Estagiário no Banco Banrisul,
6691159669413992,Universidade Estadual do Norte do Paraná - Campus Luiz Meneghel,2011,2011,Projeto Inclusão Digital no Norte do Paraná,
6691159669413992,Universidade Estadual do Norte do Paraná - Campus Luiz Meneghel,2012,2013,Projeto Robótica Educacional,
6691159669413992,Universidade Estadual do Norte do Paraná - Campus Luiz Meneghel,2013,2014,Projeto AGILE ROLAP,
6691159669413992,Setup Junior Consultoria e Desenvolvimento,2012,2013,Diretor de Tecnologia da Informação,
6691159669413992,Relbt Soluções em Tecnologia da Informação e Comunicação LTDA,2014,2015,Sócio Diretor,
6691159669413992,Tribunal Regional do Trabalho da 15ª Região,2015,,Técnico Judiciário,
9940289333509770,Universidade de Caxias do Sul,1990,2013,Professor Adjunto,
9940289333509770,Universidade de Caxias do Sul,1977,1978,Auxiliar de Escritório II- Padrão 4,
9940289333509770,Universidade de Caxias do Sul,1991,1992,Técnico de Laboratório,
9940289333509770,Universidade de Caxias do Sul,2010,,Diretora do Instituto de Saneamento Ambiental,
9940289333509770,Universidade de Caxias do Sul,2013,2016,Doutor Titular I,
9940289333509770,Universidade de Caxias do Sul,1986,1986,Membro do Conselho Universitário,
9940289333509770,Universidade de Caxias do Sul,2010,2018,RT Programa de gerenciamento Ambiental UCS,
9940289333509770,Universidade de Caxias do Sul,2010,2018,RT Gerenciamento de Resíduos Sólidos UCS,
9940289333509770,Universidade de Caxias do Sul,1998,2018,RT Gerenciamento de Resíduos Sólidos HG,
9940289333509770,Universidade de Caxias do Sul,2016,2017,RT Estudos hidrológicos - Seara,
9940289333509770,Universidade de Caxias do Sul,2016,2018,RT PGRS - Carvi,
9940289333509770,Universidade de Caxias do Sul,2016,2018,RT Plano Gerenc. Resíduos Sólidos / UCS,
9940289333509770,Universidade de Caxias do Sul,2016,2018,RT Licenciamento Ambiental UCS,
9940289333509770,Universidade de Caxias do Sul,2015,2018,RT PGRSS UCS,
9940289333509770,Universidade de Caxias do Sul,2015,2018,RT Licenciamento Camva,
9940289333509770,Universidade de Caxias do Sul,2016,2018,RT Licenciamento Carvi,
9940289333509770,Universidade de Caxias do Sul,2016,2017,RT Estudos resíduos Antônio Prado,
9940289333509770,Universidade de Caxias do Sul,2016,2018,RT Licenciamento HG,
9940289333509770,Universidade de Caxias do Sul,2015,2018,RT PGRSS HG,
9940289333509770,Universidade de Caxias do Sul,2016,2018,Responsável Técnico-Qualidade Rio São Marcos,
9940289333509770,Universidade de Caxias do Sul,2016,,Doutor Titular II,
9940289333509770,Universidade de Caxias do Sul,2011,2015,Núcleo Docente Estruturante-Engenharia Ambien,
9940289333509770,Universidade de Caxias do Sul,2000,2002,Membro do Colegiado-Curso Biologia - CARVI,
9940289333509770,Universidade de Caxias do Sul,2011,2012,Núcleo Docente Estruturante-Ciências/Biologia,
9940289333509770,Universidade de Caxias do Sul,2012,2016,Núcleo Docente Estruturante-Biológia Licenc.,
9940289333509770,Universidade de Caxias do Sul,2013,2016,Núcleo Docente Estruturante-Biologia Bacharel,
9940289333509770,Universidade de Caxias do Sul,2017,2018,Responsável Técnico - Plano de Bacia/Vacaria,
9940289333509770,Universidade de Caxias do Sul,2017,2018,Responsável Técnico-Poços São Marcos,
9940289333509770,Universidade de Caxias do Sul,2017,2018,Responsável Técnico - Laudos Juventude,
9940289333509770,Universidade de Caxias do Sul,2017,2018,Responsável Técnico - CR Reversos/Farroupilha,
9940289333509770,Universidade de Caxias do Sul,2017,2018,Responsável Técnico-PS Antônio Prado,
9940289333509770,Universidade de Caxias do Sul,2020,,Membro do Conselho Editorial da EDUCS,
9940289333509770,Sistemas de Proteção Ambiental,1992,1992,Consultora,
9940289333509770,Prefeitura Municipal de Bento Gonçalves,1993,1993,Assessor Técnico,
9940289333509770,Prefeitura Municipal de Bento Gonçalves,1999,2000,consultor técnico,
9940289333509770,Associação Caxiense de Proteção Ao Ambiente Natural,1986,1986,Sócio Fundador,
9940289333509770,Associação Caxiense de Proteção Ao Ambiente Natural,1986,1988,Segundo secretário,
9940289333509770,Conselho Estadual de Meio Ambiente,2002,2004,Participação no grupo de trabalho de resíduos,
9940289333509770,Comitê de Gerenciamento da Bacia Hidrográfica do Rio Taquari Antas,1999,2010,Membro da comissão de Educação Ambiental,
9940289333509770,Comitê de Gerenciamento da Bacia Hidrográfica do Rio Taquari Antas,2002,2002,Representante dos Comitês de Bacias Hidrográf,
9940289333509770,Comitê de Gerenciamento da Bacia Hidrográfica do Rio Taquari Antas,2003,2014,Categoria população - Instituições de Ensino,
9940289333509770,Comitê de Gerenciamento da Bacia Hidrográfica do Rio Taquari Antas,2017,,Titular da Categoria IES,
9940289333509770,Sociedade Educacional Leonardo da Vinci,1988,1992,,
9940289333509770,Campanha Nacional de Escolas da Comunidade Setor Local da Cnec Nova Petrópo,1989,1990,,
9940289333509770,Sociedade Caritativa Literária São José Colégio São José,1989,1989,,
9940289333509770,Cursão Unificado,1990,1991,,
9940289333509770,Fundação Educacional da Região dos Vinhedos,1990,1995,Professor Horista,
9940289333509770,Faculdade Cenecista de Bento Gonçalves,2003,2005,,
9940289333509770,Revista Panamericana de Salud Pública,2003,,Revisora,
9940289333509770,Instituto de Estudos e Pesquisas Ambientais Sociais Econômicas e Em Direito,2002,2004,Consultoria,
9940289333509770,Revista Engenharia Sanitária e Ambiental,2004,,Revisor,
9940289333509770,UNIVERSIDADE DE VASSOURAS,2006,,Parecerista Ad hoc,
9940289333509770,Revista Biociências,2006,,Revisora,
9940289333509770,"Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia do MS",2006,2007,Consultor ad hoc,
9940289333509770,Conselho Municipal de Defesa do Meio Ambiente-Caxias do Sul,2007,2012,Suplente,
9940289333509770,Associação Brasileira de Engenharia Sanitária e Ambiental,2000,,Sócio,
9940289333509770,Associação Brasileira de Engenharia Sanitária e Ambiental,2009,2011,Membro do Conselho Fiscal,
9940289333509770,Associação Brasileira de Engenharia Sanitária e Ambiental,2011,2015,Membro da Diretoria - Conselho Fiscal,
9940289333509770,Associação Brasileira de Engenharia Sanitária e Ambiental,2013,2015,Membro do Conselho Consultivo,
9940289333509770,Associação Brasileira de Engenharia Sanitária e Ambiental,2015,2017,Presidente da subseção Serra (Abes - RS),
9940289333509770,Associação Brasileira de Engenharia Sanitária e Ambiental,2016,,Membro da Câmara Temática de Resíduos Sólidos,
9940289333509770,Associação Brasileira de Engenharia Sanitária e Ambiental,2016,,Representante da ABES junto a DIRSA/AIDIS,
9940289333509770,Associação Brasileira de Engenharia Sanitária e Ambiental,2016,2017,Representante junto ao Comitê Taquari-Antas,
9940289333509770,Agência Nacional de Vigilância Sanitária,2003,2003,participante do GT de resíduos de medicamento,
9940289333509770,Engenharia Sanitária e Ambiental,2005,,,
9940289333509770,Secretaria Estadual do Meio Ambiente (RS),2003,2003,sem vínculo,
9940289333509770,Revista Panamericana de Salud Pública / Pan American Journal of Public Heal,2006,2006,,
9940289333509770,Fundação Estadual de Proteção Ambiental Henrique Luís Roessler,2003,2003,sem enquadramento,
9940289333509770,Fundação Estadual de Proteção Ambiental Henrique Luís Roessler,1999,1999,Membro da Câmara Técnica Provisória,
9940289333509770,Turku University of Aplied Science,2007,2007,Professor Visitante,
9940289333509770,Turku University of Aplied Science,2011,2011,Professor Visitante,
9940289333509770,Turku University of Aplied Science,2006,2007,Professor e pesquisador visitante,
9940289333509770,Revista Biociências (Taubaté),2006,,,
9940289333509770,Secretaria Estadual do Meio Ambiente,2001,2002,Membro da câmara Técnica de Resíduos Sólidos,
9940289333509770,Fiema Brasil - Feira Internacional de Tecnologia para o Meio Ambiente,2004,2017,Diretora,
9940289333509770,Fiema Brasil - Feira Internacional de Tecnologia para o Meio Ambiente,2008,2016,Avaliador Prêmio Fiema,
9940289333509770,Fiema Brasil - Feira Internacional de Tecnologia para o Meio Ambiente,2008,2017,Coordenadora do Congresso Internacional,
9940289333509770,Fiema Brasil - Feira Internacional de Tecnologia para o Meio Ambiente,2015,,Membro da Comissão Científica do FiemaCon,
9940289333509770,Instituto de Pesquisa Econômica Aplicada - DF,2011,2011,Bolsista,
9940289333509770,Conselho Municipal de Defesa do Meio Ambiente de Bento Gonçalves,2011,2012,Suplente do Conselho,
9940289333509770,Programa Alfa II - Rede Jean Mermoz,2005,2006,Bolsista,
9940289333509770,Revista Desenvolvimento e Meio Ambiente,2013,,,
9940289333509770,Instituto Porto Alegre Ambiental,2012,2012,Responsável Técnico - Biólogo,
9940289333509770,Sociedade Caxiense de Cultura,1990,1991,Professora,
9940289333509770,Ambiativa Consultoria Ambiental Ltda,2014,2015,Consultor Técnico,
9940289333509770,Ministério da Defesa,2014,2014,Não Há,
9940289333509770,Ministério da Saúde,2014,2014,Parecerista ad hoc,
9940289333509770,Ministério da Saúde / SUS,2014,2014,,
9940289333509770,Fundação Parque Tecnológico Itaipu Brasil,2014,2015,Conteudista,
9940289333509770,Scientia cum Industria,2014,,,
9940289333509770,SCIENTIA CUM INDUSTRIA,2015,,,
9940289333509770,Global Engenharia,2001,2002,Apoio Técnico,
9940289333509770,Global Engenharia,2002,2002,Apoio Técnico,
9940289333509770,Global Engenharia,2016,2018,Assessoria Técnica - Elaboração PGIRS/CISGA,
9940289333509770,URBE. REVISTA BRASILEIRA DE GESTÃO URBANA,2017,,,
9940289333509770,Journal of Hydrogeology &amp, Hydrologic Engineering,2017,,
9940289333509770,Associación Interamericana de Ingenieria Sanitaria y Ambiental,2016,,Membro da División de Resíduos-DIRSA,
9940289333509770,Universidad Católica de Trujillo Benedito XVI,2018,,Professor Visitante,
9940289333509770,International Conference on Advances in Civil and Ecological Engenieering R,2020,,,
9751072612298490,Lógica Informatica,2008,,Analista de Sistemas Pleno,
9751072612298490,REINKE &amp, CIA LTDA,2005,2008,Técnico em Informática
9751072612298490,Universidade de Cruz Alta,2015,2015,,
9751072612298490,,,,,
4011022927056926,Neogrid S.A,2003,2005,Programador Júnior,
4011022927056926,Universidade do Estado de Santa Catarina,2007,2010,Professor Colaborador,
4011022927056926,Universidade do Estado de Santa Catarina,2014,2014,Professor Colaborador,
4011022927056926,Universidade do Estado de Santa Catarina,2014,,Professor Adjunto,
4011022927056926,INNOVARE INFORMÁTICA,2005,2006,Programador Pleno,
4011022927056926,Universidade Federal do Paraná,2010,2014,aluno de doutorado,
4011022927056926,iSys - Revista Brasileira de Sistemas de Informação,2018,,,
4011022927056926,Revista Brasileira de Informática na Educação (RBIE),2019,,,
4011022927056926,Journal of Information and Data Management - JIDM,2018,,,
4011022927056926,VLDB JOURNAL,2018,,,
6154063301402982,Fundação de Amparo e Desenvolvimento da Pesquisa do Pará,2003,2005,Programador,
6154063301402982,Fundação de Amparo e Desenvolvimento da Pesquisa do Pará,2007,2008,Analista de Sistemas,
6154063301402982,Fundação de Amparo e Desenvolvimento da Pesquisa do Pará,2008,2009,Administrador de Dados,
6154063301402982,Escola Superior da Amazônia,2008,2009,Professor,
6154063301402982,Stefanini Consultoria e Assessoria em Informática,2009,2010,Administrador de Dados,
6154063301402982,Cobra Tecnologia,2010,2013,Analista de Operações - Sistemas,
6154063301402982,Faculdade Ipiranga,2011,2013,Professor Horista,
6154063301402982,Centro Universitário do Estado do Pará,2011,,Professor Horista,
6154063301402982,Instituto Evandro Chagas,2013,,Analista de Gestão - Banco de Dados,
2679046162732159,Universidade Federal de Lavras,2007,2009,Iniciação Científica,
2679046162732159,Comunidade Sacramento de Amor,2008,2009,Web Designer,
2679046162732159,Tbit Tecnologia e Sistemas,2010,,Desenvolvedor,
9603191382860030,,,,,
1505588047062627,Instituto Nacional de Pesquisas Espaciais,2010,2011,Aluno de Iniciação Científica,
1505588047062627,Instituto Nacional de Pesquisas Espaciais,2011,2011,Aluno de Iniciação Científica,
1505588047062627,Universidade Federal de Santa Maria,2008,2011,Aluno de Graduação,
1505588047062627,Universidade Federal de Santa Maria,2011,2011,Monitor,
1505588047062627,Universidade Federal do Rio Grande do Sul,2012,2014,Bolsista de Mestrado,
1505588047062627,Escola Fórmula - IAPC,2013,2013,Estagiária,
1505588047062627,Instituto de Previdência do Estado do Rio Grande do Sul,2014,2014,Analista de Sistemas,
1505588047062627,Instituto Federal Farroupilha,2014,,ANALISTA DE TECNOLOGIA DA INFORMAÇÃO,
1505588047062627,Instituto Federal Farroupilha,2016,2016,PROFESSOR DE CURSO TÉCNICO - PRONATEC,
1800535181331562,Universidade do Vale do Itajaí,2002,2003,Voluntário,
1800535181331562,Universidade do Vale do Itajaí,2006,2007,Administrador de Banco de Dados,
1800535181331562,Softplan Planejamento e Sistemas,2008,,Administrador de banco de dados,
9339111529388740,Nexxera Tecnologia e Serviços S.A.,2002,2004,Administrador de Bancos de Dados,
9339111529388740,Suntech Sistemas,2004,2005,Administrador de Bancos de Dados,
9339111529388740,Hoplon Infotainment,2005,2006,Administrador de Bancos de DAdos,
9339111529388740,OpenS Tecnologia e Processamento de Dados,2006,2006,Programador,
9339111529388740,Adept Desenvolvimento e Comercialização de Softwares,2006,2010,Programador,
9339111529388740,Poligraph Sistemas e Representações,2010,2014,Administrador de Bancos de Dados,
9339111529388740,Universidade do Vale do Itajaí,2015,2017,Estudante de Pós-Graduação,
9339111529388740,Universidade do Vale do Itajaí,2017,2017,Professor Colaborador,
9339111529388740,Universidade do Vale do Itajaí,2017,2018,,
9339111529388740,Rede Nacional de Ensino e Pesquisa,2017,2017,Assistente (Desenvolvedor Júnior),
9339111529388740,Instituto de Ensino Superior da Grande Florianópolis,2018,,Professor,
9339111529388740,Secretaria da Segurança Pública e Defesa do Cidadão de Santa Catarina,2018,2019,Pesquisador,
9339111529388740,Centro Universitário Barriga Verde,2018,2018,Professor,
9339111529388740,DataCloud Brasil,2019,,Pesquisador,
9339111529388740,Universidade do Sul de SC,2018,,Professor,
436674201471603,Escritório Forgiarini,1998,2000,,
436674201471603,Probank Ltda,2000,2003,Digitador,
436674201471603,Expresso Medianeira Ltda,2003,2003,,
436674201471603,Conselho Nacional de Desenvolvimento Científico e Tecnológico,2003,,Bolsista,
2747626874611692,Instituto Federal do Paraná,2015,,TÉCNICO DE TECNOLOGIA DA INFORMAÇÃO,
7881671179759264,Universidade Estadual do Oeste do Paraná,2010,2012,Estagiário de Iniciação Científica,
7881671179759264,Universidade Federal de Santa Catarina,2013,,Bolsista de Mestrado,
7881671179759264,Consiglio Nazionale delle Ricerche,2014,,Colaborador,
370301102971417,Bitavel,2001,2003,Analista/Desenvolvedor Web,
370301102971417,Câmara de Dirigentes Lojistas (ES),2000,2001,Analista/Desenvolvedor Web,
370301102971417,VixTeam - Consultoria e Sistemas,2000,2000,Desenvolvedor Web,
370301102971417,Gaia Informática,1999,2000,Desenvolvedor Lotus Notes,
370301102971417,University of Waterloo,2007,2010,Teaching Assistant,
370301102971417,Universidade Estadual de Campinas,2007,2007,Pesquisador/Desenvolvedor Web,
370301102971417,Elabora Consultoria e Participações,2011,2012,Pesquisador,
370301102971417,Universidade Tecnológica Federal do Paraná,2015,,Professor Universitário,
370301102971417,,,,,
9661132812612210,Organização das Voluntárias de Goiás,2005,2007,Analista de Sistemas,
9661132812612210,Universidade Federal de Goiás,2001,2004,Consultor,
9661132812612210,Universidade Federal do Rio Grande do Sul,2007,2008,Pesquisador,
9661132812612210,Universidade Federal do Rio Grande do Sul,2008,2009,Pesquisador,
6130162565784855,Universidade do Estado de Santa Catarina,2005,2011,Acadêmico,
6130162565784855,Universidade do Estado de Santa Catarina,2008,2009,Webmaster,
6130162565784855,Maxximo Fidelidade,2012,,Analista de Sistemas,
6130162565784855,Engecorps Engenharia S/A,2011,2011,Programador JAVA,
6130162565784855,NEOMIND SOLUTIONS INFORMÁTICA LTDA,2010,2011,Programador JAVA,
6130162565784855, P Informática,2009,2010,Programador ASP,
