ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
9727123750824948,Nádia Puchalski Kozievitch,"Kozievitch, N. P.;KOZIEVITCH, NÁDIA P.;KOZIEVITCH, NÁDIA PUCHALSKI;KOZIEVITCH, NADIA P.;KOZIEVITCH, NADIA;KOZIEVITCH, NADIA PUCHALSKI;KOZIEVITCH, NADIA PUCHASLKI",FOZ DO IGUAÇU,PR,"Possui graduação em Ciências da Computação pela Universidade Federal do Paraná (2001), mestrado em Informática pela Universidade Federal do Paraná (2005) e doutorado em Ciências da Computação pela Universidade Estadual de Campinas (2011). No período de fevereiro/2010 a setembro/2010 fez doutorando sanduíche, no Digital Library Research Laboratory (DLIB), na Virginia Polytechnic Institute and State University (EUA). Trabalhou em projetos de P&amp;D na área de telefonia na IBM (2006-2012); e na Compania Paranaense de Energia (Copel/Simepar), na área de meteorologia (1999 -2004). Atualmente é professora associada da Universidade Tecnológica Federal do Paraná (UTFPR), câmpus Curitiba. Atua como professor permanente no Programa de Pós-Graduação em Computação Aplicada (PPGCA, UTFPR). Tem experiência na área de Ciência da Computação, com ênfase em Banco de Dados. Seus interesses englobam cidades inteligentes, bibliotecas digitais, GIS e recuperação de informação baseada em conteúdo. Líder de projeto EU-BR H2020 na UTFPR sobre Big Data. Atua como voluntária em prol do incentivo do ensino de computação para meninas de segundo grau.",06-07-2020
