ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
6439298093380707,Cleto May,"MAY, C.;MAY, CLETO",Braço do Norte,SC,"Tem experiência na área de Banco de Dados trabalhando com dados geográficos, dados ligados e recuperação de informação.",07-11-2014
