ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
8488632251760640,Marcos Vinicius de Moura Lima,"LIMA, M. V. M.;LIMA, MARCOS VINICIUS DE MOURA",ERECHIM,RS,"Graduação em andamento em Ciência da Computação pela URI, Universidade Regional Integrada do Alto Uruguai e das Missões, Erechim. Atualmente é bolsista de iniciação científica.",25-03-2019
