ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
9940289333509769,Vania Elisabete Schneider,"SCHNEIDER, V. E.;Schneider, Vania Elisabete;Vânia Schneider;SCHNEIDER, V.;Vania Elisabete Schneider;ELISABETE SCHNEIDER, VANIA;SCHNEIDER, V.E.;SCHNEIDER, VANIA;SCHNEIDER, V E;Vania Eliasabete Schneider",Veranópolis,RS,"Graduada em Licenciatura Plena e Bacharelado em Biologia pela Universidade de Caxias do Sul (1989); Especialista em Metodologia da Pesquisa e do Ensino Superior - Área de Concentração: Educação Ambiental; Mestre em Engenharia Civil - Área de Concentração - Recursos Hídricos e Saneamento pela Universidade Estadual de Campinas (1994); Doutora em Engenharia de Recursos Hídricos e Saneamento Ambiental pelo Instituto de Pesquisas Hidráulicas (IPH) da Universidade Federal do Rio Grande do Sul (2005). Professora Titular e Diretora do Instituto de Saneamento Ambiental da Universidade de Caxias do Sul; Revisora dos periódicos: Revista Panamericana de Salud Pública, Revista Engenharia Sanitária e Ambiental, Revista Biociências; Parecerista ad hoc da Universidade Severino Sombra; Consultor ad hoc da Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia do MS, Integrante dos conselhos municipais de defesa do meio ambiente de Caxias do Sul e Bento Gonçalves (suplente); Membro do Comitê de Gerenciamento da Bacia Hidrográfica do Rio Taquari Antas; Responsável técnica do Instituto Porto Alegre Ambiental; Coordenadora do Congresso Internacional de Tecnologias Ambientais e Diretora da Fiema Brasil - Feira Internacional de Tecnologia para o Meio Ambiente; Membro da diretoria no Conselho consultivo da Associação Brasileira de Engenharia Sanitária e Ambiental - RSl. Tem experiência nas áreas de Biologia, Engenharia Ambiental, Enfermagem, Engenharia Civil e Arquitetura atuando principalmente nos seguintes temas: gerenciamento de resíduos sólidos - Resíduos Sólidos Urbanos, Resíduos de Serviços de Saúde, Resíduos da Construção Civil, Resíduos de madeira e Resíduos no meio Rural; Gestão de Recursos Hídricos e Monitoramento da Qualidade da Água; Gestão Ambiental; Saneamento Ambiental; Formação de Professores para o ensino de ciências e Biologia..",16-07-2020
