ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
9751072612298489,Diogo Luis Von Grafen Rubert,"RUBERT, Diogo L. V. G.",Cruz Alta,RS,"Possui graduação em Ciência da Computação pela Universidade de Cruz Alta (2013). Atualmente é analista de sistemas pleno - Lógica Informatica. Tem experiência na área de Ciência da Computação, com ênfase em Banco de Dados",29-10-2015
