ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
4940517936484660,André Magno Costa de Araujo,"Araújo, André M.C de;André Magno C. de Araújo;André Magno Costa de Araújo;de Araújo, André Magno Costa;ARAUJO, ANDRE;ARAÚJO, ANDRÉ;DE ARAUJO, ANDRE MAGNO COSTA;MAGNO, ANDRÉ",Araguaina,TO,"Professor Adjunto (DE) da Universidade Federal de Alagoas (Penedo), possui doutorado e mestrado em Ciência da Computação pela Universidade Federal de Pernambuco. Atuou como Analista de Sistemas e Coordenador de TI na área Informática em Saúde de 2003 a 2014. Desde 2002 é professor de ensino superior em cursos de Graduação e Pós-Graduação. Tem experiência na área de Ciência da Computação, com ênfase em Linguagens de Programação, Banco de Dados, Engenharia de Software, Modelagem de Dados e Desenvolvimento de Sistemas.",19-06-2020
