ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
7243777210978499,Darlan Florêncio de Arruda,"ARRUDA, DARLAN;ARRUDA, D",Recife,PE,"Possui experiência em Ciência da Computação com ênfase em Gestão de Qualidade, Engenharia de Requisitos e Teste de Software. Mestrado em Engenharia de Computação pela Escola Politécnica da Universidade de Pernambuco - POLI/UPE (2014). Bacharelado em Sistemas de Informação pela Universidade de Pernambuco - UPE (2011). Atualmente é candidato ao título de doutor em Ciência da Computação na University of Western Ontario (2019). Interesses de Pesquisa: Engenharia de Requisitos, Arquitetura e Métricas de Software, Big Data e Sistemas de Informação.",15-08-2019
