ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
0001394224092286,Alex Marino Gonçalves de Almeida,"ALMEIDA, A. M. G.;ALMEIDA, ALEX M.G.;ALMEIDA, ALEX MARINO GONCALVES DE",Manduri,SP,"Possui graduação em Processamento de Dados pelo Centro Estadual de Educação Tecnológica Paula Souza (1999) e mestrado em Ciência da Computação pela Universidade Estadual de Londrina (2016). Atualmente é coordenador de curso do Centro Estadual de Educação Tecnológica Paula Souza e professor associado do Centro Estadual de Educação Tecnológica Paula Souza. Tem experiência na área de Ciência da Computação, com ênfase em Sistemas de Informação, atuando principalmente nos seguintes temas: aprendizado de máquina, segurança informação, análise de sentimentos, reconhecimento de voz e mineração de textos.",06-04-2020
