ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
0966387234393823,Fernanda Vieira Figueira,"FIGUEIRA, F. V.",Bagé,RS,Possui graduação em Bacharelado em Ciência da Computação pela Universidade Federal de Pelotas (2005) e mestrado em Ciência da Computação pela Pontifícia Universidade Católica do Rio Grande do Sul (2008). Atualmente é Analista de Tecnologia da Informação da Universidade de Brasília.,24-07-2019
