ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
5726259776195113,Wdnei Ribeiro da Paixao,"PAIXAO, W. R.",Serra,ES,"Possui graduação em Bacharelado em Sistema de Informação pelo Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo (2016), com experiência no exterior pelo programa Ciências Sem Fronteiras realizado na Austrália. Atualmente cursando Mestrado Profissional de Engenharia de Controle e Automação no Instituto Federal do Espirito Santo. Tem experiência na área de Sistemas de Informação, com ênfase em Sistemas de Computação Inteligentes, atuando principalmente no seguintes temas: tecnologia da informação. visão computacional e inteligência artificial.",06-04-2018
