ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
2319733789095224,Henrico Bertini Brum,"BRUM, H. B.",Uruguaiana,RS,"Doutorando em Ciência da Computação e Matemática Computacional no ICMC-USP - São Carlos. Experiência em Inteligência Artificial, Aprendizado de Máquina e Processamento de Língua Natural. Atualmente pesquisando Análise de Sentimentos, Semântica e Aprendizado de Máquina.",03-06-2020
