ID_LATTES,FULL_NAME,CITADO,CITY,STATE,RESUME,UPDATE
9735097775351422,Danilo Sambugaro de Carlo,"CARLO, D. S.",,,Discente de Ciência da Computação na Universidade Tecnológica Federal do Paraná - UTFPR,13-08-2017
